profile,group,window,n,family,mean,median,min,max,stdev,positive_rows,negative_rows,excluded_family,cheap6_lfo_mean,cheap5_lfo_mean,metric
semantic_VR,dose1,available,10,,,,,,,7,3,BLiMP,0.05399999999999962,,
semantic_VR,dose1,available,10,,,,,,,8,2,Supplement,0.05559999999999957,,
semantic_VR,dose1,available,10,,,,,,,7,3,EWoK,0.15759999999999974,,
semantic_VR,dose1,available,10,,,,,,,2,8,Entity,-0.16980000000000048,,
semantic_VR,dose1,available,10,,,,,,,6,4,COMPS,-0.0786000000000003,,
semantic_VR,dose1,available,10,,,,,,,6,4,Reading,-0.10380000000000052,,
semantic_VR,dose1,common_10M_80M,8,,,,,,,5,3,BLiMP,-0.0342500000000004,,
semantic_VR,dose1,common_10M_80M,8,,,,,,,6,2,Supplement,0.038249999999999555,,
semantic_VR,dose1,common_10M_80M,8,,,,,,,5,3,EWoK,0.10149999999999977,,
semantic_VR,dose1,common_10M_80M,8,,,,,,,2,6,Entity,-0.18675000000000044,,
semantic_VR,dose1,common_10M_80M,8,,,,,,,4,4,COMPS,-0.13300000000000028,,
semantic_VR,dose1,common_10M_80M,8,,,,,,,4,4,Reading,-0.16075000000000053,,
semantic_VR,dose1p82,available,10,,,,,,,7,3,BLiMP,0.13419999999999999,,
semantic_VR,dose1p82,available,10,,,,,,,7,3,Supplement,0.12859999999999983,,
semantic_VR,dose1p82,available,10,,,,,,,7,3,EWoK,0.49859999999999965,,
semantic_VR,dose1p82,available,10,,,,,,,7,3,Entity,0.05859999999999989,,
semantic_VR,dose1p82,available,10,,,,,,,7,3,COMPS,0.26139999999999997,,
semantic_VR,dose1p82,available,10,,,,,,,7,3,Reading,0.23259999999999986,,
semantic_VR,dose1p82,common_10M_80M,8,,,,,,,5,3,BLiMP,0.05537499999999964,,
semantic_VR,dose1p82,common_10M_80M,8,,,,,,,5,3,Supplement,0.12437499999999942,,
semantic_VR,dose1p82,common_10M_80M,8,,,,,,,5,3,EWoK,0.40262499999999946,,
semantic_VR,dose1p82,common_10M_80M,8,,,,,,,5,3,Entity,-0.04362500000000047,,
semantic_VR,dose1p82,common_10M_80M,8,,,,,,,5,3,COMPS,0.1661249999999998,,
semantic_VR,dose1p82,common_10M_80M,8,,,,,,,5,3,Reading,0.1432499999999995,,
semantic_VR,dose2p64,available,8,,,,,,,5,3,BLiMP,0.5171250000000003,,
semantic_VR,dose2p64,available,8,,,,,,,4,4,Supplement,0.2553749999999998,,
semantic_VR,dose2p64,available,8,,,,,,,6,2,EWoK,0.597375,,
semantic_VR,dose2p64,available,8,,,,,,,4,4,Entity,0.06362500000000024,,
semantic_VR,dose2p64,available,8,,,,,,,4,4,COMPS,0.45762500000000006,,
semantic_VR,dose2p64,available,8,,,,,,,4,4,Reading,0.48950000000000016,,
semantic_VR,dose2p64,common_10M_80M,8,,,,,,,5,3,BLiMP,0.5171250000000003,,
semantic_VR,dose2p64,common_10M_80M,8,,,,,,,4,4,Supplement,0.2553749999999998,,
semantic_VR,dose2p64,common_10M_80M,8,,,,,,,6,2,EWoK,0.597375,,
semantic_VR,dose2p64,common_10M_80M,8,,,,,,,4,4,Entity,0.06362500000000024,,
semantic_VR,dose2p64,common_10M_80M,8,,,,,,,4,4,COMPS,0.45762500000000006,,
semantic_VR,dose2p64,common_10M_80M,8,,,,,,,4,4,Reading,0.48950000000000016,,
