profile,group,window,n,family,mean,median,min,max,stdev,positive_rows,negative_rows,excluded_family,cheap6_lfo_mean,cheap5_lfo_mean,metric
roberta_max_view_clean_contrast,roberta_total_transfer,available,2,,,,,,,1,1,BLiMP,-0.023500000000000743,,
roberta_max_view_clean_contrast,roberta_total_transfer,available,2,,,,,,,0,2,Supplement,-0.2355000000000012,,
roberta_max_view_clean_contrast,roberta_total_transfer,available,2,,,,,,,1,1,EWoK,0.00249999999999978,,
roberta_max_view_clean_contrast,roberta_total_transfer,available,2,,,,,,,1,1,Entity,0.1664999999999991,,
roberta_max_view_clean_contrast,roberta_total_transfer,available,2,,,,,,,1,1,COMPS,-0.03350000000000089,,
roberta_max_view_clean_contrast,roberta_total_transfer,available,2,,,,,,,1,1,Reading,-0.1490000000000009,,
roberta_max_view_clean_contrast,roberta_total_transfer,common_10M_80M,2,,,,,,,1,1,BLiMP,-0.023500000000000743,,
roberta_max_view_clean_contrast,roberta_total_transfer,common_10M_80M,2,,,,,,,0,2,Supplement,-0.2355000000000012,,
roberta_max_view_clean_contrast,roberta_total_transfer,common_10M_80M,2,,,,,,,1,1,EWoK,0.00249999999999978,,
roberta_max_view_clean_contrast,roberta_total_transfer,common_10M_80M,2,,,,,,,1,1,Entity,0.1664999999999991,,
roberta_max_view_clean_contrast,roberta_total_transfer,common_10M_80M,2,,,,,,,1,1,COMPS,-0.03350000000000089,,
roberta_max_view_clean_contrast,roberta_total_transfer,common_10M_80M,2,,,,,,,1,1,Reading,-0.1490000000000009,,
