profile,group,window,n,family,mean,median,min,max,stdev,positive_rows,negative_rows,excluded_family,cheap6_lfo_mean,cheap5_lfo_mean,metric
roberta_max_view_clean_contrast,roberta_total_transfer,available,2,BLiMP,-0.15500000000000114,-0.15500000000000114,-0.3200000000000003,0.00999999999999801,0.23334523779155947,1,1,,,,
roberta_max_view_clean_contrast,roberta_total_transfer,available,2,Supplement,0.9050000000000011,0.9050000000000011,0.14000000000000057,1.6700000000000017,1.0818733752154186,2,0,,,,
roberta_max_view_clean_contrast,roberta_total_transfer,available,2,EWoK,-0.2850000000000037,-0.2850000000000037,-1.1500000000000057,0.5799999999999983,1.22329473145273,1,1,,,,
roberta_max_view_clean_contrast,roberta_total_transfer,available,2,Entity,-1.1050000000000004,-1.1050000000000004,-1.6999999999999993,-0.5100000000000016,0.84145706961199,0,2,,,,
roberta_max_view_clean_contrast,roberta_total_transfer,available,2,COMPS,-0.10500000000000043,-0.10500000000000043,-0.509999999999998,0.29999999999999716,0.5727564927611001,1,1,,,,
roberta_max_view_clean_contrast,roberta_total_transfer,available,2,Reading,0.4724999999999997,0.4724999999999997,0.4449999999999994,0.5,0.03889087296526054,2,0,,,,
roberta_max_view_clean_contrast,roberta_total_transfer,common_10M_80M,2,BLiMP,-0.15500000000000114,-0.15500000000000114,-0.3200000000000003,0.00999999999999801,0.23334523779155947,1,1,,,,
roberta_max_view_clean_contrast,roberta_total_transfer,common_10M_80M,2,Supplement,0.9050000000000011,0.9050000000000011,0.14000000000000057,1.6700000000000017,1.0818733752154186,2,0,,,,
roberta_max_view_clean_contrast,roberta_total_transfer,common_10M_80M,2,EWoK,-0.2850000000000037,-0.2850000000000037,-1.1500000000000057,0.5799999999999983,1.22329473145273,1,1,,,,
roberta_max_view_clean_contrast,roberta_total_transfer,common_10M_80M,2,Entity,-1.1050000000000004,-1.1050000000000004,-1.6999999999999993,-0.5100000000000016,0.84145706961199,0,2,,,,
roberta_max_view_clean_contrast,roberta_total_transfer,common_10M_80M,2,COMPS,-0.10500000000000043,-0.10500000000000043,-0.509999999999998,0.29999999999999716,0.5727564927611001,1,1,,,,
roberta_max_view_clean_contrast,roberta_total_transfer,common_10M_80M,2,Reading,0.4724999999999997,0.4724999999999997,0.4449999999999994,0.5,0.03889087296526054,2,0,,,,
