seed,checkpoint,probe_set,slot_mode,packet_type,grouping,n_packets,mean_content_binding_pair_sum_Tretention_Uretention,se_content_binding_pair_sum_Tretention_Uretention,fraction_positive_content_binding_pair_sum_Tretention_Uretention,mean_content_delta_N_retention_prior,se_content_delta_N_retention_prior,fraction_positive_content_delta_N_retention_prior,mean_content_delta_T_retention,se_content_delta_T_retention,fraction_positive_content_delta_T_retention,mean_content_delta_U_retention,se_content_delta_U_retention,fraction_positive_content_delta_U_retention,mean_content_net_T_minus_N_retention,se_content_net_T_minus_N_retention,fraction_positive_content_net_T_minus_N_retention,mean_content_net_T_minus_U_retention,se_content_net_T_minus_U_retention,fraction_positive_content_net_T_minus_U_retention,mean_full_binding_pair_sum_Tretention_Uretention,se_full_binding_pair_sum_Tretention_Uretention,fraction_positive_full_binding_pair_sum_Tretention_Uretention,mean_full_delta_N_retention_prior,se_full_delta_N_retention_prior,fraction_positive_full_delta_N_retention_prior,mean_full_delta_T_retention,se_full_delta_T_retention,fraction_positive_full_delta_T_retention,mean_full_delta_U_retention,se_full_delta_U_retention,fraction_positive_full_delta_U_retention,mean_full_net_T_minus_N_retention,se_full_net_T_minus_N_retention,fraction_positive_full_net_T_minus_N_retention,mean_full_net_T_minus_U_retention,se_full_net_T_minus_U_retention,fraction_positive_full_net_T_minus_U_retention,updated_conflict_heuristic,gold_state_type
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type,20,-0.12024635863127989,0.1891268338263674,0.45,-0.15606294181901897,0.1709264223094784,0.4,0.0013798675596869807,0.19617430027325114,0.5,-0.24187258482224674,0.2511032770525055,0.3,0.15744280937870597,0.14411633641722507,0.65,0.23981182585366445,0.19072027264555116,0.7,-0.07524935956993709,0.1537053585293867,0.5,-0.1140471037274258,0.14485129593662147,0.4,0.011423599097726517,0.14769104172034056,0.5,-0.16192231823760067,0.22707491827285364,0.35,0.12547070282515232,0.10771211033614972,0.6,0.20913190437203974,0.1707081262267929,0.7,,
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+updated_conflict_heuristic,20,-0.12024635863127989,0.1891268338263674,0.45,-0.15606294181901897,0.1709264223094784,0.4,0.0013798675596869807,0.19617430027325114,0.5,-0.24187258482224674,0.2511032770525055,0.3,0.15744280937870597,0.14411633641722507,0.65,0.23981182585366445,0.19072027264555116,0.7,-0.07524935956993709,0.1537053585293867,0.5,-0.1140471037274258,0.14485129593662147,0.4,0.011423599097726517,0.14769104172034056,0.5,-0.16192231823760067,0.22707491827285364,0.35,0.12547070282515232,0.10771211033614972,0.6,0.20913190437203974,0.1707081262267929,0.7,,
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+gold_state_type,2,0.09559080215985888,0.2785975164442788,0.5,-0.4167654781369494,0.432537427567877,0.5,0.29879421768710024,0.5697084541432559,0.5,-0.10761261336738248,0.012513421254698232,0.0,0.7155596958240497,0.13717102657537883,1.0,0.35793003855506,0.09341488747158976,1.0,0.08541168012501055,0.2361280817616108,0.5,-0.17385473763570247,0.37604445861652525,0.5,0.2676598398325343,0.5293337190213302,0.5,-0.09683647958251318,0.05707755549810867,0.0,0.44151457746823675,0.15328926040480506,1.0,0.27882580854929895,0.13716945261694535,1.0,,possession_artifact
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+gold_state_type,12,-0.26693601188746957,0.2876877617510854,0.3333333333333333,-0.21602313344122911,0.2570642535370856,0.25,-0.23718492904759284,0.27428187970276974,0.3333333333333333,-0.29668709472734633,0.3978926513788775,0.3333333333333333,-0.02116179560636373,0.20596440090519186,0.5,0.20271869325005126,0.3014502814666146,0.5833333333333334,-0.22374899753820657,0.24320069163518004,0.3333333333333333,-0.26748728295900975,0.21737536904069635,0.25,-0.23240823549535863,0.19786289825967587,0.3333333333333333,-0.2150897595810545,0.37104474375724045,0.3333333333333333,0.0350790474636511,0.16435125435843215,0.4166666666666667,0.2116434809764468,0.2795526011889143,0.5833333333333334,,other_relation_state
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+gold_state_type,5,0.07477369202941193,0.3037744018155317,0.6,0.03272365476825255,0.2792429718726685,0.6,0.21966167769683084,0.2794761285148095,0.8,-0.07011429363800699,0.3620528255226515,0.4,0.1869380229285783,0.1535309274806184,0.8,0.07092255450701997,0.16016873431664097,0.8,0.1966643425814229,0.13464953261465168,0.8,0.21951511280930336,0.16142067302032354,0.6,0.32946150413856795,0.16314018635842883,0.8,0.06386718102427784,0.1912277526072634,0.6,0.10994639132926459,0.10393798030834762,0.8,0.04741975237135607,0.09257053140220337,0.8,,location_containment
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,seed+checkpoint+probe_set+slot_mode+packet_type+gold_state_type,1,0.23325490555725992,nan,1.0,0.1409314473470058,nan,1.0,1.177919675906499,nan,1.0,-0.7114098647919791,nan,0.0,1.0369882285594931,nan,1.0,1.293139348427454,nan,1.0,0.025855705902601667,nan,1.0,0.17903923218448892,nan,1.0,0.8347436075409256,nan,1.0,-0.7830321957357222,nan,0.0,0.6557043753564367,nan,1.0,0.848165936768055,nan,1.0,,status_condition_event
