seed,checkpoint,probe_set,packet_id,slot_mode,packet_type,gold_state_type,updated_conflict_heuristic,full_delta_T_retention,full_delta_U_retention,full_delta_N_retention_prior,full_net_T_minus_U_retention,full_net_T_minus_N_retention,full_binding_pair_sum_Tretention_Uretention,content_delta_T_retention,content_delta_U_retention,content_delta_N_retention_prior,content_net_T_minus_U_retention,content_net_T_minus_N_retention,content_binding_pair_sum_Tretention_Uretention
43022,chck_86M,extended_nontrain,rw2s0_007606,template,UNCHANGED_DISTRACTOR_USE,possession_artifact,,0.7969935588538646,-0.15391403508062185,0.20218972098082277,0.4159952611662443,0.5948038378730418,0.32153976188662137,0.8685026718303561,-0.12012603462208071,0.015771949430927634,0.4513449260266498,0.8527307223994285,0.3741883186041377
43022,chck_86M,extended_nontrain,rw2s0_011096,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,-0.7372296333312987,-1.0201870317260426,-0.344211233779788,-0.5777638321121534,-0.39301839955151063,-0.8787083325286706,-1.4348137360066175,-1.0608386375630894,-0.4452381068840623,-1.2251893086358905,-0.9895756291225553,-1.2478261867848535
43022,chck_86M,extended_nontrain,rw2s0_017880,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,-1.029622561269207,-0.423054527132384,-1.4643192657240434,1.3705485829268582,0.43469670445483644,-0.7263385442007955,-1.0380877886898816,-0.6518013974651695,-1.4742418259382237,1.3732334540225561,0.4361540372483421,-0.8449445930775256
43022,chck_86M,extended_nontrain,rw_002632,template,UNCHANGED_DISTRACTOR_USE,location_containment,,0.45965139230247587,0.03163932393718927,0.23347032967555742,0.21834716182202096,0.22618106262691845,0.24564535811983257,0.4843581730965525,-0.010440462734550238,0.2480637076466034,0.23798449748816597,0.2362944654499491,0.23695885518100113
43022,chck_86M,extended_nontrain,rw_023936,template,UNCHANGED_DISTRACTOR_USE,location_containment,,0.7685820257303291,0.44344868098518675,0.3756143030009005,0.09041258361940474,0.3929677227294286,0.6060153533577579,1.025842096656561,0.6373031869530679,0.47413592301309126,0.16607234217226452,0.5517061736434696,0.8315726418048144
43022,chck_86M,extended_nontrain,rw2s0_014674,template,UNCHANGED_DISTRACTOR_USE,location_containment,,0.0500479361999573,0.5431050246980574,-0.08480624406236359,0.1722711222944775,0.13485418026232088,0.29657648044900736,0.05816136434718609,0.6424158502458817,-0.21813739654386222,0.3351037405719539,0.2762987608910483,0.3502886072965339
43022,chck_86M,extended_nontrain,rw2s1_018012,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,-0.14673452545804055,3.082386663509533,-0.6503771487623453,0.3837450487920169,0.5036426233043048,1.4678260690257463,-0.0878718893176742,2.96863417327404,-0.7429896162024567,0.5976755221241288,0.6551177268847825,1.440381141978183
43022,chck_86M,extended_nontrain,rw2s0_021141,template,UNCHANGED_DISTRACTOR_USE,possession_artifact,,-0.26167387918879603,-0.03975892408440451,-0.5498991962522277,0.1416563559323536,0.2882253170634317,-0.15071640163660027,-0.27091423645615564,-0.09509919211268425,-0.8493029057048265,0.26451515108347023,0.5783886692486708,-0.18300671428441995
43022,chck_86M,extended_nontrain,rw2s0_016104,template,UNCHANGED_DISTRACTOR_USE,status_condition_event,,0.8347436075409256,-0.7830321957357222,0.17903923218448892,0.848165936768055,0.6557043753564367,0.025855705902601667,1.177919675906499,-0.7114098647919791,0.1409314473470058,1.293139348427454,1.0369882285594931,0.23325490555725992
43022,chck_86M,extended_nontrain,rw2s0_021911,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,0.37265614478383213,0.7733607736382899,0.42278703866759315,0.23428844241425395,-0.05013089388376102,0.573008459211061,0.5423768771812318,0.9754539184272292,0.6807039348408583,0.40132447741925614,-0.1383270576596265,0.7589153978042305
43022,chck_86M,extended_nontrain,rw2s0_010657,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,-0.2044543003042536,-1.457386317849159,-0.3290190638353412,0.44141102383534125,0.12456476353108759,-0.8309203090767063,-0.1752364051838713,-2.2727895248681307,-0.3437682402630635,0.48878274920086096,0.16853183507919223,-1.224012965026001
43022,chck_86M,extended_nontrain,rw2s0_032195,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,-0.172739926746322,-0.09998098108917475,-0.05243345256377463,0.30815250995672405,-0.12030647418254736,-0.13636045391774837,-0.24938075475039923,-0.613861962421132,-0.3506029515660236,0.6375168691433617,0.10122219681562439,-0.4316213585857656
43022,chck_86M,extended_nontrain,rw2s1_008877,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,-1.1579266904542838,-1.8498533667686086,-0.7952178833074868,-0.9858106550139665,-0.362708807146797,-1.5038900286114463,-1.1579266904542838,-1.8498533667686086,-0.7952178833074868,-0.9858106550139665,-0.362708807146797,-1.5038900286114463
43022,chck_86M,extended_nontrain,rw2s1_030906,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,0.540395965613425,0.2837519533932209,0.9557194352149967,-0.49988636331011804,-0.41532346960157174,0.41207395950332293,0.05666407709941268,0.18986707404255831,1.1214695572853088,-0.8296319269575179,-1.0648054801858962,0.1232655755709855
43022,chck_86M,extended_nontrain,rw2s1_008903,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,1.1451691776514052,0.2048620529822074,0.7942129639908666,0.23254667781293437,0.35095621366053864,0.6750156153168063,2.145558685064316,0.6167685680091379,1.4507364680369683,0.5163382689158116,0.6948222170273475,1.3811636265367269
43022,chck_86M,extended_nontrain,rw2s1_009894,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,0.038162019414206494,-1.0933114416107086,-1.3640168070172276,2.5295343954736995,1.402178826431434,-0.527574711098251,0.04736460335552728,-0.7892001482658089,-1.2391160439699886,2.3535948496311914,1.286480647325516,-0.3709177724551408
43022,chck_86M,extended_nontrain,rw2s1_008492,template,UNCHANGED_DISTRACTOR_USE,location_containment,,0.5026530974078924,-0.435871213278733,0.7310277462936936,-0.30547427644487435,-0.22837464888580117,0.03339094206457971,0.21362790639977902,-0.30232996624545194,0.5956146504031494,-0.5581843052544473,-0.3819867440033704,-0.04435102992283646
43022,chck_86M,extended_nontrain,rw_005535,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,-0.7549518796731718,-0.6545878820719997,-0.26215676058616033,-0.6388211826311547,-0.49279511908701146,-0.7047698808725857,-0.8083449807018043,-0.7108099004253745,-0.3307595020160079,-0.6359922653064133,-0.47758547868579637,-0.7595774405635893
43022,chck_86M,extended_nontrain,rw2s0_022730,template,UNCHANGED_DISTRACTOR_USE,other_relation_state,,-0.6816226161705952,-0.327077010247828,-0.12081521780540605,-0.25822287642707376,-0.5608073983651891,-0.5043498132092116,-0.6865211461670697,-0.3618139327038077,-0.12325339131057156,-0.2592177155427635,-0.5632677548564982,-0.5241675394354387
43022,chck_86M,extended_nontrain,rw2s0_011493,template,UNCHANGED_DISTRACTOR_USE,location_containment,,-0.13362693094781486,-0.26298591122031123,-0.15773057086127107,0.06154217056575151,0.02410363991345621,-0.19830642108406304,-0.6836811520159243,-1.3175200764089823,-0.9360586106777191,0.1736364975571627,0.25237745866179484,-1.0006006142124533
