seed,checkpoint,probe_set,slot_mode,packet_type,condition,grouping,n_packets,mean_delta_full_m_orig_new_minus_source,se_delta_full_m_orig_new_minus_source,fraction_positive_delta_full_m_orig_new_minus_source,mean_delta_full_m_source_minus_orig_new,se_delta_full_m_source_minus_orig_new,fraction_positive_delta_full_m_source_minus_orig_new,mean_delta_full_m_source_minus_swapped_new,se_delta_full_m_source_minus_swapped_new,fraction_positive_delta_full_m_source_minus_swapped_new,mean_delta_full_m_orig_new_minus_swapped_new,se_delta_full_m_orig_new_minus_swapped_new,fraction_positive_delta_full_m_orig_new_minus_swapped_new,mean_delta_full_gold_margin_vs_original_competitor,se_delta_full_gold_margin_vs_original_competitor,fraction_positive_delta_full_gold_margin_vs_original_competitor,mean_delta_full_retention_margin_vs_swapped_new,se_delta_full_retention_margin_vs_swapped_new,fraction_positive_delta_full_retention_margin_vs_swapped_new,mean_delta_content_m_orig_new_minus_source,se_delta_content_m_orig_new_minus_source,fraction_positive_delta_content_m_orig_new_minus_source,mean_delta_content_m_source_minus_orig_new,se_delta_content_m_source_minus_orig_new,fraction_positive_delta_content_m_source_minus_orig_new,mean_delta_content_m_source_minus_swapped_new,se_delta_content_m_source_minus_swapped_new,fraction_positive_delta_content_m_source_minus_swapped_new,mean_delta_content_m_orig_new_minus_swapped_new,se_delta_content_m_orig_new_minus_swapped_new,fraction_positive_delta_content_m_orig_new_minus_swapped_new,mean_delta_content_gold_margin_vs_original_competitor,se_delta_content_gold_margin_vs_original_competitor,fraction_positive_delta_content_gold_margin_vs_original_competitor,mean_delta_content_retention_margin_vs_swapped_new,se_delta_content_retention_margin_vs_swapped_new,fraction_positive_delta_content_retention_margin_vs_swapped_new,updated_conflict_heuristic,gold_state_type
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition,20,-0.011423599097726517,0.14769104172034056,0.5,0.011423599097726517,0.14769104172034056,0.5,-0.0683621607780928,0.15691165006089522,0.6,-0.07978575987581957,0.16928875480896924,0.5,0.011423599097726517,0.14769104172034056,0.5,-0.0683621607780928,0.15691165006089522,0.6,-0.0013798675596869807,0.19617430027325114,0.5,0.0013798675596869807,0.19617430027325114,0.5,0.0033618165075314454,0.19181537836148857,0.6,0.0019819489478443363,0.17130304151212156,0.55,0.0013798675596869807,0.19617430027325114,0.5,0.0033618165075314454,0.19181537836148857,0.6,,
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition,20,0.19770830527431324,0.20410310999308318,0.65,-0.19770830527431324,0.20410310999308318,0.35,-0.16192231823760067,0.22707491827285364,0.35,0.035785987036712395,0.2720788015509504,0.4,-0.19770830527431324,0.20410310999308318,0.35,-0.16192231823760067,0.22707491827285364,0.35,0.23843195829397745,0.21837052821064915,0.65,-0.23843195829397745,0.21837052821064915,0.35,-0.24187258482224674,0.2511032770525055,0.3,-0.0034406265282693415,0.283850024211436,0.4,-0.23843195829397745,0.21837052821064915,0.35,-0.24187258482224674,0.2511032770525055,0.3,,
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition,20,0.1140471037274258,0.14485129593662147,0.6,-0.1140471037274258,0.14485129593662147,0.4,-0.013852295938263915,0.14978036266583047,0.6,0.10019480778916182,0.18019910608951004,0.55,-0.1140471037274258,0.14485129593662147,0.4,-0.013852295938263915,0.14978036266583047,0.6,0.15606294181901897,0.1709264223094784,0.6,-0.15606294181901897,0.1709264223094784,0.4,-0.013715986488442255,0.17026754132319707,0.55,0.1423469553305768,0.18365428336198775,0.5,-0.15606294181901897,0.1709264223094784,0.4,-0.013715986488442255,0.17026754132319707,0.55,,
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,20,-0.011423599097726517,0.14769104172034056,0.5,0.011423599097726517,0.14769104172034056,0.5,-0.0683621607780928,0.15691165006089522,0.6,-0.07978575987581957,0.16928875480896924,0.5,0.011423599097726517,0.14769104172034056,0.5,-0.0683621607780928,0.15691165006089522,0.6,-0.0013798675596869807,0.19617430027325114,0.5,0.0013798675596869807,0.19617430027325114,0.5,0.0033618165075314454,0.19181537836148857,0.6,0.0019819489478443363,0.17130304151212156,0.55,0.0013798675596869807,0.19617430027325114,0.5,0.0033618165075314454,0.19181537836148857,0.6,,
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,20,0.19770830527431324,0.20410310999308318,0.65,-0.19770830527431324,0.20410310999308318,0.35,-0.16192231823760067,0.22707491827285364,0.35,0.035785987036712395,0.2720788015509504,0.4,-0.19770830527431324,0.20410310999308318,0.35,-0.16192231823760067,0.22707491827285364,0.35,0.23843195829397745,0.21837052821064915,0.65,-0.23843195829397745,0.21837052821064915,0.35,-0.24187258482224674,0.2511032770525055,0.3,-0.0034406265282693415,0.283850024211436,0.4,-0.23843195829397745,0.21837052821064915,0.35,-0.24187258482224674,0.2511032770525055,0.3,,
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,20,0.1140471037274258,0.14485129593662147,0.6,-0.1140471037274258,0.14485129593662147,0.4,-0.013852295938263915,0.14978036266583047,0.6,0.10019480778916182,0.18019910608951004,0.55,-0.1140471037274258,0.14485129593662147,0.4,-0.013852295938263915,0.14978036266583047,0.6,0.15606294181901897,0.1709264223094784,0.6,-0.15606294181901897,0.1709264223094784,0.4,-0.013715986488442255,0.17026754132319707,0.55,0.1423469553305768,0.18365428336198775,0.5,-0.15606294181901897,0.1709264223094784,0.4,-0.013715986488442255,0.17026754132319707,0.55,,
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,2,-0.2676598398325343,0.5293337190213302,0.5,0.2676598398325343,0.5293337190213302,0.5,0.03126991080741126,0.2207534885654847,0.5,-0.2363899290251239,0.7500872075868146,0.5,0.2676598398325343,0.5293337190213302,0.5,0.03126991080741126,0.2207534885654847,0.5,-0.29879421768710024,0.5697084541432559,0.5,0.29879421768710024,0.5697084541432559,0.5,0.32663396121934074,0.04670264134183544,1.0,0.027839743532240835,0.5230058128014208,0.5,0.29879421768710024,0.5697084541432559,0.5,0.32663396121934074,0.04670264134183544,1.0,,possession_artifact
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,U,seed+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,2,0.011165968716764674,0.3921642664043849,0.5,-0.011165968716764674,0.3921642664043849,0.5,-0.09683647958251318,0.05707755549810867,0.0,-0.08567051086574873,0.4492418219024938,0.5,-0.011165968716764674,0.3921642664043849,0.5,-0.09683647958251318,0.05707755549810867,0.0,0.059135820867959765,0.47629356667166606,0.5,-0.059135820867959765,0.47629356667166606,0.5,-0.10761261336738248,0.012513421254698232,0.0,-0.04847679249942294,0.48880698792636457,0.5,-0.059135820867959765,0.47629356667166606,0.5,-0.10761261336738248,0.012513421254698232,0.0,,possession_artifact
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,N,seed+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,2,0.17385473763570247,0.37604445861652525,0.5,-0.17385473763570247,0.37604445861652525,0.5,0.23843056544040575,0.011486129493762931,1.0,0.41228530307610844,0.38753058811028795,1.0,-0.17385473763570247,0.37604445861652525,0.5,0.23843056544040575,0.011486129493762931,1.0,0.4167654781369494,0.432537427567877,0.5,-0.4167654781369494,0.432537427567877,0.5,0.17600239228922865,0.13165223898831743,1.0,0.5927678704261781,0.3008851885795596,1.0,-0.4167654781369494,0.432537427567877,0.5,0.17600239228922865,0.13165223898831743,1.0,,possession_artifact
43022,chck_86M,extended_nontrain,template,UNCHANGED_DISTRACTOR_USE,T,seed+checkpoint+probe_set+slot_mode+packet_type+condition+gold_state_type,12,0.23240823549535863,0.19786289825967587,0.6666666666666666,-0.23240823549535863,0.19786289825967587,0.3333333333333333,-0.17185964863981773,0.22998937198010783,0.5,0.060548586855540765,0.22904916775409453,0.5833333333333334,-0.23240823549535863,0.19786289825967587,0.3333333333333333,-0.17185964863981773,0.22998937198010783,0.5,0.23718492904759284,0.27428187970276974,0.6666666666666666,-0.23718492904759284,0.27428187970276974,0.3333333333333333,-0.10097710073903365,0.28273896196602116,0.5,0.13620782830855893,0.25744579538333767,0.6666666666666666,-0.23718492904759284,0.27428187970276974,0.3333333333333333,-0.10097710073903365,0.28273896196602116,0.5,,other_relation_state
