target_word,n_contexts,coherent86,dense_seed62064,dense_seed62065,d64_minus_coherent,d65_minus_coherent,d65_minus_d64,cdi_final_30m,cdi_mean_16_30m,cdi_first_month_ge_0p5
bowl,20,6.940349495410919,7.114543974399567,7.103085625171661,0.17419447898864746,0.1627361297607422,-0.011458349227905274,0.78,0.4986666666666667,23.0
box,20,8.496818947792054,8.630024933815003,8.638427424430848,0.13320598602294922,0.14160847663879395,0.008402490615844726,0.75,0.49466666666666664,23.0
boy,20,7.0276916980743405,7.310511803627014,7.34215418100357,0.28282010555267334,0.31446248292922974,0.031642377376556396,0.75,0.43533333333333335,25.0
bread,20,7.664524626731873,7.896743941307068,7.892654061317444,0.23221931457519532,0.22812943458557128,-0.004089879989624024,0.79,0.524,23.0
break,20,7.258357131481171,7.318646538257599,7.302681040763855,0.060289406776428224,0.04432390928268433,-0.015965497493743895,0.71,0.35533333333333333,26.0
breakfast,20,8.37104890346527,8.44902319908142,8.443382120132446,0.07797429561614991,0.07233321666717529,-0.00564107894897461,0.71,0.40800000000000003,25.0
bring,20,9.79853949546814,10.12558445930481,10.121661591529847,0.3270449638366699,0.32312209606170655,-0.003922867774963379,0.6,0.2866666666666667,28.0
broken,20,9.353473663330078,9.505469632148742,9.522425961494445,0.15199596881866456,0.1689522981643677,0.016956329345703125,0.78,0.43,24.0
broom,1,10.873677253723145,11.213080406188965,11.215890884399414,0.3394031524658203,0.34221363067626953,0.0028104782104492188,0.65,0.4026666666666667,25.0
brother,20,5.2179865658283235,5.463765811920166,5.481196418404579,0.24577924609184265,0.2632098525762558,0.017430606484413146,0.57,0.316,28.0
brown,20,9.468040343374014,9.818469027429819,9.826557338237762,0.3504286840558052,0.35851699486374855,0.008088310807943344,0.64,0.292,28.0
brush,20,9.81744933128357,10.039392459392548,10.013671934604645,0.22194312810897826,0.19622260332107544,-0.02572052478790283,0.76,0.5086666666666667,23.0
bubbles,13,9.963531457460844,9.998909913576567,9.986437430748573,0.035378456115722656,0.022905973287729118,-0.01247248282799354,0.9,0.7033333333333334,19.0
bucket,20,8.53881378173828,8.660461813211441,8.653966957330704,0.12164803147315979,0.11515317559242248,-0.006494855880737305,0.62,0.31666666666666665,28.0
bug,20,11.485768246650697,12.113301730155944,12.130099678039551,0.6275334835052491,0.644331431388855,0.016797947883605956,0.73,0.5066666666666666,23.0
build,20,8.014970660209656,8.21546013355255,8.219245123863221,0.20048947334289552,0.20427446365356444,0.0037849903106689452,0.61,0.27066666666666667,28.0
bump,13,10.772427045381987,10.89843463897705,10.921113381019005,0.1260075935950646,0.14868633563701922,0.02267874204195463,0.57,0.3046666666666667,28.0
bunny,13,9.231517534989576,9.277670896970308,9.30094822553488,0.04615336198073167,0.06943069054530217,0.0232773285645705,0.8,0.5760000000000001,21.0
bus,20,8.308930945396423,8.481494450569153,8.491646337509156,0.1725635051727295,0.18271539211273194,0.010151886940002441,0.85,0.5953333333333333,22.0
butter,20,8.647152924537659,9.070578384399415,9.065002870559692,0.4234254598617554,0.4178499460220337,-0.00557551383972168,0.64,0.356,26.0
butterfly,3,12.013228098551432,12.667750358581543,12.70034408569336,0.6545222600301107,0.6871159871419271,0.032593727111816406,0.81,0.4726666666666667,23.0
buttocks,2,28.28056764602661,29.67919158935547,29.661598443984985,1.3986239433288574,1.381030797958374,-0.0175931453704834,0.75,0.5066666666666666,23.0
button,20,9.36357090473175,9.718843269348145,9.717197299003601,0.35527236461639405,0.3536263942718506,-0.001645970344543457,0.72,0.4646666666666667,23.0
buy,20,6.9059082746505736,7.1509329080581665,7.143759250640869,0.24502463340759278,0.23785097599029542,-0.007173657417297363,0.58,0.23466666666666666,28.0
cake,20,7.851154172420502,8.082026696205139,8.086801910400391,0.23087252378463746,0.23564773797988892,0.004775214195251465,0.86,0.5233333333333333,23.0
camera,20,8.160292811691761,8.377061729878188,8.392106600478291,0.21676891818642616,0.2318137887865305,0.015044870600104333,0.67,0.3233333333333333,27.0
camping,20,10.627332758903503,10.526836109161376,10.538964366912841,-0.10049664974212646,-0.08836839199066163,0.012128257751464843,0.27,0.10466666666666667,
candy,20,8.123716814815998,8.10175138413906,8.099406779557466,-0.021965430676937105,-0.024310035258531572,-0.002344604581594467,0.78,0.46266666666666667,24.0
car,20,8.06934449672699,8.427609694004058,8.465451836585999,0.35826519727706907,0.3961073398590088,0.0378421425819397,0.93,0.764,18.0
careful,20,6.623915159702301,6.626655995845795,6.617500734329224,0.0027408361434936523,-0.006414425373077392,-0.009155261516571044,0.65,0.30866666666666664,27.0
carrots,7,9.844696657998222,9.777697018214635,9.745869091578893,-0.06699963978358678,-0.09882756641932897,-0.03182792663574219,0.76,0.43333333333333335,24.0
carry,20,8.072428202629089,8.208111715316772,8.198893213272095,0.1356835126876831,0.12646501064300536,-0.009218502044677734,0.65,0.33533333333333337,26.0
cat,20,8.476762413978577,8.863948202133178,8.906421947479249,0.38718578815460203,0.4296595335006714,0.04247374534606933,0.9,0.7253333333333334,19.0
catch,20,9.185038876533508,9.41355357170105,9.402992725372314,0.2285146951675415,0.21795384883880614,-0.010560846328735352,0.7,0.3446666666666667,26.0
cereal,12,9.83787993590037,9.812795559565226,9.802383343378702,-0.025084376335144043,-0.03549659252166748,-0.010412216186523438,0.79,0.49600000000000005,23.0
chair,20,8.439315354824066,8.610871064662934,8.62707257270813,0.1715557098388672,0.18775721788406372,0.016201508045196534,0.83,0.578,22.0
chalk,17,11.376473314621869,11.558382679434384,11.547290465411018,0.18190936481251435,0.17081715078914866,-0.011092214023365694,0.55,0.274,28.0
chase,16,10.285015881061554,10.582548469305038,10.58775308728218,0.2975325882434845,0.30273720622062683,0.005204617977142334,0.52,0.23266666666666666,28.0
cheek,5,10.571219444274902,11.050509262084962,11.063051319122314,0.4792898178100586,0.4918318748474121,0.012542057037353515,0.71,0.44466666666666665,23.0
cheerios,1,18.99249267578125,19.405213356018066,19.379124641418457,0.4127206802368164,0.38663196563720703,-0.026088714599609375,0.73,0.4406666666666667,25.0
cheese,20,9.798927235603333,9.914866042137145,9.93172492980957,0.11593880653381347,0.1327976942062378,0.016858887672424317,0.87,0.6966666666666667,19.0
child,20,6.689890033006668,6.8244633510708805,6.833983585238457,0.1345733180642128,0.14409355223178863,0.009520234167575836,0.35,0.14466666666666667,
chin,20,8.826589572429658,9.25579104423523,9.259201407432556,0.4292014718055725,0.4326118350028992,0.0034103631973266602,0.67,0.41333333333333333,24.0
