delta2_mean,delta2_rel_to_ref2,delta2_sum,grad2_mean,grad2_sum,group,n_params,route,tensor
0.0005996509144703548,0.348304425453821,4715.8466796875,1.917100113738949e-06,15.076688766479492,embeddings,7864320,scale1p75_100M_stock_minus_step35_100M,deberta.embeddings.word_embeddings.weight
0.0009865342908435399,0.8570383011686795,909.1900024414062,3.0479502553741136e-06,2.808990955352783,layer6_ffn_output,921600,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.intermediate.dense.weight
0.0009771366251839532,0.8451062572579351,900.5291137695312,1.4409756080971823e-05,13.280031204223633,layer7_ffn_output,921600,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.intermediate.dense.weight
0.0009700103600819906,0.8356477772985259,893.9615478515625,4.388011681536833e-06,4.043991565704346,layer5_ffn_output,921600,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.intermediate.dense.weight
0.0009574956364101834,0.829347796033343,882.427978515625,5.335535129739178e-06,4.917229175567627,layer4_ffn_output,921600,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.intermediate.dense.weight
0.0009186972512139214,0.8089541936860133,846.67138671875,5.039949384000566e-06,4.644817352294922,layer3_ffn_output,921600,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.intermediate.dense.weight
0.0008784614668952094,0.786250763766106,809.590087890625,5.203460653622945e-06,4.795509338378906,layer2_ffn_output,921600,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.intermediate.dense.weight
0.003107697698805067,1.0190630989278142,716.0135498046875,2.8452174344945685e-10,6.555380969075486e-05,layer6_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.attention.self.pos_key_proj.weight
0.0007456007930967543,0.7306620950778838,687.1456909179688,1.6865308862179518e-06,1.5543068647384644,layer1_ffn_output,921600,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.intermediate.dense.weight
0.0006993208328882853,0.8367053871245484,644.4940795898438,2.933871259705888e-06,2.7038557529449463,layer7_ffn_output,921600,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.output.dense.weight
0.0006660006443659465,0.8581862653986746,613.7861938476562,2.8064114869468743e-06,2.5863888263702393,layer6_ffn_output,921600,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.output.dense.weight
0.0025705554750230578,0.8361975198593767,592.2559814453125,1.920088108262361e-10,4.4238830014364794e-05,layer5_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.attention.self.pos_key_proj.weight
