delta2_fraction,delta2_per_param,delta2_rel_to_ref2,delta2_sum,delta_over_importance_fraction_ratio,grad2_fraction,grad2_per_param,grad2_sum,group,n_params,n_tensors,param_fraction,ref2_sum,route
0.16800856639115339,0.0005838304556771267,0.336948739051189,4735.472179215401,3.1084546869867458,0.05404890317188972,2.0590217269517766e-06,16.70080758817494,embeddings,8111040,4,0.23532480988425478,14053.983975574374,scale1p75_100M_stock_minus_step35_100M
0.0757383912333278,0.0015399602583840123,0.828163054783411,2134.754508582253,0.6909572821309803,0.10961371012654089,2.4433013715675024e-05,33.87002093321735,layer6_attention,1386240,14,0.040218845481460985,2577.6983122490947,scale1p75_100M_stock_minus_step35_100M
0.06570810823495997,0.001336018281979391,0.6253751680434001,1852.041983211111,0.5400867516129118,0.12166213675623348,2.711862095181131e-05,37.59291710823891,layer7_attention,1386240,14,0.040218845481460985,2961.489483193842,scale1p75_100M_stock_minus_step35_100M
0.060439980304085275,0.001228903415693983,0.6657944882944246,1703.5550709716272,0.641815814739932,0.09417028829147184,2.0990658401931893e-05,29.098090303094068,layer5_attention,1386240,14,0.040218845481460985,2558.6800445519593,scale1p75_100M_stock_minus_step35_100M
0.054827299517460674,0.0008368840586624381,0.6741981170310827,1545.3566273637116,1.0415336967300872,0.052640927211084876,8.808677173914017e-06,16.26575092226267,layer7_ffn_output,1846560,6,0.05357406460082424,2292.140230484307,scale1p75_100M_stock_minus_step35_100M
0.05404663434856745,0.0008249679832629612,0.6790046255839928,1523.3528791740537,2.7973377545319074,0.019320739607152426,3.2330387585730487e-06,5.970000050030649,layer6_ffn_output,1846560,6,0.05357406460082424,2243.508838932961,scale1p75_100M_stock_minus_step35_100M
0.052388429008198664,0.0007996571321439559,0.6609827933326999,1476.6148739317432,2.298762485178399,0.022789839901242764,3.8135411583890075e-06,7.041932561434805,layer5_ffn_output,1846560,6,0.05357406460082424,2233.968703612685,scale1p75_100M_stock_minus_step35_100M
0.0518200610441133,0.0010536378353895187,0.606250879208339,1460.5949129303663,1.423867652086437,0.036393874787575775,8.112233778282561e-06,11.245502952806419,layer1_attention,1386240,14,0.040218845481460985,2409.2252284032247,scale1p75_100M_stock_minus_step35_100M
0.05137645972358355,0.0007842104300520407,0.6537185819267322,1448.0916117168963,1.7774841562475139,0.02890403244552431,4.836660452731281e-06,8.931183725595474,layer4_ffn_output,1846560,6,0.05357406460082424,2215.1605472937226,scale1p75_100M_stock_minus_step35_100M
0.049949187715092644,0.00101559807077019,0.6177143038262193,1407.8626696244683,0.6015707923373251,0.08303127138374117,1.8507759569554712e-05,25.656196625699522,layer3_attention,1386240,14,0.040218845481460985,2279.148565775385,scale1p75_100M_stock_minus_step35_100M
