i,item_id,split_key,source,target_kind,target_text,target_id,nll_base,top1_base,rank_base,nll_true,top1_true,rank_true,nll_decoy,top1_decoy,rank_decoy,changed_frac_bin,changed_target_frac_proxy,content_overlap,decoy_pair_id,decoy_row_index,doc_id,example_id,overlap_bin,pair_id,rewrite_words,row_index,source_words,target_char_end,target_char_start,target_id_in_decoy_source,target_id_in_source
416,edit:frontier_consolidation_fwcompact_medium_007234:0:0-4,row:2551,compact_edit,content,Anim,10850,9.719606399536133,0,2086,12.316168785095215,0,6617,10.491434097290039,0,3377,0p2_0p4,0.3333333333333333,0.4666666666666667,frontier_consolidation_fwcompact_medium_029587,2269,3350,752551,0p4_0p6,frontier_consolidation_fwcompact_medium_007234,12,2551,20,4,0,False,False
417,edit:frontier_consolidation_fwcompact_medium_023515:0:0-1,row:710,compact_edit,function,A,263,4.141993522644043,0,7,5.067269802093506,0,4,4.518006801605225,0,8,0p4_0p6,0.5555555555555556,0.4090909090909091,frontier_consolidation_fwcompact_medium_013658,1895,9575,750710,0p4_0p6,frontier_consolidation_fwcompact_medium_023515,18,710,29,1,0,False,False
418,edit:frontier_consolidation_fwcompact_medium_052157:0:0-6,row:1711,compact_edit,content,People,3284,10.484827041625977,0,4036,12.241254806518555,0,5224,12.26080322265625,0,5878,0p2_0p4,0.3076923076923077,0.5833333333333334,frontier_consolidation_fwcompact_medium_051762,1668,6206,751711,0p4_0p6,frontier_consolidation_fwcompact_medium_052157,13,1711,16,6,0,False,False
419,edit:frontier_consolidation_fwcompact_medium_041176:0:53-56,row:2858,compact_edit,content,ies,493,7.0668840408325195,0,48,9.936935424804688,0,420,6.627725124359131,0,39,0p2_0p4,0.26666666666666666,0.375,frontier_consolidation_fwcompact_medium_043344,707,14664,752858,lt0p4,frontier_consolidation_fwcompact_medium_041176,15,2858,24,56,53,False,False
420,edit:frontier_consolidation_fwcompact_medium_023299:0:33-35,row:1157,compact_edit,content,ed,214,9.331022262573242,0,488,9.020833015441895,0,404,9.045912742614746,0,429,0p2_0p4,0.3684210526315789,0.36363636363636365,frontier_consolidation_fwcompact_medium_011648,1837,13256,751157,lt0p4,frontier_consolidation_fwcompact_medium_023299,19,1157,32,35,33,False,False
421,edit:frontier_consolidation_fwcompact_medium_035455:0:0-2,row:2566,compact_edit,connective,If,959,8.21000862121582,0,204,7.755731582641602,0,155,9.13174819946289,0,523,0p2_0p4,0.3076923076923077,0.6666666666666666,frontier_consolidation_fwcompact_medium_018684,1868,826,752566,0p6_0p8,frontier_consolidation_fwcompact_medium_035455,13,2566,21,2,0,False,False
422,edit:frontier_consolidation_fwcompact_medium_035533:0:86-88,row:75,compact_edit,content,'s,249,6.590700149536133,0,24,7.067606449127197,0,24,6.4659881591796875,0,28,0p2_0p4,0.2916666666666667,0.55,frontier_consolidation_fwcompact_medium_017468,1130,12261,750075,0p4_0p6,frontier_consolidation_fwcompact_medium_035533,24,75,34,88,86,False,False
423,edit:frontier_consolidation_fwcompact_medium_051403:0:60-64,row:2361,compact_edit,content,uces,13165,7.04277229309082,0,189,4.648558616638184,0,9,7.687414169311523,0,328,0p2_0p4,0.2727272727272727,0.4166666666666667,frontier_consolidation_fwcompact_medium_011143,2127,8395,752361,0p4_0p6,frontier_consolidation_fwcompact_medium_051403,11,2361,20,64,60,False,False
424,edit:frontier_consolidation_fwcompact_medium_014749:0:52-55,row:1293,compact_edit,content,oof,2444,9.904623031616211,0,1211,10.523146629333496,0,2455,10.114503860473633,0,1084,0p2_0p4,0.29411764705882354,0.5555555555555556,frontier_consolidation_fwcompact_medium_058407,1623,6457,751293,0p4_0p6,frontier_consolidation_fwcompact_medium_014749,17,1293,24,55,52,False,False
425,edit:frontier_consolidation_fwcompact_medium_000401:0:0-2,row:1005,compact_edit,function,Do,1083,6.406378746032715,0,20,4.438387870788574,0,10,8.13215160369873,0,26,ge0p6,0.631578947368421,0.3684210526315789,frontier_consolidation_fwcompact_medium_057221,125,1872,751005,lt0p4,frontier_consolidation_fwcompact_medium_000401,19,1005,28,2,0,False,False
426,edit:frontier_consolidation_fwcompact_medium_032359:0:0-4,row:1665,compact_edit,content,Comp,4664,9.748916625976562,0,1452,10.00942611694336,0,469,10.701825141906738,0,2618,0p2_0p4,0.3,0.45454545454545453,frontier_consolidation_fwcompact_medium_021363,1641,16167,751665,0p4_0p6,frontier_consolidation_fwcompact_medium_032359,10,1665,18,4,0,False,False
427,edit:frontier_consolidation_fwcompact_medium_004971:0:6-8,row:409,compact_edit,content,ly,278,7.188366889953613,0,122,7.657846450805664,0,113,7.435638427734375,0,171,0p4_0p6,0.5384615384615384,0.5,frontier_consolidation_fwcompact_medium_022855,695,9017,750409,0p4_0p6,frontier_consolidation_fwcompact_medium_004971,13,409,25,8,6,False,False
428,edit:frontier_consolidation_fwcompact_medium_061164:0:33-36,row:1075,compact_edit,content,wer,1532,9.054728507995605,0,1034,13.627815246582031,0,4734,11.102410316467285,0,2537,0p2_0p4,0.3076923076923077,0.5,frontier_consolidation_fwcompact_medium_052972,1208,16702,751075,0p4_0p6,frontier_consolidation_fwcompact_medium_061164,13,1075,19,36,33,False,False
429,edit:frontier_consolidation_fwcompact_medium_014891:0:45-47,row:1396,compact_edit,content,'s,249,3.284834384918213,0,6,4.188050270080566,0,10,3.652902603149414,0,7,0p4_0p6,0.5,0.35714285714285715,frontier_consolidation_fwcompact_medium_012709,724,6872,751396,lt0p4,frontier_consolidation_fwcompact_medium_014891,12,1396,24,47,45,False,False
430,edit:frontier_consolidation_fwcompact_medium_032729:0:0-2,row:2802,compact_edit,pronoun,It,421,7.2192769050598145,0,165,6.544885635375977,0,120,8.546777725219727,0,698,0p2_0p4,0.2727272727272727,0.5714285714285714,frontier_consolidation_fwcompact_medium_027236,2450,13046,752802,0p4_0p6,frontier_consolidation_fwcompact_medium_032729,11,2802,14,2,0,False,False
431,edit:frontier_consolidation_fwcompact_medium_057173:0:51-55,row:116,compact_edit,content,held,9012,11.863797187805176,0,2629,8.038033485412598,0,297,10.820531845092773,0,2411,0p2_0p4,0.2727272727272727,0.5625,frontier_consolidation_fwcompact_medium_021254,470,237,750116,0p4_0p6,frontier_consolidation_fwcompact_medium_057173,11,116,24,55,51,False,False
432,edit:frontier_consolidation_fwcompact_medium_019271:0:14-16,row:2519,compact_edit,content,'s,249,1.8200404644012451,1,1,1.7098662853240967,1,1,2.767484664916992,0,6,0p2_0p4,0.2857142857142857,0.5,frontier_consolidation_fwcompact_medium_054982,33,4872,752519,0p4_0p6,frontier_consolidation_fwcompact_medium_019271,21,2519,36,16,14,False,False
433,edit:frontier_consolidation_fwcompact_medium_025325:0:51-53,row:1159,compact_edit,content,is,206,13.525036811828613,0,4695,9.772639274597168,0,1383,13.673646926879883,0,3015,0p2_0p4,0.3333333333333333,0.45454545454545453,frontier_consolidation_fwcompact_medium_005146,1269,283,751159,0p4_0p6,frontier_consolidation_fwcompact_medium_025325,9,1159,14,53,51,False,False
434,edit:frontier_consolidation_fwcompact_medium_017784:0:0-4,row:1479,compact_edit,content,Play,5411,11.068284034729004,0,3677,10.97879695892334,0,1241,11.767101287841797,0,5855,ge0p6,0.7,0.6363636363636364,frontier_consolidation_fwcompact_medium_052698,881,12188,751479,0p6_0p8,frontier_consolidation_fwcompact_medium_017784,10,1479,15,4,0,False,False
435,edit:frontier_consolidation_fwcompact_medium_030022:0:108-113,row:1483,compact_edit,content,ating,1127,3.8237485885620117,1,1,5.821659088134766,0,54,3.006826877593994,1,1,0p4_0p6,0.5263157894736842,0.391304347826087,frontier_consolidation_fwcompact_medium_057865,1665,5556,751483,lt0p4,frontier_consolidation_fwcompact_medium_030022,19,1483,34,113,108,False,False
436,edit:frontier_consolidation_fwcompact_medium_040526:0:0-3,row:758,compact_edit,function,For,1203,9.00290584564209,0,403,8.694331169128418,0,224,10.044173240661621,0,673,0p4_0p6,0.4375,0.38461538461538464,frontier_consolidation_fwcompact_medium_011990,444,14819,750758,lt0p4,frontier_consolidation_fwcompact_medium_040526,16,758,24,3,0,False,False
437,edit:frontier_consolidation_fwcompact_medium_044780:0:0-3,row:1225,compact_edit,function,The,308,7.589510917663574,0,181,8.334607124328613,0,31,7.842463970184326,0,186,0p2_0p4,0.36363636363636365,0.6666666666666666,frontier_consolidation_fwcompact_medium_013771,561,2145,751225,0p6_0p8,frontier_consolidation_fwcompact_medium_044780,11,1225,14,3,0,False,False
438,edit:frontier_consolidation_fwcompact_medium_056386:0:0-6,row:2726,compact_edit,connective,Though,6867,8.952373504638672,0,233,11.495850563049316,0,375,8.264532089233398,0,141,0p2_0p4,0.375,0.4444444444444444,frontier_consolidation_fwcompact_medium_027021,2745,5120,752726,0p4_0p6,frontier_consolidation_fwcompact_medium_056386,16,2726,26,6,0,False,False
439,edit:frontier_consolidation_fwcompact_medium_018267:0:54-59,row:2406,compact_edit,content,aring,5336,5.441683769226074,0,40,4.342039108276367,0,2,5.033139228820801,0,26,0p2_0p4,0.2,0.5,frontier_consolidation_fwcompact_medium_033555,2175,14266,752406,0p4_0p6,frontier_consolidation_fwcompact_medium_018267,15,2406,25,59,54,False,False
440,edit:frontier_consolidation_fwcompact_medium_012758:0:47-52,row:1044,compact_edit,content,oring,3415,9.816786766052246,0,86,7.032209873199463,0,63,10.449858665466309,0,151,0p2_0p4,0.3333333333333333,0.5714285714285714,frontier_consolidation_fwcompact_medium_056656,1192,8664,751044,0p4_0p6,frontier_consolidation_fwcompact_medium_012758,12,1044,19,52,47,False,False
441,edit:frontier_consolidation_fwcompact_medium_045618:0:0-3,row:2489,compact_edit,pronoun,His,1518,11.731963157653809,0,2456,11.371441841125488,0,1514,12.503405570983887,0,3963,0p2_0p4,0.21428571428571427,0.6363636363636364,frontier_consolidation_fwcompact_medium_031696,1826,9165,752489,0p6_0p8,frontier_consolidation_fwcompact_medium_045618,14,2489,28,3,0,False,False
442,edit:frontier_consolidation_fwcompact_medium_021876:0:0-3,row:1190,compact_edit,function,The,308,4.9095025062561035,0,13,6.265590190887451,0,43,6.626730918884277,0,70,0p4_0p6,0.45454545454545453,1.0,frontier_consolidation_fwcompact_medium_008564,1813,9767,751190,ge0p8,frontier_consolidation_fwcompact_medium_021876,11,1190,13,3,0,False,False
443,edit:frontier_consolidation_fwcompact_medium_049924:0:110-112,row:368,compact_edit,content,ed,214,5.220941543579102,0,15,5.978233337402344,0,57,7.968857288360596,0,349,0p4_0p6,0.5,0.42105263157894735,frontier_consolidation_fwcompact_medium_025038,2077,984,750368,0p4_0p6,frontier_consolidation_fwcompact_medium_049924,16,368,32,112,110,False,False
444,edit:frontier_consolidation_fwcompact_medium_010674:0:65-70,row:1067,compact_edit,content,plays,9231,6.449272155761719,0,87,5.324098587036133,0,37,6.514785289764404,0,118,lt0p2,0.16666666666666666,0.5625,frontier_consolidation_fwcompact_medium_019293,1387,10698,751067,0p4_0p6,frontier_consolidation_fwcompact_medium_010674,18,1067,31,70,65,False,False
445,edit:frontier_consolidation_fwcompact_medium_058088:0:1-4,row:808,compact_edit,content,ert,859,7.69536018371582,0,370,7.828400611877441,0,196,5.354417324066162,0,31,0p2_0p4,0.35714285714285715,0.45,frontier_consolidation_fwcompact_medium_022463,1032,8705,750808,0p4_0p6,frontier_consolidation_fwcompact_medium_058088,14,808,25,4,1,False,False
446,edit:frontier_consolidation_fwcompact_medium_040118:0:17-18,row:725,compact_edit,content,s,87,6.86502742767334,0,42,3.8779118061065674,0,7,5.805675506591797,0,20,0p2_0p4,0.2857142857142857,0.5714285714285714,frontier_consolidation_fwcompact_medium_055601,966,13241,750725,0p4_0p6,frontier_consolidation_fwcompact_medium_040118,13,725,26,18,17,False,False
447,edit:frontier_consolidation_fwcompact_medium_045641:0:94-97,row:2342,compact_edit,content,ors,773,6.553036212921143,0,126,5.8890790939331055,0,2,6.555438041687012,0,124,lt0p2,0.17647058823529413,0.75,frontier_consolidation_fwcompact_medium_006849,32,549,752342,0p6_0p8,frontier_consolidation_fwcompact_medium_045641,17,2342,23,97,94,False,False
448,edit:frontier_consolidation_fwcompact_medium_056323:0:96-98,row:1723,compact_edit,content,ar,224,6.615618705749512,0,116,8.451957702636719,0,546,6.482443332672119,0,116,0p2_0p4,0.375,0.6666666666666666,frontier_consolidation_fwcompact_medium_035450,1245,16036,751723,0p6_0p8,frontier_consolidation_fwcompact_medium_056323,24,1723,37,98,96,False,False
449,edit:frontier_consolidation_fwcompact_medium_038393:0:0-3,row:2330,compact_edit,content,Say,5999,10.247523307800293,0,3088,8.762334823608398,0,937,11.437000274658203,0,4733,0p2_0p4,0.23529411764705882,0.4444444444444444,frontier_consolidation_fwcompact_medium_013311,814,2929,752330,0p4_0p6,frontier_consolidation_fwcompact_medium_038393,17,2330,22,3,0,False,False
450,edit:frontier_consolidation_fwcompact_medium_054989:0:44-49,row:2844,compact_edit,content,comes,9277,9.015772819519043,0,929,7.65518045425415,0,281,7.402584075927734,0,295,0p2_0p4,0.25,0.5384615384615384,frontier_consolidation_fwcompact_medium_053555,2496,9273,752844,0p4_0p6,frontier_consolidation_fwcompact_medium_054989,12,2844,23,49,44,False,False
451,edit:frontier_consolidation_fwcompact_medium_010257:0:0-2,row:1782,compact_edit,connective,So,726,9.371770858764648,0,1968,12.451336860656738,0,1603,11.236833572387695,0,4369,0p2_0p4,0.38461538461538464,0.7272727272727273,frontier_consolidation_fwcompact_medium_007492,1218,8929,751782,0p6_0p8,frontier_consolidation_fwcompact_medium_010257,13,1782,18,2,0,False,False
452,edit:frontier_consolidation_fwcompact_medium_059810:0:0-3,row:1451,compact_edit,function,The,308,6.194353103637695,0,38,4.113563537597656,0,6,6.311493396759033,0,21,0p2_0p4,0.3125,0.5,frontier_consolidation_fwcompact_medium_029467,2596,9056,751451,0p4_0p6,frontier_consolidation_fwcompact_medium_059810,16,1451,37,3,0,False,False
453,edit:frontier_consolidation_fwcompact_medium_056857:0:0-11,row:1198,compact_edit,content,Researchers,11302,9.63388442993164,0,1836,3.8128693103790283,0,2,7.884103775024414,0,302,0p4_0p6,0.5,0.4117647058823529,frontier_consolidation_fwcompact_medium_044606,2950,9784,751198,0p4_0p6,frontier_consolidation_fwcompact_medium_056857,14,1198,33,11,0,False,False
454,edit:frontier_consolidation_fwcompact_medium_023659:0:138-141,row:2000,compact_edit,content,val,2808,10.214790344238281,0,1982,16.142885208129883,0,5830,10.365961074829102,0,1853,0p4_0p6,0.4,0.36363636363636365,frontier_consolidation_fwcompact_medium_054161,690,16696,752000,lt0p4,frontier_consolidation_fwcompact_medium_023659,19,2000,33,141,138,False,False
455,edit:frontier_consolidation_fwcompact_medium_046410:0:128-131,row:2504,compact_edit,content,ved,572,9.220382690429688,0,1045,10.000965118408203,0,979,9.024083137512207,0,995,lt0p2,0.16666666666666666,0.5238095238095238,frontier_consolidation_fwcompact_medium_031536,119,13661,752504,0p4_0p6,frontier_consolidation_fwcompact_medium_046410,24,2504,40,131,128,False,False
456,edit:frontier_consolidation_fwcompact_medium_015295:0:72-75,row:2677,compact_edit,content,-sp,10486,7.459683418273926,0,359,11.411602020263672,0,3012,8.055463790893555,0,617,0p4_0p6,0.5454545454545454,0.42857142857142855,frontier_consolidation_fwcompact_medium_034338,2381,16688,752677,0p4_0p6,frontier_consolidation_fwcompact_medium_015295,11,2677,23,75,72,False,False
457,edit:frontier_consolidation_fwcompact_medium_049617:0:5-7,row:701,compact_edit,content,'s,249,2.6559085845947266,0,3,3.7649641036987305,0,5,4.205936431884766,0,5,0p2_0p4,0.3333333333333333,0.47619047619047616,frontier_consolidation_fwcompact_medium_019245,951,2101,750701,0p4_0p6,frontier_consolidation_fwcompact_medium_049617,15,701,27,7,5,False,False
458,edit:frontier_consolidation_fwcompact_medium_016225:0:63-67,row:1473,compact_edit,content,ness,1040,5.3939127922058105,0,39,5.548454284667969,0,5,5.260768413543701,0,36,0p2_0p4,0.2916666666666667,0.5238095238095238,frontier_consolidation_fwcompact_medium_035306,2754,13441,751473,0p4_0p6,frontier_consolidation_fwcompact_medium_016225,24,1473,43,67,63,False,False
459,edit:frontier_consolidation_fwcompact_medium_042485:0:67-71,row:880,compact_edit,content,-car,13969,12.979132652282715,0,5445,15.279744148254395,0,8003,13.227235794067383,0,4775,0p2_0p4,0.35294117647058826,0.5555555555555556,frontier_consolidation_fwcompact_medium_041845,833,12890,750880,0p4_0p6,frontier_consolidation_fwcompact_medium_042485,17,880,30,71,67,False,False
460,edit:frontier_consolidation_fwcompact_medium_023789:0:42-48,row:1635,compact_edit,content,reated,13487,9.584014892578125,0,800,11.66010856628418,0,339,8.228854179382324,0,246,0p2_0p4,0.36363636363636365,0.4,frontier_consolidation_fwcompact_medium_035763,1644,3094,751635,0p4_0p6,frontier_consolidation_fwcompact_medium_023789,11,1635,25,48,42,False,False
461,edit:frontier_consolidation_fwcompact_medium_023541:0:61-66,row:2629,compact_edit,content,-year,4586,6.314813613891602,0,56,7.870849609375,0,12,6.252889633178711,0,38,0p4_0p6,0.5789473684210527,0.5238095238095238,frontier_consolidation_fwcompact_medium_038656,2356,10131,752629,0p4_0p6,frontier_consolidation_fwcompact_medium_023541,19,2629,29,66,61,False,False
462,edit:frontier_consolidation_fwcompact_medium_022021:0:37-41,row:2720,compact_edit,content,ered,1169,7.09395694732666,0,155,8.163055419921875,0,344,6.6315202713012695,0,85,0p4_0p6,0.46153846153846156,0.7272727272727273,frontier_consolidation_fwcompact_medium_038036,2037,9686,752720,0p6_0p8,frontier_consolidation_fwcompact_medium_022021,13,2720,22,41,37,False,False
463,edit:frontier_consolidation_fwcompact_medium_049417:0:4-8,row:1244,compact_edit,content,ical,821,8.154645919799805,0,206,10.377138137817383,0,621,4.964995384216309,0,22,0p2_0p4,0.25,0.5,frontier_consolidation_fwcompact_medium_023800,1365,13496,751244,0p4_0p6,frontier_consolidation_fwcompact_medium_049417,12,1244,18,8,4,False,False
464,edit:frontier_consolidation_fwcompact_medium_040977:0:42-44,row:229,compact_edit,content,-s,1328,7.672601699829102,0,185,14.37731647491455,0,2009,6.4747419357299805,0,99,0p2_0p4,0.35714285714285715,0.6153846153846154,frontier_consolidation_fwcompact_medium_024626,2594,11154,750229,0p6_0p8,frontier_consolidation_fwcompact_medium_040977,14,229,24,44,42,False,False
465,edit:frontier_consolidation_fwcompact_medium_030130:0:0-4,row:1876,compact_edit,function,This,750,7.2580342292785645,0,94,7.513640880584717,0,218,8.342856407165527,0,608,0p4_0p6,0.5,0.5,frontier_consolidation_fwcompact_medium_038733,1817,5140,751876,0p4_0p6,frontier_consolidation_fwcompact_medium_030130,6,1876,10,4,0,False,False
466,edit:frontier_consolidation_fwcompact_medium_053393:0:100-102,row:380,compact_edit,content,es,219,8.76694107055664,0,447,7.833878040313721,0,138,8.020051956176758,0,162,0p2_0p4,0.25,0.75,frontier_consolidation_fwcompact_medium_042158,2973,2184,750380,0p6_0p8,frontier_consolidation_fwcompact_medium_053393,16,380,19,102,100,False,False
467,edit:frontier_consolidation_fwcompact_medium_037802:0:47-49,row:1736,compact_edit,content,-c,1822,13.494050979614258,0,8592,16.155284881591797,0,7449,13.918426513671875,0,10084,0p2_0p4,0.3333333333333333,0.75,frontier_consolidation_fwcompact_medium_057691,1190,2658,751736,0p6_0p8,frontier_consolidation_fwcompact_medium_037802,9,1736,15,49,47,False,False
468,edit:frontier_consolidation_fwcompact_medium_047124:0:83-87,row:799,compact_edit,content,ches,1874,9.82497501373291,0,1500,9.023275375366211,0,382,8.657132148742676,0,691,0p2_0p4,0.2222222222222222,0.4444444444444444,frontier_consolidation_fwcompact_medium_007004,2804,7046,750799,0p4_0p6,frontier_consolidation_fwcompact_medium_047124,18,799,22,87,83,False,False
469,edit:frontier_consolidation_fwcompact_medium_014894:0:86-91,row:2337,compact_edit,content,ction,934,8.381231307983398,0,619,8.694425582885742,0,252,7.343448638916016,0,274,ge0p6,0.6875,0.631578947368421,frontier_consolidation_fwcompact_medium_016474,98,6429,752337,0p6_0p8,frontier_consolidation_fwcompact_medium_014894,16,2337,26,91,86,False,False
470,edit:frontier_consolidation_fwcompact_medium_030019:0:32-36,row:1369,compact_edit,content,eter,1452,8.516250610351562,0,955,10.972846984863281,0,455,7.848119735717773,0,495,0p4_0p6,0.45454545454545453,0.3333333333333333,frontier_consolidation_fwcompact_medium_012523,790,5556,751369,lt0p4,frontier_consolidation_fwcompact_medium_030019,11,1369,19,36,32,False,False
471,edit:frontier_consolidation_fwcompact_medium_032735:0:0-3,row:2603,compact_edit,content,Com,1459,8.661384582519531,0,988,7.736470699310303,0,354,8.840715408325195,0,761,0p4_0p6,0.4,0.6666666666666666,frontier_consolidation_fwcompact_medium_012080,1941,14189,752603,0p6_0p8,frontier_consolidation_fwcompact_medium_032735,10,2603,17,3,0,False,False
472,edit:frontier_consolidation_fwcompact_medium_038318:0:58-63,row:1156,compact_edit,content,-term,10461,6.336069107055664,0,57,8.740056991577148,0,71,6.288967132568359,0,53,0p2_0p4,0.2727272727272727,0.4,frontier_consolidation_fwcompact_medium_055658,2126,1697,751156,0p4_0p6,frontier_consolidation_fwcompact_medium_038318,11,1156,30,63,58,False,False
473,edit:frontier_consolidation_fwcompact_medium_050741:0:0-3,row:115,compact_edit,content,Sun,5173,11.202505111694336,0,4686,12.473065376281738,0,6267,12.745246887207031,0,5295,0p2_0p4,0.35714285714285715,0.6153846153846154,frontier_consolidation_fwcompact_medium_039650,2500,16927,750115,0p6_0p8,frontier_consolidation_fwcompact_medium_050741,14,115,19,3,0,False,False
474,edit:frontier_consolidation_fwcompact_medium_017924:0:0-4,row:1021,compact_edit,content,Most,3558,11.42111587524414,0,3292,12.862299919128418,0,1322,14.425040245056152,0,5340,0p2_0p4,0.2777777777777778,0.6111111111111112,frontier_consolidation_fwcompact_medium_017895,10,5001,751021,0p6_0p8,frontier_consolidation_fwcompact_medium_017924,18,1021,26,4,0,False,False
475,edit:frontier_consolidation_fwcompact_medium_055600:0:0-3,row:1317,compact_edit,function,The,308,3.844456434249878,0,7,5.303887367248535,0,9,5.447429656982422,0,26,0p4_0p6,0.42857142857142855,0.4583333333333333,frontier_consolidation_fwcompact_medium_036859,2283,10893,751317,0p4_0p6,frontier_consolidation_fwcompact_medium_055600,21,1317,38,3,0,False,False
476,edit:frontier_consolidation_fwcompact_medium_005221:0:0-2,row:2498,compact_edit,content,In,565,9.718867301940918,0,2375,10.058517456054688,0,2106,11.324141502380371,0,1148,0p2_0p4,0.38461538461538464,0.3888888888888889,frontier_consolidation_fwcompact_medium_049863,1751,13186,752498,lt0p4,frontier_consolidation_fwcompact_medium_005221,13,2498,27,2,0,False,False
477,edit:frontier_consolidation_fwcompact_medium_059980:0:62-66,row:118,compact_edit,content,yard,10173,14.81985092163086,0,11170,13.203893661499023,0,5106,13.020153999328613,0,7367,0p2_0p4,0.2,0.5294117647058824,frontier_consolidation_fwcompact_medium_008783,510,11214,750118,0p4_0p6,frontier_consolidation_fwcompact_medium_059980,15,118,26,66,62,False,False
478,edit:frontier_consolidation_fwcompact_medium_040412:0:54-59,row:2359,compact_edit,content,izing,3896,10.409574508666992,0,1861,12.724895477294922,0,3514,9.276177406311035,0,826,0p2_0p4,0.2727272727272727,0.6666666666666666,frontier_consolidation_fwcompact_medium_012988,1754,7381,752359,0p6_0p8,frontier_consolidation_fwcompact_medium_040412,11,2359,19,59,54,False,False
479,edit:frontier_consolidation_fwcompact_medium_042362:0:61-62,row:2547,compact_edit,content,s,87,4.534127235412598,0,14,3.64742112159729,0,6,5.217283725738525,0,23,0p2_0p4,0.3333333333333333,0.46153846153846156,frontier_consolidation_fwcompact_medium_048916,2313,13690,752547,0p4_0p6,frontier_consolidation_fwcompact_medium_042362,12,2547,18,62,61,False,False
480,edit:frontier_consolidation_fwcompact_medium_010379:0:102-105,row:1396,compact_edit,content,ike,1530,9.550344467163086,0,1263,10.198770523071289,0,928,9.140634536743164,0,1056,0p2_0p4,0.30434782608695654,0.48,frontier_consolidation_fwcompact_medium_024189,2490,14441,751396,0p4_0p6,frontier_consolidation_fwcompact_medium_010379,23,1396,34,105,102,False,False
481,edit:frontier_consolidation_fwcompact_medium_035483:0:6-9,row:1268,compact_edit,content,ure,537,6.746689796447754,0,130,7.558876037597656,0,252,7.738808631896973,0,298,0p2_0p4,0.26666666666666666,0.5714285714285714,frontier_consolidation_fwcompact_medium_019356,1409,14727,751268,0p4_0p6,frontier_consolidation_fwcompact_medium_035483,15,1268,29,9,6,False,False
482,edit:frontier_consolidation_fwcompact_medium_059836:0:20-22,row:2959,compact_edit,content,'s,249,1.5681068897247314,0,2,0.3422762453556061,1,1,0.770180881023407,1,1,0p2_0p4,0.21052631578947367,0.5294117647058824,frontier_consolidation_fwcompact_medium_038624,1677,16742,752959,0p4_0p6,frontier_consolidation_fwcompact_medium_059836,19,2959,30,22,20,False,False
483,edit:frontier_consolidation_fwcompact_medium_012777:0:77-83,row:2681,compact_edit,content,-known,9746,5.181447982788086,0,17,4.633143901824951,0,5,5.24268913269043,0,12,0p2_0p4,0.3333333333333333,0.6923076923076923,frontier_consolidation_fwcompact_medium_036418,2009,7249,752681,0p6_0p8,frontier_consolidation_fwcompact_medium_012777,15,2681,22,83,77,False,False
484,edit:frontier_consolidation_fwcompact_medium_046216:0:17-21,row:2992,compact_edit,content,zing,6758,12.0230712890625,0,2400,6.868069648742676,0,100,9.484304428100586,0,966,lt0p2,0.1875,0.5333333333333333,frontier_consolidation_fwcompact_medium_021616,943,3558,752992,0p4_0p6,frontier_consolidation_fwcompact_medium_046216,16,2992,24,21,17,False,False
485,edit:frontier_consolidation_fwcompact_medium_020166:0:10-11,row:1608,compact_edit,content,s,87,4.34227180480957,0,6,4.894868850708008,0,13,3.3788509368896484,0,3,0p2_0p4,0.25,0.5,frontier_consolidation_fwcompact_medium_044602,1654,6866,751608,0p4_0p6,frontier_consolidation_fwcompact_medium_020166,12,1608,16,11,10,False,False
486,edit:frontier_consolidation_fwcompact_medium_037678:0:8-9,row:2119,compact_edit,content,s,87,3.965120792388916,0,7,2.2303690910339355,0,2,4.285395622253418,0,10,0p4_0p6,0.4117647058823529,0.5555555555555556,frontier_consolidation_fwcompact_medium_018054,101,8215,752119,0p4_0p6,frontier_consolidation_fwcompact_medium_037678,17,2119,29,9,8,True,False
487,edit:frontier_consolidation_fwcompact_medium_042402:0:56-58,row:681,compact_edit,content,'s,249,3.9716379642486572,0,6,6.392114639282227,0,39,3.8639941215515137,0,5,0p4_0p6,0.5,0.4166666666666667,frontier_consolidation_fwcompact_medium_014698,961,1493,750681,0p4_0p6,frontier_consolidation_fwcompact_medium_042402,10,681,16,58,56,False,False
488,edit:frontier_consolidation_fwcompact_medium_023558:0:50-54,row:1848,compact_edit,content,ling,1058,8.220311164855957,0,110,7.953342437744141,0,166,8.497480392456055,0,134,0p4_0p6,0.4,0.6666666666666666,frontier_consolidation_fwcompact_medium_048329,1323,5663,751848,0p6_0p8,frontier_consolidation_fwcompact_medium_023558,10,1848,14,54,50,False,False
489,edit:frontier_consolidation_fwcompact_medium_044076:0:51-53,row:2637,compact_edit,content,ar,224,6.090701103210449,0,56,6.825145721435547,0,107,6.414629936218262,0,106,0p2_0p4,0.38461538461538464,0.7777777777777778,frontier_consolidation_fwcompact_medium_030200,1982,1965,752637,0p6_0p8,frontier_consolidation_fwcompact_medium_044076,13,2637,23,53,51,False,False
490,edit:frontier_consolidation_fwcompact_medium_038295:0:95-97,row:2110,compact_edit,content,le,242,6.4936981201171875,0,105,12.81771469116211,0,684,6.094149589538574,0,77,0p2_0p4,0.3,0.4090909090909091,frontier_consolidation_fwcompact_medium_009766,1924,59,752110,0p4_0p6,frontier_consolidation_fwcompact_medium_038295,20,2110,35,97,95,False,False
