frame_id,base_id,condition,family,object,alt_a,alt_b,delta1,delta2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias
IF_00073,BASE_0008,last_event,empty_full,glass,empty,full,1.1804008483886719,-2.185235023498535,3.365635871887207,1.1804008483886719,True,False,False
IF_00074,BASE_0008,consistent_prior,empty_full,glass,empty,full,7.15671943128109,-5.150634825229645,12.307354256510735,5.150634825229645,True,False,False
IF_00075,BASE_0008,distractor_event,empty_full,glass,empty,full,1.4454717636108398,0.21447372436523438,1.2309980392456055,-0.21447372436523438,False,True,False
IF_00076,BASE_0008,contradict_bare,empty_full,glass,empty,full,-4.591689944267273,6.63893261551857,-11.230622559785843,-6.63893261551857,False,False,False
IF_00077,BASE_0008,contradict_temporal,empty_full,glass,empty,full,-4.3841646909713745,6.8185048550367355,-11.20266954600811,-6.8185048550367355,False,False,False
IF_00078,BASE_0008,contradict_reinforced,empty_full,glass,empty,full,-4.686522841453552,6.543395891785622,-11.229918733239174,-6.543395891785622,False,False,False
IF_00079,BASE_0008,explicit_override,empty_full,glass,empty,full,5.072353482246399,-3.7796372175216675,8.851990699768066,3.7796372175216675,True,False,False
IF_00080,BASE_0008,reported_event,empty_full,glass,empty,full,1.25062894821167,-2.1174607276916504,3.3680896759033203,1.25062894821167,True,False,False
IF_00081,BASE_0009,no_context,empty_full,glass,empty,full,1.0468406677246094,1.0468406677246094,0.0,-1.0468406677246094,False,True,False
IF_00082,BASE_0009,explicit_final,empty_full,glass,empty,full,6.727974236011505,-7.645593777298927,14.373568013310432,6.727974236011505,True,False,False
IF_00083,BASE_0009,last_event,empty_full,glass,empty,full,2.2759876251220703,-1.6870408058166504,3.9630284309387207,1.6870408058166504,True,False,False
IF_00084,BASE_0009,consistent_prior,empty_full,glass,empty,full,7.13564570248127,-4.853899210691452,11.989544913172722,4.853899210691452,True,False,False
IF_00085,BASE_0009,distractor_event,empty_full,glass,empty,full,1.9478697776794434,0.5260343551635742,1.4218354225158691,-0.5260343551635742,False,True,False
IF_00086,BASE_0009,contradict_bare,empty_full,glass,empty,full,-4.084850013256073,6.5560632199049,-10.640913233160973,-6.5560632199049,False,False,False
IF_00087,BASE_0009,contradict_temporal,empty_full,glass,empty,full,-4.058750092983246,6.809237033128738,-10.867987126111984,-6.809237033128738,False,False,False
IF_00088,BASE_0009,contradict_reinforced,empty_full,glass,empty,full,-4.335395514965057,6.521815925836563,-10.85721144080162,-6.521815925836563,False,False,False
IF_00089,BASE_0009,explicit_override,empty_full,glass,empty,full,5.072353482246399,-3.7796372175216675,8.851990699768066,3.7796372175216675,True,False,False
IF_00090,BASE_0009,reported_event,empty_full,glass,empty,full,2.2864956855773926,-1.1470303535461426,3.433526039123535,1.1470303535461426,True,False,False
IF_00091,BASE_0010,no_context,empty_full,glass,empty,full,1.0468406677246094,1.0468406677246094,0.0,-1.0468406677246094,False,True,False
IF_00092,BASE_0010,explicit_final,empty_full,glass,empty,full,6.727974236011505,-7.645593777298927,14.373568013310432,6.727974236011505,True,False,False
IF_00093,BASE_0010,last_event,empty_full,glass,empty,full,2.435636043548584,-1.1376278400421143,3.5732638835906982,1.1376278400421143,True,False,False
IF_00094,BASE_0010,consistent_prior,empty_full,glass,empty,full,7.157980173826218,-5.162937104701996,12.320917278528214,5.162937104701996,True,False,False
IF_00095,BASE_0010,distractor_event,empty_full,glass,empty,full,2.199413299560547,1.3018784523010254,0.8975348472595215,-1.3018784523010254,False,True,False
IF_00096,BASE_0010,contradict_bare,empty_full,glass,empty,full,-4.131867170333862,6.601129651069641,-10.732996821403503,-6.601129651069641,False,False,False
IF_00097,BASE_0010,contradict_temporal,empty_full,glass,empty,full,-4.276687443256378,6.8539014756679535,-11.130588918924332,-6.8539014756679535,False,False,False
IF_00098,BASE_0010,contradict_reinforced,empty_full,glass,empty,full,-4.577326953411102,6.641300544142723,-11.218627497553825,-6.641300544142723,False,False,False
IF_00099,BASE_0010,explicit_override,empty_full,glass,empty,full,5.072353482246399,-3.7796372175216675,8.851990699768066,3.7796372175216675,True,False,False
IF_00100,BASE_0010,reported_event,empty_full,glass,empty,full,1.9837422370910645,-1.0150177478790283,2.9987599849700928,1.0150177478790283,True,False,False
IF_00101,BASE_0011,no_context,empty_full,cup,empty,full,1.5427637100219727,1.5427637100219727,0.0,-1.5427637100219727,False,True,False
IF_00102,BASE_0011,explicit_final,empty_full,cup,empty,full,6.514749810099602,-7.8474444299936295,14.362194240093231,6.514749810099602,True,False,False
IF_00103,BASE_0011,last_event,empty_full,cup,empty,full,2.0677590370178223,-0.813737154006958,2.8814961910247803,0.813737154006958,True,False,False
IF_00104,BASE_0011,consistent_prior,empty_full,cup,empty,full,7.129725635051727,-5.454429984092712,12.58415561914444,5.454429984092712,True,False,False
IF_00105,BASE_0011,distractor_event,empty_full,cup,empty,full,1.730745792388916,0.7759058475494385,0.9548399448394775,-0.7759058475494385,False,True,False
IF_00106,BASE_0011,contradict_bare,empty_full,cup,empty,full,-4.414535582065582,6.540760040283203,-10.955295622348785,-6.540760040283203,False,False,False
IF_00107,BASE_0011,contradict_temporal,empty_full,cup,empty,full,-4.785862624645233,6.764412015676498,-11.550274640321732,-6.764412015676498,False,False,False
IF_00108,BASE_0011,contradict_reinforced,empty_full,cup,empty,full,-4.739880561828613,6.455513387918472,-11.195393949747086,-6.455513387918472,False,False,False
IF_00109,BASE_0011,explicit_override,empty_full,cup,empty,full,5.407193034887314,-3.1079893112182617,8.515182346105576,3.1079893112182617,True,False,False
IF_00110,BASE_0011,reported_event,empty_full,cup,empty,full,2.573122978210449,-0.09044504165649414,2.6635680198669434,0.09044504165649414,True,False,False
IF_00111,BASE_0012,no_context,empty_full,cup,empty,full,1.5427637100219727,1.5427637100219727,0.0,-1.5427637100219727,False,True,False
IF_00112,BASE_0012,explicit_final,empty_full,cup,empty,full,6.514749810099602,-7.8474444299936295,14.362194240093231,6.514749810099602,True,False,False
IF_00113,BASE_0012,last_event,empty_full,cup,empty,full,2.2593021392822266,-1.2297191619873047,3.4890213012695312,1.2297191619873047,True,False,False
IF_00114,BASE_0012,consistent_prior,empty_full,cup,empty,full,7.175373286008835,-5.461536735296249,12.636910021305084,5.461536735296249,True,False,False
IF_00115,BASE_0012,distractor_event,empty_full,cup,empty,full,1.5820302963256836,0.6757259368896484,0.9063043594360352,-0.6757259368896484,False,True,False
IF_00116,BASE_0012,contradict_bare,empty_full,cup,empty,full,-4.631796181201935,6.521384224295616,-11.153180405497551,-6.521384224295616,False,False,False
IF_00117,BASE_0012,contradict_temporal,empty_full,cup,empty,full,-4.950517684221268,6.8134841322898865,-11.764001816511154,-6.8134841322898865,False,False,False
IF_00118,BASE_0012,contradict_reinforced,empty_full,cup,empty,full,-4.83345502614975,6.479413986206055,-11.312869012355804,-6.479413986206055,False,False,False
IF_00119,BASE_0012,explicit_override,empty_full,cup,empty,full,5.407193034887314,-3.1079893112182617,8.515182346105576,3.1079893112182617,True,False,False
IF_00120,BASE_0012,reported_event,empty_full,cup,empty,full,2.664574146270752,-0.3038899898529053,2.9684641361236572,0.3038899898529053,True,False,False
IF_00121,BASE_0013,no_context,empty_full,cup,empty,full,1.5427637100219727,1.5427637100219727,0.0,-1.5427637100219727,False,True,False
IF_00122,BASE_0013,explicit_final,empty_full,cup,empty,full,6.514749810099602,-7.8474444299936295,14.362194240093231,6.514749810099602,True,False,False
IF_00123,BASE_0013,last_event,empty_full,cup,empty,full,1.6678237915039062,-2.0484416484832764,3.7162654399871826,1.6678237915039062,True,False,False
IF_00124,BASE_0013,consistent_prior,empty_full,cup,empty,full,6.817412510514259,-5.732828438282013,12.550240948796272,5.732828438282013,True,False,False
IF_00125,BASE_0013,distractor_event,empty_full,cup,empty,full,1.1079368591308594,0.26715993881225586,0.8407769203186035,-0.26715993881225586,False,True,False
IF_00126,BASE_0013,contradict_bare,empty_full,cup,empty,full,-4.9096784591674805,6.215343594551086,-11.125022053718567,-6.215343594551086,False,False,False
IF_00127,BASE_0013,contradict_temporal,empty_full,cup,empty,full,-5.117882132530212,6.478493899106979,-11.596376031637192,-6.478493899106979,False,False,False
IF_00128,BASE_0013,contradict_reinforced,empty_full,cup,empty,full,-4.95895379781723,6.184365302324295,-11.143319100141525,-6.184365302324295,False,False,False
IF_00129,BASE_0013,explicit_override,empty_full,cup,empty,full,5.407193034887314,-3.1079893112182617,8.515182346105576,3.1079893112182617,True,False,False
IF_00130,BASE_0013,reported_event,empty_full,cup,empty,full,1.073866367340088,-1.7381114959716797,2.8119778633117676,1.073866367340088,True,False,False
IF_00131,BASE_0014,no_context,empty_full,cup,empty,full,1.5427637100219727,1.5427637100219727,0.0,-1.5427637100219727,False,True,False
IF_00132,BASE_0014,explicit_final,empty_full,cup,empty,full,6.514749810099602,-7.8474444299936295,14.362194240093231,6.514749810099602,True,False,False
IF_00133,BASE_0014,last_event,empty_full,cup,empty,full,2.1080074310302734,-1.4093170166015625,3.517324447631836,1.4093170166015625,True,False,False
IF_00134,BASE_0014,consistent_prior,empty_full,cup,empty,full,7.050088241696358,-5.445622950792313,12.49571119248867,5.445622950792313,True,False,False
IF_00135,BASE_0014,distractor_event,empty_full,cup,empty,full,1.5973577499389648,0.6114852428436279,0.9858725070953369,-0.6114852428436279,False,True,False
IF_00136,BASE_0014,contradict_bare,empty_full,cup,empty,full,-4.552304983139038,6.449435994029045,-11.001740977168083,-6.449435994029045,False,False,False
IF_00137,BASE_0014,contradict_temporal,empty_full,cup,empty,full,-4.9146228432655334,6.684513241052628,-11.599136084318161,-6.684513241052628,False,False,False
IF_00138,BASE_0014,contradict_reinforced,empty_full,cup,empty,full,-4.831417441368103,6.3902599811553955,-11.221677422523499,-6.3902599811553955,False,False,False
IF_00139,BASE_0014,explicit_override,empty_full,cup,empty,full,5.407193034887314,-3.1079893112182617,8.515182346105576,3.1079893112182617,True,False,False
IF_00140,BASE_0014,reported_event,empty_full,cup,empty,full,2.280758857727051,-0.8433027267456055,3.1240615844726562,0.8433027267456055,True,False,False
IF_00141,BASE_0015,no_context,empty_full,cup,empty,full,1.5427637100219727,1.5427637100219727,0.0,-1.5427637100219727,False,True,False
IF_00142,BASE_0015,explicit_final,empty_full,cup,empty,full,6.514749810099602,-7.8474444299936295,14.362194240093231,6.514749810099602,True,False,False
IF_00143,BASE_0015,last_event,empty_full,cup,empty,full,1.9619455337524414,-1.455113172531128,3.4170587062835693,1.455113172531128,True,False,False
IF_00144,BASE_0015,consistent_prior,empty_full,cup,empty,full,7.058148428797722,-5.6197576224803925,12.677906051278114,5.6197576224803925,True,False,False
IF_00145,BASE_0015,distractor_event,empty_full,cup,empty,full,1.599043846130371,0.5756571292877197,1.0233867168426514,-0.5756571292877197,False,True,False
IF_00146,BASE_0015,contradict_bare,empty_full,cup,empty,full,-4.723792552947998,6.453337714076042,-11.17713026702404,-6.453337714076042,False,False,False
IF_00147,BASE_0015,contradict_temporal,empty_full,cup,empty,full,-5.071066230535507,6.699165970087051,-11.770232200622559,-6.699165970087051,False,False,False
IF_00148,BASE_0015,contradict_reinforced,empty_full,cup,empty,full,-4.894682884216309,6.386284738779068,-11.280967622995377,-6.386284738779068,False,False,False
IF_00149,BASE_0015,explicit_override,empty_full,cup,empty,full,5.407193034887314,-3.1079893112182617,8.515182346105576,3.1079893112182617,True,False,False
IF_00150,BASE_0015,reported_event,empty_full,cup,empty,full,1.4863805770874023,-1.1168057918548584,2.6031863689422607,1.1168057918548584,True,False,False
IF_00151,BASE_0016,no_context,empty_full,cup,empty,full,1.5427637100219727,1.5427637100219727,0.0,-1.5427637100219727,False,True,False
IF_00152,BASE_0016,explicit_final,empty_full,cup,empty,full,6.514749810099602,-7.8474444299936295,14.362194240093231,6.514749810099602,True,False,False
IF_00153,BASE_0016,last_event,empty_full,cup,empty,full,2.1030445098876953,-1.183793306350708,3.2868378162384033,1.183793306350708,True,False,False
IF_00154,BASE_0016,consistent_prior,empty_full,cup,empty,full,7.153992205858231,-5.45444530248642,12.60843750834465,5.45444530248642,True,False,False
IF_00155,BASE_0016,distractor_event,empty_full,cup,empty,full,1.5222382545471191,0.7830657958984375,0.7391724586486816,-0.7830657958984375,False,True,False
IF_00156,BASE_0016,contradict_bare,empty_full,cup,empty,full,-4.502551376819611,6.541380301117897,-11.043931677937508,-6.541380301117897,False,False,False
IF_00157,BASE_0016,contradict_temporal,empty_full,cup,empty,full,-4.871247708797455,6.748204052448273,-11.619451761245728,-6.748204052448273,False,False,False
IF_00158,BASE_0016,contradict_reinforced,empty_full,cup,empty,full,-4.862382411956787,6.4131955206394196,-11.275577932596207,-6.4131955206394196,False,False,False
IF_00159,BASE_0016,explicit_override,empty_full,cup,empty,full,5.407193034887314,-3.1079893112182617,8.515182346105576,3.1079893112182617,True,False,False
IF_00160,BASE_0016,reported_event,empty_full,cup,empty,full,2.327922821044922,-0.8494672775268555,3.1773900985717773,0.8494672775268555,True,False,False
IF_00161,BASE_0017,no_context,empty_full,cup,empty,full,1.5427637100219727,1.5427637100219727,0.0,-1.5427637100219727,False,True,False
IF_00162,BASE_0017,explicit_final,empty_full,cup,empty,full,6.514749810099602,-7.8474444299936295,14.362194240093231,6.514749810099602,True,False,False
IF_00163,BASE_0017,last_event,empty_full,cup,empty,full,2.178341865539551,-0.9606950283050537,3.1390368938446045,0.9606950283050537,True,False,False
IF_00164,BASE_0017,consistent_prior,empty_full,cup,empty,full,7.037731945514679,-5.301994800567627,12.339726746082306,5.301994800567627,True,False,False
IF_00165,BASE_0017,distractor_event,empty_full,cup,empty,full,1.6289749145507812,0.8089220523834229,0.8200528621673584,-0.8089220523834229,False,True,False
IF_00166,BASE_0017,contradict_bare,empty_full,cup,empty,full,-4.4208661913871765,6.354600414633751,-10.775466606020927,-6.354600414633751,False,False,False
IF_00167,BASE_0017,contradict_temporal,empty_full,cup,empty,full,-4.7962281703948975,6.684624969959259,-11.480853140354156,-6.684624969959259,False,False,False
IF_00168,BASE_0017,contradict_reinforced,empty_full,cup,empty,full,-4.721095025539398,6.373983711004257,-11.095078736543655,-6.373983711004257,False,False,False
IF_00169,BASE_0017,explicit_override,empty_full,cup,empty,full,5.407193034887314,-3.1079893112182617,8.515182346105576,3.1079893112182617,True,False,False
IF_00170,BASE_0017,reported_event,empty_full,cup,empty,full,2.7656564712524414,-0.1710376739501953,2.9366941452026367,0.1710376739501953,True,False,False
IF_00171,BASE_0018,no_context,empty_full,cup,empty,full,1.5427637100219727,1.5427637100219727,0.0,-1.5427637100219727,False,True,False
IF_00172,BASE_0018,explicit_final,empty_full,cup,empty,full,6.514749810099602,-7.8474444299936295,14.362194240093231,6.514749810099602,True,False,False
IF_00173,BASE_0018,last_event,empty_full,cup,empty,full,0.8862519264221191,-2.222799301147461,3.10905122756958,0.8862519264221191,True,False,False
IF_00174,BASE_0018,consistent_prior,empty_full,cup,empty,full,6.979494735598564,-5.51559191942215,12.495086655020714,5.51559191942215,True,False,False
IF_00175,BASE_0018,distractor_event,empty_full,cup,empty,full,1.2639036178588867,0.2625579833984375,1.0013456344604492,-0.2625579833984375,False,True,False
IF_00176,BASE_0018,contradict_bare,empty_full,cup,empty,full,-5.143815904855728,6.421461895108223,-11.565277799963951,-6.421461895108223,False,False,False
IF_00177,BASE_0018,contradict_temporal,empty_full,cup,empty,full,-5.137719541788101,6.631403878331184,-11.769123420119286,-6.631403878331184,False,False,False
IF_00178,BASE_0018,contradict_reinforced,empty_full,cup,empty,full,-4.98677271604538,6.3108826875686646,-11.297655403614044,-6.3108826875686646,False,False,False
IF_00179,BASE_0018,explicit_override,empty_full,cup,empty,full,5.407193034887314,-3.1079893112182617,8.515182346105576,3.1079893112182617,True,False,False
IF_00180,BASE_0018,reported_event,empty_full,cup,empty,full,1.1193056106567383,-1.6489403247833252,2.7682459354400635,1.1193056106567383,True,False,False
IF_00181,BASE_0019,no_context,empty_full,cup,empty,full,1.5427637100219727,1.5427637100219727,0.0,-1.5427637100219727,False,True,False
IF_00182,BASE_0019,explicit_final,empty_full,cup,empty,full,6.514749810099602,-7.8474444299936295,14.362194240093231,6.514749810099602,True,False,False
IF_00183,BASE_0019,last_event,empty_full,cup,empty,full,2.149566650390625,-1.345224380493164,3.494791030883789,1.345224380493164,True,False,False
IF_00184,BASE_0019,consistent_prior,empty_full,cup,empty,full,7.0022790133953094,-5.217662274837494,12.219941288232803,5.217662274837494,True,False,False
IF_00185,BASE_0019,distractor_event,empty_full,cup,empty,full,1.731712818145752,0.8767859935760498,0.8549268245697021,-0.8767859935760498,False,True,False
IF_00186,BASE_0019,contradict_bare,empty_full,cup,empty,full,-4.574673116207123,6.399227812886238,-10.973900929093361,-6.399227812886238,False,False,False
IF_00187,BASE_0019,contradict_temporal,empty_full,cup,empty,full,-4.797592341899872,6.6932424902915955,-11.490834832191467,-6.6932424902915955,False,False,False
IF_00188,BASE_0019,contradict_reinforced,empty_full,cup,empty,full,-4.660959720611572,6.352556735277176,-11.013516455888748,-6.352556735277176,False,False,False
IF_00189,BASE_0019,explicit_override,empty_full,cup,empty,full,5.407193034887314,-3.1079893112182617,8.515182346105576,3.1079893112182617,True,False,False
