column,group_id,group_level,n_subtasks,n_items,rise_net_pct,rise_gain_pct_subtask_mean,rise_loss_pct_subtask_mean,rise_churn_pct_subtask_mean,rise_gains,rise_losses,fall_net_pct,fall_gain_pct_subtask_mean,fall_loss_pct_subtask_mean,fall_churn_pct_subtask_mean,fall_gains,fall_losses
BLiMP,BLiMP,column_official_subtask_mean,67,59875,-0.24011198284213528,1.6857703761291103,1.9258823589712455,3.611652735100356,1015,1154,0.2223492865479248,1.6496000287028993,1.4272507421549747,3.0768507708578743,986,859
Supplement,Supplement,column_official_subtask_mean,5,5218,0.5458778615250378,1.4257982859394356,0.8799204244143978,2.3057187103538332,51,61,-0.8080109960398636,0.8768553270284528,1.6848663230683165,2.561721650096769,64,47
EWoK,EWoK,column_official_subtask_mean,11,7618,0.01801438030423002,3.2711567019470835,3.2531423216428537,6.524299023589938,237,240,0.06686980184164626,2.75447957911885,2.6876097772772036,5.442089356396054,234,206
Entity,Entity,column_official_subtask_mean,18,6780,0.26106789645042133,2.1856886986173616,1.9246208021669402,4.110309500784301,134,123,0.007430582033810789,1.7002234424994258,1.692792860465615,3.393016302965041,119,109
COMPS,COMPS,column_official_subtask_mean,4,91028,0.014408237088812406,3.282099913445856,3.2676916763570434,6.5497915898029,3001,2919,0.08686918329432677,3.1102611174469024,3.023391934152576,6.133653051599478,2820,2822
GlobalPIQA,GlobalPIQA,column_official_subtask_mean,2,203,0.5436893203883495,2.4854368932038833,1.9417475728155338,4.427184466019417,5,4,-1.9854368932038835,0.9708737864077669,2.9563106796116507,3.9271844660194173,2,6
