ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.496443390634262,1104,0.3272080616478957,0.6497939964685109,1699,-0.00445605197455734
variable swap,2564,0.5015600624024961,1025,0.3997659906396256,0.8020344287949922,1278,-0.03944191732443869
material,840,0.475,271,0.32261904761904764,0.6145124716553289,441,-0.16531319450587034
other,490,0.5693877551020409,97,0.19795918367346937,0.4597156398104265,211,0.33668558031786233
negation,190,0.5947368421052631,27,0.14210526315789473,0.35064935064935066,77,0.5137543596792966
number,80,0.55,23,0.2875,0.6388888888888888,36,0.2028397077228874
game,20,0.6,7,0.35,0.875,8,0.2673879861831665
variable_swap,30,0.6333333333333333,7,0.23333333333333334,0.6363636363636364,11,1.7110579311847687
active-passive,30,0.6,6,0.2,0.5,12,2.596933662891388
