sentence_uid,source,row_example_id,axis_row_index,sentence_words,row_words,char_start,char_end,mode,n_target_tokens,n_masked,target_truncated_right,loss,arm,family,relation,seed,checkpoint,description
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,row_context,13,1,False,2.261620283126831,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,row_context,17,4,False,3.242319345474243,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,row_context,17,2,False,0.9209562540054321,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2944_s05,simple_wiki,920002944,2944,10,160,745,791,row_context,18,2,False,3.4811410903930664,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,row_context,21,2,False,4.537572383880615,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2992_s02,switchboard,920002992,2992,9,160,259,314,row_context,12,2,False,6.066812515258789,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2994_s06,switchboard,920002994,2994,32,160,560,741,row_context,43,5,False,4.055079460144043,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2997_s03,switchboard,920002997,2997,12,160,442,499,row_context,16,2,False,1.6657952070236206,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2999_s05,switchboard,920002999,2999,20,160,677,767,row_context,25,6,False,3.0374014377593994,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,isolation,31,8,False,3.9187984466552734,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,isolation,37,4,False,2.6772825717926025,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,isolation,63,10,False,4.648290157318115,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,isolation,20,4,False,5.033824920654297,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0451_s00,childes,920000451,451,16,160,15,103,isolation,23,4,False,4.168308734893799,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0617_s02,childes,920000617,617,12,160,461,532,isolation,22,2,False,2.3165476322174072,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0893_s01,childes,920000893,893,9,160,290,336,isolation,14,2,False,4.352079391479492,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r1149_s01,childes,920001149,1149,13,160,232,302,isolation,20,4,False,2.9717023372650146,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r1254_s05,gutenberg,920001254,1254,9,160,356,405,isolation,15,2,False,8.098804473876953,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r1341_s05,gutenberg,920001341,1341,9,160,537,579,isolation,11,1,False,2.4963536262512207,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r1448_s03,gutenberg,920001448,1448,15,160,231,321,isolation,22,1,False,5.856313705444336,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r1783_s00,gutenberg,920001783,1783,22,160,0,132,isolation,31,4,False,7.616748809814453,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r1959_s02,open_subtitles,920001959,1959,10,160,196,248,isolation,13,2,False,5.516223430633545,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2124_s00,open_subtitles,920002124,2124,8,160,133,184,isolation,20,3,False,5.498938083648682,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,isolation,10,1,False,1.9165699481964111,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,isolation,13,1,False,2.424577236175537,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,isolation,17,4,False,3.607647180557251,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,isolation,17,2,False,2.0113909244537354,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2944_s05,simple_wiki,920002944,2944,10,160,745,791,isolation,18,2,False,3.468161106109619,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,isolation,21,2,False,5.961032867431641,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2992_s02,switchboard,920002992,2992,9,160,259,314,isolation,12,2,False,6.115751266479492,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2994_s06,switchboard,920002994,2994,32,160,560,741,isolation,43,5,False,4.091403007507324,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2997_s03,switchboard,920002997,2997,12,160,442,499,isolation,16,2,False,1.249354600906372,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r2999_s05,switchboard,920002999,2999,20,160,677,767,isolation,25,6,False,3.9665517807006836,SEP43022,compact_experience,SEP,43022,chck_100M,same originals/rewrites separated across rows
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,row_context,31,8,False,3.4824271202087402,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,row_context,37,4,False,2.5432519912719727,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,row_context,63,10,False,3.966599225997925,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,row_context,20,4,False,3.8093647956848145,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0451_s00,childes,920000451,451,16,160,15,103,row_context,23,4,False,4.370142936706543,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0617_s02,childes,920000617,617,12,160,461,532,row_context,22,2,False,1.4170299768447876,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0893_s01,childes,920000893,893,9,160,290,336,row_context,14,2,False,2.4063682556152344,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r1149_s01,childes,920001149,1149,13,160,232,302,row_context,20,4,False,2.1056137084960938,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r1254_s05,gutenberg,920001254,1254,9,160,356,405,row_context,15,2,False,4.375007629394531,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r1341_s05,gutenberg,920001341,1341,9,160,537,579,row_context,11,1,False,3.5272862911224365,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r1448_s03,gutenberg,920001448,1448,15,160,231,321,row_context,22,1,False,5.184886932373047,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r1783_s00,gutenberg,920001783,1783,22,160,0,132,row_context,31,4,False,7.009880542755127,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r1959_s02,open_subtitles,920001959,1959,10,160,196,248,row_context,13,2,False,5.091912269592285,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2124_s00,open_subtitles,920002124,2124,8,160,133,184,row_context,20,3,False,5.750001430511475,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,row_context,10,1,False,0.46554774045944214,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,row_context,13,1,False,2.806887149810791,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,row_context,17,4,False,0.6390013694763184,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,row_context,17,2,False,0.6147997975349426,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2944_s05,simple_wiki,920002944,2944,10,160,745,791,row_context,18,2,False,3.7211053371429443,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,row_context,21,2,False,4.105831146240234,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2992_s02,switchboard,920002992,2992,9,160,259,314,row_context,12,2,False,1.319428563117981,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2994_s06,switchboard,920002994,2994,32,160,560,741,row_context,43,5,False,4.219147205352783,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2997_s03,switchboard,920002997,2997,12,160,442,499,row_context,16,2,False,1.7084124088287354,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2999_s05,switchboard,920002999,2999,20,160,677,767,row_context,25,6,False,2.725229263305664,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0155_s04,bnc_spoken,920000155,155,26,160,802,952,isolation,31,8,False,4.046904563903809,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0165_s03,bnc_spoken,920000165,165,32,160,567,740,isolation,37,4,False,2.4039530754089355,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0172_s02,bnc_spoken,920000172,172,45,160,144,389,isolation,63,10,False,5.113795757293701,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0179_s06,bnc_spoken,920000179,179,13,160,658,732,isolation,20,4,False,6.048341274261475,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0451_s00,childes,920000451,451,16,160,15,103,isolation,23,4,False,4.581977367401123,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0617_s02,childes,920000617,617,12,160,461,532,isolation,22,2,False,2.2693145275115967,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r0893_s01,childes,920000893,893,9,160,290,336,isolation,14,2,False,4.565178394317627,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r1149_s01,childes,920001149,1149,13,160,232,302,isolation,20,4,False,3.534882068634033,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r1254_s05,gutenberg,920001254,1254,9,160,356,405,isolation,15,2,False,13.576093673706055,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r1341_s05,gutenberg,920001341,1341,9,160,537,579,isolation,11,1,False,3.041555643081665,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r1448_s03,gutenberg,920001448,1448,15,160,231,321,isolation,22,1,False,6.361542701721191,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r1783_s00,gutenberg,920001783,1783,22,160,0,132,isolation,31,4,False,7.451629638671875,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r1959_s02,open_subtitles,920001959,1959,10,160,196,248,isolation,13,2,False,5.461051940917969,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2124_s00,open_subtitles,920002124,2124,8,160,133,184,isolation,20,3,False,6.1881585121154785,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,isolation,10,1,False,2.442474842071533,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,isolation,13,1,False,2.113345146179199,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,isolation,17,4,False,3.1302292346954346,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,isolation,17,2,False,2.123042583465576,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2944_s05,simple_wiki,920002944,2944,10,160,745,791,isolation,18,2,False,3.4429023265838623,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2945_s00,simple_wiki,920002945,2945,11,160,0,66,isolation,21,2,False,4.894112586975098,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2992_s02,switchboard,920002992,2992,9,160,259,314,isolation,12,2,False,1.1860263347625732,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2994_s06,switchboard,920002994,2994,32,160,560,741,isolation,43,5,False,4.1908721923828125,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2997_s03,switchboard,920002997,2997,12,160,442,499,isolation,16,2,False,1.8611979484558105,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
r2999_s05,switchboard,920002999,2999,20,160,677,767,isolation,25,6,False,3.3665037155151367,DUP43022,compact_experience,DUP,43022,chck_100M,selected original duplicated locally
