family,seed,relation,arm,checkpoint,n,row_context_loss,isolation_loss,context_gain,se_context_gain
compact_experience,43022,ALN,ALN43022,chck_100M,24,2.9983527983228364,4.1734341233968735,1.1750813250740368,0.36641670335620685
compact_experience,43022,DUP,DUP43022,chck_100M,24,3.2235484619935355,4.308128585418065,1.08458012342453,0.3963971468824781
compact_experience,43022,OFF,OFF43022,chck_100M,24,3.6065373681485653,4.211786811550458,0.605249443401893,0.24928314741082105
compact_experience,43022,SEP,SEP43022,chck_100M,24,3.769262886295716,4.165944010019302,0.3966811237235864,0.14105644108092041
compact_experience,43022,SHUF,SHUF43022,chck_100M,24,3.6873652258267007,4.250052069624265,0.5626868437975645,0.2508830262020232
