ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.4943687018375815,1122,0.33254297569650265,0.6576787807737398,1706,0.02514871396124363
variable swap,2564,0.49882995319812795,1022,0.3985959438377535,0.7953307392996108,1285,-0.0934534160187468
material,840,0.5023809523809524,285,0.3392857142857143,0.6818181818181818,418,-0.1734790802001953
other,490,0.4775510204081633,164,0.3346938775510204,0.640625,256,-0.10784513875842094
negation,190,0.5210526315789473,45,0.23684210526315788,0.4945054945054945,91,0.5962720260431524
number,80,0.5375,17,0.2125,0.4594594594594595,37,0.38172462303191423
variable_swap,30,0.4666666666666667,11,0.36666666666666664,0.6875,16,0.28531620651483536
game,20,0.4,10,0.5,0.8333333333333334,12,-0.8210572605021298
active-passive,30,0.5,5,0.16666666666666666,0.3333333333333333,15,1.7262865751981735
