arm_key,basin,data_arm,seed,checkpoint,words,predictions,group,numops_group,split_group,official_style_entity_score,micro_accuracy,micro_n,subtask_count,n_rows,macro_score_pp,n_scored,pred_option0_frac_micro,pred_not_in_options_frac_micro
basin2_max_view,seed43122_second_basin,view,43122,chck_100M,100000000,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_100M/Entity/chck_100M/full_second_basin_max_view_seed43122_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,ambiref_nonzero_ops,nonzero,ambiref,,0.24128389596015495,,,5,24.941716590818306,1807,0.24128389596015495,0.0
basin2_max_view,seed43122_second_basin,view,43122,chck_100M,100000000,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_100M/Entity/chck_100M/full_second_basin_max_view_seed43122_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,split_regular,all,regular,,0.2779267202859696,,,6,27.520613651855285,2238,0.2779267202859696,0.0
basin2_max_view,seed43122_second_basin,view,43122,chck_100M,100000000,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_100M/Entity/chck_100M/full_second_basin_max_view_seed43122_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular_zero_ops,zero,regular,,0.425531914893617,,,1,42.5531914893617,517,0.425531914893617,0.0
basin2_max_view,seed43122_second_basin,view,43122,chck_100M,100000000,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_100M/Entity/chck_100M/full_second_basin_max_view_seed43122_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,regular_nonzero_ops,nonzero,regular,,0.2335851249273678,,,5,24.514098084354004,1721,0.2335851249273678,0.0
basin2_max_view,seed43122_second_basin,view,43122,chck_100M,100000000,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_100M/Entity/chck_100M/full_second_basin_max_view_seed43122_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,split_move_contents,all,move_contents,,0.28917826672653796,,,6,29.0780738197591,2227,0.28917826672653796,0.0
basin2_max_view,seed43122_second_basin,view,43122,chck_100M,100000000,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_100M/Entity/chck_100M/full_second_basin_max_view_seed43122_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents_zero_ops,zero,move_contents,,0.46705426356589147,,,1,46.70542635658915,516,0.46705426356589147,0.0
basin2_max_view,seed43122_second_basin,view,43122,chck_100M,100000000,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/view_eval/official_outputs/second_basin_max_view_seed43122_chck_100M/Entity/chck_100M/full_second_basin_max_view_seed43122_chck_100M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,move_contents_nonzero_ops,nonzero,move_contents,,0.23553477498538866,,,5,25.552603312393092,1711,0.23553477498538866,0.0
basin2_max_repeat,seed43122_second_basin,repeat,43122,chck_80M,80000000,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/repeat_eval/official_outputs/second_basin_max_repeat_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_repeat_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,all_18_subtasks,all,all,25.269050015782618,0.25958702064896755,6780,18,,,,,
basin2_max_repeat,seed43122_second_basin,repeat,43122,chck_80M,80000000,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/repeat_eval/official_outputs/second_basin_max_repeat_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_repeat_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_0,0,all,,0.49123945489941595,,,3,49.03318012219819,1541,0.49123945489941595,0.0
basin2_max_repeat,seed43122_second_basin,repeat,43122,chck_80M,80000000,experiments/archive/frontier_consolidation/data/second_basin_entity_ewok_eval/repeat_eval/official_outputs/second_basin_max_repeat_seed43122_chck_80M/Entity/chck_80M/full_second_basin_max_repeat_seed43122_chck_80M_Entity/zero_shot/mlm/entity_tracking/entity_tracking/predictions.json,numops_1,1,all,,0.1389324960753532,,,3,13.885783059375726,1274,0.1389324960753532,0.0
