checkpoint,family_set,seed43022_net,seed43122_net,seed43022_l2,seed43122_l2,difference_l2,difference_over_mean_seed_l2,cosine,centered_cosine,seed43022_vector_json,seed43122_vector_json
chck_10M,stable6,-0.7399999999999997,-0.08916666666666699,3.4806321264965643,1.166029587960784,3.2827617945869902,1.4129549325156163,0.3323748522306587,0.28002782938905657,"{""BLiMP"": 0.21000000000000085, ""COMPS"": 0.17999999999999972, ""EWoK"": 0.07000000000000028, ""Entity"": -1.3299999999999983, ""Reading"": -0.39000000000000057, ""Supplement"": -3.1799999999999997}","{""BLiMP"": -0.6799999999999997, ""COMPS"": 0.39000000000000057, ""EWoK"": 0.3399999999999963, ""Entity"": -0.7099999999999991, ""Reading"": 0.3049999999999997, ""Supplement"": -0.17999999999999972}"
chck_10M,stable5_exEntity,-0.6219999999999999,0.034999999999999434,3.216504313692117,0.9249459443664787,3.2236819011806976,1.556788902586929,0.136012572274739,0.1921091769143858,"{""BLiMP"": 0.21000000000000085, ""COMPS"": 0.17999999999999972, ""EWoK"": 0.07000000000000028, ""Reading"": -0.39000000000000057, ""Supplement"": -3.1799999999999997}","{""BLiMP"": -0.6799999999999997, ""COMPS"": 0.39000000000000057, ""EWoK"": 0.3399999999999963, ""Reading"": 0.3049999999999997, ""Supplement"": -0.17999999999999972}"
chck_10M,stable4_exEntity_noReading,-0.6799999999999997,-0.03250000000000064,3.192773089337856,0.8732124598286476,3.1478722972827216,1.5483932538461733,0.1878069499194624,0.1730147642474126,"{""BLiMP"": 0.21000000000000085, ""COMPS"": 0.17999999999999972, ""EWoK"": 0.07000000000000028, ""Supplement"": -3.1799999999999997}","{""BLiMP"": -0.6799999999999997, ""COMPS"": 0.39000000000000057, ""EWoK"": 0.3399999999999963, ""Supplement"": -0.17999999999999972}"
chck_20M,stable6,-0.2016666666666674,-0.5366666666666662,1.4749576265099908,2.3925300416086706,1.8450203250912993,0.954118271817947,0.6369725593192224,0.5753459495632992,"{""BLiMP"": 0.46999999999999886, ""COMPS"": -0.1600000000000037, ""EWoK"": -0.05000000000000426, ""Entity"": -0.28000000000000114, ""Reading"": 0.16000000000000014, ""Supplement"": -1.3499999999999943}","{""BLiMP"": -0.8299999999999983, ""COMPS"": -0.240000000000002, ""EWoK"": 0.8900000000000006, ""Entity"": -0.8000000000000007, ""Reading"": -0.40000000000000036, ""Supplement"": -1.8399999999999963}"
chck_20M,stable5_exEntity,-0.18600000000000066,-0.48399999999999926,1.4481367338756328,2.2548170657505646,1.770225974275602,0.9561156147583052,0.6197930589831342,0.5735217123752936,"{""BLiMP"": 0.46999999999999886, ""COMPS"": -0.1600000000000037, ""EWoK"": -0.05000000000000426, ""Reading"": 0.16000000000000014, ""Supplement"": -1.3499999999999943}","{""BLiMP"": -0.8299999999999983, ""COMPS"": -0.240000000000002, ""EWoK"": 0.8900000000000006, ""Reading"": -0.40000000000000036, ""Supplement"": -1.8399999999999963}"
chck_20M,stable4_exEntity_noReading,-0.27250000000000085,-0.504999999999999,1.439270648627278,2.219053852433506,1.679315336677422,0.9180789381535073,0.6537001468517994,0.5840867347409258,"{""BLiMP"": 0.46999999999999886, ""COMPS"": -0.1600000000000037, ""EWoK"": -0.05000000000000426, ""Supplement"": -1.3499999999999943}","{""BLiMP"": -0.8299999999999983, ""COMPS"": -0.240000000000002, ""EWoK"": 0.8900000000000006, ""Supplement"": -1.8399999999999963}"
chck_30M,stable6,-0.7416666666666663,-0.014166666666667401,3.5745629103430248,1.5464556249695638,3.4780346461759106,1.358337066031967,0.27789019133802956,0.30950611808298584,"{""BLiMP"": 0.07000000000000028, ""COMPS"": 0.03999999999999915, ""EWoK"": -2.1899999999999977, ""Entity"": -2.780000000000001, ""Reading"": 0.4900000000000002, ""Supplement"": -0.0799999999999983}","{""BLiMP"": -0.9500000000000028, ""COMPS"": 0.07000000000000028, ""EWoK"": 0.0799999999999983, ""Entity"": -0.6099999999999994, ""Reading"": 0.3249999999999993, ""Supplement"": 1.0}"
chck_30M,stable5_exEntity,-0.3339999999999993,0.10499999999999901,2.2470202491299425,1.4210647416638007,2.718055371032751,1.4820023951760104,-0.049997475075158275,0.005285775876768478,"{""BLiMP"": 0.07000000000000028, ""COMPS"": 0.03999999999999915, ""EWoK"": -2.1899999999999977, ""Reading"": 0.4900000000000002, ""Supplement"": -0.0799999999999983}","{""BLiMP"": -0.9500000000000028, ""COMPS"": 0.07000000000000028, ""EWoK"": 0.0799999999999983, ""Reading"": 0.3249999999999993, ""Supplement"": 1.0}"
chck_30M,stable4_exEntity_noReading,-0.5399999999999991,0.049999999999998934,2.192943227719311,1.3834016047410114,2.713042572463614,1.5172153131537902,-0.10511842751646958,-0.08008665907852819,"{""BLiMP"": 0.07000000000000028, ""COMPS"": 0.03999999999999915, ""EWoK"": -2.1899999999999977, ""Supplement"": -0.0799999999999983}","{""BLiMP"": -0.9500000000000028, ""COMPS"": 0.07000000000000028, ""EWoK"": 0.0799999999999983, ""Supplement"": 1.0}"
chck_40M,stable6,0.22999999999999865,-0.6300000000000002,5.629209535982831,5.197787991059277,7.6640328809315585,1.4157263565987608,-0.0005536675089964114,0.030690775485736576,"{""BLiMP"": -0.6300000000000026, ""COMPS"": 1.25, ""EWoK"": -3.690000000000005, ""Entity"": 3.75, ""Reading"": 1.3000000000000007, ""Supplement"": -0.6000000000000014}","{""BLiMP"": -2.020000000000003, ""COMPS"": -0.00999999999999801, ""EWoK"": 1.9200000000000017, ""Entity"": 1.0300000000000011, ""Reading"": -0.46000000000000085, ""Supplement"": -4.240000000000002}"
