checkpoint,family_set,seed43022_net,seed43122_net,seed43022_l2,seed43122_l2,difference_l2,difference_over_mean_seed_l2,cosine,centered_cosine,seed43022_vector_json,seed43122_vector_json
chck_40M,stable5_exEntity,-0.47400000000000164,-0.9620000000000004,4.198273454647761,5.094712945789982,7.1651238649447,1.542049790282097,-0.1813408920957907,-0.32826979392329636,"{""BLiMP"": -0.6300000000000026, ""COMPS"": 1.25, ""EWoK"": -3.690000000000005, ""Reading"": 1.3000000000000007, ""Supplement"": -0.6000000000000014}","{""BLiMP"": -2.020000000000003, ""COMPS"": -0.00999999999999801, ""EWoK"": 1.9200000000000017, ""Reading"": -0.46000000000000085, ""Supplement"": -4.240000000000002}"
chck_40M,stable4_exEntity_noReading,-0.9175000000000022,-1.0875000000000004,3.991929358092405,5.073903822501963,6.945602925592571,1.5322591508654273,-0.16197255783246187,-0.4474582390956998,"{""BLiMP"": -0.6300000000000026, ""COMPS"": 1.25, ""EWoK"": -3.690000000000005, ""Supplement"": -0.6000000000000014}","{""BLiMP"": -2.020000000000003, ""COMPS"": -0.00999999999999801, ""EWoK"": 1.9200000000000017, ""Supplement"": -4.240000000000002}"
chck_50M,stable6,-0.009166666666666176,0.14083333333333434,2.5387447685815157,3.61981007789083,3.624279238690093,1.1769901637771727,0.34891228395967067,0.3513680748342845,"{""BLiMP"": -0.46999999999999886, ""COMPS"": 0.4299999999999997, ""EWoK"": -1.6300000000000026, ""Entity"": 1.7200000000000024, ""Reading"": 0.40500000000000025, ""Supplement"": -0.509999999999998}","{""BLiMP"": -0.9500000000000028, ""COMPS"": -0.07000000000000028, ""EWoK"": 1.1200000000000045, ""Entity"": 2.870000000000001, ""Reading"": -1.5350000000000001, ""Supplement"": -0.5899999999999963}"
chck_50M,stable5_exEntity,-0.35499999999999987,-0.404999999999999,1.867304206603735,2.2059295092998807,3.436989962161665,1.6875977181187578,-0.4199843632661646,-0.7203058258648419,"{""BLiMP"": -0.46999999999999886, ""COMPS"": 0.4299999999999997, ""EWoK"": -1.6300000000000026, ""Reading"": 0.40500000000000025, ""Supplement"": -0.509999999999998}","{""BLiMP"": -0.9500000000000028, ""COMPS"": -0.07000000000000028, ""EWoK"": 1.1200000000000045, ""Reading"": -1.5350000000000001, ""Supplement"": -0.5899999999999963}"
chck_50M,stable4_exEntity_noReading,-0.5449999999999999,-0.12249999999999872,1.8228549037155988,1.5842663917409887,2.8371288303494504,1.665411110624547,-0.38377530282725086,-0.6014130447442391,"{""BLiMP"": -0.46999999999999886, ""COMPS"": 0.4299999999999997, ""EWoK"": -1.6300000000000026, ""Supplement"": -0.509999999999998}","{""BLiMP"": -0.9500000000000028, ""COMPS"": -0.07000000000000028, ""EWoK"": 1.1200000000000045, ""Supplement"": -0.5899999999999963}"
chck_60M,stable6,0.14333333333333384,0.4858333333333336,2.10879112289482,2.8912843167007964,2.752548818822289,1.1010029156859693,0.42889139015979916,0.401008177384547,"{""BLiMP"": -0.6400000000000006, ""COMPS"": -0.03999999999999915, ""EWoK"": -0.9099999999999966, ""Entity"": 1.7100000000000009, ""Reading"": 0.4400000000000013, ""Supplement"": 0.29999999999999716}","{""BLiMP"": 0.46999999999999886, ""COMPS"": -0.5700000000000003, ""EWoK"": 1.2100000000000009, ""Entity"": 2.469999999999999, ""Reading"": -0.21500000000000075, ""Supplement"": -0.44999999999999574}"
chck_60M,stable5_exEntity,-0.16999999999999957,0.08900000000000059,1.234058345460211,1.5028722500598637,2.64554814736001,1.933222677761984,-0.867395776234012,-0.8765729788147961,"{""BLiMP"": -0.6400000000000006, ""COMPS"": -0.03999999999999915, ""EWoK"": -0.9099999999999966, ""Reading"": 0.4400000000000013, ""Supplement"": 0.29999999999999716}","{""BLiMP"": 0.46999999999999886, ""COMPS"": -0.5700000000000003, ""EWoK"": 1.2100000000000009, ""Reading"": -0.21500000000000075, ""Supplement"": -0.44999999999999574}"
chck_60M,stable4_exEntity_noReading,-0.3224999999999998,0.16500000000000092,1.1529527310345349,1.4874138630522433,2.5631816166631616,1.9415346508348683,-0.8828994213403675,-0.938833763036301,"{""BLiMP"": -0.6400000000000006, ""COMPS"": -0.03999999999999915, ""EWoK"": -0.9099999999999966, ""Supplement"": 0.29999999999999716}","{""BLiMP"": 0.46999999999999886, ""COMPS"": -0.5700000000000003, ""EWoK"": 1.2100000000000009, ""Supplement"": -0.44999999999999574}"
chck_70M,stable6,0.4033333333333333,0.7183333333333349,1.3840520221436767,4.0271950536322425,3.1260678175625043,1.155396445139869,0.7500743484358191,0.6956037531955388,"{""BLiMP"": -0.1700000000000017, ""COMPS"": 0.28000000000000114, ""EWoK"": 0.07000000000000028, ""Entity"": 1.0399999999999991, ""Reading"": 0.6300000000000008, ""Supplement"": 0.5700000000000003}","{""BLiMP"": -1.1299999999999955, ""COMPS"": -0.7899999999999991, ""EWoK"": 1.4600000000000009, ""Entity"": 2.960000000000001, ""Reading"": -0.03999999999999915, ""Supplement"": 1.8500000000000014}"
chck_70M,stable5_exEntity,0.27600000000000013,0.2700000000000017,0.9132360045464712,2.7306958820051705,2.4669616940682304,1.354010871154229,0.44206165355128113,0.40710529972330295,"{""BLiMP"": -0.1700000000000017, ""COMPS"": 0.28000000000000114, ""EWoK"": 0.07000000000000028, ""Reading"": 0.6300000000000008, ""Supplement"": 0.5700000000000003}","{""BLiMP"": -1.1299999999999955, ""COMPS"": -0.7899999999999991, ""EWoK"": 1.4600000000000009, ""Reading"": -0.03999999999999915, ""Supplement"": 1.8500000000000014}"
chck_70M,stable4_exEntity_noReading,0.1875,0.3475000000000019,0.661135387042625,2.7304029006723525,2.3742367194532212,1.4000943041411718,0.6246517015158547,0.6030197140097219,"{""BLiMP"": -0.1700000000000017, ""COMPS"": 0.28000000000000114, ""EWoK"": 0.07000000000000028, ""Supplement"": 0.5700000000000003}","{""BLiMP"": -1.1299999999999955, ""COMPS"": -0.7899999999999991, ""EWoK"": 1.4600000000000009, ""Supplement"": 1.8500000000000014}"
chck_80M,stable6,0.41583333333333056,0.07750000000000042,1.6178457899317777,2.132820901998104,2.3047993405066736,1.229007816378775,0.2686870781920703,0.2747961198516124,"{""BLiMP"": -0.46999999999999886, ""COMPS"": 0.3399999999999963, ""EWoK"": 1.269999999999996, ""Entity"": 0.639999999999997, ""Reading"": 0.3949999999999996, ""Supplement"": 0.3199999999999932}","{""BLiMP"": -0.5300000000000011, ""COMPS"": -0.46000000000000085, ""EWoK"": 0.5200000000000031, ""Entity"": -0.23999999999999844, ""Reading"": -0.6450000000000005, ""Supplement"": 1.8200000000000003}"
chck_80M,stable5_exEntity,0.3709999999999972,0.14100000000000018,1.4858751629931706,2.119274640059661,2.1301877851494706,1.1817471680902873,0.34319869939347436,0.3170876506612979,"{""BLiMP"": -0.46999999999999886, ""COMPS"": 0.3399999999999963, ""EWoK"": 1.269999999999996, ""Reading"": 0.3949999999999996, ""Supplement"": 0.3199999999999932}","{""BLiMP"": -0.5300000000000011, ""COMPS"": -0.46000000000000085, ""EWoK"": 0.5200000000000031, ""Reading"": -0.6450000000000005, ""Supplement"": 1.8200000000000003}"
chck_80M,stable4_exEntity_noReading,0.36499999999999666,0.33750000000000036,1.4324105556717954,2.0187372290617733,1.8590589017026884,1.0773568781530516,0.461845362757478,0.3594176340460194,"{""BLiMP"": -0.46999999999999886, ""COMPS"": 0.3399999999999963, ""EWoK"": 1.269999999999996, ""Supplement"": 0.3199999999999932}","{""BLiMP"": -0.5300000000000011, ""COMPS"": -0.46000000000000085, ""EWoK"": 0.5200000000000031, ""Supplement"": 1.8200000000000003}"
chck_90M,stable6,0.22999999999999807,0.39666666666666694,2.1101184800859,2.9157503322472595,2.676340785475575,1.0650261220141706,0.4706481883949414,0.42006382520436736,"{""BLiMP"": -0.8000000000000114, ""COMPS"": 0.28000000000000114, ""EWoK"": -0.8100000000000023, ""Entity"": 1.5400000000000027, ""Reading"": 0.4800000000000004, ""Supplement"": 0.6899999999999977}","{""BLiMP"": -0.8900000000000006, ""COMPS"": -0.4099999999999966, ""EWoK"": 1.4500000000000028, ""Entity"": 2.120000000000001, ""Reading"": -0.6299999999999999, ""Supplement"": 0.7399999999999949}"
chck_90M,stable5_exEntity,-0.03200000000000287,0.052000000000000136,1.4425671561490716,2.0017991907281805,2.6127380274340593,1.5171080914797768,-0.1278166691280074,-0.12530104707299147,"{""BLiMP"": -0.8000000000000114, ""COMPS"": 0.28000000000000114, ""EWoK"": -0.8100000000000023, ""Reading"": 0.4800000000000004, ""Supplement"": 0.6899999999999977}","{""BLiMP"": -0.8900000000000006, ""COMPS"": -0.4099999999999966, ""EWoK"": 1.4500000000000028, ""Reading"": -0.6299999999999999, ""Supplement"": 0.7399999999999949}"
chck_90M,stable4_exEntity_noReading,-0.1600000000000037,0.22250000000000014,1.3603675973794802,1.900078945728308,2.3652272618080525,1.4508609360934765,-0.025804646221344724,0.030994048578808803,"{""BLiMP"": -0.8000000000000114, ""COMPS"": 0.28000000000000114, ""EWoK"": -0.8100000000000023, ""Supplement"": 0.6899999999999977}","{""BLiMP"": -0.8900000000000006, ""COMPS"": -0.4099999999999966, ""EWoK"": 1.4500000000000028, ""Supplement"": 0.7399999999999949}"
chck_100M,stable6,0.12833333333333444,0.4416666666666642,2.2605972662108504,2.773355368502204,3.165406766910053,1.257622785356417,0.22186991129606284,0.18383375550121947,"{""BLiMP"": -1.1199999999999903, ""COMPS"": 0.4799999999999969, ""EWoK"": -0.8599999999999994, ""Entity"": 1.629999999999999, ""Reading"": 0.4299999999999997, ""Supplement"": 0.21000000000000085}","{""BLiMP"": -0.6300000000000097, ""COMPS"": -0.39000000000000057, ""EWoK"": 1.8699999999999974, ""Entity"": 1.5799999999999983, ""Reading"": -0.6399999999999997, ""Supplement"": 0.8599999999999994}"
chck_100M,stable5_exEntity,-0.17199999999999846,0.2139999999999974,1.5663332978647855,2.2792762009023835,3.165011848319048,1.646039125570962,-0.3317548360826626,-0.2956426140207388,"{""BLiMP"": -1.1199999999999903, ""COMPS"": 0.4799999999999969, ""EWoK"": -0.8599999999999994, ""Reading"": 0.4299999999999997, ""Supplement"": 0.21000000000000085}","{""BLiMP"": -0.6300000000000097, ""COMPS"": -0.39000000000000057, ""EWoK"": 1.8699999999999974, ""Reading"": -0.6399999999999997, ""Supplement"": 0.8599999999999994}"
chck_100M,stable4_exEntity_noReading,-0.322499999999998,0.42749999999999666,1.5061540425866056,2.187578570017544,2.9786574156824344,1.6128170217401991,-0.2759474435296421,-0.13052863639733212,"{""BLiMP"": -1.1199999999999903, ""COMPS"": 0.4799999999999969, ""EWoK"": -0.8599999999999994, ""Supplement"": 0.21000000000000085}","{""BLiMP"": -0.6300000000000097, ""COMPS"": -0.39000000000000057, ""EWoK"": 1.8699999999999974, ""Supplement"": 0.8599999999999994}"
