window,family_set,n_checkpoints,seed43022_net,seed43122_net,seed43022_rms,seed43122_rms,seed43022_l2,seed43122_l2,difference_l2,difference_over_mean_seed_l2,cosine,centered_cosine,centered_difference_l2,centered_difference_over_mean_centered_seed_l2,seed43022_vector_json,seed43122_vector_json
common10_80,stable6,8,-0.06250000000000039,0.019062500000000315,0.535581848709109,0.6576838007514202,1.3119022448338145,1.610989723935259,2.1689179509896195,1.4840903968838932,-0.0917522682070417,-0.08901524937392638,2.159696837449068,1.482670861719129,"{""BLiMP"": -0.20375000000000032, ""COMPS"": 0.28999999999999915, ""EWoK"": -0.8825000000000012, ""Entity"": 0.5587499999999999, ""Reading"": 0.4287500000000003, ""Supplement"": -0.5662500000000001}","{""BLiMP"": -0.8275000000000006, ""COMPS"": -0.20999999999999996, ""EWoK"": 0.9425000000000008, ""Entity"": 0.8712500000000005, ""Reading"": -0.33312500000000034, ""Supplement"": -0.32874999999999854}"
common10_80,stable5_exEntity,8,-0.18675000000000044,-0.15137499999999973,0.5308268903324326,0.6060051696355406,1.1869650110681451,1.3550687540213604,2.146287219391899,1.6886378527834605,-0.4232265953031057,-0.5638867446083644,2.1448291015836225,1.7702475714543495,"{""BLiMP"": -0.20375000000000032, ""COMPS"": 0.28999999999999915, ""EWoK"": -0.8825000000000012, ""Reading"": 0.4287500000000003, ""Supplement"": -0.5662500000000001}","{""BLiMP"": -0.8275000000000006, ""COMPS"": -0.20999999999999996, ""EWoK"": 0.9425000000000008, ""Reading"": -0.33312500000000034, ""Supplement"": -0.32874999999999854}"
common10_80,stable4_exEntity_noReading,8,-0.3406250000000006,-0.10593749999999957,0.5534120018123933,0.6567417800208849,1.1068240036247867,1.3134835600417698,2.006513222607817,1.658064663127461,-0.3699960368764804,-0.6033317379171043,1.9508414650798782,1.7991619031569461,"{""BLiMP"": -0.20375000000000032, ""COMPS"": 0.28999999999999915, ""EWoK"": -0.8825000000000012, ""Supplement"": -0.5662500000000001}","{""BLiMP"": -0.8275000000000006, ""COMPS"": -0.20999999999999996, ""EWoK"": 0.9425000000000008, ""Supplement"": -0.32874999999999854}"
full10_100,stable6,10,-0.01416666666666705,0.09908333333333337,0.5607790711739045,0.7311447930015874,1.3736225828079567,1.7909316709467185,2.280715512728409,1.4414134376254661,-0.02182625976724526,-0.01858001602171125,2.2637822057344668,1.4384205793376164,"{""BLiMP"": -0.3550000000000004, ""COMPS"": 0.3079999999999991, ""EWoK"": -0.8730000000000011, ""Entity"": 0.764, ""Reading"": 0.4340000000000003, ""Supplement"": -0.36300000000000027}","{""BLiMP"": -0.8140000000000015, ""COMPS"": -0.2479999999999997, ""EWoK"": 1.0860000000000007, ""Entity"": 1.0670000000000004, ""Reading"": -0.39350000000000024, ""Supplement"": -0.1029999999999994}"
full10_100,stable5_exEntity,10,-0.16980000000000045,-0.09450000000000003,0.5105179722595479,0.6432646811383327,1.1415528897077007,1.4383835545500385,2.2604986728595993,1.7523677204458858,-0.52916371114129,-0.6196439151170474,2.254219110911805,1.8038528047875397,"{""BLiMP"": -0.3550000000000004, ""COMPS"": 0.3079999999999991, ""EWoK"": -0.8730000000000011, ""Reading"": 0.4340000000000003, ""Supplement"": -0.36300000000000027}","{""BLiMP"": -0.8140000000000015, ""COMPS"": -0.2479999999999997, ""EWoK"": 1.0860000000000007, ""Reading"": -0.39350000000000024, ""Supplement"": -0.1029999999999994}"
full10_100,stable4_exEntity_noReading,10,-0.32075000000000065,-0.01974999999999997,0.5279173704283658,0.691755917936378,1.0558347408567317,1.383511835872756,2.1035916904190337,1.7247173570878054,-0.47790401337083727,-0.6237903341172581,2.0156125619771292,1.814594777363165,"{""BLiMP"": -0.3550000000000004, ""COMPS"": 0.3079999999999991, ""EWoK"": -0.8730000000000011, ""Supplement"": -0.36300000000000027}","{""BLiMP"": -0.8140000000000015, ""COMPS"": -0.2479999999999997, ""EWoK"": 1.0860000000000007, ""Supplement"": -0.1029999999999994}"
late80_100,stable6,3,0.2580555555555543,0.30527777777777715,0.6775449281262675,0.9415405520268959,1.6596393517200578,2.306293924604293,2.0814978581140404,1.0496887935760657,0.4886541597560099,0.41748406278576283,2.078281430341836,1.1184821456708702,"{""BLiMP"": -0.7966666666666669, ""COMPS"": 0.36666666666666475, ""EWoK"": -0.13333333333333522, ""Entity"": 1.2699999999999996, ""Reading"": 0.4349999999999999, ""Supplement"": 0.4066666666666639}","{""BLiMP"": -0.6833333333333371, ""COMPS"": -0.4199999999999993, ""EWoK"": 1.2800000000000011, ""Entity"": 1.1533333333333335, ""Reading"": -0.6383333333333333, ""Supplement"": 1.1399999999999981}"
late80_100,stable5_exEntity,3,0.05566666666666529,0.1356666666666659,0.4778080739748492,0.893175670166725,1.068411333606011,1.997201514341728,2.07822573899522,1.355830525297073,0.1901026335707622,0.175626409700988,2.070512550607271,1.3643498417206485,"{""BLiMP"": -0.7966666666666669, ""COMPS"": 0.36666666666666475, ""EWoK"": -0.13333333333333522, ""Reading"": 0.4349999999999999, ""Supplement"": 0.4066666666666639}","{""BLiMP"": -0.6833333333333371, ""COMPS"": -0.4199999999999993, ""EWoK"": 1.2800000000000011, ""Reading"": -0.6383333333333333, ""Supplement"": 1.1399999999999981}"
late80_100,stable4_exEntity_noReading,3,-0.03916666666666836,0.3291666666666657,0.4879236051314219,0.9462220199884972,0.9758472102628438,1.8924440399769944,1.779600454534046,1.2408784877653138,0.370016144447316,0.42582573078452823,1.6199691355084525,1.1794708966241787,"{""BLiMP"": -0.7966666666666669, ""COMPS"": 0.36666666666666475, ""EWoK"": -0.13333333333333522, ""Supplement"": 0.4066666666666639}","{""BLiMP"": -0.6833333333333371, ""COMPS"": -0.4199999999999993, ""EWoK"": 1.2800000000000011, ""Supplement"": 1.1399999999999981}"
mature70_100,stable6,4,0.2943749999999991,0.40854166666666664,0.6376856347370541,1.0955222546423542,1.5620044214085942,2.6834705257371474,2.14408488637927,1.0100565487122948,0.6016533671649829,0.521821959932673,2.1257694685297697,1.0970281211313653,"{""BLiMP"": -0.6400000000000006, ""COMPS"": 0.34499999999999886, ""EWoK"": -0.08250000000000135, ""Entity"": 1.2124999999999995, ""Reading"": 0.4837500000000001, ""Supplement"": 0.447499999999998}","{""BLiMP"": -0.7950000000000017, ""COMPS"": -0.5124999999999993, ""EWoK"": 1.325000000000001, ""Entity"": 1.6050000000000004, ""Reading"": -0.4887499999999998, ""Supplement"": 1.317499999999999}"
