source_block,contrast,family_set,n_rows,PC1_mean_raw_cosine,PC1_mean_abs_raw_cosine,PC1_max_abs_raw_cosine,PC1_mean_raw_projection,PC1_mean_abs_raw_projection,PC2_mean_raw_cosine,PC2_mean_abs_raw_cosine,PC2_max_abs_raw_cosine,PC2_mean_raw_projection,PC2_mean_abs_raw_projection,PC3_mean_raw_cosine,PC3_mean_abs_raw_cosine,PC3_max_abs_raw_cosine,PC3_mean_raw_projection,PC3_mean_abs_raw_projection,mean_top3_raw_energy_over_l2_sq,max_top3_raw_energy_over_l2_sq
dose_common10_80,R_minus_C,stable4_exEntity_noReading_noGlobalPIQA,3,0.8071456595867069,0.8071456595867069,0.9176863647260802,1.037786527781685,1.037786527781685,-0.7227671593974024,0.7227671593974024,0.8117287484457567,-0.3521745585048204,0.3521745585048204,-0.6709967773343727,0.6709967773343727,0.7722158762563964,-0.3359443814419327,0.3359443814419327,0.6415522664957103,0.8161188669661585
dose_common10_80,R_minus_C,stable5_exEntity_noGlobalPIQA,3,0.785626699697637,0.785626699697637,0.9123199294444321,1.0481325663443102,1.0481325663443102,-0.7324554241653999,0.7324554241653999,0.8159029319730067,-0.37600582761956103,0.37600582761956103,-0.6755987338718351,0.6755987338718351,0.7763918539622116,-0.3534031133712647,0.3534031133712647,0.6216855720843165,0.8144329180311038
dose_common10_80,R_minus_C,stable6_noGlobalPIQA,3,0.7095856029473054,0.7095856029473054,0.8608808140525914,1.1307688827099165,1.1307688827099165,-0.7243205449888439,0.7243205449888439,0.8824157750538785,-0.8205899242653562,0.8205899242653562,0.20551183864884345,0.20771533193291714,0.48403325676562126,0.29227783497875787,0.29568334654913303,0.7140191905831493,0.8610629396850439
dose_common10_80,VR_growth_vs_1x,stable4_exEntity_noReading_noGlobalPIQA,3,0.8031128874273367,0.8031128874273367,0.8431101348466242,0.6808679433474879,0.6808679433474879,-0.732347723266774,0.732347723266774,0.9277456944527535,-0.2240156826545211,0.2240156826545211,-0.8820939464993205,0.8820939464993205,0.9168294331227274,-0.29895883464615935,0.29895883464615935,0.6737968142457124,0.7494195392980433
dose_common10_80,VR_growth_vs_1x,stable5_exEntity_noGlobalPIQA,3,0.7666977237924522,0.7666977237924522,0.8095593649950643,0.6736359825440651,0.6736359825440651,-0.6468754119657206,0.6468754119657206,0.8387177824228372,-0.2073574416195204,0.2073574416195204,-0.8094306808442446,0.8094306808442446,0.8363135743665371,-0.28675504628541354,0.28675504628541354,0.6036871555582051,0.6793447022970045
dose_common10_80,VR_growth_vs_1x,stable6_noGlobalPIQA,3,0.7047571158773108,0.7047571158773108,0.7863605281689687,0.7430677491405456,0.7430677491405456,-0.7328434640486282,0.7328434640486282,0.7330756929831375,-0.5809009463208694,0.5809009463208694,0.2008282529362166,0.2008282529362166,0.3369287002989256,0.25575181841181105,0.25575181841181105,0.6806138109310327,0.7308103198964103
dose_common10_80,V_minus_C,stable4_exEntity_noReading_noGlobalPIQA,3,0.8274819803285834,0.8274819803285834,0.989195110444361,1.0580485584648573,1.0580485584648573,-0.91602239897603,0.91602239897603,0.9315774377289207,-0.43502861518369024,0.43502861518369024,-0.6839649235962929,0.6839649235962929,0.9439533614740024,-0.35256453346241273,0.35256453346241273,0.7107249305916774,0.9840846710647634
dose_common10_80,V_minus_C,stable5_exEntity_noGlobalPIQA,3,0.7769350883423213,0.7769350883423213,0.9538141825214812,1.0729003139318236,1.0729003139318236,-0.9000083647750768,0.9000083647750768,0.9293375061246846,-0.4692384414101427,0.4692384414101427,-0.6804290964763968,0.6804290964763968,0.9327766159312535,-0.377626572020285,0.377626572020285,0.6490984288787564,0.9324094641782377
dose_common10_80,V_minus_C,stable6_noGlobalPIQA,3,0.5569348191962508,0.5569348191962508,0.6438645383176118,1.2828353944115491,1.2828353944115491,-0.9601083157021216,0.9601083157021216,0.9775373098751999,-1.5986909898079453,1.5986909898079453,0.5633486294850295,0.5633486294850295,0.6116259170779523,1.2627064899759854,1.2627064899759854,0.8952110960964964,0.9591866069822028
dose_common10_80,V_minus_R,stable4_exEntity_noReading_noGlobalPIQA,3,-0.014190926200890408,0.4322705143389862,0.669692160809815,0.020262030683172522,0.46066597245938284,-0.1711968744413026,0.42498834703472915,0.5083340363841958,-0.08285405667886993,0.17696180732930408,-0.0029410858828569455,0.48813212725954935,0.7277865620650387,-0.01662015202047995,0.2048459404375996,0.23644739151988578,0.437564022724977
