source_block,label,family_set,n_columns,columns,net,rms,l2,centered_l2,vector_json,seed,window,contrast,PC1_variance_fraction_step107,PC1_axis_norm_on_available_columns,PC1_raw_projection,PC1_raw_direction_cosine,PC1_centered_to_step107_mean_projection,PC1_centered_to_step107_mean_direction_cosine,PC1_within_vector_demeaned_projection,PC1_within_vector_demeaned_direction_cosine,PC2_variance_fraction_step107,PC2_axis_norm_on_available_columns,PC2_raw_projection,PC2_raw_direction_cosine,PC2_centered_to_step107_mean_projection,PC2_centered_to_step107_mean_direction_cosine,PC2_within_vector_demeaned_projection,PC2_within_vector_demeaned_direction_cosine,PC3_variance_fraction_step107,PC3_axis_norm_on_available_columns,PC3_raw_projection,PC3_raw_direction_cosine,PC3_centered_to_step107_mean_projection,PC3_centered_to_step107_mean_direction_cosine,PC3_within_vector_demeaned_projection,PC3_within_vector_demeaned_direction_cosine,top3_raw_energy_over_l2_sq,top3_projection_note,dose_name,rho,checkpoint,intervention_family,exposure,note
reference_1x_seed_mean,seed43022_common10_80_VminusR,stable6_noGlobalPIQA,6,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,-0.06250000000000039,0.535581848709109,1.3119022448338145,1.3029389855246492,"{""BLiMP"": -0.20375000000000032, ""COMPS"": 0.28999999999999915, ""EWoK"": -0.8825000000000012, ""Entity"": 0.5587499999999999, ""Reading"": 0.4287500000000003, ""Supplement"": -0.5662500000000001}",43022,common10_80,V_minus_R,0.42894516587954784,0.897642468109166,-0.5910012374389131,-0.5018610880421882,0.05418969023056445,0.03922137725349874,-0.49064604858979727,-0.4195085682808993,0.28037617760605554,0.6531961582899144,-0.1972001192217195,-0.23012408576683943,-0.6716919603512516,-0.6680917223641191,-0.2645294509662787,-0.31081812041425494,0.17449611776844226,0.8830643807949321,0.7146768365854164,0.6169015532764873,0.9316470127948671,0.6854386522651468,0.7352477853903422,0.6390241608619892,0.5223054205129745,full_7d_exact_for_cheap7_rows; subspace_indicator_when_GlobalPIQA_missing,,,,,,
reference_1x_seed_mean,seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,5,BLiMP;Supplement;EWoK;COMPS;Reading,-0.18675000000000044,0.5308268903324326,1.1869650110681451,1.1110842114799406,"{""BLiMP"": -0.20375000000000032, ""COMPS"": 0.28999999999999915, ""EWoK"": -0.8825000000000012, ""Reading"": 0.4287500000000003, ""Supplement"": -0.5662500000000001}",43022,common10_80,V_minus_R,0.42894516587954784,0.8916480647633964,-0.6488682349565517,-0.613091260682164,-0.0637568991105645,-0.06905915365081,-0.36834771239605535,-0.3718069721342227,0.28037617760605554,0.3409023734119149,0.11412482782893874,0.2820409659027181,-0.03713828975100891,-0.10521542451577046,0.01699835748306136,0.04487763450496476,0.17449611776844226,0.35353119436667313,0.2625315876363933,0.6256276109747568,0.010068353316679976,0.027505417616756046,0.17287789543288398,0.44011356068406393,0.3570035613117191,full_7d_exact_for_cheap7_rows; subspace_indicator_when_GlobalPIQA_missing,,,,,,
reference_1x_seed_mean,seed43022_full10_100_VminusR,stable6_noGlobalPIQA,6,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,-0.01416666666666705,0.5607790711739045,1.3736225828079567,1.373184194976528,"{""BLiMP"": -0.3550000000000004, ""COMPS"": 0.3079999999999991, ""EWoK"": -0.8730000000000011, ""Entity"": 0.764, ""Reading"": 0.4340000000000003, ""Supplement"": -0.36300000000000027}",43022,full10_100,V_minus_R,0.42894516587954784,0.897642468109166,-0.5151195774845775,-0.41776999267253095,0.13007135018490004,0.08354478297663928,-0.4923724013454441,-0.3994491619648431,0.28037617760605554,0.6531961582899144,-0.3085828784934793,-0.34392265272757233,-0.7830747196230113,-0.6911951145420971,-0.3238441936889131,-0.361046963554728,0.17449611776844226,0.8830643807949321,0.83881632748493,0.6915237268513666,1.0557865036943803,0.6893262492641737,0.8434790758807134,0.6955897118669326,0.5640038197548998,full_7d_exact_for_cheap7_rows; subspace_indicator_when_GlobalPIQA_missing,,,,,,
reference_1x_seed_mean,seed43022_full10_100_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,5,BLiMP;Supplement;EWoK;COMPS;Reading,-0.16980000000000045,0.5105179722595479,1.1415528897077007,1.076560634613769,"{""BLiMP"": -0.3550000000000004, ""COMPS"": 0.3079999999999991, ""EWoK"": -0.8730000000000011, ""Reading"": 0.4340000000000003, ""Supplement"": -0.36300000000000027}",43022,full10_100,V_minus_R,0.42894516587954784,0.8916480647633964,-0.5942433110031026,-0.5838143865344768,-0.009131975157115372,-0.00934297439248826,-0.33918368727741416,-0.353348287112801,0.28037617760605554,0.3409023734119149,0.11710349205990407,0.300914962907253,-0.03415962552004355,-0.09141068947081958,0.028792516612889448,0.07845328007115444,0.17449611776844226,0.35353119436667313,0.220581034067384,0.5465682375107582,-0.03188220025232923,-0.08226866563528974,0.1390645846100567,0.3653846571924878,0.3188401680512345,full_7d_exact_for_cheap7_rows; subspace_indicator_when_GlobalPIQA_missing,,,,,,
reference_1x_seed_mean,seed43022_late80_100_VminusR,stable6_noGlobalPIQA,6,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,0.2580555555555543,0.6775449281262675,1.6596393517200578,1.5345509959787127,"{""BLiMP"": -0.7966666666666669, ""COMPS"": 0.36666666666666475, ""EWoK"": -0.13333333333333522, ""Entity"": 1.2699999999999996, ""Reading"": 0.4349999999999999, ""Supplement"": 0.4066666666666639}",43022,late80_100,V_minus_R,0.42894516587954784,0.897642468109166,-0.036928609883812615,-0.024788248692966686,0.6082623177856649,0.2707439656240427,-0.4512840340652685,-0.32761611224446396,0.28037617760605554,0.6531961582899144,-0.599644224529441,-0.5531415845810769,-1.0741360656589731,-0.6570326348985377,-0.3216488947930199,-0.3208906893711278,0.17449611776844226,0.8830643807949321,1.02504601640317,0.6994187503445184,1.2420161926126208,0.561960971931151,0.9401108544486112,0.6937537987299034,0.5125090147935387,full_7d_exact_for_cheap7_rows; subspace_indicator_when_GlobalPIQA_missing,,,,,,
reference_1x_seed_mean,seed43022_late80_100_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,5,BLiMP;Supplement;EWoK;COMPS;Reading,0.05566666666666529,0.4778080739748492,1.068411333606011,1.0611356599836266,"{""BLiMP"": -0.7966666666666669, ""COMPS"": 0.36666666666666475, ""EWoK"": -0.13333333333333522, ""Reading"": 0.4349999999999999, ""Supplement"": 0.4066666666666639}",43022,late80_100,V_minus_R,0.42894516587954784,0.8916480647633964,-0.16845628209392627,-0.17682971775894243,0.4166550537520609,0.2772268961833073,-0.25207417993881986,-0.26641825672407854,0.28037617760605554,0.3409023734119149,0.10797578934856514,0.2964543835186384,-0.04328732823138249,-0.07533259647552988,0.13692736551592094,0.37852042416763676,0.17449611776844226,0.35353119436667313,-0.0026487776286140373,-0.007012603319531589,-0.2551120119483272,-0.4281099753939836,0.02407530376002612,0.06417607104825838,0.03507946442603888,full_7d_exact_for_cheap7_rows; subspace_indicator_when_GlobalPIQA_missing,,,,,,
reference_1x_seed_mean,seed43022_mature70_100_VminusR,stable6_noGlobalPIQA,6,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,0.2943749999999991,0.6376856347370541,1.5620044214085942,1.3856110452612596,"{""BLiMP"": -0.6400000000000006, ""COMPS"": 0.34499999999999886, ""EWoK"": -0.08250000000000135, ""Entity"": 1.2124999999999995, ""Reading"": 0.4837500000000001, ""Supplement"": 0.447499999999998}",43022,mature70_100,V_minus_R,0.42894516587954784,0.897642468109166,0.08183566413708467,0.05836560091392502,0.7270265918065623,0.32882704002895236,-0.39083727534224655,-0.31423260750208104,0.28037617760605554,0.6531961582899144,-0.6202608559892085,-0.6079228863568112,-1.0947526971187407,-0.6804449893669664,-0.3031397034723379,-0.33493294105399274,0.17449611776844226,0.8830643807949321,0.937732182943709,0.6798360570783453,1.1547023591531598,0.5308823710661338,0.8408430140725099,0.6871969388302211,0.5208345526592438,full_7d_exact_for_cheap7_rows; subspace_indicator_when_GlobalPIQA_missing,,,,,,
reference_1x_seed_mean,seed43022_mature70_100_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,5,BLiMP;Supplement;EWoK;COMPS;Reading,0.11074999999999902,0.44038654895443813,0.9847342598386626,0.9530864336459729,"{""BLiMP"": -0.6400000000000006, ""COMPS"": 0.34499999999999886, ""EWoK"": -0.08250000000000135, ""Reading"": 0.4837500000000001, ""Supplement"": 0.447499999999998}",43022,mature70_100,V_minus_R,0.42894516587954784,0.8916480647633964,-0.0437370150398939,-0.04981230298058258,0.5413743208060933,0.35944201954112825,-0.21009657527322526,-0.2472254716196549,0.28037617760605554,0.3409023734119149,0.05532124387463588,0.1647945572389748,-0.09594187370531176,-0.16661067967953877,0.11292101142915152,0.3475461219106639,0.17449611776844226,0.35353119436667313,-0.043433122381911576,-0.12475968326031187,-0.2958963567016248,-0.4954918808310225,0.009734997626326923,0.028891881285668542,0.007074137954974123,full_7d_exact_for_cheap7_rows; subspace_indicator_when_GlobalPIQA_missing,,,,,,
reference_1x_seed_mean,seed43122_common10_80_VminusR,stable6_noGlobalPIQA,6,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,0.019062500000000315,0.6576838007514202,1.610989723935259,1.6103128941878044,"{""BLiMP"": -0.8275000000000006, ""COMPS"": -0.20999999999999996, ""EWoK"": 0.9425000000000008, ""Entity"": 0.8712500000000005, ""Reading"": -0.33312500000000034, ""Supplement"": -0.32874999999999854}",43122,common10_80,V_minus_R,0.42894516587954784,0.897642468109166,-0.4073834171829547,-0.28171319258843946,0.23780751048652282,0.11493648174181667,-0.4379917497819354,-0.3030067256512446,0.28037617760605554,0.6531961582899144,-0.15215637371182505,-0.14459516039131476,-0.626648214841357,-0.41621325675655124,-0.13162092752973434,-0.12513276891921016,0.17449611776844226,0.8830643807949321,0.8536270829499667,0.600043931388911,1.0705972591594173,0.5259803061260462,0.8473529435644643,0.5958839727706712,0.3536378413808415,full_7d_exact_for_cheap7_rows; subspace_indicator_when_GlobalPIQA_missing,,,,,,
reference_1x_seed_mean,seed43122_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,5,BLiMP;Supplement;EWoK;COMPS;Reading,-0.15137499999999973,0.6060051696355406,1.3550687540213604,1.312112561863502,"{""BLiMP"": -0.8275000000000006, ""COMPS"": -0.20999999999999996, ""EWoK"": 0.9425000000000008, ""Reading"": -0.33312500000000034, ""Supplement"": -0.32874999999999854}",43122,common10_80,V_minus_R,0.42894516587954784,0.8916480647633964,-0.4976145072719796,-0.41184920371515543,0.08749682857400756,0.05480115667273135,-0.2702314063210025,-0.23097834046854365,0.28037617760605554,0.3409023734119149,0.3332876712418863,0.7214859742422025,0.18202455366193868,0.2981884617081787,0.25455932078080395,0.5690990823222557,0.17449611776844226,0.35353119436667313,0.14860417798918496,0.3102001104376379,-0.10385905633052826,-0.16406181674792686,0.0759330794226192,0.1636937805615137,0.2073748623226519,full_7d_exact_for_cheap7_rows; subspace_indicator_when_GlobalPIQA_missing,,,,,,
