source_block,label,family_set,net,rms,PC1_raw_projection,PC1_raw_direction_cosine,PC2_raw_projection,PC2_raw_direction_cosine,PC3_raw_projection,PC3_raw_direction_cosine,top3_raw_energy_over_l2_sq,vector_json
reference_1x_seed_mean,seed43022_common10_80_VminusR,stable6_noGlobalPIQA,-0.06250000000000039,0.535581848709109,-0.5910012374389131,-0.5018610880421882,-0.1972001192217195,-0.23012408576683943,0.7146768365854164,0.6169015532764873,0.5223054205129745,"{""BLiMP"": -0.20375000000000032, ""COMPS"": 0.28999999999999915, ""EWoK"": -0.8825000000000012, ""Entity"": 0.5587499999999999, ""Reading"": 0.4287500000000003, ""Supplement"": -0.5662500000000001}"
reference_1x_seed_mean,seed43122_common10_80_VminusR,stable6_noGlobalPIQA,0.019062500000000315,0.6576838007514202,-0.4073834171829547,-0.28171319258843946,-0.15215637371182505,-0.14459516039131476,0.8536270829499667,0.600043931388911,0.3536378413808415,"{""BLiMP"": -0.8275000000000006, ""COMPS"": -0.20999999999999996, ""EWoK"": 0.9425000000000008, ""Entity"": 0.8712500000000005, ""Reading"": -0.33312500000000034, ""Supplement"": -0.32874999999999854}"
dose_common10_80,dose1:V_minus_R:stable6,stable6_noGlobalPIQA,-0.06250000000000039,0.535581848709109,-0.5910012374389131,-0.5018610880421882,-0.1972001192217195,-0.23012408576683943,0.7146768365854164,0.6169015532764873,0.5223054205129745,"{""BLiMP"": -0.20375000000000032, ""COMPS"": 0.28999999999999915, ""EWoK"": -0.8825000000000012, ""Entity"": 0.5587499999999999, ""Reading"": 0.4287500000000003, ""Supplement"": -0.5662500000000001}"
dose_common10_80,dose1p82:V_minus_R:stable6,stable6_noGlobalPIQA,0.14135416666666623,0.6939412743074876,0.3370064918547586,0.2208698983242155,-0.8267337530765976,-0.7446011500667904,0.7898235078567322,0.5261860665758521,0.49176963031293563,"{""BLiMP"": 0.5712499999999991, ""COMPS"": 0.017499999999998295, ""EWoK"": -1.165, ""Entity"": 1.0662499999999997, ""Reading"": 0.13187499999999996, ""Supplement"": 0.22625000000000028}"
dose_common10_80,dose2p64:V_minus_R:stable6,stable6_noGlobalPIQA,0.39677083333333335,0.9911914455698421,0.7101942806890521,0.32586716995941095,-1.3103693243294496,-0.8262603744636053,1.4067856205495337,0.6561488660999231,0.712579885330491,"{""BLiMP"": -0.20500000000000096, ""COMPS"": 0.09250000000000025, ""EWoK"": -0.6062499999999993, ""Entity"": 2.062499999999999, ""Reading"": -0.06687500000000024, ""Supplement"": 1.1037500000000016}"
visible_reference,D1_VminusB:chck_80M:stable6,stable6_noGlobalPIQA,0.4649999999999985,1.5863532603637405,0.9660040109819891,0.27694913164107443,-1.8228882856649182,-0.718192559552672,1.9826283133502844,0.5777945030042761,0.5422111569660351,"{""BLiMP"": -0.8700000000000045, ""COMPS"": -1.1799999999999997, ""EWoK"": -0.15000000000000568, ""Entity"": 3.1000000000000014, ""Reading"": 0.0699999999999994, ""Supplement"": 1.8200000000000003}"
visible_reference,D1_BminusCold:chck_80M:stable6,stable6_noGlobalPIQA,0.7716666666666671,1.1819827973931507,1.6599363793868758,0.6387064043255493,-0.7881102972288158,-0.4167317588880066,-0.2185796147861499,-0.08549299030322692,0.40850386784493325,"{""BLiMP"": 2.5900000000000034, ""COMPS"": 0.8299999999999983, ""EWoK"": 0.970000000000006, ""Entity"": 0.14999999999999858, ""Reading"": 0.14000000000000057, ""Supplement"": -0.05000000000000426}"
visible_reference,D1_VminusCold:chck_80M:stable6,stable6_noGlobalPIQA,1.2366666666666657,1.7074737674900495,2.625940390368865,0.699442160207781,-2.610998582893734,-0.9557258855854633,1.7640486985641346,0.4776266349460736,0.961809678527709,"{""BLiMP"": 1.7199999999999989, ""COMPS"": -0.3500000000000014, ""EWoK"": 0.8200000000000003, ""Entity"": 3.25, ""Reading"": 0.20999999999999996, ""Supplement"": 1.769999999999996}"
