label,family_set,pc,family,centered_coordinate,loading,projection_contribution,projection_total,fraction_of_total_if_nonzero
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC1,BLiMP,-0.12722142857143012,0.5526785985040139,-0.07031256084253651,0.05418969023056445,-1.2975265321387337
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC1,Supplement,0.020278571428571146,0.6653590781728816,0.013492531592377033,0.05418969023056445,0.24898705888462305
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC1,EWoK,-0.2356142857142881,0.20953701924677642,-0.04936991512053027,0.05418969023056445,-0.911057341543619
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC1,Entity,1.138864285714285,0.10356509622843599,0.11794658934112895,0.05418969023056445,2.176550351908155
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC1,COMPS,0.3576142857142841,0.04716672166052529,0.016867493476113205,0.05418969023056445,0.31126757514844555
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC1,Reading,0.93385,0.027376507773209872,0.025565551784012038,0.05418969023056445,0.47177888774112936
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC2,BLiMP,-0.12722142857143012,-0.2757432605408513,0.03508045152495116,-0.6716919603512516,-0.0522269933178988
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC2,Supplement,0.020278571428571146,-0.1887129437256264,-0.0038268289088360416,-0.6716919603512516,0.005697297473733134
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC2,EWoK,-0.2356142857142881,0.020497885645935847,-0.004829594685120333,-0.6716919603512516,0.007190192782112156
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC2,Entity,1.138864285714285,-0.5571811132897688,-0.6345536706002427,-0.6716919603512516,0.9447093430572134
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC2,COMPS,0.3576142857142841,-0.01307028848843081,-0.004674121881869815,-0.6716919603512516,0.006958728342416888
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC2,Reading,0.93385,-0.06305958751419809,-0.05888819580013388,-0.6716919603512516,0.08767143166242328
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC3,BLiMP,-0.12722142857143012,-0.1336268267101267,0.017000195789529257,0.9316470127948671,0.018247464496805522
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC3,Supplement,0.020278571428571146,-0.30813778171467865,-0.0062485940163425745,0.9316470127948671,-0.006707040252935808
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC3,EWoK,-0.2356142857142881,-0.06681578243083498,0.015742752851882466,0.9316470127948671,0.016897765608302074
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC3,Entity,1.138864285714285,0.8092084992376256,0.9215786594781871,0.9316470127948671,0.9891929527187816
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC3,COMPS,0.3576142857142841,0.07470437859428398,0.026715352990724323,0.9316470127948671,0.02867540240437243
seed43022_common10_80_VminusR,stable6_noGlobalPIQA,PC3,Reading,0.93385,-0.046197306097460505,-0.04314135429911349,0.9316470127948671,-0.04630654497532585
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC1,BLiMP,-0.12722142857143012,0.5526785985040139,-0.07031256084253651,-0.0637568991105645,1.1028227819016647
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC1,Supplement,0.020278571428571146,0.6653590781728816,0.013492531592377033,-0.0637568991105645,-0.2116246520863391
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC1,EWoK,-0.2356142857142881,0.20953701924677642,-0.04936991512053027,-0.0637568991105645,0.7743462403169117
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC1,COMPS,0.3576142857142841,0.04716672166052529,0.016867493476113205,-0.0637568991105645,-0.2645595019742462
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC1,Reading,0.93385,0.027376507773209872,0.025565551784012038,-0.0637568991105645,-0.400984868157991
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC2,BLiMP,-0.12722142857143012,-0.2757432605408513,0.03508045152495116,-0.03713828975100891,-0.9445898494557937
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC2,Supplement,0.020278571428571146,-0.1887129437256264,-0.0038268289088360416,-0.03713828975100891,0.10304268006127236
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC2,EWoK,-0.2356142857142881,0.020497885645935847,-0.004829594685120333,-0.03713828975100891,0.13004354044033842
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC2,COMPS,0.3576142857142841,-0.01307028848843081,-0.004674121881869815,-0.03713828975100891,0.12585721941444103
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC2,Reading,0.93385,-0.06305958751419809,-0.05888819580013388,-0.03713828975100891,1.585646409539742
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC3,BLiMP,-0.12722142857143012,-0.1336268267101267,0.017000195789529257,0.010068353316679981,1.6884782699635175
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC3,Supplement,0.020278571428571146,-0.30813778171467865,-0.0062485940163425745,0.010068353316679981,-0.6206172767090613
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC3,EWoK,-0.2356142857142881,-0.06681578243083498,0.015742752851882466,0.010068353316679981,1.5635876450423978
seed43022_common10_80_VminusR_exEntity,stable5_exEntity_noGlobalPIQA,PC3,COMPS,0.3576142857142841,0.07470437859428398,0.026715352990724323,0.010068353316679981,2.6533984406830147
