dose_name,rho,stable6_net,stable6_rms,stable5_exEntity_net,stable5_exEntity_rms,implied_abs_entity_from_rms_identity,actual_entity_delta,abs_identity_error
dose1,0.042352,-0.06250000000000039,0.5355818487091091,-0.18675000000000044,0.5308268903324326,0.5587500000000001,0.5587499999999999,2.220446049250313e-16
dose1p82,0.07712,0.14135416666666623,0.6939412743074876,-0.04362500000000047,0.5920199136219996,1.06625,1.0662499999999997,2.220446049250313e-16
dose2p64,0.111872,0.39677083333333335,0.9911914455698421,0.06362500000000026,0.5728623989449828,2.062499999999999,2.062499999999999,0.0
