ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
variable swap,841,0.5505350772889417,217,0.25802615933412604,0.5740740740740741,378,0.008600711822509766
antonym,485,0.4845360824742268,164,0.33814432989690724,0.656,250,-0.01555323600769043
material,73,0.5342465753424658,19,0.2602739726027397,0.5588235294117647,34,0.05222129821777344
other,37,0.5675675675675675,8,0.21621621621621623,0.5,16,0.06811690330505371
number,11,0.45454545454545453,5,0.45454545454545453,0.8333333333333334,6,-0.13631314039230347
negation,11,0.45454545454545453,4,0.36363636363636365,0.6666666666666666,6,-0.05705833435058594
variable_swap,7,0.42857142857142855,4,0.5714285714285714,1.0,4,-0.04661336541175842
active-passive,5,0.4,1,0.2,0.3333333333333333,3,-0.34224367141723633
game,1,0.0,0,0.0,0.0,1,1.5096616744995117
