arm,checkpoint,seed,role,probe_family,span_len,pair_id,mask_occurrence,source_pair_id,body_len,seq_len,repeated_nll,unrepeated_nll,copy_gain
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:0:compact:frontier_consolidation_fwcompact_medium_046028,companion,compact:frontier_consolidation_fwcompact_medium_046028,50,52,0.029607035219669342,0.01790034770965576,-0.01170668751001358
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:100:compact:frontier_consolidation_fwcompact_medium_049418,companion,compact:frontier_consolidation_fwcompact_medium_049418,51,53,0.012895524501800537,9.037786483764648,9.024890959262848
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:101:compact:frontier_consolidation_fwcompact_medium_051883,companion,compact:frontier_consolidation_fwcompact_medium_051883,35,37,0.39490875601768494,3.922813892364502,3.527905136346817
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:102:compact:frontier_consolidation_fwcompact_medium_060888,companion,compact:frontier_consolidation_fwcompact_medium_060888,67,69,0.006214698310941458,13.649903297424316,13.643688599113375
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:103:compact:frontier_consolidation_fwcompact_medium_045018,companion,compact:frontier_consolidation_fwcompact_medium_045018,21,23,7.645862579345703,7.314062118530273,-0.3318004608154297
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:104:compact:frontier_consolidation_fwcompact_medium_031002,companion,compact:frontier_consolidation_fwcompact_medium_031002,75,77,0.006537360604852438,9.629752159118652,9.6232147985138
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:105:compact:frontier_consolidation_fwcompact_medium_060933,companion,compact:frontier_consolidation_fwcompact_medium_060933,42,44,0.010384573601186275,4.640115261077881,4.629730687476695
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:106:compact:frontier_consolidation_fwcompact_medium_025322,companion,compact:frontier_consolidation_fwcompact_medium_025322,47,49,0.04865739122033119,1.3975886106491089,1.3489312194287777
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:107:compact:frontier_consolidation_fwcompact_medium_035847,companion,compact:frontier_consolidation_fwcompact_medium_035847,35,37,0.08698004484176636,6.033978462219238,5.946998417377472
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:108:compact:frontier_consolidation_fwcompact_medium_016311,companion,compact:frontier_consolidation_fwcompact_medium_016311,53,55,0.019808102399110794,10.289322853088379,10.269514750689268
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:109:compact:frontier_consolidation_fwcompact_medium_058939,companion,compact:frontier_consolidation_fwcompact_medium_058939,54,56,0.0214174073189497,4.801815986633301,4.780398579314351
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:10:compact:frontier_consolidation_fwcompact_medium_013869,companion,compact:frontier_consolidation_fwcompact_medium_013869,68,70,2.647249937057495,10.77284049987793,8.125590562820435
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:110:compact:frontier_consolidation_fwcompact_medium_027707,companion,compact:frontier_consolidation_fwcompact_medium_027707,60,62,4.655921936035156,11.75423526763916,7.098313331604004
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:111:compact:frontier_consolidation_fwcompact_medium_004675,companion,compact:frontier_consolidation_fwcompact_medium_004675,58,60,0.004152367357164621,0.598209023475647,0.5940566561184824
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:112:compact:frontier_consolidation_fwcompact_medium_055294,companion,compact:frontier_consolidation_fwcompact_medium_055294,41,43,4.7165207862854,11.73065185546875,7.01413106918335
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:113:compact:frontier_consolidation_fwcompact_medium_027242,companion,compact:frontier_consolidation_fwcompact_medium_027242,33,35,0.5950244665145874,7.449226379394531,6.854201912879944
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:114:compact:frontier_consolidation_fwcompact_medium_020105,companion,compact:frontier_consolidation_fwcompact_medium_020105,89,91,0.008352231234312057,5.637856483459473,5.629504252225161
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:115:compact:frontier_consolidation_fwcompact_medium_001076,companion,compact:frontier_consolidation_fwcompact_medium_001076,35,37,0.03886023163795471,9.294289588928223,9.255429357290268
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:116:compact:frontier_consolidation_fwcompact_medium_035657,companion,compact:frontier_consolidation_fwcompact_medium_035657,46,48,0.04112621024250984,10.749361038208008,10.708234827965498
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:117:compact:frontier_consolidation_fwcompact_medium_056096,companion,compact:frontier_consolidation_fwcompact_medium_056096,64,66,2.8036084175109863,6.007595539093018,3.2039871215820312
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:118:compact:frontier_consolidation_fwcompact_medium_022332,companion,compact:frontier_consolidation_fwcompact_medium_022332,54,56,1.2007688283920288,1.2340686321258545,0.033299803733825684
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:119:compact:frontier_consolidation_fwcompact_medium_018067,companion,compact:frontier_consolidation_fwcompact_medium_018067,31,33,0.06148995831608772,9.478168487548828,9.41667852923274
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:11:compact:frontier_consolidation_fwcompact_medium_035424,companion,compact:frontier_consolidation_fwcompact_medium_035424,48,50,0.02722475863993168,12.569360733032227,12.542135974392295
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:120:compact:frontier_consolidation_fwcompact_medium_038221,companion,compact:frontier_consolidation_fwcompact_medium_038221,23,25,0.01444208063185215,0.08688901364803314,0.07244693301618099
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:121:compact:frontier_consolidation_fwcompact_medium_006849,companion,compact:frontier_consolidation_fwcompact_medium_006849,65,67,0.7873980402946472,8.514768600463867,7.72737056016922
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:122:compact:frontier_consolidation_fwcompact_medium_029769,companion,compact:frontier_consolidation_fwcompact_medium_029769,40,42,0.016098985448479652,12.504751205444336,12.488652219995856
D_V_43122,chck_80M,43122,V,actual_packet_source_repeat,1,packet:1:123:compact:frontier_consolidation_fwcompact_medium_038187,companion,compact:frontier_consolidation_fwcompact_medium_038187,21,23,0.009512574411928654,9.517800331115723,9.508287756703794
