arm,checkpoint,seed,role,probe_family,span_len,pair_id,mask_occurrence,source_pair_id,body_len,seq_len,repeated_nll,unrepeated_nll,copy_gain
D_R_43122,chck_90M,43122,R,actual_packet_source_repeat,1,packet:1:0:compact:frontier_consolidation_fwcompact_medium_046028,companion,compact:frontier_consolidation_fwcompact_medium_046028,50,52,0.00895259715616703,0.005570128560066223,-0.003382468596100807
D_R_43122,chck_90M,43122,R,actual_packet_source_repeat,1,packet:1:100:compact:frontier_consolidation_fwcompact_medium_049418,companion,compact:frontier_consolidation_fwcompact_medium_049418,51,53,0.001769644906744361,8.178085327148438,8.176315682241693
D_R_43122,chck_90M,43122,R,actual_packet_source_repeat,1,packet:1:101:compact:frontier_consolidation_fwcompact_medium_051883,companion,compact:frontier_consolidation_fwcompact_medium_051883,35,37,0.021547384560108185,4.483398914337158,4.46185152977705
D_R_43122,chck_90M,43122,R,actual_packet_source_repeat,1,packet:1:102:compact:frontier_consolidation_fwcompact_medium_060888,companion,compact:frontier_consolidation_fwcompact_medium_060888,67,69,0.008904745802283287,17.392410278320312,17.38350553251803
D_R_43122,chck_90M,43122,R,actual_packet_source_repeat,1,packet:1:103:compact:frontier_consolidation_fwcompact_medium_045018,companion,compact:frontier_consolidation_fwcompact_medium_045018,21,23,4.225150108337402,5.219517230987549,0.9943671226501465
D_R_43122,chck_90M,43122,R,actual_packet_source_repeat,1,packet:1:104:compact:frontier_consolidation_fwcompact_medium_031002,companion,compact:frontier_consolidation_fwcompact_medium_031002,75,77,0.003694971324875951,15.875152587890625,15.871457616565749
D_R_43122,chck_90M,43122,R,actual_packet_source_repeat,1,packet:1:105:compact:frontier_consolidation_fwcompact_medium_060933,companion,compact:frontier_consolidation_fwcompact_medium_060933,42,44,0.003899946575984359,3.3081037998199463,3.304203853243962
D_R_43122,chck_90M,43122,R,actual_packet_source_repeat,1,packet:1:106:compact:frontier_consolidation_fwcompact_medium_025322,companion,compact:frontier_consolidation_fwcompact_medium_025322,47,49,0.0009683449170552194,5.741354465484619,5.740386120567564
D_R_43122,chck_90M,43122,R,actual_packet_source_repeat,1,packet:1:107:compact:frontier_consolidation_fwcompact_medium_035847,companion,compact:frontier_consolidation_fwcompact_medium_035847,35,37,0.014078586362302303,6.77471923828125,6.760640651918948
D_R_43122,chck_90M,43122,R,actual_packet_source_repeat,1,packet:1:108:compact:frontier_consolidation_fwcompact_medium_016311,companion,compact:frontier_consolidation_fwcompact_medium_016311,53,55,0.00365672679618001,15.226617813110352,15.222961086314172
