arm,checkpoint,seed,role,probe_family,span_len,pair_id,mask_occurrence,source_pair_id,body_len,seq_len,repeated_nll,unrepeated_nll,copy_gain
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:0:compact:frontier_consolidation_fwcompact_medium_046028,companion,compact:frontier_consolidation_fwcompact_medium_046028,50,52,0.06178104132413864,0.0475686714053154,-0.014212369918823242
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:100:compact:frontier_consolidation_fwcompact_medium_049418,companion,compact:frontier_consolidation_fwcompact_medium_049418,51,53,0.00814059842377901,9.111486434936523,9.103345836512744
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:101:compact:frontier_consolidation_fwcompact_medium_051883,companion,compact:frontier_consolidation_fwcompact_medium_051883,35,37,3.3891382217407227,5.778374671936035,2.3892364501953125
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:102:compact:frontier_consolidation_fwcompact_medium_060888,companion,compact:frontier_consolidation_fwcompact_medium_060888,67,69,0.010794108733534813,13.114192962646484,13.10339885391295
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:103:compact:frontier_consolidation_fwcompact_medium_045018,companion,compact:frontier_consolidation_fwcompact_medium_045018,21,23,5.804940700531006,7.69942569732666,1.8944849967956543
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:104:compact:frontier_consolidation_fwcompact_medium_031002,companion,compact:frontier_consolidation_fwcompact_medium_031002,75,77,0.008358023129403591,15.3546142578125,15.346256234683096
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:105:compact:frontier_consolidation_fwcompact_medium_060933,companion,compact:frontier_consolidation_fwcompact_medium_060933,42,44,0.02197219990193844,4.640039443969727,4.618067244067788
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:106:compact:frontier_consolidation_fwcompact_medium_025322,companion,compact:frontier_consolidation_fwcompact_medium_025322,47,49,0.036056168377399445,2.538309097290039,2.5022529289126396
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:107:compact:frontier_consolidation_fwcompact_medium_035847,companion,compact:frontier_consolidation_fwcompact_medium_035847,35,37,0.15243420004844666,7.17215633392334,7.019722133874893
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:108:compact:frontier_consolidation_fwcompact_medium_016311,companion,compact:frontier_consolidation_fwcompact_medium_016311,53,55,0.2593640089035034,13.994060516357422,13.734696507453918
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:109:compact:frontier_consolidation_fwcompact_medium_058939,companion,compact:frontier_consolidation_fwcompact_medium_058939,54,56,0.05460207536816597,9.197310447692871,9.142708372324705
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:10:compact:frontier_consolidation_fwcompact_medium_013869,companion,compact:frontier_consolidation_fwcompact_medium_013869,68,70,0.12352775782346725,8.887031555175781,8.763503797352314
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:110:compact:frontier_consolidation_fwcompact_medium_027707,companion,compact:frontier_consolidation_fwcompact_medium_027707,60,62,10.255857467651367,11.082740783691406,0.8268833160400391
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:111:compact:frontier_consolidation_fwcompact_medium_004675,companion,compact:frontier_consolidation_fwcompact_medium_004675,58,60,0.0016254083020612597,0.5672313570976257,0.5656059487955645
D_C_43122,chck_90M,43122,C,actual_packet_source_repeat,1,packet:1:112:compact:frontier_consolidation_fwcompact_medium_055294,companion,compact:frontier_consolidation_fwcompact_medium_055294,41,43,1.256231665611267,5.655311107635498,4.399079442024231
