checkpoint,seed,probe_family,span_len,contrast,n,delta_copy_gain_a_minus_b,copy_gain_a,copy_gain_b,delta_repeated_nll_a_minus_b,delta_unrepeated_nll_a_minus_b
chck_80M,43122,ALL,1,RminusV,1600,0.594403506190488,4.17592444326639,3.581520937075902,-0.2203868467151322,0.37401665947535534
chck_80M,43122,ALL,1,CminusV,1600,0.05693696573968765,3.6384579028155897,3.581520937075902,0.2533636906515948,0.31030065639128246
chck_80M,43122,ALL,1,VminusC,1600,-0.05693696573968765,3.581520937075902,3.6384579028155897,-0.2533636906515948,-0.31030065639128246
chck_80M,43122,ALL,1,VminusR,1600,-0.594403506190488,3.581520937075902,4.17592444326639,0.2203868467151322,-0.37401665947535534
chck_80M,43122,ALL,4,RminusC,1600,0.04080783310379932,6.682669858736308,6.641862025632508,0.07203115808249105,0.11283899118629215
chck_80M,43122,ALL,4,RminusV,1600,0.28755058048753135,6.682669858736308,6.395119278248776,0.10905003149951886,0.39660061198705243
chck_80M,43122,ALL,4,CminusV,1600,0.24674274738373203,6.641862025632508,6.395119278248776,0.03701887341702781,0.2837616208007603
chck_80M,43122,ALL,4,VminusC,1600,-0.24674274738373203,6.395119278248776,6.641862025632508,-0.03701887341702781,-0.2837616208007603
chck_80M,43122,ALL,4,VminusR,1600,-0.28755058048753135,6.395119278248776,6.682669858736308,-0.10905003149951886,-0.39660061198705243
chck_80M,43122,ALL,8,RminusC,1600,-0.25142875752027294,6.994922360530279,7.246351118050552,-0.04819932507641389,-0.29962808259668705
chck_80M,43122,ALL,8,RminusV,1600,0.26786472383056914,6.994922360530279,6.72705763669971,-0.08842159698359175,0.17944312684697827
chck_80M,43122,ALL,8,CminusV,1600,0.5192934813508421,7.246351118050552,6.72705763669971,-0.040222271907177864,0.4790712094436653
chck_80M,43122,ALL,8,VminusC,1600,-0.5192934813508421,6.72705763669971,7.246351118050552,0.040222271907177864,-0.4790712094436653
chck_80M,43122,ALL,8,VminusR,1600,-0.26786472383056914,6.72705763669971,6.994922360530279,0.08842159698359175,-0.17944312684697827
chck_80M,43122,ALL,ALL,RminusC,4800,0.10894853867810905,5.951172220844326,5.842223682166217,-0.14997290145355002,-0.04102436277544186
chck_80M,43122,ALL,ALL,RminusV,4800,0.383272936836196,5.951172220844326,5.56789928400813,-0.06658613739973518,0.31668679943646083
chck_80M,43122,ALL,ALL,CminusV,4800,0.27432439815808696,5.842223682166217,5.56789928400813,0.08338676405381484,0.3577111622119027
chck_80M,43122,ALL,ALL,VminusC,4800,-0.27432439815808696,5.56789928400813,5.842223682166217,-0.08338676405381484,-0.3577111622119027
chck_80M,43122,ALL,ALL,VminusR,4800,-0.383272936836196,5.56789928400813,5.951172220844326,0.06658613739973518,-0.31668679943646083
chck_80M,43122,actual_packet_source_repeat,1,RminusC,900,1.0144150796907017,7.087248597871989,6.072833518181287,-0.511751551947875,0.5026635277428273
chck_80M,43122,actual_packet_source_repeat,1,RminusV,900,1.0527209583404487,7.087248597871989,6.03452763953154,-0.5359098027439824,0.516811155596467
chck_80M,43122,actual_packet_source_repeat,1,CminusV,900,0.038305878649746994,6.072833518181287,6.03452763953154,-0.02415825079610734,0.014147627853639655
chck_80M,43122,actual_packet_source_repeat,1,VminusC,900,-0.038305878649746994,6.03452763953154,6.072833518181287,0.02415825079610734,-0.014147627853639655
chck_80M,43122,actual_packet_source_repeat,1,VminusR,900,-1.0527209583404487,6.03452763953154,7.087248597871989,0.5359098027439824,-0.516811155596467
chck_80M,43122,actual_packet_source_repeat,4,RminusC,900,0.780508662008554,6.422594780158203,5.642086118149649,-0.26212855801201335,0.5183801039965408
chck_80M,43122,actual_packet_source_repeat,4,RminusV,900,0.7771371336621815,6.422594780158203,5.6454576464960216,-0.23000843424941803,0.5471286994127631
chck_80M,43122,actual_packet_source_repeat,4,CminusV,900,-0.0033715283463724433,5.642086118149649,5.6454576464960216,0.03212012376259532,0.028748595416222322
chck_80M,43122,actual_packet_source_repeat,4,VminusC,900,0.0033715283463724433,5.6454576464960216,5.642086118149649,-0.03212012376259532,-0.028748595416222322
chck_80M,43122,actual_packet_source_repeat,4,VminusR,900,-0.7771371336621815,5.6454576464960216,6.422594780158203,0.23000843424941803,-0.5471286994127631
chck_80M,43122,actual_packet_source_repeat,8,RminusC,900,0.2832470962701219,5.235242320866912,4.95199522459679,-0.24232475030234735,0.040922345967774554
chck_80M,43122,actual_packet_source_repeat,8,RminusV,900,0.4640032147209947,5.235242320866912,4.771239106145917,-0.19648299271121586,0.26752022200977876
chck_80M,43122,actual_packet_source_repeat,8,CminusV,900,0.1807561184508728,4.95199522459679,4.771239106145917,0.04584175759113149,0.2265978760420042
chck_80M,43122,actual_packet_source_repeat,8,VminusC,900,-0.1807561184508728,4.771239106145917,4.95199522459679,-0.04584175759113149,-0.2265978760420042
chck_80M,43122,actual_packet_source_repeat,8,VminusR,900,-0.4640032147209947,4.771239106145917,5.235242320866912,0.19648299271121586,-0.26752022200977876
chck_80M,43122,actual_packet_source_repeat,ALL,RminusC,2700,0.6927236126564589,6.248361899632368,5.555638286975909,-0.3387349534207452,0.3539886592357133
chck_80M,43122,actual_packet_source_repeat,ALL,RminusV,2700,0.7646204355745416,6.248361899632368,5.483741464057826,-0.32080040990153874,0.44382002567300294
chck_80M,43122,actual_packet_source_repeat,ALL,CminusV,2700,0.07189682291808275,5.555638286975909,5.483741464057826,0.01793454351920648,0.08983136643728962
chck_80M,43122,actual_packet_source_repeat,ALL,VminusC,2700,-0.07189682291808275,5.483741464057826,5.555638286975909,-0.01793454351920648,-0.08983136643728962
chck_80M,43122,actual_packet_source_repeat,ALL,VminusR,2700,-0.7646204355745416,5.483741464057826,6.248361899632368,0.32080040990153874,-0.44382002567300294
chck_80M,43122,random_token_span,1,RminusC,700,-0.07575301000050133,0.4327933873449053,0.5085463973454066,-0.42489209004810746,-0.5006451000486098
chck_80M,43122,random_token_span,1,RminusV,700,0.005138210569109236,0.4327933873449053,0.42765517677579606,0.18528552532196052,0.19042373589106987
chck_80M,43122,random_token_span,1,CminusV,700,0.08089122056961057,0.5085463973454066,0.42765517677579606,0.610177615370068,0.6910688359396797
chck_80M,43122,random_token_span,1,VminusC,700,-0.08089122056961057,0.42765517677579606,0.5085463973454066,-0.610177615370068,-0.6910688359396797
chck_80M,43122,random_token_span,1,VminusR,700,-0.005138210569109236,0.42765517677579606,0.4327933873449053,-0.18528552532196052,-0.19042373589106987
chck_80M,43122,random_token_span,4,RminusC,700,-0.9102360897737425,7.017052102622443,7.927288192396185,0.5016650787754253,-0.40857101099831716
chck_80M,43122,random_token_span,4,RminusV,700,-0.34191784502273226,7.017052102622443,7.358969947645175,0.5449823446052946,0.20306449958256323
chck_80M,43122,random_token_span,4,CminusV,700,0.5683182447510102,7.927288192396185,7.358969947645175,0.04331726582986928,0.6116355105808804
chck_80M,43122,random_token_span,4,VminusC,700,-0.5683182447510102,7.358969947645175,7.927288192396185,-0.04331726582986928,-0.6116355105808804
chck_80M,43122,random_token_span,4,VminusR,700,0.34191784502273226,7.358969947645175,7.017052102622443,-0.5449823446052946,-0.20306449958256323
chck_80M,43122,random_token_span,8,RminusC,700,-0.9388691409650658,9.257368125811752,10.196237266776818,0.20139050735692932,-0.737478633608136
chck_80M,43122,random_token_span,8,RminusV,700,0.01568666411430719,9.257368125811752,9.241681461697445,0.05051448323763941,0.06620114735194704
chck_80M,43122,random_token_span,8,CminusV,700,0.954555805079373,10.196237266776818,9.241681461697445,-0.1508760241192899,0.8036797809600831
chck_80M,43122,random_token_span,8,VminusC,700,-0.954555805079373,9.241681461697445,10.196237266776818,0.1508760241192899,-0.8036797809600831
chck_80M,43122,random_token_span,8,VminusR,700,-0.01568666411430719,9.241681461697445,9.257368125811752,-0.05051448323763941,-0.06620114735194704
chck_80M,43122,random_token_span,ALL,RminusC,2100,-0.6416194135797699,5.5690712052597,6.21069061883947,0.09272116536141528,-0.5488982482183538
chck_80M,43122,random_token_span,ALL,RminusV,2100,-0.10703099011310524,5.5690712052597,5.676102195372805,0.260260784388298,0.1532297942751928
chck_80M,43122,random_token_span,ALL,CminusV,2100,0.5345884234666647,6.21069061883947,5.676102195372805,0.16753961902688275,0.7021280424935465
chck_80M,43122,random_token_span,ALL,VminusC,2100,-0.5345884234666647,5.676102195372805,6.21069061883947,-0.16753961902688275,-0.7021280424935465
chck_80M,43122,random_token_span,ALL,VminusR,2100,0.10703099011310524,5.676102195372805,5.5690712052597,-0.260260784388298,-0.1532297942751928
chck_90M,43122,ALL,1,RminusC,1600,0.5215978760318647,4.148708706333273,3.627110830301408,-0.4238979155255036,0.0976999605063611
chck_90M,43122,ALL,1,RminusV,1600,0.540208684465215,4.148708706333273,3.608500021868058,-0.2328139629873478,0.3073947214778663
chck_90M,43122,ALL,1,CminusV,1600,0.01861080843335028,3.627110830301408,3.608500021868058,0.1910839525381558,0.2096947609715052
chck_90M,43122,ALL,1,VminusC,1600,-0.01861080843335028,3.608500021868058,3.627110830301408,-0.1910839525381558,-0.2096947609715052
chck_90M,43122,ALL,1,VminusR,1600,-0.540208684465215,3.608500021868058,4.148708706333273,0.2328139629873478,-0.3073947214778663
chck_90M,43122,ALL,4,RminusC,1600,0.41356988019228513,6.931848461105132,6.518278580912847,-0.21683944040238678,0.19673043978989924
chck_90M,43122,ALL,4,RminusV,1600,0.44707741737166096,6.931848461105132,6.484771043733471,-0.048088033715053324,0.39898938365660896
chck_90M,43122,ALL,4,CminusV,1600,0.033507537179375824,6.518278580912847,6.484771043733471,0.16875140668733346,0.20225894386670973
chck_90M,43122,ALL,4,VminusC,1600,-0.033507537179375824,6.484771043733471,6.518278580912847,-0.16875140668733346,-0.20225894386670973
chck_90M,43122,ALL,4,VminusR,1600,-0.44707741737166096,6.484771043733471,6.931848461105132,0.048088033715053324,-0.39898938365660896
chck_90M,43122,ALL,8,RminusC,1600,0.05474654320499717,7.172173308758215,7.117426765553218,-0.26375683334594213,-0.20901029014094696
chck_90M,43122,ALL,8,RminusV,1600,0.3482001446417149,7.172173308758215,6.8239731641165005,-0.16357390090509405,0.18462624373661995
chck_90M,43122,ALL,8,CminusV,1600,0.2934536014367177,7.117426765553218,6.8239731641165005,0.10018293244084808,0.3936365338775669
chck_90M,43122,ALL,8,VminusC,1600,-0.2934536014367177,6.8239731641165005,7.117426765553218,-0.10018293244084808,-0.3936365338775669
chck_90M,43122,ALL,8,VminusR,1600,-0.3482001446417149,6.8239731641165005,7.172173308758215,0.16357390090509405,-0.18462624373661995
chck_90M,43122,ALL,ALL,RminusC,4800,0.329971433143049,6.08424349206554,5.754272058922491,-0.3014980630912776,0.028473370051772307
chck_90M,43122,ALL,ALL,RminusV,4800,0.4451620821595297,6.08424349206554,5.6390814099060105,-0.14815863253583128,0.2970034496236984
chck_90M,43122,ALL,ALL,CminusV,4800,0.11519064901648068,5.754272058922491,5.6390814099060105,0.1533394305554463,0.2685300795719261
chck_90M,43122,ALL,ALL,VminusC,4800,-0.11519064901648068,5.6390814099060105,5.754272058922491,-0.1533394305554463,-0.2685300795719261
chck_90M,43122,ALL,ALL,VminusR,4800,-0.4451620821595297,5.6390814099060105,6.08424349206554,0.14815863253583128,-0.2970034496236984
chck_90M,43122,actual_packet_source_repeat,1,RminusC,900,0.9779546701990576,7.024629869631544,6.046675199432486,-0.49374396278817184,0.48421070741088545
chck_90M,43122,actual_packet_source_repeat,1,RminusV,900,0.9919602251025053,7.024629869631544,6.032669644529038,-0.5012222690560804,0.49073795604642445
chck_90M,43122,actual_packet_source_repeat,1,CminusV,900,0.014005554903447681,6.046675199432486,6.032669644529038,-0.007478306267908463,0.006527248635538996
chck_90M,43122,actual_packet_source_repeat,1,VminusC,900,-0.014005554903447681,6.032669644529038,6.046675199432486,0.007478306267908463,-0.006527248635538996
chck_90M,43122,actual_packet_source_repeat,1,VminusR,900,-0.9919602251025053,6.032669644529038,7.024629869631544,0.5012222690560804,-0.49073795604642445
chck_90M,43122,actual_packet_source_repeat,4,RminusC,900,0.8726321092479257,6.507111113553183,5.634479004305257,-0.25305666469474897,0.6195754445531767
chck_90M,43122,actual_packet_source_repeat,4,RminusV,900,0.8588263115797199,6.507111113553183,5.648284801973463,-0.21680449592859075,0.6420218156511286
chck_90M,43122,actual_packet_source_repeat,4,CminusV,900,-0.013805797668205777,5.634479004305257,5.648284801973463,0.03625216876615822,0.02244637109795189
chck_90M,43122,actual_packet_source_repeat,4,VminusC,900,0.013805797668205777,5.648284801973463,5.634479004305257,-0.03625216876615822,-0.02244637109795189
chck_90M,43122,actual_packet_source_repeat,4,VminusR,900,-0.8588263115797199,5.648284801973463,6.507111113553183,0.21680449592859075,-0.6420218156511286
chck_90M,43122,actual_packet_source_repeat,8,RminusC,900,0.3601459790396868,5.310491506339111,4.950345527299424,-0.2399117928054572,0.12023418623422888
chck_90M,43122,actual_packet_source_repeat,8,RminusV,900,0.5253671088534855,5.310491506339111,4.7851243974856255,-0.1947057719612591,0.3306613368922262
chck_90M,43122,actual_packet_source_repeat,8,CminusV,900,0.16522112981379866,4.950345527299424,4.7851243974856255,0.045206020844198086,0.21042715065799733
chck_90M,43122,actual_packet_source_repeat,8,VminusC,900,-0.16522112981379866,4.7851243974856255,4.950345527299424,-0.045206020844198086,-0.21042715065799733
chck_90M,43122,actual_packet_source_repeat,8,VminusR,900,-0.5253671088534855,4.7851243974856255,5.310491506339111,0.1947057719612591,-0.3306613368922262
chck_90M,43122,actual_packet_source_repeat,ALL,RminusC,2700,0.7369109194955561,6.280744163174612,5.543833243679056,-0.328904140096126,0.40800677939943064
chck_90M,43122,actual_packet_source_repeat,ALL,RminusV,2700,0.7920512151785699,6.280744163174612,5.488692947996042,-0.30424417898197675,0.4878070361965934
chck_90M,43122,actual_packet_source_repeat,ALL,CminusV,2700,0.05514029568301382,5.543833243679056,5.488692947996042,0.024659961114149254,0.07980025679716274
chck_90M,43122,actual_packet_source_repeat,ALL,VminusC,2700,-0.05514029568301382,5.488692947996042,5.543833243679056,-0.024659961114149254,-0.07980025679716274
chck_90M,43122,actual_packet_source_repeat,ALL,VminusR,2700,-0.7920512151785699,5.488692947996042,6.280744163174612,0.30424417898197675,-0.4878070361965934
chck_90M,43122,random_token_span,1,RminusC,700,-0.06514657361166815,0.4510957820926394,0.5162423557043075,-0.3340958547592159,-0.39924242837088464
chck_90M,43122,random_token_span,1,RminusV,700,-0.040614724925586154,0.4510957820926394,0.49171050701822555,0.11228243052959463,0.0716677056040087
chck_90M,43122,random_token_span,1,CminusV,700,0.024531848686081992,0.5162423557043075,0.49171050701822555,0.4463782852888105,0.47091013397489334
chck_90M,43122,random_token_span,1,VminusC,700,-0.024531848686081992,0.49171050701822555,0.5162423557043075,-0.4463782852888105,-0.47091013397489334
chck_90M,43122,random_token_span,1,VminusR,700,0.040614724925586154,0.49171050701822555,0.4510957820926394,-0.11228243052959463,-0.0716677056040087
chck_90M,43122,random_token_span,4,RminusC,700,-0.17665298573639543,7.477939336529068,7.654592322265463,-0.17027443774077788,-0.3469274234771724
chck_90M,43122,random_token_span,4,RminusV,700,-0.08231401803870053,7.477939336529068,7.560253354567768,0.16883313198806693,0.0865191139493664
chck_90M,43122,random_token_span,4,CminusV,700,0.0943389676976949,7.654592322265463,7.560253354567768,0.3391075697288448,0.4334465374265388
chck_90M,43122,random_token_span,4,VminusC,700,-0.0943389676976949,7.560253354567768,7.654592322265463,-0.3391075697288448,-0.4334465374265388
chck_90M,43122,random_token_span,4,VminusR,700,0.08231401803870053,7.560253354567768,7.477939336529068,-0.16883313198806693,-0.0865191139493664
chck_90M,43122,random_token_span,8,RminusC,700,-0.3379098742967468,9.565764197582778,9.903674071879525,-0.29441474261227984,-0.6323246169090257
chck_90M,43122,random_token_span,8,RminusV,700,0.12041404779800935,9.565764197582778,9.445350149784769,-0.12354720954716703,-0.00313316174915812
chck_90M,43122,random_token_span,8,CminusV,700,0.45832392209475614,9.903674071879525,9.445350149784769,0.17086753306511282,0.6291914551598676
chck_90M,43122,random_token_span,8,VminusC,700,-0.45832392209475614,9.445350149784769,9.903674071879525,-0.17086753306511282,-0.6291914551598676
chck_90M,43122,random_token_span,8,VminusR,700,-0.12041404779800935,9.445350149784769,9.565764197582778,0.12354720954716703,0.00313316174915812
chck_90M,43122,random_token_span,ALL,RminusC,2100,-0.19323647788160336,5.831599772068162,6.024836249949765,-0.26626167837075787,-0.4594981562523621
chck_90M,43122,random_token_span,ALL,RminusV,2100,-0.0008382317220920754,5.831599772068162,5.832438003790254,0.05252278432349833,0.05168455260140625
chck_90M,43122,random_token_span,ALL,CminusV,2100,0.1923982461595113,6.024836249949765,5.832438003790254,0.3187844626942562,0.5111827088537684
chck_90M,43122,random_token_span,ALL,VminusC,2100,-0.1923982461595113,5.832438003790254,6.024836249949765,-0.3187844626942562,-0.5111827088537684
chck_90M,43122,random_token_span,ALL,VminusR,2100,0.0008382317220920754,5.832438003790254,5.831599772068162,-0.05252278432349833,-0.05168455260140625
chck_100M,43122,ALL,1,RminusC,1600,0.5190834185294992,4.1494054999736365,3.6303220814441373,-0.45690984895048103,0.06217356957901643
chck_100M,43122,ALL,1,RminusV,1600,0.5546578485041667,4.1494054999736365,3.59474765146947,-0.22883023125121316,0.32582761725295306
chck_100M,43122,ALL,1,CminusV,1600,0.03557442997466742,3.6303220814441373,3.59474765146947,0.22807961769926788,0.26365404767393663
chck_100M,43122,ALL,1,VminusC,1600,-0.03557442997466742,3.59474765146947,3.6303220814441373,-0.22807961769926788,-0.26365404767393663
chck_100M,43122,ALL,1,VminusR,1600,-0.5546578485041667,3.59474765146947,4.1494054999736365,0.22883023125121316,-0.32582761725295306
chck_100M,43122,ALL,4,RminusC,1600,0.35592492283270527,6.9303630199581265,6.574438097125421,-0.20214184903622945,0.15378307379647538
chck_100M,43122,ALL,4,RminusV,1600,0.47734590426210133,6.9303630199581265,6.453017115696025,-0.07484424580133231,0.4025016584607677
chck_100M,43122,ALL,4,CminusV,1600,0.12142098142939606,6.574438097125421,6.453017115696025,0.12729760323489714,0.2487185846642923
chck_100M,43122,ALL,4,VminusC,1600,-0.12142098142939606,6.453017115696025,6.574438097125421,-0.12729760323489714,-0.2487185846642923
chck_100M,43122,ALL,4,VminusR,1600,-0.47734590426210133,6.453017115696025,6.9303630199581265,0.07484424580133231,-0.4025016584607677
chck_100M,43122,ALL,8,RminusC,1600,-0.02774085646036628,7.152934355232976,7.180675211693342,-0.2192266850417377,-0.24696754150210332
chck_100M,43122,ALL,8,RminusV,1600,0.36452749571408916,7.152934355232976,6.7884068595188864,-0.18053269889048118,0.1839947968236082
chck_100M,43122,ALL,8,CminusV,1600,0.39226835217445544,7.180675211693342,6.7884068595188864,0.03869398615125652,0.4309623383257115
chck_100M,43122,ALL,8,VminusC,1600,-0.39226835217445544,6.7884068595188864,7.180675211693342,-0.03869398615125652,-0.4309623383257115
chck_100M,43122,ALL,8,VminusR,1600,-0.36452749571408916,6.7884068595188864,7.152934355232976,0.18053269889048118,-0.1839947968236082
chck_100M,43122,ALL,ALL,RminusC,4800,0.2824224949672791,6.077567625054913,5.795145130087634,-0.2927594610094828,-0.010336966042203244
chck_100M,43122,ALL,ALL,RminusV,4800,0.4655104161601189,6.077567625054913,5.612057208894794,-0.1614023919810088,0.3041080241791114
chck_100M,43122,ALL,ALL,CminusV,4800,0.1830879211928398,5.795145130087634,5.612057208894794,0.131357069028474,0.31444499022131467
chck_100M,43122,ALL,ALL,VminusC,4800,-0.1830879211928398,5.612057208894794,5.795145130087634,-0.131357069028474,-0.31444499022131467
chck_100M,43122,ALL,ALL,VminusR,4800,-0.4655104161601189,5.612057208894794,6.077567625054913,0.1614023919810088,-0.3041080241791114
chck_100M,43122,actual_packet_source_repeat,1,RminusC,900,0.98715701348255,7.029177903793461,6.042020890310911,-0.4866780388945578,0.5004789745879918
chck_100M,43122,actual_packet_source_repeat,1,RminusV,900,1.0198224506258624,7.029177903793461,6.009355453167599,-0.498740563442342,0.5210818871835201
chck_100M,43122,actual_packet_source_repeat,1,CminusV,900,0.03266543714331238,6.042020890310911,6.009355453167599,-0.012062524547784226,0.020602912595528267
chck_100M,43122,actual_packet_source_repeat,1,VminusC,900,-0.03266543714331238,6.009355453167599,6.042020890310911,0.012062524547784226,-0.020602912595528267
chck_100M,43122,actual_packet_source_repeat,1,VminusR,900,-1.0198224506258624,6.009355453167599,7.029177903793461,0.498740563442342,-0.5210818871835201
chck_100M,43122,actual_packet_source_repeat,4,RminusC,900,0.8618121083309633,6.491301798015605,5.629489689684641,-0.24717615270824655,0.6146359556227177
chck_100M,43122,actual_packet_source_repeat,4,RminusV,900,0.8590522634156352,6.491301798015605,5.6322495345999695,-0.21710288801354988,0.6419493754020857
chck_100M,43122,actual_packet_source_repeat,4,CminusV,900,-0.0027598449153281024,5.629489689684641,5.6322495345999695,0.030073264694696678,0.027313419779368076
chck_100M,43122,actual_packet_source_repeat,4,VminusC,900,0.0027598449153281024,5.6322495345999695,5.629489689684641,-0.030073264694696678,-0.027313419779368076
chck_100M,43122,actual_packet_source_repeat,4,VminusR,900,-0.8590522634156352,5.6322495345999695,6.491301798015605,0.21710288801354988,-0.6419493754020857
chck_100M,43122,actual_packet_source_repeat,8,RminusC,900,0.3497692611253491,5.297431144096776,4.947661882971427,-0.2334046611313008,0.11636459999404902
chck_100M,43122,actual_packet_source_repeat,8,RminusV,900,0.5251834858684052,5.297431144096776,4.772247658228371,-0.19103996920222724,0.33414351666617836
chck_100M,43122,actual_packet_source_repeat,8,CminusV,900,0.17541422474305612,4.947661882971427,4.772247658228371,0.04236469192907355,0.21777891667212934
chck_100M,43122,actual_packet_source_repeat,8,VminusC,900,-0.17541422474305612,4.772247658228371,4.947661882971427,-0.04236469192907355,-0.21777891667212934
chck_100M,43122,actual_packet_source_repeat,8,VminusR,900,-0.5251834858684052,4.772247658228371,5.297431144096776,0.19103996920222724,-0.33414351666617836
chck_100M,43122,actual_packet_source_repeat,ALL,RminusC,2700,0.7329127943129548,6.272636948635281,5.539724154322326,-0.32241961757803506,0.4104931767349198
chck_100M,43122,actual_packet_source_repeat,ALL,RminusV,2700,0.8013527333033013,6.272636948635281,5.47128421533198,-0.3022944735527064,0.49905825975059503
chck_100M,43122,actual_packet_source_repeat,ALL,CminusV,2700,0.0684399389903465,5.539724154322326,5.47128421533198,0.020125144025328667,0.08856508301567523
chck_100M,43122,actual_packet_source_repeat,ALL,VminusC,2700,-0.0684399389903465,5.47128421533198,5.539724154322326,-0.020125144025328667,-0.08856508301567523
chck_100M,43122,actual_packet_source_repeat,ALL,VminusR,2700,-0.8013527333033013,5.47128421533198,6.272636948635281,0.3022944735527064,-0.49905825975059503
chck_100M,43122,random_token_span,1,RminusC,700,-0.08272548926728113,0.4468409807767187,0.5295664700439998,-0.41863646187952597,-0.5013619511468068
chck_100M,43122,random_token_span,1,RminusV,700,-0.04341092565229959,0.4468409807767187,0.4902519064290183,0.11819733870880889,0.07478641305650946
chck_100M,43122,random_token_span,1,CminusV,700,0.039314563614981535,0.5295664700439998,0.4902519064290183,0.5368338005883349,0.5761483642033163
chck_100M,43122,random_token_span,1,VminusC,700,-0.039314563614981535,0.4902519064290183,0.5295664700439998,-0.5368338005883349,-0.5761483642033163
chck_100M,43122,random_token_span,1,VminusR,700,0.04341092565229959,0.4902519064290183,0.4468409807767187,-0.11819733870880889,-0.07478641305650946
chck_100M,43122,random_token_span,4,RminusC,700,-0.29450145852219833,7.494870305312798,7.789371763834996,-0.1442406014579216,-0.43874205998011995
chck_100M,43122,random_token_span,4,RminusV,700,-0.01341941464958385,7.494870305312798,7.508289719962382,0.10805972275723263,0.0946403081076479
chck_100M,43122,random_token_span,4,CminusV,700,0.2810820438726145,7.789371763834996,7.508289719962382,0.25230032421515425,0.5333823680877678
chck_100M,43122,random_token_span,4,VminusC,700,-0.2810820438726145,7.508289719962382,7.789371763834996,-0.25230032421515425,-0.5333823680877678
chck_100M,43122,random_token_span,4,VminusR,700,0.01341941464958385,7.508289719962382,7.494870305312798,-0.10805972275723263,-0.0946403081076479
chck_100M,43122,random_token_span,8,RminusC,700,-0.5131110076420011,9.538581340979519,10.05169234862152,-0.20099785864087094,-0.7141088662828707
chck_100M,43122,random_token_span,8,RminusV,700,0.1579697940871121,9.538581340979519,9.380611546892407,-0.16702335134680757,-0.009053557259695921
chck_100M,43122,random_token_span,8,CminusV,700,0.6710808017291132,10.05169234862152,9.380611546892407,0.03397450729406337,0.7050553090231748
chck_100M,43122,random_token_span,8,VminusC,700,-0.6710808017291132,9.380611546892407,10.05169234862152,-0.03397450729406337,-0.7050553090231748
chck_100M,43122,random_token_span,8,VminusR,700,-0.1579697940871121,9.380611546892407,9.538581340979519,0.16702335134680757,0.009053557259695921
chck_100M,43122,random_token_span,ALL,RminusC,2100,-0.296779318477161,5.826764209023011,6.123543527500172,-0.2546249739927733,-0.5514042924699343
chck_100M,43122,random_token_span,ALL,RminusV,2100,0.03371315126174235,5.826764209023011,5.793051057761269,0.019744570039744502,0.05345772130148596
chck_100M,43122,random_token_span,ALL,CminusV,2100,0.33049246973890334,6.123543527500172,5.793051057761269,0.2743695440325178,0.6048620137714202
chck_100M,43122,random_token_span,ALL,VminusC,2100,-0.33049246973890334,5.793051057761269,6.123543527500172,-0.2743695440325178,-0.6048620137714202
chck_100M,43122,random_token_span,ALL,VminusR,2100,-0.03371315126174235,5.793051057761269,5.826764209023011,-0.019744570039744502,-0.05345772130148596
