arm,checkpoint,seed,role,probe_family,span_len,pair_id,mask_occurrence,source_pair_id,body_len,seq_len,repeated_nll,unrepeated_nll,copy_gain
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:0:compact:frontier_consolidation_fwcompact_medium_046028,companion,compact:frontier_consolidation_fwcompact_medium_046028,50,52,0.018547318875789642,0.011748174205422401,-0.006799144670367241
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:100:compact:frontier_consolidation_fwcompact_medium_049418,companion,compact:frontier_consolidation_fwcompact_medium_049418,51,53,0.008756335824728012,9.673603057861328,9.6648467220366
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:101:compact:frontier_consolidation_fwcompact_medium_051883,companion,compact:frontier_consolidation_fwcompact_medium_051883,35,37,0.376566082239151,4.133183002471924,3.756616920232773
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:102:compact:frontier_consolidation_fwcompact_medium_060888,companion,compact:frontier_consolidation_fwcompact_medium_060888,67,69,0.0060667176730930805,13.177913665771484,13.171846948098391
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:103:compact:frontier_consolidation_fwcompact_medium_045018,companion,compact:frontier_consolidation_fwcompact_medium_045018,21,23,7.461056709289551,7.282830238342285,-0.17822647094726562
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:104:compact:frontier_consolidation_fwcompact_medium_031002,companion,compact:frontier_consolidation_fwcompact_medium_031002,75,77,0.004854796454310417,9.74212646484375,9.73727166838944
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:105:compact:frontier_consolidation_fwcompact_medium_060933,companion,compact:frontier_consolidation_fwcompact_medium_060933,42,44,0.013009551912546158,4.492649078369141,4.4796395264565945
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:106:compact:frontier_consolidation_fwcompact_medium_025322,companion,compact:frontier_consolidation_fwcompact_medium_025322,47,49,0.035905640572309494,0.8683939576148987,0.8324883170425892
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:107:compact:frontier_consolidation_fwcompact_medium_035847,companion,compact:frontier_consolidation_fwcompact_medium_035847,35,37,0.12202634662389755,6.2141571044921875,6.09213075786829
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:108:compact:frontier_consolidation_fwcompact_medium_016311,companion,compact:frontier_consolidation_fwcompact_medium_016311,53,55,0.012653070501983166,9.386913299560547,9.374260229058564
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:109:compact:frontier_consolidation_fwcompact_medium_058939,companion,compact:frontier_consolidation_fwcompact_medium_058939,54,56,0.02060776576399803,4.486681938171387,4.466074172407389
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:10:compact:frontier_consolidation_fwcompact_medium_013869,companion,compact:frontier_consolidation_fwcompact_medium_013869,68,70,1.4031755924224854,10.196048736572266,8.79287314414978
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:110:compact:frontier_consolidation_fwcompact_medium_027707,companion,compact:frontier_consolidation_fwcompact_medium_027707,60,62,4.989657878875732,11.252346992492676,6.262689113616943
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:111:compact:frontier_consolidation_fwcompact_medium_004675,companion,compact:frontier_consolidation_fwcompact_medium_004675,58,60,0.0032431883737444878,0.3845435082912445,0.3813003199175
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:112:compact:frontier_consolidation_fwcompact_medium_055294,companion,compact:frontier_consolidation_fwcompact_medium_055294,41,43,5.127509593963623,11.632128715515137,6.504619121551514
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:113:compact:frontier_consolidation_fwcompact_medium_027242,companion,compact:frontier_consolidation_fwcompact_medium_027242,33,35,0.4395965337753296,7.49709415435791,7.057497620582581
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:114:compact:frontier_consolidation_fwcompact_medium_020105,companion,compact:frontier_consolidation_fwcompact_medium_020105,89,91,0.011117065325379372,5.676206111907959,5.66508904658258
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:115:compact:frontier_consolidation_fwcompact_medium_001076,companion,compact:frontier_consolidation_fwcompact_medium_001076,35,37,0.02434711344540119,8.863988876342773,8.839641762897372
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:116:compact:frontier_consolidation_fwcompact_medium_035657,companion,compact:frontier_consolidation_fwcompact_medium_035657,46,48,0.03830498084425926,10.582731246948242,10.544426266103983
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:117:compact:frontier_consolidation_fwcompact_medium_056096,companion,compact:frontier_consolidation_fwcompact_medium_056096,64,66,3.0527329444885254,5.887277603149414,2.8345446586608887
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:118:compact:frontier_consolidation_fwcompact_medium_022332,companion,compact:frontier_consolidation_fwcompact_medium_022332,54,56,1.3619493246078491,1.3958371877670288,0.03388786315917969
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:119:compact:frontier_consolidation_fwcompact_medium_018067,companion,compact:frontier_consolidation_fwcompact_medium_018067,31,33,0.043235234916210175,9.818374633789062,9.775139398872852
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:11:compact:frontier_consolidation_fwcompact_medium_035424,companion,compact:frontier_consolidation_fwcompact_medium_035424,48,50,0.1512552946805954,10.938515663146973,10.787260368466377
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:120:compact:frontier_consolidation_fwcompact_medium_038221,companion,compact:frontier_consolidation_fwcompact_medium_038221,23,25,0.020843278616666794,0.10389682650566101,0.08305354788899422
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:121:compact:frontier_consolidation_fwcompact_medium_006849,companion,compact:frontier_consolidation_fwcompact_medium_006849,65,67,0.3101961016654968,9.043919563293457,8.73372346162796
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:122:compact:frontier_consolidation_fwcompact_medium_029769,companion,compact:frontier_consolidation_fwcompact_medium_029769,40,42,0.017925288528203964,12.968523025512695,12.950597736984491
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:123:compact:frontier_consolidation_fwcompact_medium_038187,companion,compact:frontier_consolidation_fwcompact_medium_038187,21,23,0.007373381406068802,9.31824779510498,9.310874413698912
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:124:compact:frontier_consolidation_fwcompact_medium_009755,companion,compact:frontier_consolidation_fwcompact_medium_009755,73,75,0.011145830154418945,6.197223663330078,6.186077833175659
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:125:compact:frontier_consolidation_fwcompact_medium_000182,companion,compact:frontier_consolidation_fwcompact_medium_000182,42,44,0.020694877952337265,6.176436901092529,6.155742023140192
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:126:compact:frontier_consolidation_fwcompact_medium_054982,companion,compact:frontier_consolidation_fwcompact_medium_054982,63,65,0.004107847809791565,11.751415252685547,11.747307404875755
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:127:compact:frontier_consolidation_fwcompact_medium_025376,companion,compact:frontier_consolidation_fwcompact_medium_025376,57,59,0.010385753586888313,15.624921798706055,15.614536045119166
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:128:compact:frontier_consolidation_fwcompact_medium_000312,companion,compact:frontier_consolidation_fwcompact_medium_000312,57,59,0.004707444459199905,12.206565856933594,12.201858412474394
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:129:compact:frontier_consolidation_fwcompact_medium_021431,companion,compact:frontier_consolidation_fwcompact_medium_021431,38,40,0.06626977771520615,1.4611302614212036,1.3948604837059975
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:12:compact:frontier_consolidation_fwcompact_medium_009947,companion,compact:frontier_consolidation_fwcompact_medium_009947,18,20,0.02990500070154667,3.607969284057617,3.5780642833560705
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:130:compact:frontier_consolidation_fwcompact_medium_038498,companion,compact:frontier_consolidation_fwcompact_medium_038498,78,80,0.0003292018664069474,0.000846266164444387,0.0005170642980374396
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:131:compact:frontier_consolidation_fwcompact_medium_023849,companion,compact:frontier_consolidation_fwcompact_medium_023849,21,23,0.15470419824123383,13.271841049194336,13.117136850953102
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:132:compact:frontier_consolidation_fwcompact_medium_050523,companion,compact:frontier_consolidation_fwcompact_medium_050523,69,71,0.007519986014813185,13.280284881591797,13.272764895576984
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:133:compact:frontier_consolidation_fwcompact_medium_007897,companion,compact:frontier_consolidation_fwcompact_medium_007897,35,37,0.017304159700870514,14.786934852600098,14.769630692899227
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:134:compact:frontier_consolidation_fwcompact_medium_032573,companion,compact:frontier_consolidation_fwcompact_medium_032573,40,42,0.001303180935792625,0.11868554353713989,0.11738236260134727
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:135:compact:frontier_consolidation_fwcompact_medium_017134,companion,compact:frontier_consolidation_fwcompact_medium_017134,46,48,0.0013623490231111646,1.061790943145752,1.0604285941226408
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:136:compact:frontier_consolidation_fwcompact_medium_010434,companion,compact:frontier_consolidation_fwcompact_medium_010434,64,66,0.007475025020539761,14.370214462280273,14.362739437259734
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:137:compact:frontier_consolidation_fwcompact_medium_016722,companion,compact:frontier_consolidation_fwcompact_medium_016722,48,50,0.017824701964855194,0.01689927466213703,-0.0009254273027181625
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:138:compact:frontier_consolidation_fwcompact_medium_036756,companion,compact:frontier_consolidation_fwcompact_medium_036756,48,50,0.43749627470970154,7.166711330413818,6.729215055704117
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:139:compact:frontier_consolidation_fwcompact_medium_002054,companion,compact:frontier_consolidation_fwcompact_medium_002054,42,44,0.051601432263851166,8.047489166259766,7.9958877339959145
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:13:compact:frontier_consolidation_fwcompact_medium_014872,companion,compact:frontier_consolidation_fwcompact_medium_014872,68,70,0.14783598482608795,12.11718463897705,11.969348654150963
D_V_43122,chck_90M,43122,V,actual_packet_source_repeat,1,packet:1:140:compact:frontier_consolidation_fwcompact_medium_024386,companion,compact:frontier_consolidation_fwcompact_medium_024386,23,25,0.04556923732161522,0.13961254060268402,0.0940433032810688
