arm,checkpoint,seed,role,probe_family,span_len,pair_id,mask_occurrence,source_pair_id,body_len,seq_len,repeated_nll,unrepeated_nll,copy_gain
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:0:compact:frontier_consolidation_fwcompact_medium_046028,companion,compact:frontier_consolidation_fwcompact_medium_046028,50,52,0.019644001498818398,0.012699564918875694,-0.006944436579942703
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:100:compact:frontier_consolidation_fwcompact_medium_049418,companion,compact:frontier_consolidation_fwcompact_medium_049418,51,53,0.004826680291444063,9.42559814453125,9.420771464239806
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:101:compact:frontier_consolidation_fwcompact_medium_051883,companion,compact:frontier_consolidation_fwcompact_medium_051883,35,37,0.41405031085014343,3.577719211578369,3.1636689007282257
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:102:compact:frontier_consolidation_fwcompact_medium_060888,companion,compact:frontier_consolidation_fwcompact_medium_060888,67,69,0.004413388203829527,14.348917007446289,14.34450361924246
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:103:compact:frontier_consolidation_fwcompact_medium_045018,companion,compact:frontier_consolidation_fwcompact_medium_045018,21,23,7.912837982177734,7.616652488708496,-0.2961854934692383
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:104:compact:frontier_consolidation_fwcompact_medium_031002,companion,compact:frontier_consolidation_fwcompact_medium_031002,75,77,0.003815277712419629,14.929203033447266,14.925387755734846
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:105:compact:frontier_consolidation_fwcompact_medium_060933,companion,compact:frontier_consolidation_fwcompact_medium_060933,42,44,0.006829254329204559,3.730316162109375,3.7234869077801704
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:106:compact:frontier_consolidation_fwcompact_medium_025322,companion,compact:frontier_consolidation_fwcompact_medium_025322,47,49,0.02449183166027069,1.8567705154418945,1.8322786837816238
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:107:compact:frontier_consolidation_fwcompact_medium_035847,companion,compact:frontier_consolidation_fwcompact_medium_035847,35,37,0.023581523448228836,5.665096282958984,5.6415147595107555
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:108:compact:frontier_consolidation_fwcompact_medium_016311,companion,compact:frontier_consolidation_fwcompact_medium_016311,53,55,0.010155316442251205,12.981319427490234,12.971164111047983
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:109:compact:frontier_consolidation_fwcompact_medium_058939,companion,compact:frontier_consolidation_fwcompact_medium_058939,54,56,0.030357157811522484,7.656492710113525,7.626135552302003
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:10:compact:frontier_consolidation_fwcompact_medium_013869,companion,compact:frontier_consolidation_fwcompact_medium_013869,68,70,1.4324251413345337,10.290579795837402,8.858154654502869
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:110:compact:frontier_consolidation_fwcompact_medium_027707,companion,compact:frontier_consolidation_fwcompact_medium_027707,60,62,5.80560302734375,10.84428882598877,5.0386857986450195
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:111:compact:frontier_consolidation_fwcompact_medium_004675,companion,compact:frontier_consolidation_fwcompact_medium_004675,58,60,0.002439976902678609,0.18841654062271118,0.18597656372003257
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:112:compact:frontier_consolidation_fwcompact_medium_055294,companion,compact:frontier_consolidation_fwcompact_medium_055294,41,43,4.773050785064697,9.277091026306152,4.504040241241455
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:113:compact:frontier_consolidation_fwcompact_medium_027242,companion,compact:frontier_consolidation_fwcompact_medium_027242,33,35,0.17865236103534698,6.7468695640563965,6.5682172030210495
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:114:compact:frontier_consolidation_fwcompact_medium_020105,companion,compact:frontier_consolidation_fwcompact_medium_020105,89,91,0.0025449765380471945,4.63257360458374,4.630028628045693
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:115:compact:frontier_consolidation_fwcompact_medium_001076,companion,compact:frontier_consolidation_fwcompact_medium_001076,35,37,0.022608617320656776,7.465947151184082,7.443338533863425
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:116:compact:frontier_consolidation_fwcompact_medium_035657,companion,compact:frontier_consolidation_fwcompact_medium_035657,46,48,0.17150959372520447,9.864286422729492,9.692776829004288
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:117:compact:frontier_consolidation_fwcompact_medium_056096,companion,compact:frontier_consolidation_fwcompact_medium_056096,64,66,0.8595148921012878,4.511447906494141,3.651933014392853
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:118:compact:frontier_consolidation_fwcompact_medium_022332,companion,compact:frontier_consolidation_fwcompact_medium_022332,54,56,1.3046159744262695,1.3980555534362793,0.09343957901000977
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:119:compact:frontier_consolidation_fwcompact_medium_018067,companion,compact:frontier_consolidation_fwcompact_medium_018067,31,33,0.01791931688785553,9.86282730102539,9.844907984137535
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:11:compact:frontier_consolidation_fwcompact_medium_035424,companion,compact:frontier_consolidation_fwcompact_medium_035424,48,50,0.024595122784376144,12.062655448913574,12.038060326129198
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:120:compact:frontier_consolidation_fwcompact_medium_038221,companion,compact:frontier_consolidation_fwcompact_medium_038221,23,25,0.01339637115597725,0.14911064505577087,0.13571427389979362
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:121:compact:frontier_consolidation_fwcompact_medium_006849,companion,compact:frontier_consolidation_fwcompact_medium_006849,65,67,0.01342224795371294,10.940226554870605,10.926804306916893
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:122:compact:frontier_consolidation_fwcompact_medium_029769,companion,compact:frontier_consolidation_fwcompact_medium_029769,40,42,0.009745165705680847,15.367100715637207,15.357355549931526
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:123:compact:frontier_consolidation_fwcompact_medium_038187,companion,compact:frontier_consolidation_fwcompact_medium_038187,21,23,0.0065251621417701244,10.751115798950195,10.744590636808425
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:124:compact:frontier_consolidation_fwcompact_medium_009755,companion,compact:frontier_consolidation_fwcompact_medium_009755,73,75,0.019117504358291626,6.78953742980957,6.770419925451279
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:125:compact:frontier_consolidation_fwcompact_medium_000182,companion,compact:frontier_consolidation_fwcompact_medium_000182,42,44,0.03458001837134361,2.173832416534424,2.13925239816308
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:126:compact:frontier_consolidation_fwcompact_medium_054982,companion,compact:frontier_consolidation_fwcompact_medium_054982,63,65,0.022807305678725243,13.422263145446777,13.399455839768052
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:127:compact:frontier_consolidation_fwcompact_medium_025376,companion,compact:frontier_consolidation_fwcompact_medium_025376,57,59,0.016601277515292168,13.029744148254395,13.013142870739102
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:128:compact:frontier_consolidation_fwcompact_medium_000312,companion,compact:frontier_consolidation_fwcompact_medium_000312,57,59,0.006186620332300663,13.628656387329102,13.622469766996801
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:129:compact:frontier_consolidation_fwcompact_medium_021431,companion,compact:frontier_consolidation_fwcompact_medium_021431,38,40,0.02403969131410122,0.5122817158699036,0.48824202455580235
D_V_43022,chck_100M,43022,V,actual_packet_source_repeat,1,packet:1:12:compact:frontier_consolidation_fwcompact_medium_009947,companion,compact:frontier_consolidation_fwcompact_medium_009947,18,20,0.03615919500589371,6.1885480880737305,6.152388893067837
