arm,checkpoint,seed,role,probe_family,span_len,pair_id,mask_occurrence,source_pair_id,body_len,seq_len,repeated_nll,unrepeated_nll,copy_gain
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:0:compact:frontier_consolidation_fwcompact_medium_046028,companion,compact:frontier_consolidation_fwcompact_medium_046028,50,52,0.01199367456138134,0.007296225056052208,-0.004697449505329132
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:100:compact:frontier_consolidation_fwcompact_medium_049418,companion,compact:frontier_consolidation_fwcompact_medium_049418,51,53,0.0013721107970923185,8.59865665435791,8.597284543560818
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:101:compact:frontier_consolidation_fwcompact_medium_051883,companion,compact:frontier_consolidation_fwcompact_medium_051883,35,37,0.013213921338319778,3.801666259765625,3.788452338427305
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:102:compact:frontier_consolidation_fwcompact_medium_060888,companion,compact:frontier_consolidation_fwcompact_medium_060888,67,69,0.006504199001938105,17.585832595825195,17.579328396823257
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:103:compact:frontier_consolidation_fwcompact_medium_045018,companion,compact:frontier_consolidation_fwcompact_medium_045018,21,23,6.462054252624512,5.220698356628418,-1.2413558959960938
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:104:compact:frontier_consolidation_fwcompact_medium_031002,companion,compact:frontier_consolidation_fwcompact_medium_031002,75,77,0.004131473135203123,15.81818962097168,15.814058147836477
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:105:compact:frontier_consolidation_fwcompact_medium_060933,companion,compact:frontier_consolidation_fwcompact_medium_060933,42,44,0.0035770260728895664,3.062148094177246,3.0585710681043565
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:106:compact:frontier_consolidation_fwcompact_medium_025322,companion,compact:frontier_consolidation_fwcompact_medium_025322,47,49,0.0006270825979299843,5.2173871994018555,5.2167601168039255
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:107:compact:frontier_consolidation_fwcompact_medium_035847,companion,compact:frontier_consolidation_fwcompact_medium_035847,35,37,0.012730521149933338,6.206099510192871,6.193368989042938
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:108:compact:frontier_consolidation_fwcompact_medium_016311,companion,compact:frontier_consolidation_fwcompact_medium_016311,53,55,0.004998923745006323,15.243400573730469,15.238401649985462
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:109:compact:frontier_consolidation_fwcompact_medium_058939,companion,compact:frontier_consolidation_fwcompact_medium_058939,54,56,0.011451231315732002,4.331482887268066,4.320031655952334
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:10:compact:frontier_consolidation_fwcompact_medium_013869,companion,compact:frontier_consolidation_fwcompact_medium_013869,68,70,0.09564295411109924,9.306562423706055,9.210919469594955
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:110:compact:frontier_consolidation_fwcompact_medium_027707,companion,compact:frontier_consolidation_fwcompact_medium_027707,60,62,0.06342986971139908,13.053165435791016,12.989735566079617
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:111:compact:frontier_consolidation_fwcompact_medium_004675,companion,compact:frontier_consolidation_fwcompact_medium_004675,58,60,0.000780754373408854,0.553473949432373,0.5526931950589642
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:112:compact:frontier_consolidation_fwcompact_medium_055294,companion,compact:frontier_consolidation_fwcompact_medium_055294,41,43,0.2667229175567627,8.750511169433594,8.483788251876831
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:113:compact:frontier_consolidation_fwcompact_medium_027242,companion,compact:frontier_consolidation_fwcompact_medium_027242,33,35,0.05033387988805771,6.666491985321045,6.616158105432987
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:114:compact:frontier_consolidation_fwcompact_medium_020105,companion,compact:frontier_consolidation_fwcompact_medium_020105,89,91,0.0004906642716377974,12.15083122253418,12.150340558262542
D_R_43122,chck_80M,43122,R,actual_packet_source_repeat,1,packet:1:115:compact:frontier_consolidation_fwcompact_medium_001076,companion,compact:frontier_consolidation_fwcompact_medium_001076,35,37,0.005408891476690769,10.22898006439209,10.223571172915399
