source_block,label,intervention_family,exposure,record_note,source,family_set,n,mean_net,rms_family_delta,centered_rms_family_delta,mean_abs_delta,abs_net_over_rms,centered_over_abs_net,positive_count,negative_count,positive_sum,negative_sum,max_abs_column,max_abs_delta,columns,vector_json
archive,Muon40->AdamW:80M:stable6_noGlobalPIQA,optimizer_switch,80M,longer Muon then AdamW switch,experiments/archive/frontier_consolidation/data/muon_switch_actual_merged/actual_switch_eval_merged.json,stable6_noGlobalPIQA,6,-0.4549999999999989,0.9711076150458303,0.8579189938449909,0.7949999999999999,0.46853715587280786,1.8855362502087758,1,5,1.0200000000000031,-3.7499999999999964,Entity,-1.8399999999999999,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": -0.12999999999999545, ""COMPS"": -0.2700000000000031, ""EWoK"": -0.7899999999999991, ""Entity"": -1.8399999999999999, ""Reading"": -0.7199999999999989, ""Supplement"": 1.0200000000000031}"
archive,Muon40->AdamW:80M:stable5_noGlobalPIQA_noReading,optimizer_switch,80M,longer Muon then AdamW switch,experiments/archive/frontier_consolidation/data/muon_switch_actual_merged/actual_switch_eval_merged.json,stable5_noGlobalPIQA_noReading,5,-0.4019999999999989,1.0138934855299155,0.9307932101170495,0.8100000000000002,0.3964913531226527,2.3154059953160497,1,4,1.0200000000000031,-3.0299999999999976,Entity,-1.8399999999999999,BLiMP;Supplement;EWoK;Entity;COMPS,"{""BLiMP"": -0.12999999999999545, ""COMPS"": -0.2700000000000031, ""EWoK"": -0.7899999999999991, ""Entity"": -1.8399999999999999, ""Supplement"": 1.0200000000000031}"
archive,Muon40->AdamW:80M:stable5_exEntity,optimizer_switch,80M,longer Muon then AdamW switch,experiments/archive/frontier_consolidation/data/muon_switch_actual_merged/actual_switch_eval_merged.json,stable5_exEntity,5,-0.1779999999999987,0.6741958172519322,0.6502737884922021,0.586,0.2640182502548573,3.6532235308550947,1,4,1.0200000000000031,-1.9099999999999966,Supplement,1.0200000000000031,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": -0.12999999999999545, ""COMPS"": -0.2700000000000031, ""EWoK"": -0.7899999999999991, ""Reading"": -0.7199999999999989, ""Supplement"": 1.0200000000000031}"
archive,Expanded FineWeb compact-view:100M:cheap7,data,100M,"absolute 100M FW-family endpoint, not enough for target",experiments/archive/frontier_consolidation/data/fw_absolute_decision/fw_absolute_decision.json,cheap7,7,0.17571428571428566,1.4325392340675558,1.4217218950761001,1.1186857142857154,0.12265931817822681,8.091100215880248,3,4,4.530400000000004,-3.300400000000004,GlobalPIQA,2.5718999999999994,BLiMP;Supplement;EWoK;Entity;COMPS;GlobalPIQA;Reading,"{""BLiMP"": 0.9993000000000052, ""COMPS"": -0.16830000000000211, ""EWoK"": -0.14320000000000022, ""Entity"": 0.9591999999999992, ""GlobalPIQA"": 2.5718999999999994, ""Reading"": -0.6832000000000003, ""Supplement"": -2.3057000000000016}"
archive,Expanded FineWeb compact-view:100M:stable6_noGlobalPIQA,data,100M,"absolute 100M FW-family endpoint, not enough for target",experiments/archive/frontier_consolidation/data/fw_absolute_decision/fw_absolute_decision.json,stable6_noGlobalPIQA,6,-0.22365,1.136552608402563,1.1143305206116672,0.8764833333333347,0.19677927651263102,4.98247494125494,2,4,1.9585000000000043,-3.300400000000004,Supplement,-2.3057000000000016,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 0.9993000000000052, ""COMPS"": -0.16830000000000211, ""EWoK"": -0.14320000000000022, ""Entity"": 0.9591999999999992, ""Reading"": -0.6832000000000003, ""Supplement"": -2.3057000000000016}"
archive,Expanded FineWeb compact-view:100M:stable5_noGlobalPIQA_noReading,data,100M,"absolute 100M FW-family endpoint, not enough for target",experiments/archive/frontier_consolidation/data/fw_absolute_decision/fw_absolute_decision.json,stable5_noGlobalPIQA_noReading,5,-0.1317399999999999,1.2069588849666766,1.1997476077909068,0.9151400000000016,0.10915036265186215,9.10693493085553,2,3,1.9585000000000043,-2.617200000000004,Supplement,-2.3057000000000016,BLiMP;Supplement;EWoK;Entity;COMPS,"{""BLiMP"": 0.9993000000000052, ""COMPS"": -0.16830000000000211, ""EWoK"": -0.14320000000000022, ""Entity"": 0.9591999999999992, ""Supplement"": -2.3057000000000016}"
archive,Expanded FineWeb compact-view:100M:stable5_exEntity,data,100M,"absolute 100M FW-family endpoint, not enough for target",experiments/archive/frontier_consolidation/data/fw_absolute_decision/fw_absolute_decision.json,stable5_exEntity,5,-0.4602199999999998,1.1687982161177368,1.0743774111549462,0.8599400000000019,0.3937548788606641,2.3344865741492042,1,4,0.9993000000000052,-3.300400000000004,Supplement,-2.3057000000000016,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 0.9993000000000052, ""COMPS"": -0.16830000000000211, ""EWoK"": -0.14320000000000022, ""Reading"": -0.6832000000000003, ""Supplement"": -2.3057000000000016}"
archive,Expanded FineWeb source-breadth:100M:cheap7,data,100M,"source-breadth comparator, Entity cost",experiments/archive/frontier_consolidation/data/fw_absolute_decision/fw_absolute_decision.json,cheap7,7,-0.3685714285714293,1.695696173931438,1.6551557679948232,1.2622857142857151,0.21735699722486473,4.490732703861914,3,4,3.128,-5.7080000000000055,Entity,-3.5208000000000013,BLiMP;Supplement;EWoK;Entity;COMPS;GlobalPIQA;Reading,"{""BLiMP"": 2.019300000000001, ""COMPS"": -0.6783000000000001, ""EWoK"": 0.10679999999999978, ""Entity"": -3.5208000000000013, ""GlobalPIQA"": 1.0018999999999991, ""Reading"": -0.033200000000000784, ""Supplement"": -1.4757000000000033}"
archive,Expanded FineWeb source-breadth:100M:stable6_noGlobalPIQA,data,100M,"source-breadth comparator, Entity cost",experiments/archive/frontier_consolidation/data/fw_absolute_decision/fw_absolute_decision.json,stable6_noGlobalPIQA,6,-0.5969833333333341,1.7853055289408228,1.6825358038950886,1.3056833333333344,0.3343872091672227,2.8183966116783044,2,4,2.126100000000001,-5.7080000000000055,Entity,-3.5208000000000013,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 2.019300000000001, ""COMPS"": -0.6783000000000001, ""EWoK"": 0.10679999999999978, ""Entity"": -3.5208000000000013, ""Reading"": -0.033200000000000784, ""Supplement"": -1.4757000000000033}"
archive,Expanded FineWeb source-breadth:100M:stable5_noGlobalPIQA_noReading,data,100M,"source-breadth comparator, Entity cost",experiments/archive/frontier_consolidation/data/fw_absolute_decision/fw_absolute_decision.json,stable5_noGlobalPIQA_noReading,5,-0.7097400000000007,1.955647859406188,1.8223138265403145,1.5601800000000012,0.36291809723633267,2.567579432665924,2,3,2.126100000000001,-5.674800000000005,Entity,-3.5208000000000013,BLiMP;Supplement;EWoK;Entity;COMPS,"{""BLiMP"": 2.019300000000001, ""COMPS"": -0.6783000000000001, ""EWoK"": 0.10679999999999978, ""Entity"": -3.5208000000000013, ""Supplement"": -1.4757000000000033}"
archive,Expanded FineWeb source-breadth:100M:stable5_exEntity,data,100M,"source-breadth comparator, Entity cost",experiments/archive/frontier_consolidation/data/fw_absolute_decision/fw_absolute_decision.json,stable5_exEntity,5,-0.012220000000000652,1.159988133559996,1.1599237654259882,0.8626600000000011,0.010534590524212996,94.9201117369825,2,3,2.126100000000001,-2.1872000000000043,BLiMP,2.019300000000001,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 2.019300000000001, ""COMPS"": -0.6783000000000001, ""EWoK"": 0.10679999999999978, ""Reading"": -0.033200000000000784, ""Supplement"": -1.4757000000000033}"
archive,Adapter scale1.75 train:50M:cheap7,architecture,50M,"current residual-capacity route, 50M positive but mixed point",experiments/archive/frontier_consolidation/data/scale1p75_trajectory/scale1p75_trajectory.json,cheap7,7,0.4114285714285728,1.4376543395406283,1.3775255099678714,1.1200000000000006,0.2861804538913269,3.3481522811718984,3,4,5.3600000000000065,-2.479999999999997,Entity,2.789999999999999,BLiMP;Supplement;EWoK;Entity;COMPS;GlobalPIQA;Reading,"{""BLiMP"": 1.8400000000000034, ""COMPS"": 0.730000000000004, ""EWoK"": -0.730000000000004, ""Entity"": 2.789999999999999, ""GlobalPIQA"": -1.4749999999999943, ""Reading"": -0.23499999999999943, ""Supplement"": -0.03999999999999915}"
archive,Adapter scale1.75 train:50M:stable6_noGlobalPIQA,architecture,50M,"current residual-capacity route, 50M positive but mixed point",experiments/archive/frontier_consolidation/data/scale1p75_trajectory/scale1p75_trajectory.json,stable6_noGlobalPIQA,6,0.725833333333334,1.431335332245151,1.23364776397299,1.0608333333333348,0.5071022261392883,1.6996295255655414,3,3,5.3600000000000065,-1.0050000000000026,Entity,2.789999999999999,BLiMP;Supplement;EWoK;Entity;COMPS;Reading,"{""BLiMP"": 1.8400000000000034, ""COMPS"": 0.730000000000004, ""EWoK"": -0.730000000000004, ""Entity"": 2.789999999999999, ""Reading"": -0.23499999999999943, ""Supplement"": -0.03999999999999915}"
archive,Adapter scale1.75 train:50M:stable5_noGlobalPIQA_noReading,architecture,50M,"current residual-capacity route, 50M positive but mixed point",experiments/archive/frontier_consolidation/data/scale1p75_trajectory/scale1p75_trajectory.json,stable5_noGlobalPIQA_noReading,5,0.9180000000000007,1.564423216396383,1.2667659610204258,1.226000000000002,0.5867977350237713,1.3799193475168026,3,2,5.3600000000000065,-0.7700000000000031,Entity,2.789999999999999,BLiMP;Supplement;EWoK;Entity;COMPS,"{""BLiMP"": 1.8400000000000034, ""COMPS"": 0.730000000000004, ""EWoK"": -0.730000000000004, ""Entity"": 2.789999999999999, ""Supplement"": -0.03999999999999915}"
archive,Adapter scale1.75 train:50M:stable5_exEntity,architecture,50M,"current residual-capacity route, 50M positive but mixed point",experiments/archive/frontier_consolidation/data/scale1p75_trajectory/scale1p75_trajectory.json,stable5_exEntity,5,0.31300000000000094,0.9495498933705404,0.8964797822594797,0.715000000000002,0.3296298616694802,2.8641526589759647,2,3,2.5700000000000074,-1.0050000000000026,BLiMP,1.8400000000000034,BLiMP;Supplement;EWoK;COMPS;Reading,"{""BLiMP"": 1.8400000000000034, ""COMPS"": 0.730000000000004, ""EWoK"": -0.730000000000004, ""Reading"": -0.23499999999999943, ""Supplement"": -0.03999999999999915}"
