feature_group,exEntity_mean_contribution,exEntity_min_contribution,exEntity_max_contribution,exEntity_positive_family_count,exEntity_negative_family_count,pearson_with_committed_profile_prediction,spearman_with_committed_profile_prediction,families
function_category,0.006498519935152815,0.002443416193872198,0.00870191686303336,5,0,0.1413041403154512,0.2,BLiMP;Supplement;EWoK;COMPS;Reading
function_word_identity,0.0048049632799472075,-0.007319848393045802,0.015012885496083733,3,2,0.8743758483825671,0.8,BLiMP;Supplement;EWoK;COMPS;Reading
number_token,-0.0033453380712198523,-0.003459202175293644,-0.003075983117725629,0,5,0.47881752584463283,0.15389675281277312,BLiMP;Supplement;EWoK;COMPS;Reading
open_class_abstract_shape,0.024486570610802418,0.010442857172569918,0.04489183883531493,5,0,0.2913742316555062,0.2,BLiMP;Supplement;EWoK;COMPS;Reading
other,0.0011464791701789906,-0.004311123953745526,0.005851997247514952,4,1,-0.6168340491176524,-0.7,BLiMP;Supplement;EWoK;COMPS;Reading
punctuation,0.012990546456586729,0.010458310506404101,0.01535164547889152,5,0,-0.03649060285973253,-0.3,BLiMP;Supplement;EWoK;COMPS;Reading
sentence_length,-0.008558488838295833,-0.029530019714098327,0.011163217244291757,2,3,0.8900410106206028,1.0,BLiMP;Supplement;EWoK;COMPS;Reading
token_length,-0.0033839607667380776,-0.003459202175293644,-0.003186607023884895,0,5,0.490120867931891,0.15389675281277312,BLiMP;Supplement;EWoK;COMPS;Reading
transcript_or_markup_format,0.017743343342242847,0.017743343342242847,0.017743343342242847,5,0,,,BLiMP;Supplement;EWoK;COMPS;Reading
