endpoint,word,child_aoa,model_aoa_log10_step,n_subword_tokens,n_points,first_step,last_step
schedule,animal,24.330089945071023,6.909343570376761,1,12,1000000.0,30000000.0
schedule,ant,25.413634821019915,7.316254318157044,1,12,1000000.0,30000000.0
schedule,arm,21.99539913263884,7.3819359679539485,1,12,1000000.0,30000000.0
schedule,aunt,25.525525066233225,7.078749829444379,1,12,1000000.0,30000000.0
schedule,bad,25.24613058723793,6.788095488479409,1,12,1000000.0,30000000.0
schedule,bed,20.670831293608018,6.71378212588419,1,12,1000000.0,30000000.0
schedule,better,27.4836269032841,6.452739580196047,1,12,1000000.0,30000000.0
schedule,bird,18.06848056468084,6.6435462207600136,1,12,1000000.0,30000000.0
schedule,black,25.804687037784696,6.45544989254271,1,12,1000000.0,30000000.0
schedule,block,21.984059781669306,7.464605755594526,1,12,1000000.0,30000000.0
schedule,bottom,22.21268312207221,6.873262103083175,1,12,1000000.0,30000000.0
schedule,boy,23.9923879977722,6.0447582282929995,1,12,1000000.0,30000000.0
schedule,break,25.062903657705817,6.469195624521304,1,12,1000000.0,30000000.0
schedule,breakfast,24.161838030910175,6.832936345118215,1,12,1000000.0,30000000.0
schedule,bring,26.76659041051839,6.350842397050344,1,12,1000000.0,30000000.0
schedule,brother,27.4731814681999,7.074867444916107,1,12,1000000.0,30000000.0
schedule,brown,26.727189326690834,6.863281747658839,1,12,1000000.0,30000000.0
schedule,brush,22.41074269142454,7.310095162979821,1,12,1000000.0,30000000.0
schedule,build,26.870721478274586,6.999569221426836,1,12,1000000.0,30000000.0
schedule,butter,25.064198626684203,6.46892596466523,1,12,1000000.0,30000000.0
schedule,buy,27.89149822311601,6.952143180686469,1,12,1000000.0,30000000.0
schedule,car,17.496796781553705,6.2592672901382755,1,12,1000000.0,30000000.0
schedule,careful,26.38063961823633,7.2954857778687,1,12,1000000.0,30000000.0
schedule,carry,25.336988814569168,7.001424177055212,1,12,1000000.0,30000000.0
schedule,cat,18.228507346753123,6.022030958095695,1,12,1000000.0,30000000.0
schedule,catch,25.372205870213676,6.872493278639338,1,12,1000000.0,30000000.0
schedule,cold,21.557924255355925,6.838410670693111,1,12,1000000.0,30000000.0
schedule,comb,25.991290549889374,7.369641013108691,1,12,1000000.0,30000000.0
schedule,corn,24.30521021007631,7.354248352036616,1,12,1000000.0,30000000.0
schedule,cover,29.120587673006845,7.076743239064608,1,12,1000000.0,30000000.0
schedule,cry,23.357992706748902,6.899832920647806,1,12,1000000.0,30000000.0
schedule,cut,26.48415491454615,6.176003350081795,1,12,1000000.0,30000000.0
schedule,dance,23.335263733647373,7.237014862124094,1,12,1000000.0,30000000.0
schedule,dark,26.0144061423592,6.803072479339727,1,12,1000000.0,30000000.0
schedule,day,28.57030413820359,6.835696249109501,1,12,1000000.0,30000000.0
schedule,doctor,25.058857514368704,6.91205299744843,1,12,1000000.0,30000000.0
schedule,door,21.094330119099542,6.8325602787660245,1,12,1000000.0,30000000.0
schedule,ear,18.557045885439496,6.94135013960896,1,12,1000000.0,30000000.0
schedule,eat,20.38286318166485,6.012197182986657,1,12,1000000.0,30000000.0
schedule,eye,17.56441529060678,6.867582430690367,1,12,1000000.0,30000000.0
schedule,face,23.708999528999072,6.791187573930938,1,12,1000000.0,30000000.0
schedule,fast,25.50491253156236,6.893843844629131,1,12,1000000.0,30000000.0
schedule,feed,27.19892571562119,7.280065702345503,1,12,1000000.0,30000000.0
schedule,find,25.64249106636554,6.851745289250208,1,12,1000000.0,30000000.0
schedule,finger,21.849311819029033,6.981098239072266,1,12,1000000.0,30000000.0
schedule,first,28.986200167021508,6.756759316288848,1,12,1000000.0,30000000.0
schedule,fix,25.022576246429,7.454980026561286,1,12,1000000.0,30000000.0
schedule,flag,27.41475309249198,7.093604124733674,1,12,1000000.0,30000000.0
schedule,food,23.482138731792105,6.240721953666168,1,12,1000000.0,30000000.0
schedule,friend,26.671894161677375,6.803533606377741,1,12,1000000.0,30000000.0
schedule,frog,22.223801199230163,6.958349734412955,1,12,1000000.0,30000000.0
schedule,game,26.554617597246853,6.959206480448191,1,12,1000000.0,30000000.0
schedule,garden,29.741359401871044,6.884942931863532,1,12,1000000.0,30000000.0
schedule,get,24.364636413972246,6.398712890827922,1,12,1000000.0,30000000.0
schedule,give,25.598843914428592,6.59622642630692,1,12,1000000.0,30000000.0
schedule,glass,26.12412706803039,6.870729197524963,1,12,1000000.0,30000000.0
schedule,go,19.7106217091394,6.007867221377932,1,12,1000000.0,30000000.0
schedule,good,24.339939004434495,6.197386794353487,1,12,1000000.0,30000000.0
schedule,grass,23.607923804559615,6.9307350758299755,1,12,1000000.0,30000000.0
schedule,green,24.21157425029654,6.278487880943976,1,12,1000000.0,30000000.0
schedule,hair,19.9970789541941,6.26583167498829,1,12,1000000.0,30000000.0
schedule,hand,21.18568722469747,6.755222253946954,1,12,1000000.0,30000000.0
schedule,happy,23.945755954119555,6.78117455740922,1,12,1000000.0,30000000.0
schedule,hard,28.11969960472,6.805861560694498,1,12,1000000.0,30000000.0
schedule,have,25.902575376900778,6.336611396648697,1,12,1000000.0,30000000.0
schedule,hear,26.993574492322516,6.768075495779587,1,12,1000000.0,30000000.0
schedule,help,22.549129293001915,6.827196498876786,1,12,1000000.0,30000000.0
schedule,hide,25.18501031653013,6.98310854256921,1,12,1000000.0,30000000.0
schedule,high,26.708808302132432,6.749859828761737,1,12,1000000.0,30000000.0
schedule,hold,25.248945239146906,6.287757102430249,1,12,1000000.0,30000000.0
schedule,home,21.78006375395454,6.798050627931718,1,12,1000000.0,30000000.0
schedule,horse,21.207865708611973,6.635231855439584,1,12,1000000.0,30000000.0
schedule,hose,28.234924324341566,6.973761695356308,2,12,1000000.0,30000000.0
schedule,house,23.090503002489797,6.847788792249949,1,12,1000000.0,30000000.0
schedule,ice,23.464365625838706,6.768193344163024,1,12,1000000.0,30000000.0
schedule,kitchen,24.044183513123148,6.553817699576355,1,12,1000000.0,30000000.0
schedule,knife,25.31616693081719,7.282426377150326,1,12,1000000.0,30000000.0
schedule,later,28.08468448252086,6.990344314759652,1,12,1000000.0,30000000.0
schedule,leg,22.967834744581136,6.631006148776108,1,12,1000000.0,30000000.0
schedule,lick,27.831628726846333,6.912262561254451,2,12,1000000.0,30000000.0
schedule,light,21.573068682350033,6.516527162038839,1,12,1000000.0,30000000.0
schedule,like,25.75007721668643,6.020025644856286,1,12,1000000.0,30000000.0
schedule,look,24.098423511314476,6.012299318412047,1,12,1000000.0,30000000.0
schedule,love,23.249110931637965,6.727600362575691,1,12,1000000.0,30000000.0
schedule,lunch,24.37307490241634,6.308072315668022,1,12,1000000.0,30000000.0
schedule,make,26.76673663101711,6.299719599589533,1,12,1000000.0,30000000.0
schedule,man,26.239323453067815,6.7263105740677505,1,12,1000000.0,30000000.0
schedule,money,24.59030107938586,6.781080371840445,1,12,1000000.0,30000000.0
schedule,morning,26.726898941775957,6.791866957527945,1,12,1000000.0,30000000.0
schedule,mouth,20.209807579108084,6.368695086893251,1,12,1000000.0,30000000.0
schedule,movie,27.917043742420812,6.976456537118765,1,12,1000000.0,30000000.0
schedule,muffin,26.196634213174725,7.136554603718384,2,12,1000000.0,30000000.0
schedule,new,28.840785987993776,6.884698305796551,1,12,1000000.0,30000000.0
schedule,night,24.482917590787725,6.6069144717727335,1,12,1000000.0,30000000.0
schedule,nose,17.566643472145085,6.791306720094747,1,12,1000000.0,30000000.0
schedule,open,22.114445562602707,6.05576159008356,1,12,1000000.0,30000000.0
schedule,outside,20.586834888836407,6.554070688948043,1,12,1000000.0,30000000.0
schedule,park,22.878206476855862,7.152693886731288,1,12,1000000.0,30000000.0
schedule,pen,24.683860647952418,7.460479628068122,1,12,1000000.0,30000000.0
schedule,penguin,26.410930852292893,6.672330612876276,2,12,1000000.0,30000000.0
schedule,people,27.729170763166103,6.925862113429861,1,12,1000000.0,30000000.0
schedule,picture,24.12466878869911,6.316232708819447,1,12,1000000.0,30000000.0
schedule,plant,27.17845363579105,7.030538477134059,1,12,1000000.0,30000000.0
schedule,play,22.7220598630656,6.019613390918419,1,12,1000000.0,30000000.0
schedule,police,28.97367753515442,7.005040843175922,1,12,1000000.0,30000000.0
schedule,potty,21.289637906455926,7.020205484103634,2,12,1000000.0,30000000.0
schedule,pretzel,27.360483906307053,6.974955695644207,3,12,1000000.0,30000000.0
schedule,pull,26.217858907282245,7.434909109260659,1,12,1000000.0,30000000.0
schedule,rain,22.292559546340982,6.86406946296382,1,12,1000000.0,30000000.0
schedule,read,23.095216853951683,6.287772870571072,1,12,1000000.0,30000000.0
schedule,red,23.71687667589879,6.021309958954243,1,12,1000000.0,30000000.0
schedule,rock,22.67177290650117,7.189168255700804,1,12,1000000.0,30000000.0
schedule,room,24.722076365420904,6.6046416404195805,1,12,1000000.0,30000000.0
schedule,run,23.46802530452093,6.73616395708788,1,12,1000000.0,30000000.0
schedule,say,27.143040225343398,6.354690137101456,1,12,1000000.0,30000000.0
schedule,school,23.937530807499474,6.735701705129839,1,12,1000000.0,30000000.0
schedule,see,23.26497097971234,6.115991499280225,1,12,1000000.0,30000000.0
schedule,share,26.32381034652683,7.165411679171562,1,12,1000000.0,30000000.0
schedule,sheep,23.25988784977189,7.0680431708063525,1,12,1000000.0,30000000.0
schedule,shorts,25.133809045982208,6.625251063838247,2,12,1000000.0,30000000.0
schedule,show,27.51748617185101,6.688955211531677,1,12,1000000.0,30000000.0
schedule,sing,24.394043224950867,7.45785331334643,1,12,1000000.0,30000000.0
schedule,sink,25.39558925497061,7.476981292844076,1,12,1000000.0,30000000.0
schedule,sister,27.616276000578306,6.8832756160129,1,12,1000000.0,30000000.0
schedule,sit,21.993039748466675,6.058490333637219,1,12,1000000.0,30000000.0
schedule,sleep,22.902856230719685,6.812563381685518,1,12,1000000.0,30000000.0
schedule,slow,28.72766020830381,6.9722954147828515,1,12,1000000.0,30000000.0
schedule,snow,24.687574502270998,6.8868701752712,1,12,1000000.0,30000000.0
