endpoint,word,child_aoa,model_aoa_log10_step,n_subword_tokens,n_points,first_step,last_step
enrichment,airplane,20.857213364310372,7.021848248717487,1,12,1000000.0,30000000.0
enrichment,animal,24.330089945071023,6.812132498769566,1,12,1000000.0,30000000.0
enrichment,arm,21.99539913263884,6.997324234842038,1,12,1000000.0,30000000.0
enrichment,asleep,24.723574946808974,6.994805005836421,1,12,1000000.0,30000000.0
enrichment,aunt,25.525525066233225,6.996177611627181,1,12,1000000.0,30000000.0
enrichment,awake,25.8884576271836,6.875933208550605,1,12,1000000.0,30000000.0
enrichment,backyard,27.587137860896238,7.173905890679726,2,12,1000000.0,30000000.0
enrichment,bad,25.24613058723793,6.737082109226987,1,12,1000000.0,30000000.0
enrichment,basket,26.039532817543783,6.98495606003991,1,12,1000000.0,30000000.0
enrichment,bathroom,23.557409105204858,6.995925740386077,1,12,1000000.0,30000000.0
enrichment,beach,26.499831193868143,6.826128779756571,1,12,1000000.0,30000000.0
enrichment,bed,20.670831293608018,6.68562310704825,1,12,1000000.0,30000000.0
enrichment,bedroom,25.160391755050476,6.839426474255327,1,12,1000000.0,30000000.0
enrichment,belt,28.65699534588996,7.337303279554736,1,12,1000000.0,30000000.0
enrichment,better,27.4836269032841,6.027351504012865,1,12,1000000.0,30000000.0
enrichment,big,22.607359585163238,6.318129682175511,1,12,1000000.0,30000000.0
enrichment,bird,18.06848056468084,6.8414152062978255,1,12,1000000.0,30000000.0
enrichment,bite,22.943816797389026,6.791960398352561,1,12,1000000.0,30000000.0
enrichment,black,25.804687037784696,6.73162127516165,1,12,1000000.0,30000000.0
enrichment,block,21.984059781669306,7.050983712696266,1,12,1000000.0,30000000.0
enrichment,blow,24.239916417068418,7.014408492342209,1,12,1000000.0,30000000.0
enrichment,blue,22.642599694308036,6.021716614010925,1,12,1000000.0,30000000.0
enrichment,boat,21.092331322802426,6.627586637344394,1,12,1000000.0,30000000.0
enrichment,boots,21.72477463112487,7.318486574504786,1,12,1000000.0,30000000.0
