arm,word,z_mean_subword,child_aoa,control_model_aoa_log10_step,arm_model_aoa_log10_step,delta_model_aoa_log10_step,beneficial_for_childes_enriched_words_if_negative,control_n_points,arm_n_points
schedule,horse,1.3093194302006461,21.207865708611973,6.834598719012747,6.635231855439584,-0.1993668635731627,-0.1993668635731627,12,12
schedule,hose,0.17035049654701312,28.234924324341566,6.886621117910888,6.973761695356308,0.08714057744542014,0.08714057744542014,12,12
schedule,house,1.3134038214565305,23.090503002489797,6.756510509082271,6.847788792249949,0.09127828316767772,0.09127828316767772,12,12
schedule,ice,1.5274182355835249,23.464365625838706,6.907366496573917,6.768193344163024,-0.13917315241089234,-0.13917315241089234,12,12
schedule,knife,1.4052093917653439,25.31616693081719,6.980177230782739,7.282426377150326,0.30224914636758715,0.30224914636758715,12,12
schedule,later,0.9185968853602849,28.08468448252086,6.598577204513575,6.990344314759652,0.3917671102460769,0.3917671102460769,12,12
schedule,leg,0.5554823040909241,22.967834744581136,6.935113334685632,6.631006148776108,-0.30410718590952435,-0.30410718590952435,12,12
schedule,lick,-0.019975385778740008,27.831628726846333,6.916316574326878,6.912262561254451,-0.004054013072426699,-0.004054013072426699,12,12
schedule,light,1.2706291951690176,21.573068682350033,6.894911206501006,6.516527162038839,-0.3783840444621669,-0.3783840444621669,12,12
schedule,like,1.4366920248154664,25.75007721668643,6.274762922185662,6.020025644856286,-0.2547372773293759,-0.2547372773293759,12,12
schedule,love,1.0354114513265975,23.249110931637965,6.8065087247929625,6.727600362575691,-0.07890836221727149,-0.07890836221727149,12,12
schedule,lunch,1.5786761072994662,24.37307490241634,6.963010409918432,6.308072315668022,-0.6549380942504106,-0.6549380942504106,12,12
schedule,make,1.398834189267378,26.76673663101711,6.282202056434359,6.299719599589533,0.017517543155173954,0.017517543155173954,12,12
schedule,man,1.0078851827109023,26.239323453067815,6.353520665542943,6.7263105740677505,0.3727899085248074,0.3727899085248074,12,12
schedule,money,1.0320992555045971,24.59030107938586,6.908411334289533,6.781080371840445,-0.12733096244908815,-0.12733096244908815,12,12
schedule,morning,1.1251561489142516,26.726898941775957,6.9510041110058625,6.791866957527945,-0.1591371534779178,-0.1591371534779178,12,12
schedule,mouth,1.5428020308661552,20.209807579108084,6.890375869965413,6.368695086893251,-0.5216807830721626,-0.5216807830721626,12,12
schedule,movie,0.9636430528133968,27.917043742420812,6.682062260665693,6.976456537118765,0.2943942764530725,0.2943942764530725,12,12
schedule,muffin,0.6902932372372905,26.196634213174725,6.866894413671774,7.136554603718384,0.26966019004661046,0.26966019004661046,12,12
schedule,new,0.7141718337039652,28.840785987993776,6.352696757481915,6.884698305796551,0.5320015483146356,0.5320015483146356,12,12
schedule,night,1.0707901217996245,24.482917590787725,6.596687406916407,6.6069144717727335,0.010227064856326074,0.010227064856326074,12,12
schedule,nose,1.5145545069709399,17.566643472145085,6.998456161522492,6.791306720094747,-0.20714944142774527,-0.20714944142774527,12,12
schedule,open,1.3424801237246689,22.114445562602707,6.8260890546215505,6.05576159008356,-0.7703274645379903,-0.7703274645379903,12,12
schedule,outside,1.3585345772523496,20.586834888836407,6.903701106366022,6.554070688948043,-0.34963041741797873,-0.34963041741797873,12,12
schedule,park,0.8354214238999201,22.878206476855862,6.912847232085124,7.152693886731288,0.23984665464616395,0.23984665464616395,12,12
schedule,pen,0.7563744986719998,24.683860647952418,7.36406681105335,7.460479628068122,0.09641281701477222,0.09641281701477222,12,12
schedule,penguin,0.93312212089497,26.410930852292893,7.0637395111800085,6.672330612876276,-0.39140889830373293,-0.39140889830373293,12,12
schedule,people,0.8665252479168912,27.729170763166103,6.221130598938549,6.925862113429861,0.7047315144913116,0.7047315144913116,12,12
schedule,picture,1.608679616262791,24.12466878869911,7.080758544696047,6.316232708819447,-0.7645258358765998,-0.7645258358765998,12,12
