family,arch,arm,checkpoint,seed,role,group,n,mean_gain,mean_a_nll,mean_b_nll,sd_gain,se_gain
rewrite,D,D_HM_43022,chck_100M,43022,H,ALL,5892,4.278018843430735,3.457729834211159,7.735748677641895,4.172403359504182,0.05435692961105923
rewrite,D,D_HM_43022,chck_100M,43022,H,token_nonoverlap,2732,1.510018685667627,6.226914623081698,7.736933308749324,3.1980169972284163,0.06118435979731597
rewrite,D,D_HM_43022,chck_100M,43022,H,token_overlap,3160,6.671112650712005,1.0636118458585286,7.734724496570534,3.3566206404614927,0.05971160151668501
rewrite,D,D_HM_43022,chck_80M,43022,H,ALL,5892,4.156884693632765,3.565114736873948,7.721999430506713,4.16078844093101,0.05420561362913673
rewrite,D,D_HM_43022,chck_80M,43022,H,token_nonoverlap,2732,1.3564904899579113,6.365744965243334,7.722235455201246,3.111121446886054,0.0595218768832037
rewrite,D,D_HM_43022,chck_80M,43022,H,token_overlap,3160,6.577984998835202,1.143810374878643,7.721795373713845,3.357027589403017,0.05971884081347686
rewrite,D,D_HM_43022,chck_90M,43022,H,ALL,5892,4.271017834992068,3.461116063786086,7.732133898778154,4.179748260262021,0.054452616968942456
rewrite,D,D_HM_43022,chck_90M,43022,H,token_nonoverlap,2732,1.4959475921980334,6.235441308364607,7.731388900562641,3.2083367012323905,0.06138179604713208
rewrite,D,D_HM_43022,chck_90M,43022,H,token_overlap,3160,6.6702241335089365,1.0625538586631362,7.732777992172072,3.3557342791969655,0.05969583385739421
