arm,checkpoint,copy_pairs,elapsed_sec,entity_items,rewrite_pairs,scored_records
D_HM_43022,chck_80M,2000,15.06,1221,5892,25552
D_HM_43022,chck_90M,2000,13.69,1221,5892,25552
D_HM_43022,chck_100M,2000,13.41,1221,5892,25552
