family,arch,arm,checkpoint,seed,role,group,n,mean_gain,mean_a_nll,mean_b_nll,sd_gain,se_gain
copy,D,D_HM_43022,chck_100M,43022,H,ALL,2000,4.168617629974993,0.2273564247322047,4.395974054707198,4.149821721197011,0.09279283463101695
copy,D,D_HM_43022,chck_100M,43022,H,domain_bnc_spoken,180,4.594401696222162,0.4383265663824406,5.032728262604603,3.8371410062137103,0.28600360430485994
copy,D,D_HM_43022,chck_100M,43022,H,domain_childes,642,2.845455208569254,0.17665666222695947,3.0221118707962136,3.418460856481173,0.13491588834251217
copy,D,D_HM_43022,chck_100M,43022,H,domain_gutenberg,468,4.895703693736331,0.20498953589644497,5.100693229632776,4.293399789759027,0.19846247548772414
copy,D,D_HM_43022,chck_100M,43022,H,domain_open_subtitles,434,5.002132678949477,0.2432658582331515,5.245398537182628,4.222616504961993,0.20269207848846893
copy,D,D_HM_43022,chck_100M,43022,H,domain_simple_wiki,272,4.435357827977584,0.22336723679918855,4.658725064776773,4.755436820810263,0.28834071041400233
copy,D,D_HM_43022,chck_100M,43022,H,domain_switchboard,4,3.7321175464894623,0.033029170939698815,3.765146717429161,3.4467859752482264,1.7233929876241132
copy,D,D_HM_43022,chck_100M,43022,H,span_1,1000,4.296912127233256,0.31169454028080884,4.6086066675140644,4.460319932262491,0.14104770078997417
copy,D,D_HM_43022,chck_100M,43022,H,span_4,1000,4.040323132716731,0.14301830918360053,4.183341441900331,3.80981204014653,0.12047683503995889
copy,D,D_HM_43022,chck_80M,43022,H,ALL,2000,4.146811596846465,0.24951141788484482,4.39632301473131,4.107043745412722,0.09183629001308186
copy,D,D_HM_43022,chck_80M,43022,H,domain_bnc_spoken,180,4.59039301222947,0.4592991063031756,5.049692118532645,3.8963236538525576,0.29041481841182265
copy,D,D_HM_43022,chck_80M,43022,H,domain_childes,642,2.8169690051774525,0.2083525052946432,3.0253215104720956,3.3661151407480734,0.13284996773216903
copy,D,D_HM_43022,chck_80M,43022,H,domain_gutenberg,468,4.877364587681123,0.23250618192759848,5.1098707696087216,4.208608501870359,0.19454299681855464
copy,D,D_HM_43022,chck_80M,43022,H,domain_open_subtitles,434,4.980200858273664,0.2527852465243635,5.232986104798027,4.196360958479485,0.20143177192685333
copy,D,D_HM_43022,chck_80M,43022,H,domain_simple_wiki,272,4.412685780785906,0.23491065423238874,4.647596435018294,4.702323002508712,0.2851202121340441
copy,D,D_HM_43022,chck_80M,43022,H,domain_switchboard,4,3.648504567099735,0.04232503776438534,3.6908296048641205,3.1670964192426667,1.5835482096213334
copy,D,D_HM_43022,chck_80M,43022,H,span_1,1000,4.244704389387883,0.3437602266904546,4.588464616078338,4.388489553876788,0.13877622478106863
copy,D,D_HM_43022,chck_80M,43022,H,span_4,1000,4.048918804305047,0.15526260907923506,4.204181413384282,3.802316411257579,0.12023980244211446
copy,D,D_HM_43022,chck_90M,43022,H,ALL,2000,4.1962923547352,0.22397376559177587,4.420266120326976,4.162911164912515,0.0930855234903722
copy,D,D_HM_43022,chck_90M,43022,H,domain_bnc_spoken,180,4.640228815629639,0.4373558114095229,5.077584627039162,3.868748510740888,0.28835948859559
copy,D,D_HM_43022,chck_90M,43022,H,domain_childes,642,2.860983838037034,0.17267491505544982,3.033658753092484,3.4251424054537165,0.13517958804626207
copy,D,D_HM_43022,chck_90M,43022,H,domain_gutenberg,468,4.93560476712886,0.1973531615014166,5.132957928630276,4.308096703144256,0.19914184054928175
copy,D,D_HM_43022,chck_90M,43022,H,domain_open_subtitles,434,5.017558987040841,0.24237081352740683,5.259929800568249,4.222718277520128,0.20269696372758958
copy,D,D_HM_43022,chck_90M,43022,H,domain_simple_wiki,272,4.476955421290861,0.22312222561823306,4.700077646909095,4.777634301686956,0.28968663038866754
copy,D,D_HM_43022,chck_90M,43022,H,domain_switchboard,4,3.8440981635358185,0.031682910630479455,3.875781074166298,3.5311242981323736,1.7655621490661868
copy,D,D_HM_43022,chck_90M,43022,H,span_1,1000,4.315542433876292,0.3078960806534492,4.623438514529742,4.467382311814623,0.1412710328408275
copy,D,D_HM_43022,chck_90M,43022,H,span_4,1000,4.077042275594107,0.14005145053010257,4.21709372612421,3.830628258033148,0.12113510164787938
