arm,checkpoint,probe_id,class_label,subtype,pair_id,distance_bin,intervening_words,nll_present,nll_replaced,antecedent_gain,n_tokens_present,n_tokens_replaced,truncated_present,truncated_replaced
D_V_43022,chck_80M,natural_mention:nr:00030,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0099,10_19,12,0.476559042930603,0.3756939172744751,-0.10086512565612793,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00031,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0127,05_09,7,2.899170160293579,3.0081803798675537,0.10901021957397461,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00032,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0044,10_19,13,7.169047832489014,6.6658759117126465,-0.5031719207763672,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00033,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0051,10_19,11,4.458410739898682,5.537631511688232,1.0792207717895508,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00034,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0040,10_19,15,3.7584612369537354,4.647465705871582,0.8890044689178467,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00035,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0110,05_09,8,1.340170979499817,1.3918514251708984,0.05168044567108154,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00036,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0085,00_04,0,6.505950927734375,6.64455509185791,0.13860416412353516,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00037,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0104,05_09,9,0.5240713357925415,0.6026836037635803,0.07861226797103882,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00038,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0072,00_04,0,3.9254355430603027,3.58158540725708,-0.34385013580322266,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00039,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0124,05_09,9,0.10122226923704147,0.16511769592761993,0.06389542669057846,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00040,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0092,10_19,17,0.9666934013366699,0.8455055356025696,-0.12118786573410034,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00041,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0036,10_19,18,3.063602924346924,8.434496879577637,5.370893955230713,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00042,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0121,10_19,12,0.49381813406944275,0.5093425512313843,0.015524417161941528,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00043,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0057,00_04,4,2.6779568195343018,2.259958267211914,-0.4179985523223877,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00044,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0080,00_04,0,8.10749626159668,7.399019241333008,-0.7084770202636719,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00045,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0064,00_04,1,8.186074256896973,7.750681400299072,-0.4353928565979004,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00046,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0029,20_39,26,6.877033233642578,7.402438640594482,0.5254054069519043,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00047,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0014,40_79,42,2.797401189804077,9.034446716308594,6.237045526504517,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00048,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0010,40_79,48,9.037172317504883,9.374966621398926,0.33779430389404297,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00049,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0075,00_04,0,7.101844787597656,7.45607328414917,0.35422849655151367,7,7,False,False
D_V_43022,chck_80M,natural_mention:nr:00050,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0081,00_04,0,4.896504878997803,4.53255558013916,-0.3639492988586426,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00051,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0096,10_19,14,0.4073658883571625,0.01709628850221634,-0.39026959985494614,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00052,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0062,00_04,2,5.810429573059082,6.2725372314453125,0.46210765838623047,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00053,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0107,05_09,8,0.21062667667865753,0.16469788551330566,-0.04592879116535187,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00054,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0120,10_19,15,0.4914730489253998,0.31297749280929565,-0.17849555611610413,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00055,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0071,00_04,0,1.903080940246582,2.343024730682373,0.439943790435791,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00056,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0093,10_19,16,0.782355785369873,0.8414895534515381,0.05913376808166504,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00057,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0095,10_19,15,0.2199150174856186,0.3082751929759979,0.08836017549037933,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00058,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0028,20_39,27,3.429797649383545,9.10785961151123,5.6780619621276855,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00059,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0125,05_09,9,0.030330559238791466,0.03687477484345436,0.006544215604662895,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00060,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0083,00_04,0,8.148283958435059,7.7360992431640625,-0.4121847152709961,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00061,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0011,40_79,48,7.236695289611816,8.472685813903809,1.2359905242919922,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00062,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0003,40_79,57,3.2375800609588623,8.558184623718262,5.320604562759399,5,5,False,False
D_V_43022,chck_80M,natural_mention:nr:00063,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0066,00_04,0,5.239892959594727,5.053746700286865,-0.18614625930786133,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00064,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0042,10_19,14,1.4905474185943604,9.682319641113281,8.191772222518921,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00065,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0065,00_04,1,7.211274147033691,6.845104694366455,-0.36616945266723633,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00066,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0078,00_04,0,2.8125603199005127,3.9769418239593506,1.164381504058838,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00067,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0076,00_04,0,4.108360290527344,4.293132305145264,0.18477201461791992,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00068,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0086,00_04,0,6.560847759246826,6.311897277832031,-0.24895048141479492,7,7,False,False
D_V_43022,chck_80M,natural_mention:nr:00069,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0111,05_09,8,0.0980382114648819,0.0575307197868824,-0.040507491677999496,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00070,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0052,10_19,10,7.267516136169434,7.202906131744385,-0.06461000442504883,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00071,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0108,05_09,8,1.0954668521881104,1.170084834098816,0.07461798191070557,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00072,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0004,40_79,56,0.5207957029342651,6.05558967590332,5.534793972969055,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00073,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0091,10_19,18,0.14248189330101013,0.26909172534942627,0.12660983204841614,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00074,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0047,10_19,12,3.692436456680298,4.221293926239014,0.5288574695587158,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00075,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0126,05_09,7,5.72918176651001,5.529463291168213,-0.19971847534179688,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00076,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0069,00_04,0,7.959041595458984,7.897385597229004,-0.06165599822998047,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00077,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0114,05_09,7,1.3402637243270874,1.6255017518997192,0.28523802757263184,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00078,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0087,20_39,33,1.9004526138305664,3.4985334873199463,1.5980808734893799,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00079,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0098,10_19,12,3.091827630996704,3.069706439971924,-0.022121191024780273,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00080,nonidentical_remention,nonperson_name_to_pronoun,natural_distance_pair:0118,10_19,19,0.654043972492218,0.6189765334129333,-0.03506743907928467,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00081,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0025,20_39,28,4.852121829986572,7.956001281738281,3.103879451751709,4,4,False,False
D_V_43022,chck_80M,natural_mention:nr:00082,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0050,10_19,11,2.5017471313476562,3.270965576171875,0.7692184448242188,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00083,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0067,00_04,0,8.428454399108887,8.45156192779541,0.023107528686523438,6,6,False,False
D_V_43022,chck_80M,natural_mention:nr:00084,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0055,05_09,7,10.832847595214844,10.946324348449707,0.11347675323486328,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00085,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0113,05_09,7,0.018219027668237686,0.03587010130286217,0.01765107363462448,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00086,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0088,20_39,21,5.734156608581543,5.5525288581848145,-0.18162775039672852,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00087,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0033,20_39,20,10.629415512084961,10.750207901000977,0.12079238891601562,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00088,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0015,20_39,38,8.584856033325195,10.814617156982422,2.2297611236572266,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00089,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0000,40_79,74,2.680440902709961,6.838483810424805,4.158042907714844,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00090,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0068,00_04,0,7.537765979766846,7.0292487144470215,-0.5085172653198242,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00091,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0048,10_19,12,4.193212509155273,4.8136186599731445,0.6204061508178711,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00092,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0032,20_39,21,8.001810073852539,7.840695858001709,-0.16111421585083008,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00093,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0103,10_19,10,2.635411262512207,2.168304681777954,-0.46710658073425293,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00094,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0024,20_39,29,4.754944324493408,4.526391506195068,-0.22855281829833984,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00095,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0059,00_04,4,0.6248489618301392,0.546538770198822,-0.07831019163131714,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00096,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0101,10_19,11,4.329523086547852,4.213400363922119,-0.11612272262573242,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00097,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0007,40_79,52,3.412724256515503,9.194084167480469,5.781359910964966,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00098,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0023,20_39,30,4.251840591430664,8.656057357788086,4.404216766357422,5,5,False,False
D_V_43022,chck_80M,natural_mention:nr:00099,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0054,05_09,9,7.2544121742248535,7.739820957183838,0.4854087829589844,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00100,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0020,20_39,31,8.722506523132324,6.82226037979126,-1.9002461433410645,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00101,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0037,10_19,17,3.2067325115203857,3.5758001804351807,0.3690676689147949,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00102,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0073,00_04,0,6.110753059387207,5.456494331359863,-0.6542587280273438,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00103,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0002,40_79,62,6.499139785766602,6.5130534172058105,0.013913631439208984,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00104,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0018,20_39,35,0.33471864461898804,11.885225296020508,11.55050665140152,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00105,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0013,40_79,44,5.3060455322265625,7.250514030456543,1.9444684982299805,4,4,False,False
D_V_43022,chck_80M,natural_mention:nr:00106,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0006,40_79,53,11.479023933410645,11.441167831420898,-0.037856101989746094,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00107,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0041,10_19,15,5.954535961151123,8.108654022216797,2.154118061065674,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00108,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0030,20_39,23,3.75592041015625,10.959774017333984,7.203853607177734,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00109,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0039,10_19,16,1.0791106224060059,0.358565092086792,-0.7205455303192139,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00110,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0021,20_39,31,0.07925716042518616,0.08794320374727249,0.008686043322086334,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00111,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0016,20_39,37,5.199080467224121,5.33875846862793,0.1396780014038086,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00112,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0102,10_19,10,0.903033435344696,0.8291243314743042,-0.07390910387039185,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00113,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0012,40_79,48,4.59461784362793,6.775371551513672,2.180753707885742,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00114,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0090,20_39,21,2.8847861289978027,2.819223165512085,-0.06556296348571777,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00115,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0109,05_09,8,0.7980200052261353,0.3553474545478821,-0.4426725506782532,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00116,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0094,10_19,15,0.5670852065086365,0.08520487695932388,-0.4818803295493126,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00117,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0116,05_09,6,1.9143662452697754,1.7360942363739014,-0.17827200889587402,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00118,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0019,20_39,33,7.219895839691162,7.323703765869141,0.10380792617797852,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00119,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0105,05_09,9,0.5488370656967163,0.49445095658302307,-0.05438610911369324,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00120,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0115,05_09,6,1.2418099641799927,1.0649141073226929,-0.1768958568572998,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00121,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0061,00_04,2,5.165572166442871,5.334605693817139,0.16903352737426758,4,4,False,False
D_V_43022,chck_80M,natural_mention:nr:00122,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0082,00_04,0,3.3391873836517334,3.4206643104553223,0.08147692680358887,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00123,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0017,20_39,36,2.3866207599639893,2.241838216781616,-0.14478254318237305,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00124,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0034,20_39,20,3.4822824001312256,8.36491870880127,4.882636308670044,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00125,nonidentical_remention,explicit_appositive_description,natural_distance_pair:0077,00_04,0,5.56713342666626,6.51912260055542,0.9519891738891602,3,3,False,False
D_V_43022,chck_80M,natural_mention:nr:00126,nonidentical_remention,full_name_to_acronym,natural_distance_pair:0031,20_39,22,8.072622299194336,9.016311645507812,0.9436893463134766,2,2,False,False
D_V_43022,chck_80M,natural_mention:nr:00127,nonidentical_remention,person_name_to_pronoun,natural_distance_pair:0106,05_09,8,0.020758748054504395,0.05761535093188286,0.036856602877378464,1,1,False,False
D_V_43022,chck_80M,natural_mention:nr:00128,nonidentical_remention,full_name_to_surname_or_final_token,natural_distance_pair:0038,10_19,16,5.569223880767822,8.393501281738281,2.824277400970459,2,2,False,False
D_V_43022,chck_80M,natural_mention:vr:00129,verbatim_remention,exact_named_entity,natural_distance_pair:0082,00_04,4,8.663576126098633,8.614019393920898,-0.049556732177734375,2,2,False,False
D_V_43022,chck_80M,natural_mention:vr:00130,verbatim_remention,exact_named_entity,natural_distance_pair:0041,10_19,15,0.1301485151052475,8.271414756774902,8.141266241669655,3,3,False,False
D_V_43022,chck_80M,natural_mention:vr:00131,verbatim_remention,exact_named_entity,natural_distance_pair:0046,10_19,13,0.35767966508865356,8.201140403747559,7.843460738658905,5,5,False,False
D_V_43022,chck_80M,natural_mention:vr:00132,verbatim_remention,exact_named_entity,natural_distance_pair:0080,00_04,3,6.6313629150390625,6.496347904205322,-0.13501501083374023,3,3,False,False
D_V_43022,chck_80M,natural_mention:vr:00133,verbatim_remention,exact_named_entity,natural_distance_pair:0035,10_19,19,4.781607627868652,6.426479339599609,1.644871711730957,1,1,False,False
D_V_43022,chck_80M,natural_mention:vr:00134,verbatim_remention,exact_named_entity,natural_distance_pair:0081,00_04,4,1.7411487102508545,1.8532378673553467,0.11208915710449219,1,1,False,False
D_V_43022,chck_80M,natural_mention:vr:00135,verbatim_remention,exact_named_entity,natural_distance_pair:0026,20_39,28,0.05291878804564476,1.6353822946548462,1.5824635066092014,2,2,False,False
D_V_43022,chck_80M,natural_mention:vr:00136,verbatim_remention,exact_named_entity,natural_distance_pair:0006,40_79,54,9.44573974609375,9.863426208496094,0.41768646240234375,2,2,False,False
D_V_43022,chck_80M,natural_mention:vr:00137,verbatim_remention,exact_named_entity,natural_distance_pair:0100,10_19,12,1.6210631132125854,3.5673460960388184,1.946282982826233,2,2,False,False
D_V_43022,chck_80M,natural_mention:vr:00138,verbatim_remention,exact_named_entity,natural_distance_pair:0111,05_09,8,0.09550079703330994,3.4064559936523438,3.310955196619034,3,3,False,False
D_V_43022,chck_80M,natural_mention:vr:00139,verbatim_remention,exact_named_entity,natural_distance_pair:0015,20_39,38,0.2563338875770569,4.593216419219971,4.336882531642914,3,3,False,False
D_V_43022,chck_80M,natural_mention:vr:00140,verbatim_remention,exact_named_entity,natural_distance_pair:0091,10_19,18,7.760194778442383,10.1883544921875,2.428159713745117,4,4,False,False
