tokenizer,schedule,charged_words_total,pairaware_active_token_ratio_vs_prefix,prefix_optimizer_steps_total,greedy_group_optimizer_steps_total,pairaware_optimizer_steps_total,pairaware_step_delta_vs_greedy,pairaware_step_ratio_vs_prefix,pairaware_step_ratio_vs_greedy,prefix_pair_full_fraction_epoch_mean,greedy_pair_full_fraction_epoch_mean,pairaware_pair_full_fraction_epoch_mean,pairaware_pair_overlong_fraction_epoch_mean
legal16k,64x3_128x4_256x3,100000000,1.6583989403450095,2530,2848,2858,10,1.1296442687747035,1.0035112359550562,0.5520937885643769,0.7171945701357466,0.9381900452488688,0.06180995475113123
legal16k,64x7_256x3,100000000,2.0399172243573855,2530,2752,2766,14,1.093280632411067,1.0050872093023255,0.42747017688194155,0.5692719045660223,0.857696421225833,0.14230357877416702
minfreq50_supportfloor,64x3_128x4_256x3,100000000,1.6459475235754912,2530,2815,2825,10,1.116600790513834,1.0035523978685612,0.5621472645002057,0.7233730974907445,0.9442369395310571,0.05576306046894282
minfreq50_supportfloor,64x7_256x3,100000000,2.0267598177248343,2530,2719,2733,14,1.0802371541501976,1.0051489518205223,0.4340353763883176,0.5804524886877828,0.8711147675853559,0.12888523241464417
