arm,observed_70M_cheap7,leader_cheap7,needed_70M_to_leader_cheap7,n_historical_70M_to_100M,historical_70M_to_100M_min,historical_70M_to_100M_max,historical_70M_to_100M_mean,historical_count_delta_ge_needed,historical_frac_delta_ge_needed
compact_view_70M,42.65714285714286,43.769999999999996,1.1128571428571377,2,0.06928571428571217,0.36142857142857565,0.2153571428571439,0,0.0
source_breadth_rowblock_70M,42.03142857142858,43.769999999999996,1.7385714285714187,2,0.06928571428571217,0.36142857142857565,0.2153571428571439,0,0.0
