contrast,checkpoint,pair_key,from_arm,to_arm,from_state,to_state,family,template_id,actor_entity,from_affected_correct,from_unaffected_correct,to_affected_correct,to_unaffected_correct,from_affected_margin,from_unaffected_margin,to_affected_margin,to_unaffected_margin
VminusR,chck_80M,Q_balloon_gate_dark_lit_lit_held1_balloon,repeat,view,affected_only,unaffected_only,dark_lit,held1,balloon,True,False,False,True,1.7651907205581665,-1.6929850578308105,-1.000006377696991,0.9051535427570343
VminusR,chck_80M,Q_balloon_gate_dark_lit_lit_held1_gate,repeat,view,affected_only,unaffected_only,dark_lit,held1,gate,True,False,False,True,1.7074838280677795,-1.6584575176239014,-0.9662541151046753,0.9402610063552856
VminusR,chck_80M,Q_balloon_gate_open_closed_closed_held1_balloon,repeat,view,affected_only,affected_only,open_closed,held1,balloon,True,False,True,False,1.583815336227417,-1.4108879566192627,1.0314536690711975,-1.23111891746521
VminusR,chck_80M,Q_balloon_gate_open_closed_closed_held1_gate,repeat,view,affected_only,affected_only,open_closed,held1,gate,True,False,True,False,1.290564775466919,-1.527116298675537,1.3021081686019897,-1.1184362173080444
VminusR,chck_80M,Q_balloon_gate_open_closed_open_held1_balloon,repeat,view,unaffected_only,unaffected_only,open_closed,held1,balloon,False,True,False,True,-1.6791672706604004,1.6611580848693848,-1.0942366123199463,1.2951807379722595
VminusR,chck_80M,Q_balloon_gate_open_closed_open_held1_gate,repeat,view,unaffected_only,unaffected_only,open_closed,held1,gate,False,True,False,True,-1.396176815032959,1.5774915218353271,-1.3388240337371826,1.2106515169143677
VminusR,chck_80M,Q_bowl_box_dark_lit_dark_held0_bowl,repeat,view,unaffected_only,unaffected_only,dark_lit,held0,bowl,False,True,False,True,-4.820204377174377,4.728975534439087,-0.3736848831176758,0.19950485229492188
VminusR,chck_80M,Q_bowl_box_dark_lit_dark_held0_box,repeat,view,unaffected_only,unaffected_only,dark_lit,held0,box,False,True,False,True,-3.8080886602401733,5.367729663848877,-0.22403669357299805,0.6591429710388184
VminusR,chck_80M,Q_bowl_box_dark_lit_lit_held0_bowl,repeat,view,unaffected_only,unaffected_only,dark_lit,held0,bowl,False,True,False,True,-4.404742002487183,4.309448719024658,-2.0077019929885864,1.8289793729782104
VminusR,chck_80M,Q_bowl_box_dark_lit_lit_held0_box,repeat,view,unaffected_only,unaffected_only,dark_lit,held0,box,False,True,False,True,-3.312018394470215,5.228556156158447,-1.7262033224105835,2.4095263481140137
VminusR,chck_80M,Q_bowl_box_open_closed_closed_held0_bowl,repeat,view,unaffected_only,affected_only,open_closed,held0,bowl,False,True,True,False,-2.7387285232543945,2.6673030853271484,0.6065846681594849,-0.6851407885551453
VminusR,chck_80M,Q_bowl_box_open_closed_closed_held0_box,repeat,view,unaffected_only,affected_only,open_closed,held0,box,False,True,True,False,-2.1897084712982178,3.1002979278564453,0.7800507247447968,-0.46361851692199707
VminusR,chck_80M,Q_bowl_box_open_closed_open_held0_bowl,repeat,view,unaffected_only,unaffected_only,open_closed,held0,bowl,False,True,False,True,-1.2921102046966553,0.8889708518981934,-1.2983547151088715,1.2940303087234497
VminusR,chck_80M,Q_bowl_box_open_closed_open_held0_box,repeat,view,unaffected_only,unaffected_only,open_closed,held0,box,False,True,False,True,-0.6497831344604492,1.4965496063232422,-1.4002789556980133,1.4677577018737793
VminusR,chck_80M,Q_bowl_jar_dark_lit_dark_held1_bowl,repeat,view,unaffected_only,affected_only,dark_lit,held1,bowl,False,True,True,False,-3.008604645729065,2.938107669353485,0.6205723285675049,-0.6281352043151855
VminusR,chck_80M,Q_bowl_jar_dark_lit_dark_held1_jar,repeat,view,unaffected_only,affected_only,dark_lit,held1,jar,False,True,True,False,-3.011711537837982,3.0343263745307922,0.6453087329864502,-0.591017484664917
VminusR,chck_80M,Q_bowl_jar_dark_lit_lit_held1_bowl,repeat,view,affected_only,unaffected_only,dark_lit,held1,bowl,True,False,False,True,2.1459699869155884,-2.1005629897117615,-1.018937587738037,0.8965404033660889
VminusR,chck_80M,Q_bowl_jar_dark_lit_lit_held1_jar,repeat,view,affected_only,unaffected_only,dark_lit,held1,jar,True,False,False,True,2.2336649298667908,-2.1757218837738037,-0.8920822739601135,0.9618359804153442
VminusR,chck_80M,Q_bowl_jar_open_closed_closed_held1_bowl,repeat,view,affected_only,affected_only,open_closed,held1,bowl,True,False,True,False,1.4544811248779297,-1.4776458740234375,0.9008004665374756,-1.0348197221755981
VminusR,chck_80M,Q_bowl_jar_open_closed_closed_held1_jar,repeat,view,affected_only,affected_only,open_closed,held1,jar,True,False,True,False,1.5147461891174316,-1.481689453125,1.1406163573265076,-0.9419769048690796
VminusR,chck_80M,Q_bowl_jar_open_closed_open_held1_bowl,repeat,view,unaffected_only,unaffected_only,open_closed,held1,bowl,False,True,False,True,-1.7680177688598633,1.697309970855713,-1.006424367427826,1.1109630465507507
VminusR,chck_80M,Q_bowl_jar_open_closed_open_held1_jar,repeat,view,unaffected_only,unaffected_only,open_closed,held1,jar,False,True,False,True,-1.67488694190979,1.710782527923584,-1.192565232515335,1.0805129408836365
VminusR,chck_80M,Q_box_door_clean_dirty_clean_held1_box,repeat,view,unaffected_only,unaffected_only,clean_dirty,held1,box,False,True,False,True,-0.7993157804012299,0.7074617147445679,-1.828694462776184,1.718428611755371
VminusR,chck_80M,Q_box_door_clean_dirty_clean_held1_door,repeat,view,unaffected_only,unaffected_only,clean_dirty,held1,door,False,True,False,True,-0.33337509632110596,0.5723555535078049,-1.7306357622146606,1.8158547282218933
VminusR,chck_80M,Q_box_door_clean_dirty_dirty_held1_box,repeat,view,unaffected_only,affected_only,clean_dirty,held1,box,False,True,True,False,-0.33877235651016235,0.33808401226997375,1.1497899293899536,-1.1652355790138245
VminusR,chck_80M,Q_box_door_clean_dirty_dirty_held1_door,repeat,view,unaffected_only,affected_only,clean_dirty,held1,door,False,True,True,False,-0.5010861754417419,0.6474737524986267,1.3207623958587646,-1.0394953489303589
VminusR,chck_80M,Q_box_door_flat_inflated_flat_held1_box,repeat,view,unaffected_only,unaffected_only,flat_inflated,held1,box,False,True,False,True,-4.508670449256897,3.866527020931244,-1.391375333070755,1.3927872478961945
VminusR,chck_80M,Q_box_door_flat_inflated_flat_held1_door,repeat,view,unaffected_only,unaffected_only,flat_inflated,held1,door,False,True,False,True,-3.5793314576148987,4.430141806602478,-1.1295804679393768,1.4228119254112244
VminusR,chck_80M,Q_box_door_flat_inflated_inflated_held1_box,repeat,view,affected_only,affected_only,flat_inflated,held1,box,True,False,True,False,3.479142665863037,-3.0461236238479614,0.36121654510498047,-0.45297956466674805
VminusR,chck_80M,Q_box_door_flat_inflated_inflated_held1_door,repeat,view,affected_only,both_correct,flat_inflated,held1,door,True,False,True,True,2.9232423305511475,-3.497639536857605,0.5642476081848145,0.07953810691833496
VminusR,chck_80M,Q_box_jar_clean_dirty_clean_held0_box,repeat,view,unaffected_only,unaffected_only,clean_dirty,held0,box,False,True,False,True,-4.1162025928497314,3.892178952693939,-2.7892584204673767,2.7442091703414917
VminusR,chck_80M,Q_box_jar_clean_dirty_clean_held0_jar,repeat,view,unaffected_only,unaffected_only,clean_dirty,held0,jar,False,True,False,True,-2.962034583091736,3.933355748653412,-2.6354438960552216,2.6746733486652374
VminusR,chck_80M,Q_box_jar_clean_dirty_dirty_held0_box,repeat,view,unaffected_only,affected_only,clean_dirty,held0,box,False,True,True,False,-1.3093960881233215,2.0406060218811035,1.3975315988063812,-1.2731660902500153
VminusR,chck_80M,Q_box_jar_clean_dirty_dirty_held0_jar,repeat,view,unaffected_only,affected_only,clean_dirty,held0,jar,False,True,True,False,-1.8241833746433258,1.8934068083763123,1.5141679644584656,-1.2960326671600342
VminusR,chck_80M,Q_box_jar_flat_inflated_flat_held0_box,repeat,view,unaffected_only,unaffected_only,flat_inflated,held0,box,False,True,False,True,-6.748636990785599,6.440301150083542,-2.7957051396369934,2.619070753455162
VminusR,chck_80M,Q_box_jar_flat_inflated_flat_held0_jar,repeat,view,unaffected_only,unaffected_only,flat_inflated,held0,jar,False,True,False,True,-5.226041615009308,6.273775190114975,-1.9608719050884247,2.4503425657749176
VminusR,chck_80M,Q_box_jar_flat_inflated_inflated_held0_box,repeat,view,affected_only,unaffected_only,flat_inflated,held0,box,True,False,False,True,1.102757453918457,-1.041305422782898,-1.005286693572998,1.3346649408340454
VminusR,chck_80M,Q_box_jar_flat_inflated_inflated_held0_jar,repeat,view,affected_only,unaffected_only,flat_inflated,held0,jar,True,False,False,True,0.8393981456756592,-1.0050157308578491,-1.0811415910720825,1.1184746026992798
VminusR,chck_80M,Q_cloth_lamp_clean_dirty_clean_held1_cloth,repeat,view,unaffected_only,unaffected_only,clean_dirty,held1,cloth,False,True,False,True,-1.0055402219295502,0.5697992965579033,-2.1376349925994873,1.9358267784118652
VminusR,chck_80M,Q_cloth_lamp_clean_dirty_clean_held1_lamp,repeat,view,unaffected_only,unaffected_only,clean_dirty,held1,lamp,False,True,False,True,-0.23484119772911072,0.8718489110469818,-1.932316541671753,2.0232973098754883
VminusR,chck_80M,Q_cloth_lamp_clean_dirty_dirty_held1_cloth,repeat,view,both_correct,affected_only,clean_dirty,held1,cloth,True,True,True,False,0.28371918201446533,0.3109647035598755,1.7848798036575317,-1.683664858341217
VminusR,chck_80M,Q_cloth_lamp_clean_dirty_dirty_held1_lamp,repeat,view,neither,affected_only,clean_dirty,held1,lamp,False,False,True,False,-0.5135268084704876,-0.011793017387390137,1.7414648532867432,-1.6842100024223328
VminusR,chck_80M,Q_cloth_lamp_flat_inflated_flat_held1_cloth,repeat,view,unaffected_only,unaffected_only,flat_inflated,held1,cloth,False,True,False,True,-3.111800193786621,3.2454931288957596,-1.0393499732017517,1.034695416688919
VminusR,chck_80M,Q_cloth_lamp_flat_inflated_flat_held1_lamp,repeat,view,unaffected_only,unaffected_only,flat_inflated,held1,lamp,False,True,False,True,-3.2491833865642548,3.180731102824211,-1.0346789360046387,1.1095509231090546
VminusR,chck_80M,Q_cloth_lamp_flat_inflated_inflated_held1_cloth,repeat,view,affected_only,affected_only,flat_inflated,held1,cloth,True,False,True,False,2.339664973318577,-2.6146717853844166,0.6785175800323486,-0.7381337285041809
VminusR,chck_80M,Q_cloth_lamp_flat_inflated_inflated_held1_lamp,repeat,view,affected_only,affected_only,flat_inflated,held1,lamp,True,False,True,False,2.6775546967983246,-2.4507405161857605,0.887932538986206,-0.6311915516853333
VminusR,chck_80M,Q_cloth_rope_clean_dirty_clean_held0_cloth,repeat,view,unaffected_only,unaffected_only,clean_dirty,held0,cloth,False,True,False,True,-3.7138214111328125,3.177126407623291,-3.0010170340538025,2.8460047841072083
VminusR,chck_80M,Q_cloth_rope_clean_dirty_clean_held0_rope,repeat,view,unaffected_only,unaffected_only,clean_dirty,held0,rope,False,True,False,True,-2.550251841545105,3.5389615297317505,-2.8115082383155823,2.988662302494049
VminusR,chck_80M,Q_cloth_rope_clean_dirty_dirty_held0_cloth,repeat,view,unaffected_only,affected_only,clean_dirty,held0,cloth,False,True,True,False,-0.44114553928375244,0.8148119449615479,1.8053338527679443,-1.5022278726100922
VminusR,chck_80M,Q_cloth_rope_clean_dirty_dirty_held0_rope,repeat,view,unaffected_only,affected_only,clean_dirty,held0,rope,False,True,True,False,-0.6908995509147644,0.8374524116516113,1.7537378668785095,-1.6322723925113678
VminusR,chck_80M,Q_cloth_rope_flat_inflated_flat_held0_cloth,repeat,view,unaffected_only,unaffected_only,flat_inflated,held0,cloth,False,True,False,True,-5.571769058704376,4.649909257888794,-2.6788031458854675,3.283388912677765
VminusR,chck_80M,Q_cloth_rope_flat_inflated_flat_held0_rope,repeat,view,unaffected_only,unaffected_only,flat_inflated,held0,rope,False,True,False,True,-3.462432622909546,4.406854093074799,-2.6278894543647766,3.2991589307785034
VminusR,chck_80M,Q_cloth_rope_flat_inflated_inflated_held0_cloth,repeat,view,unaffected_only,unaffected_only,flat_inflated,held0,cloth,False,True,False,True,-0.04347503185272217,0.1601642370223999,-1.152497410774231,1.3329801559448242
VminusR,chck_80M,Q_cloth_rope_flat_inflated_inflated_held0_rope,repeat,view,affected_only,unaffected_only,flat_inflated,held0,rope,True,False,False,True,0.09119880199432373,-0.29451417922973633,-1.3332524299621582,1.2768418788909912
VminusR,chck_80M,Q_cup_bowl_cold_hot_cold_held0_bowl,repeat,view,unaffected_only,affected_only,cold_hot,held0,bowl,False,True,True,False,-1.5290489196777344,1.2243986129760742,0.2945285439491272,-0.4116194546222687
VminusR,chck_80M,Q_cup_bowl_cold_hot_cold_held0_cup,repeat,view,unaffected_only,affected_only,cold_hot,held0,cup,False,True,True,False,-1.1437914371490479,1.5069961547851562,0.4914590120315552,-0.15691864490509033
VminusR,chck_80M,Q_cup_bowl_cold_hot_hot_held0_bowl,repeat,view,unaffected_only,unaffected_only,cold_hot,held0,bowl,False,True,False,True,-1.8953783512115479,1.9486877918243408,-2.2740870118141174,2.0782269835472107
VminusR,chck_80M,Q_cup_bowl_cold_hot_hot_held0_cup,repeat,view,unaffected_only,unaffected_only,cold_hot,held0,cup,False,True,False,True,-1.9853272438049316,1.9770822525024414,-2.103419542312622,2.4107664227485657
VminusR,chck_80M,Q_cup_bowl_empty_full_empty_held0_bowl,repeat,view,unaffected_only,affected_only,empty_full,held0,bowl,False,True,True,False,-1.010819673538208,0.8657245635986328,3.6105353832244873,-3.8097901344299316
VminusR,chck_80M,Q_cup_bowl_empty_full_empty_held0_cup,repeat,view,unaffected_only,affected_only,empty_full,held0,cup,False,True,True,False,-0.9209575653076172,1.0991392135620117,3.9418495893478394,-3.642234146595001
VminusR,chck_80M,Q_cup_bowl_empty_full_full_held0_bowl,repeat,view,unaffected_only,unaffected_only,empty_full,held0,bowl,False,True,False,True,-6.792324542999268,7.19172728061676,-6.560702323913574,6.519705057144165
VminusR,chck_80M,Q_cup_bowl_empty_full_full_held0_cup,repeat,view,unaffected_only,unaffected_only,empty_full,held0,cup,False,True,False,True,-7.336070656776428,7.025851488113403,-6.348319053649902,6.713266611099243
VminusR,chck_80M,Q_cup_box_cold_hot_cold_held1_box,repeat,view,affected_only,affected_only,cold_hot,held1,box,True,False,True,False,1.6420336961746216,-1.6099779605865479,0.9871363341808319,-0.8759052753448486
VminusR,chck_80M,Q_cup_box_cold_hot_cold_held1_cup,repeat,view,affected_only,affected_only,cold_hot,held1,cup,True,False,True,False,1.5947985649108887,-1.7055118083953857,0.9028764963150024,-0.9759023189544678
VminusR,chck_80M,Q_cup_box_cold_hot_hot_held1_box,repeat,view,unaffected_only,unaffected_only,cold_hot,held1,box,False,True,False,True,-2.2938897013664246,2.257545232772827,-1.214154064655304,1.1676762700080872
VminusR,chck_80M,Q_cup_box_cold_hot_hot_held1_cup,repeat,view,unaffected_only,unaffected_only,cold_hot,held1,cup,False,True,False,True,-2.2300491333007812,2.364359498023987,-1.1104696393013,1.2884869277477264
VminusR,chck_80M,Q_cup_box_empty_full_empty_held1_box,repeat,view,unaffected_only,affected_only,empty_full,held1,box,False,True,True,False,-0.8338260650634766,0.91786789894104,3.8730480670928955,-3.8208186626434326
VminusR,chck_80M,Q_cup_box_empty_full_empty_held1_cup,repeat,view,unaffected_only,affected_only,empty_full,held1,cup,False,True,True,False,-1.0322794914245605,1.0196614265441895,3.9759366512298584,-3.8434689044952393
VminusR,chck_80M,Q_cup_box_empty_full_full_held1_box,repeat,view,unaffected_only,unaffected_only,empty_full,held1,box,False,True,False,True,-0.49303746223449707,0.3159658908843994,-4.7971351146698,4.834456443786621
VminusR,chck_80M,Q_cup_box_empty_full_full_held1_cup,repeat,view,unaffected_only,unaffected_only,empty_full,held1,cup,False,True,False,True,-0.28271913528442383,0.3432743549346924,-4.729983806610107,4.835612058639526
VminusR,chck_80M,Q_door_cloth_cold_hot_cold_held1_cloth,repeat,view,affected_only,affected_only,cold_hot,held1,cloth,True,False,True,False,1.8272900581359863,-1.0846810340881348,0.8827777206897736,-0.8168871998786926
VminusR,chck_80M,Q_door_cloth_cold_hot_cold_held1_door,repeat,view,affected_only,affected_only,cold_hot,held1,door,True,False,True,False,0.8474730849266052,-1.6749224662780762,0.800701379776001,-0.7882303893566132
VminusR,chck_80M,Q_door_cloth_cold_hot_hot_held1_cloth,repeat,view,unaffected_only,unaffected_only,cold_hot,held1,cloth,False,True,False,True,-2.228153347969055,1.5518124997615814,-1.1158818006515503,1.0284864604473114
VminusR,chck_80M,Q_door_cloth_cold_hot_hot_held1_door,repeat,view,unaffected_only,unaffected_only,cold_hot,held1,door,False,True,False,True,-1.3199931383132935,2.1658966541290283,-0.9388510882854462,1.169002652168274
VminusR,chck_80M,Q_door_cloth_empty_full_empty_held1_cloth,repeat,view,unaffected_only,affected_only,empty_full,held1,cloth,False,True,True,False,-1.2784075736999512,0.4418916702270508,3.501888632774353,-3.724502444267273
VminusR,chck_80M,Q_door_cloth_empty_full_empty_held1_door,repeat,view,unaffected_only,affected_only,empty_full,held1,door,False,True,True,False,-0.4969019889831543,1.4709625244140625,3.802135467529297,-3.3718334436416626
VminusR,chck_80M,Q_door_cloth_empty_full_full_held1_cloth,repeat,view,unaffected_only,unaffected_only,empty_full,held1,cloth,False,True,False,True,-0.06393909454345703,0.7310662269592285,-4.145614385604858,4.313366770744324
VminusR,chck_80M,Q_door_cloth_empty_full_full_held1_door,repeat,view,neither,unaffected_only,empty_full,held1,door,False,False,False,True,-0.7218749523162842,-0.06935429573059082,-4.31906521320343,4.095432758331299
VminusR,chck_80M,Q_door_window_cold_hot_cold_held0_door,repeat,view,unaffected_only,affected_only,cold_hot,held0,door,False,True,True,False,-0.8657345771789551,1.421173095703125,0.7579812854528427,-0.7256543636322021
VminusR,chck_80M,Q_door_window_cold_hot_cold_held0_window,repeat,view,unaffected_only,affected_only,cold_hot,held0,window,False,True,True,False,-1.5015392303466797,1.0709905624389648,0.8101054131984711,-0.819131076335907
VminusR,chck_80M,Q_door_window_cold_hot_hot_held0_door,repeat,view,unaffected_only,unaffected_only,cold_hot,held0,door,False,True,False,True,-1.8047566413879395,1.9826860427856445,-1.8449153304100037,1.925977110862732
VminusR,chck_80M,Q_door_window_cold_hot_hot_held0_window,repeat,view,unaffected_only,unaffected_only,cold_hot,held0,window,False,True,False,True,-1.9449248313903809,1.8266522884368896,-1.8834147453308105,1.8083722591400146
VminusR,chck_80M,Q_door_window_empty_full_empty_held0_door,repeat,view,unaffected_only,affected_only,empty_full,held0,door,False,True,True,False,-0.17019128799438477,1.0148484706878662,3.58689284324646,-3.4797637462615967
VminusR,chck_80M,Q_door_window_empty_full_empty_held0_window,repeat,view,unaffected_only,affected_only,empty_full,held0,window,False,True,True,False,-1.0046875476837158,0.3592519760131836,3.5692988634109497,-3.6843607425689697
VminusR,chck_80M,Q_door_window_empty_full_full_held0_door,repeat,view,unaffected_only,unaffected_only,empty_full,held0,door,False,True,False,True,-4.377056837081909,4.72519326210022,-5.417165994644165,5.495917558670044
VminusR,chck_80M,Q_door_window_empty_full_full_held0_window,repeat,view,unaffected_only,unaffected_only,empty_full,held0,window,False,True,False,True,-4.817239046096802,4.5863282680511475,-5.5189478397369385,5.504295349121094
VminusR,chck_80M,Q_drawer_cup_clean_dirty_clean_held1_cup,repeat,view,unaffected_only,unaffected_only,clean_dirty,held1,cup,False,True,False,True,-1.0808083713054657,0.8905474543571472,-2.2038733959198,2.002705931663513
VminusR,chck_80M,Q_drawer_cup_clean_dirty_clean_held1_drawer,repeat,view,unaffected_only,unaffected_only,clean_dirty,held1,drawer,False,True,False,True,-0.636150449514389,1.0151084661483765,-2.0957862734794617,2.207012176513672
VminusR,chck_80M,Q_drawer_cup_clean_dirty_dirty_held1_cup,repeat,view,unaffected_only,affected_only,clean_dirty,held1,cup,False,True,True,False,-0.03271740674972534,0.18443286418914795,1.7420897483825684,-1.2911676466464996
VminusR,chck_80M,Q_drawer_cup_clean_dirty_dirty_held1_drawer,repeat,view,unaffected_only,affected_only,clean_dirty,held1,drawer,False,True,True,False,-0.18154364824295044,0.17296969890594482,1.5455853939056396,-1.5677622556686401
VminusR,chck_80M,Q_drawer_cup_flat_inflated_flat_held1_cup,repeat,view,unaffected_only,unaffected_only,flat_inflated,held1,cup,False,True,False,True,-3.867937207221985,4.720897078514099,-1.027696967124939,1.412841945886612
VminusR,chck_80M,Q_drawer_cup_flat_inflated_flat_held1_drawer,repeat,view,unaffected_only,unaffected_only,flat_inflated,held1,drawer,False,True,False,True,-4.6043490171432495,4.042145729064941,-1.297052800655365,1.3313111066818237
VminusR,chck_80M,Q_drawer_cup_flat_inflated_inflated_held1_cup,repeat,view,affected_only,both_correct,flat_inflated,held1,cup,True,False,True,True,3.1453017592430115,-3.787976026535034,0.4369894862174988,0.01284337043762207
VminusR,chck_80M,Q_drawer_cup_flat_inflated_inflated_held1_drawer,repeat,view,affected_only,affected_only,flat_inflated,held1,drawer,True,False,True,False,3.7157013416290283,-3.1556247919797897,0.437679648399353,-0.05579733848571777
VminusR,chck_80M,Q_drawer_gate_clean_dirty_clean_held0_drawer,repeat,view,unaffected_only,unaffected_only,clean_dirty,held0,drawer,False,True,False,True,-4.6694925129413605,4.183477163314819,-3.1299359798431396,3.1759268641471863
VminusR,chck_80M,Q_drawer_gate_clean_dirty_clean_held0_gate,repeat,view,unaffected_only,unaffected_only,clean_dirty,held0,gate,False,True,False,True,-2.863489270210266,3.943688213825226,-2.840178608894348,3.2085074186325073
VminusR,chck_80M,Q_drawer_gate_clean_dirty_dirty_held0_drawer,repeat,view,unaffected_only,affected_only,clean_dirty,held0,drawer,False,True,True,False,-2.1839208602905273,2.0509254932403564,1.5856676399707794,-1.6907488107681274
VminusR,chck_80M,Q_drawer_gate_clean_dirty_dirty_held0_gate,repeat,view,unaffected_only,affected_only,clean_dirty,held0,gate,False,True,True,False,-1.2255045473575592,2.225010871887207,1.97817724943161,-1.3961513042449951
VminusR,chck_80M,Q_drawer_gate_flat_inflated_flat_held0_drawer,repeat,view,unaffected_only,unaffected_only,flat_inflated,held0,drawer,False,True,False,True,-8.130065649747849,6.86920964717865,-4.4766925275325775,3.073073148727417
VminusR,chck_80M,Q_drawer_gate_flat_inflated_flat_held0_gate,repeat,view,unaffected_only,unaffected_only,flat_inflated,held0,gate,False,True,False,True,-4.435446500778198,7.156274884939194,-1.510213851928711,4.141359090805054
VminusR,chck_80M,Q_drawer_gate_flat_inflated_inflated_held0_drawer,repeat,view,affected_only,unaffected_only,flat_inflated,held0,drawer,True,False,False,True,1.367702603340149,-0.25854456424713135,-1.5945188999176025,1.5569708347320557
VminusR,chck_80M,Q_drawer_gate_flat_inflated_inflated_held0_gate,repeat,view,neither,unaffected_only,flat_inflated,held0,gate,False,False,False,True,-0.3130836486816406,-0.7256542444229126,-0.84580397605896,1.6174325942993164
VminusR,chck_80M,Q_gate_bowl_dry_wet_dry_held1_bowl,repeat,view,unaffected_only,unaffected_only,dry_wet,held1,bowl,False,True,False,True,-1.4673674702644348,1.187787652015686,-1.2708439230918884,1.2846339344978333
VminusR,chck_80M,Q_gate_bowl_dry_wet_dry_held1_gate,repeat,view,unaffected_only,unaffected_only,dry_wet,held1,gate,False,True,False,True,-1.1255953907966614,1.5323888063430786,-1.2113393247127533,1.329236924648285
VminusR,chck_80M,Q_gate_bowl_dry_wet_wet_held1_bowl,repeat,view,affected_only,affected_only,dry_wet,held1,bowl,True,False,True,False,1.1342573165893555,-0.916420578956604,1.0162643492221832,-1.1554341912269592
VminusR,chck_80M,Q_gate_bowl_dry_wet_wet_held1_gate,repeat,view,affected_only,affected_only,dry_wet,held1,gate,True,False,True,False,1.0278303027153015,-1.16703462600708,1.229059875011444,-1.048354595899582
VminusR,chck_80M,Q_gate_bowl_unlocked_locked_locked_held1_bowl,repeat,view,affected_only,affected_only,unlocked_locked,held1,bowl,True,False,True,False,3.034217029809952,-3.367980122566223,1.345365583896637,-1.1559393405914307
VminusR,chck_80M,Q_gate_bowl_unlocked_locked_locked_held1_gate,repeat,view,affected_only,affected_only,unlocked_locked,held1,gate,True,False,True,False,3.3852791786193848,-2.830189883708954,1.1174060106277466,-1.1259392499923706
VminusR,chck_80M,Q_gate_bowl_unlocked_locked_unlocked_held1_bowl,repeat,view,unaffected_only,unaffected_only,unlocked_locked,held1,bowl,False,True,False,True,-3.6905036568641663,3.8272032737731934,-1.6367660760879517,1.3356943130493164
VminusR,chck_80M,Q_gate_bowl_unlocked_locked_unlocked_held1_gate,repeat,view,unaffected_only,unaffected_only,unlocked_locked,held1,gate,False,True,False,True,-3.4977136850357056,3.3399184346199036,-1.2489893436431885,1.5717597603797913
VminusR,chck_80M,Q_gate_cup_dry_wet_dry_held0_cup,repeat,view,unaffected_only,unaffected_only,dry_wet,held0,cup,False,True,False,True,-2.3769664764404297,2.067915439605713,-1.8464937806129456,1.7249354124069214
VminusR,chck_80M,Q_gate_cup_dry_wet_dry_held0_gate,repeat,view,unaffected_only,unaffected_only,dry_wet,held0,gate,False,True,False,True,-1.4969525337219238,2.3713555335998535,-1.5746510922908783,1.8912018537521362
VminusR,chck_80M,Q_gate_cup_dry_wet_wet_held0_cup,repeat,view,unaffected_only,affected_only,dry_wet,held0,cup,False,True,True,False,-0.9564805030822754,0.5527658462524414,0.9704649746417999,-1.0797900259494781
