arm,checkpoint,group,n,accuracy_frac,accuracy_pp,pred_not_in_options_frac,pred_option0_frac,pred_option1_frac,pred_option2_frac,pred_option3_frac,pred_option4_frac,pred_index_counts_json
breadth,chck_90M,move_contents_numops_4,353,0.24645892351274787,24.64589235127479,0.0,0.24645892351274787,0.3031161473087819,0.24929178470254956,0.08498583569405099,0.11614730878186968,"{""0"": 87, ""1"": 107, ""2"": 88, ""3"": 30, ""4"": 41}"
breadth,chck_90M,move_contents_numops_5,116,0.3275862068965517,32.758620689655174,0.0,0.3275862068965517,0.16379310344827586,0.25,0.12931034482758622,0.12931034482758622,"{""0"": 38, ""1"": 19, ""2"": 29, ""3"": 15, ""4"": 15}"
repeat,chck_100M,all_18_subtasks,6780,0.25442477876106195,25.442477876106196,0.0,0.25442477876106195,0.2836283185840708,0.3210914454277286,0.07109144542772862,0.06976401179941003,"{""0"": 1725, ""1"": 1923, ""2"": 2177, ""3"": 482, ""4"": 473}"
repeat,chck_100M,zero_ops,1541,0.48215444516547695,48.2154445165477,0.0,0.48215444516547695,0.25502920181700195,0.20571057754704739,0.0317975340687865,0.025308241401687217,"{""0"": 743, ""1"": 393, ""2"": 317, ""3"": 49, ""4"": 39}"
repeat,chck_100M,nonzero_ops,5239,0.18744035121206337,18.744035121206338,0.0,0.18744035121206337,0.29204046573773623,0.35502958579881655,0.08264936056499332,0.08284023668639054,"{""0"": 982, ""1"": 1530, ""2"": 1860, ""3"": 433, ""4"": 434}"
repeat,chck_100M,numops_0,1541,0.48215444516547695,48.2154445165477,0.0,0.48215444516547695,0.25502920181700195,0.20571057754704739,0.0317975340687865,0.025308241401687217,"{""0"": 743, ""1"": 393, ""2"": 317, ""3"": 49, ""4"": 39}"
repeat,chck_100M,numops_1,1274,0.13657770800627944,13.657770800627944,0.0,0.13657770800627944,0.3814756671899529,0.35086342229199374,0.07221350078492936,0.05886970172684458,"{""0"": 174, ""1"": 486, ""2"": 447, ""3"": 92, ""4"": 75}"
repeat,chck_100M,numops_2,1217,0.1865242399342646,18.65242399342646,0.0,0.1865242399342646,0.33278553820870993,0.35086277732128185,0.07066557107641742,0.05916187345932621,"{""0"": 227, ""1"": 405, ""2"": 427, ""3"": 86, ""4"": 72}"
repeat,chck_100M,numops_3,1240,0.18629032258064515,18.629032258064516,0.0,0.18629032258064515,0.26048387096774195,0.3580645161290323,0.08629032258064516,0.10887096774193548,"{""0"": 231, ""1"": 323, ""2"": 444, ""3"": 107, ""4"": 135}"
repeat,chck_100M,numops_4,1175,0.2323404255319149,23.23404255319149,0.0,0.2323404255319149,0.225531914893617,0.36425531914893616,0.08425531914893616,0.09361702127659574,"{""0"": 273, ""1"": 265, ""2"": 428, ""3"": 99, ""4"": 110}"
repeat,chck_100M,numops_5,333,0.23123123123123124,23.123123123123122,0.0,0.23123123123123124,0.15315315315315314,0.34234234234234234,0.14714714714714713,0.12612612612612611,"{""0"": 77, ""1"": 51, ""2"": 114, ""3"": 49, ""4"": 42}"
repeat,chck_100M,split_ambiref,2315,0.241036717062635,24.103671706263498,0.0,0.241036717062635,0.265658747300216,0.27257019438444924,0.10367170626349892,0.11706263498920086,"{""0"": 558, ""1"": 615, ""2"": 631, ""3"": 240, ""4"": 271}"
repeat,chck_100M,ambiref_zero_ops,508,0.33858267716535434,33.85826771653543,0.0,0.33858267716535434,0.2874015748031496,0.23031496062992127,0.08070866141732283,0.06299212598425197,"{""0"": 172, ""1"": 146, ""2"": 117, ""3"": 41, ""4"": 32}"
repeat,chck_100M,ambiref_nonzero_ops,1807,0.2136137244050913,21.361372440509133,0.0,0.2136137244050913,0.25954620918649696,0.2844493635860542,0.11012728278915329,0.1322634200332042,"{""0"": 386, ""1"": 469, ""2"": 514, ""3"": 199, ""4"": 239}"
repeat,chck_100M,ambiref_numops_0,508,0.33858267716535434,33.85826771653543,0.0,0.33858267716535434,0.2874015748031496,0.23031496062992127,0.08070866141732283,0.06299212598425197,"{""0"": 172, ""1"": 146, ""2"": 117, ""3"": 41, ""4"": 32}"
repeat,chck_100M,ambiref_numops_1,428,0.15186915887850466,15.186915887850468,0.0,0.15186915887850466,0.39485981308411217,0.2570093457943925,0.102803738317757,0.09345794392523364,"{""0"": 65, ""1"": 169, ""2"": 110, ""3"": 44, ""4"": 40}"
repeat,chck_100M,ambiref_numops_2,413,0.2009685230024213,20.09685230024213,0.0,0.2009685230024213,0.2784503631961259,0.3050847457627119,0.11138014527845036,0.10411622276029056,"{""0"": 83, ""1"": 115, ""2"": 126, ""3"": 46, ""4"": 43}"
repeat,chck_100M,ambiref_numops_3,409,0.2078239608801956,20.78239608801956,0.0,0.2078239608801956,0.22982885085574573,0.2665036674816626,0.10513447432762836,0.19070904645476772,"{""0"": 85, ""1"": 94, ""2"": 109, ""3"": 43, ""4"": 78}"
repeat,chck_100M,ambiref_numops_4,434,0.2834101382488479,28.341013824884794,0.0,0.2834101382488479,0.17050691244239632,0.32027649769585254,0.0967741935483871,0.12903225806451613,"{""0"": 123, ""1"": 74, ""2"": 139, ""3"": 42, ""4"": 56}"
repeat,chck_100M,ambiref_numops_5,123,0.24390243902439024,24.390243902439025,0.0,0.24390243902439024,0.13821138211382114,0.24390243902439024,0.1951219512195122,0.17886178861788618,"{""0"": 30, ""1"": 17, ""2"": 30, ""3"": 24, ""4"": 22}"
repeat,chck_100M,split_regular,2238,0.25424486148346737,25.424486148346737,0.0,0.25424486148346737,0.290437890974084,0.354781054512958,0.05138516532618409,0.049151027703306524,"{""0"": 569, ""1"": 650, ""2"": 794, ""3"": 115, ""4"": 110}"
repeat,chck_100M,regular_zero_ops,517,0.5531914893617021,55.319148936170215,0.0,0.5531914893617021,0.2379110251450677,0.195357833655706,0.005802707930367505,0.007736943907156673,"{""0"": 286, ""1"": 123, ""2"": 101, ""3"": 3, ""4"": 4}"
repeat,chck_100M,regular_nonzero_ops,1721,0.16443927948866938,16.44392794886694,0.0,0.16443927948866938,0.3062173155142359,0.40267286461359675,0.06507844276583381,0.06159209761766415,"{""0"": 283, ""1"": 527, ""2"": 693, ""3"": 112, ""4"": 106}"
repeat,chck_100M,regular_numops_0,517,0.5531914893617021,55.319148936170215,0.0,0.5531914893617021,0.2379110251450677,0.195357833655706,0.005802707930367505,0.007736943907156673,"{""0"": 286, ""1"": 123, ""2"": 101, ""3"": 3, ""4"": 4}"
repeat,chck_100M,regular_numops_1,409,0.10757946210268948,10.75794621026895,0.0,0.10757946210268948,0.3863080684596577,0.4058679706601467,0.05378973105134474,0.04645476772616137,"{""0"": 44, ""1"": 158, ""2"": 166, ""3"": 22, ""4"": 19}"
repeat,chck_100M,regular_numops_2,405,0.18271604938271604,18.271604938271604,0.0,0.18271604938271604,0.362962962962963,0.35802469135802467,0.04938271604938271,0.04691358024691358,"{""0"": 74, ""1"": 147, ""2"": 145, ""3"": 20, ""4"": 19}"
repeat,chck_100M,regular_numops_3,425,0.16,16.0,0.0,0.16,0.28,0.41411764705882353,0.06352941176470588,0.08235294117647059,"{""0"": 68, ""1"": 119, ""2"": 176, ""3"": 27, ""4"": 35}"
repeat,chck_100M,regular_numops_4,388,0.19072164948453607,19.072164948453608,0.0,0.19072164948453607,0.2268041237113402,0.43556701030927836,0.07731958762886598,0.06958762886597938,"{""0"": 74, ""1"": 88, ""2"": 169, ""3"": 30, ""4"": 27}"
repeat,chck_100M,regular_numops_5,94,0.24468085106382978,24.46808510638298,0.0,0.24468085106382978,0.1595744680851064,0.39361702127659576,0.13829787234042554,0.06382978723404255,"{""0"": 23, ""1"": 15, ""2"": 37, ""3"": 13, ""4"": 6}"
repeat,chck_100M,split_move_contents,2227,0.26852267624607096,26.852267624607094,0.0,0.26852267624607096,0.2954647507858105,0.33767400089806915,0.0570273911091154,0.041311180960933995,"{""0"": 598, ""1"": 658, ""2"": 752, ""3"": 127, ""4"": 92}"
repeat,chck_100M,move_contents_zero_ops,516,0.5523255813953488,55.23255813953488,0.0,0.5523255813953488,0.24031007751937986,0.19186046511627908,0.009689922480620155,0.005813953488372093,"{""0"": 285, ""1"": 124, ""2"": 99, ""3"": 5, ""4"": 3}"
repeat,chck_100M,move_contents_nonzero_ops,1711,0.18293395675043833,18.293395675043833,0.0,0.18293395675043833,0.31209818819403856,0.3816481589713618,0.07130333138515488,0.05201636469900643,"{""0"": 313, ""1"": 534, ""2"": 653, ""3"": 122, ""4"": 89}"
repeat,chck_100M,move_contents_numops_0,516,0.5523255813953488,55.23255813953488,0.0,0.5523255813953488,0.24031007751937986,0.19186046511627908,0.009689922480620155,0.005813953488372093,"{""0"": 285, ""1"": 124, ""2"": 99, ""3"": 5, ""4"": 3}"
repeat,chck_100M,move_contents_numops_1,437,0.14874141876430205,14.874141876430206,0.0,0.14874141876430205,0.36384439359267734,0.391304347826087,0.059496567505720827,0.036613272311212815,"{""0"": 65, ""1"": 159, ""2"": 171, ""3"": 26, ""4"": 16}"
repeat,chck_100M,move_contents_numops_2,399,0.17543859649122806,17.54385964912281,0.0,0.17543859649122806,0.3583959899749373,0.39097744360902253,0.05012531328320802,0.02506265664160401,"{""0"": 70, ""1"": 143, ""2"": 156, ""3"": 20, ""4"": 10}"
repeat,chck_100M,move_contents_numops_3,406,0.1921182266009852,19.211822660098523,0.0,0.1921182266009852,0.270935960591133,0.3916256157635468,0.09113300492610837,0.054187192118226604,"{""0"": 78, ""1"": 110, ""2"": 159, ""3"": 37, ""4"": 22}"
repeat,chck_100M,move_contents_numops_4,353,0.21529745042492918,21.52974504249292,0.0,0.21529745042492918,0.29178470254957506,0.33994334277620397,0.0764872521246459,0.0764872521246459,"{""0"": 76, ""1"": 103, ""2"": 120, ""3"": 27, ""4"": 27}"
repeat,chck_100M,move_contents_numops_5,116,0.20689655172413793,20.689655172413794,0.0,0.20689655172413793,0.16379310344827586,0.4051724137931034,0.10344827586206896,0.1206896551724138,"{""0"": 24, ""1"": 19, ""2"": 47, ""3"": 12, ""4"": 14}"
repeat,chck_80M,all_18_subtasks,6780,0.24705014749262535,24.70501474926254,0.0,0.24705014749262535,0.28702064896755164,0.3286135693215339,0.06740412979351032,0.06991150442477877,"{""0"": 1675, ""1"": 1946, ""2"": 2228, ""3"": 457, ""4"": 474}"
repeat,chck_80M,zero_ops,1541,0.4763140817650876,47.631408176508764,0.0,0.4763140817650876,0.25697598961713175,0.21025308241401688,0.02855288773523686,0.027903958468526932,"{""0"": 734, ""1"": 396, ""2"": 324, ""3"": 44, ""4"": 43}"
repeat,chck_80M,nonzero_ops,5239,0.17961443023477763,17.961443023477763,0.0,0.17961443023477763,0.2958579881656805,0.36342813514029393,0.07883183813704905,0.0822676083221989,"{""0"": 941, ""1"": 1550, ""2"": 1904, ""3"": 413, ""4"": 431}"
repeat,chck_80M,numops_0,1541,0.4763140817650876,47.631408176508764,0.0,0.4763140817650876,0.25697598961713175,0.21025308241401688,0.02855288773523686,0.027903958468526932,"{""0"": 734, ""1"": 396, ""2"": 324, ""3"": 44, ""4"": 43}"
repeat,chck_80M,numops_1,1274,0.12794348508634223,12.794348508634222,0.0,0.12794348508634223,0.38226059654631084,0.3618524332810047,0.06828885400313972,0.059654631083202514,"{""0"": 163, ""1"": 487, ""2"": 461, ""3"": 87, ""4"": 76}"
repeat,chck_80M,numops_2,1217,0.18405916187345933,18.405916187345934,0.0,0.18405916187345933,0.33771569433032045,0.35168447000821695,0.06327033689400165,0.06327033689400165,"{""0"": 224, ""1"": 411, ""2"": 428, ""3"": 77, ""4"": 77}"
repeat,chck_80M,numops_3,1240,0.17661290322580644,17.661290322580644,0.0,0.17661290322580644,0.25967741935483873,0.36451612903225805,0.09032258064516129,0.10887096774193548,"{""0"": 219, ""1"": 322, ""2"": 452, ""3"": 112, ""4"": 135}"
repeat,chck_80M,numops_4,1175,0.2204255319148936,22.04255319148936,0.0,0.2204255319148936,0.23404255319148937,0.37957446808510636,0.08,0.08595744680851064,"{""0"": 259, ""1"": 275, ""2"": 446, ""3"": 94, ""4"": 101}"
repeat,chck_80M,numops_5,333,0.22822822822822822,22.822822822822822,0.0,0.22822822822822822,0.16516516516516516,0.35135135135135137,0.12912912912912913,0.12612612612612611,"{""0"": 76, ""1"": 55, ""2"": 117, ""3"": 43, ""4"": 42}"
repeat,chck_80M,split_ambiref,2315,0.23758099352051837,23.758099352051836,0.0,0.23758099352051837,0.2691144708423326,0.2790496760259179,0.09762419006479482,0.11663066954643629,"{""0"": 550, ""1"": 623, ""2"": 646, ""3"": 226, ""4"": 270}"
repeat,chck_80M,ambiref_zero_ops,508,0.34448818897637795,34.44881889763779,0.0,0.34448818897637795,0.2874015748031496,0.23622047244094488,0.0688976377952756,0.06299212598425197,"{""0"": 175, ""1"": 146, ""2"": 120, ""3"": 35, ""4"": 32}"
repeat,chck_80M,ambiref_nonzero_ops,1807,0.20752628666297732,20.75262866629773,0.0,0.20752628666297732,0.26397343663530715,0.2910902047592695,0.10570005534034312,0.13171001660210294,"{""0"": 375, ""1"": 477, ""2"": 526, ""3"": 191, ""4"": 238}"
repeat,chck_80M,ambiref_numops_0,508,0.34448818897637795,34.44881889763779,0.0,0.34448818897637795,0.2874015748031496,0.23622047244094488,0.0688976377952756,0.06299212598425197,"{""0"": 175, ""1"": 146, ""2"": 120, ""3"": 35, ""4"": 32}"
repeat,chck_80M,ambiref_numops_1,428,0.15654205607476634,15.654205607476635,0.0,0.15654205607476634,0.39485981308411217,0.2523364485981308,0.10514018691588785,0.0911214953271028,"{""0"": 67, ""1"": 169, ""2"": 108, ""3"": 45, ""4"": 39}"
repeat,chck_80M,ambiref_numops_2,413,0.19854721549636803,19.854721549636803,0.0,0.19854721549636803,0.30024213075060535,0.29055690072639223,0.09927360774818401,0.11138014527845036,"{""0"": 82, ""1"": 124, ""2"": 120, ""3"": 41, ""4"": 46}"
repeat,chck_80M,ambiref_numops_3,409,0.19315403422982885,19.315403422982886,0.0,0.19315403422982885,0.2176039119804401,0.29584352078239606,0.11491442542787286,0.1784841075794621,"{""0"": 79, ""1"": 89, ""2"": 121, ""3"": 47, ""4"": 73}"
repeat,chck_80M,ambiref_numops_4,434,0.2695852534562212,26.95852534562212,0.0,0.2695852534562212,0.18202764976958524,0.33640552995391704,0.08294930875576037,0.12903225806451613,"{""0"": 117, ""1"": 79, ""2"": 146, ""3"": 36, ""4"": 56}"
repeat,chck_80M,ambiref_numops_5,123,0.24390243902439024,24.390243902439025,0.0,0.24390243902439024,0.13008130081300814,0.25203252032520324,0.17886178861788618,0.1951219512195122,"{""0"": 30, ""1"": 16, ""2"": 31, ""3"": 22, ""4"": 24}"
repeat,chck_80M,split_regular,2238,0.24441465594280606,24.441465594280608,0.0,0.24441465594280606,0.2935656836461126,0.36282394995531725,0.05138516532618409,0.04781054512957998,"{""0"": 547, ""1"": 657, ""2"": 812, ""3"": 115, ""4"": 107}"
repeat,chck_80M,regular_zero_ops,517,0.5357833655705996,53.57833655705996,0.0,0.5357833655705996,0.24758220502901354,0.20309477756286268,0.005802707930367505,0.007736943907156673,"{""0"": 277, ""1"": 128, ""2"": 105, ""3"": 3, ""4"": 4}"
repeat,chck_80M,regular_nonzero_ops,1721,0.1568855316676351,15.68855316676351,0.0,0.1568855316676351,0.3073794305636258,0.410807669959326,0.06507844276583381,0.05984892504357931,"{""0"": 270, ""1"": 529, ""2"": 707, ""3"": 112, ""4"": 103}"
repeat,chck_80M,regular_numops_0,517,0.5357833655705996,53.57833655705996,0.0,0.5357833655705996,0.24758220502901354,0.20309477756286268,0.005802707930367505,0.007736943907156673,"{""0"": 277, ""1"": 128, ""2"": 105, ""3"": 3, ""4"": 4}"
repeat,chck_80M,regular_numops_1,409,0.09535452322738386,9.535452322738386,0.0,0.09535452322738386,0.38141809290953543,0.42053789731051344,0.05378973105134474,0.0488997555012225,"{""0"": 39, ""1"": 156, ""2"": 172, ""3"": 22, ""4"": 20}"
repeat,chck_80M,regular_numops_2,405,0.18271604938271604,18.271604938271604,0.0,0.18271604938271604,0.34814814814814815,0.3728395061728395,0.044444444444444446,0.05185185185185185,"{""0"": 74, ""1"": 141, ""2"": 151, ""3"": 18, ""4"": 21}"
repeat,chck_80M,regular_numops_3,425,0.16941176470588235,16.941176470588236,0.0,0.16941176470588235,0.2823529411764706,0.4,0.06588235294117648,0.08235294117647059,"{""0"": 72, ""1"": 120, ""2"": 170, ""3"": 28, ""4"": 35}"
repeat,chck_80M,regular_numops_4,388,0.16752577319587628,16.75257731958763,0.0,0.16752577319587628,0.24484536082474226,0.45103092783505155,0.07989690721649484,0.05670103092783505,"{""0"": 65, ""1"": 95, ""2"": 175, ""3"": 31, ""4"": 22}"
repeat,chck_80M,regular_numops_5,94,0.2127659574468085,21.27659574468085,0.0,0.2127659574468085,0.18085106382978725,0.4148936170212766,0.13829787234042554,0.05319148936170213,"{""0"": 20, ""1"": 17, ""2"": 39, ""3"": 13, ""4"": 5}"
repeat,chck_80M,split_move_contents,2227,0.2595419847328244,25.954198473282442,0.0,0.2595419847328244,0.2990570273911091,0.345756623259991,0.05208801077682981,0.04355635383924562,"{""0"": 578, ""1"": 666, ""2"": 770, ""3"": 116, ""4"": 97}"
repeat,chck_80M,move_contents_zero_ops,516,0.5465116279069767,54.651162790697676,0.0,0.5465116279069767,0.2364341085271318,0.19186046511627908,0.011627906976744186,0.013565891472868217,"{""0"": 282, ""1"": 122, ""2"": 99, ""3"": 6, ""4"": 7}"
repeat,chck_80M,move_contents_nonzero_ops,1711,0.17299824663939217,17.299824663939216,0.0,0.17299824663939217,0.3179427235534775,0.39216832261835183,0.06428988895382817,0.052600818234950324,"{""0"": 296, ""1"": 544, ""2"": 671, ""3"": 110, ""4"": 90}"
repeat,chck_80M,move_contents_numops_0,516,0.5465116279069767,54.651162790697676,0.0,0.5465116279069767,0.2364341085271318,0.19186046511627908,0.011627906976744186,0.013565891472868217,"{""0"": 282, ""1"": 122, ""2"": 99, ""3"": 6, ""4"": 7}"
repeat,chck_80M,move_contents_numops_1,437,0.13043478260869565,13.043478260869565,0.0,0.13043478260869565,0.3707093821510298,0.41418764302059496,0.04576659038901602,0.038901601830663615,"{""0"": 57, ""1"": 162, ""2"": 181, ""3"": 20, ""4"": 17}"
repeat,chck_80M,move_contents_numops_2,399,0.17042606516290726,17.04260651629073,0.0,0.17042606516290726,0.3659147869674185,0.39348370927318294,0.045112781954887216,0.02506265664160401,"{""0"": 68, ""1"": 146, ""2"": 157, ""3"": 18, ""4"": 10}"
repeat,chck_80M,move_contents_numops_3,406,0.16748768472906403,16.748768472906406,0.0,0.16748768472906403,0.27832512315270935,0.39655172413793105,0.09113300492610837,0.0665024630541872,"{""0"": 68, ""1"": 113, ""2"": 161, ""3"": 37, ""4"": 27}"
repeat,chck_80M,move_contents_numops_4,353,0.21813031161473087,21.813031161473088,0.0,0.21813031161473087,0.28611898016997167,0.35410764872521244,0.0764872521246459,0.06515580736543909,"{""0"": 77, ""1"": 101, ""2"": 125, ""3"": 27, ""4"": 23}"
repeat,chck_80M,move_contents_numops_5,116,0.22413793103448276,22.413793103448278,0.0,0.22413793103448276,0.1896551724137931,0.4051724137931034,0.06896551724137931,0.11206896551724138,"{""0"": 26, ""1"": 22, ""2"": 47, ""3"": 8, ""4"": 13}"
repeat,chck_90M,all_18_subtasks,6780,0.258259587020649,25.825958702064895,0.0,0.258259587020649,0.2808259587020649,0.31799410029498526,0.07020648967551622,0.07271386430678466,"{""0"": 1751, ""1"": 1904, ""2"": 2156, ""3"": 476, ""4"": 493}"
repeat,chck_90M,zero_ops,1541,0.48864373783257625,48.864373783257626,0.0,0.48864373783257625,0.2537313432835821,0.2018170019467878,0.030499675535366644,0.025308241401687217,"{""0"": 753, ""1"": 391, ""2"": 311, ""3"": 47, ""4"": 39}"
repeat,chck_90M,nonzero_ops,5239,0.19049436915441878,19.049436915441877,0.0,0.19049436915441878,0.28879557167398356,0.35216644397785835,0.08188585607940446,0.08665775911433479,"{""0"": 998, ""1"": 1513, ""2"": 1845, ""3"": 429, ""4"": 454}"
repeat,chck_90M,numops_0,1541,0.48864373783257625,48.864373783257626,0.0,0.48864373783257625,0.2537313432835821,0.2018170019467878,0.030499675535366644,0.025308241401687217,"{""0"": 753, ""1"": 391, ""2"": 311, ""3"": 47, ""4"": 39}"
repeat,chck_90M,numops_1,1274,0.1357927786499215,13.57927786499215,0.0,0.1357927786499215,0.38226059654631084,0.3453689167974882,0.0706436420722135,0.06593406593406594,"{""0"": 173, ""1"": 487, ""2"": 440, ""3"": 90, ""4"": 84}"
repeat,chck_90M,numops_2,1217,0.18816762530813474,18.816762530813477,0.0,0.18816762530813474,0.32621199671322926,0.34675431388660644,0.07559572719802794,0.06327033689400165,"{""0"": 229, ""1"": 397, ""2"": 422, ""3"": 92, ""4"": 77}"
repeat,chck_90M,numops_3,1240,0.18870967741935485,18.870967741935484,0.0,0.18870967741935485,0.2532258064516129,0.3556451612903226,0.08790322580645162,0.11451612903225807,"{""0"": 234, ""1"": 314, ""2"": 441, ""3"": 109, ""4"": 142}"
repeat,chck_90M,numops_4,1175,0.2425531914893617,24.25531914893617,0.0,0.2425531914893617,0.225531914893617,0.36425531914893616,0.07659574468085106,0.09106382978723404,"{""0"": 285, ""1"": 265, ""2"": 428, ""3"": 90, ""4"": 107}"
repeat,chck_90M,numops_5,333,0.23123123123123124,23.123123123123122,0.0,0.23123123123123124,0.15015015015015015,0.34234234234234234,0.14414414414414414,0.13213213213213212,"{""0"": 77, ""1"": 50, ""2"": 114, ""3"": 48, ""4"": 44}"
repeat,chck_90M,split_ambiref,2315,0.24146868250539957,24.146868250539956,0.0,0.24146868250539957,0.26177105831533476,0.2730021598272138,0.10237580993520519,0.12138228941684666,"{""0"": 559, ""1"": 606, ""2"": 632, ""3"": 237, ""4"": 281}"
repeat,chck_90M,ambiref_zero_ops,508,0.34448818897637795,34.44881889763779,0.0,0.34448818897637795,0.2874015748031496,0.2283464566929134,0.07677165354330709,0.06299212598425197,"{""0"": 175, ""1"": 146, ""2"": 116, ""3"": 39, ""4"": 32}"
repeat,chck_90M,ambiref_nonzero_ops,1807,0.21250691754288878,21.250691754288876,0.0,0.21250691754288878,0.2545655783065855,0.28555617044825676,0.10957387935805202,0.13779745434421695,"{""0"": 384, ""1"": 460, ""2"": 516, ""3"": 198, ""4"": 249}"
repeat,chck_90M,ambiref_numops_0,508,0.34448818897637795,34.44881889763779,0.0,0.34448818897637795,0.2874015748031496,0.2283464566929134,0.07677165354330709,0.06299212598425197,"{""0"": 175, ""1"": 146, ""2"": 116, ""3"": 39, ""4"": 32}"
repeat,chck_90M,ambiref_numops_1,428,0.14485981308411214,14.485981308411215,0.0,0.14485981308411214,0.39485981308411217,0.2546728971962617,0.10046728971962617,0.10514018691588785,"{""0"": 62, ""1"": 169, ""2"": 109, ""3"": 43, ""4"": 45}"
repeat,chck_90M,ambiref_numops_2,413,0.19612590799031476,19.612590799031477,0.0,0.19612590799031476,0.2784503631961259,0.29539951573849876,0.12106537530266344,0.1089588377723971,"{""0"": 81, ""1"": 115, ""2"": 122, ""3"": 50, ""4"": 45}"
repeat,chck_90M,ambiref_numops_3,409,0.21026894865525672,21.026894865525673,0.0,0.21026894865525672,0.21271393643031786,0.27383863080684595,0.10757946210268948,0.19559902200489,"{""0"": 86, ""1"": 87, ""2"": 112, ""3"": 44, ""4"": 80}"
repeat,chck_90M,ambiref_numops_4,434,0.2880184331797235,28.80184331797235,0.0,0.2880184331797235,0.1728110599078341,0.3248847926267281,0.08755760368663594,0.12672811059907835,"{""0"": 125, ""1"": 75, ""2"": 141, ""3"": 38, ""4"": 55}"
repeat,chck_90M,ambiref_numops_5,123,0.24390243902439024,24.390243902439025,0.0,0.24390243902439024,0.11382113821138211,0.2601626016260163,0.18699186991869918,0.1951219512195122,"{""0"": 30, ""1"": 14, ""2"": 32, ""3"": 23, ""4"": 24}"
repeat,chck_90M,split_regular,2238,0.2605004468275246,26.050044682752457,0.0,0.2605004468275246,0.28507596067917784,0.3529937444146559,0.050044682752457555,0.05138516532618409,"{""0"": 583, ""1"": 638, ""2"": 790, ""3"": 112, ""4"": 115}"
repeat,chck_90M,regular_zero_ops,517,0.5589941972920697,55.89941972920696,0.0,0.5589941972920697,0.23210831721470018,0.195357833655706,0.005802707930367505,0.007736943907156673,"{""0"": 289, ""1"": 120, ""2"": 101, ""3"": 3, ""4"": 4}"
repeat,chck_90M,regular_nonzero_ops,1721,0.17083091226031377,17.083091226031378,0.0,0.17083091226031377,0.3009877977919814,0.40034863451481695,0.06333527019174898,0.06449738524113888,"{""0"": 294, ""1"": 518, ""2"": 689, ""3"": 109, ""4"": 111}"
repeat,chck_90M,regular_numops_0,517,0.5589941972920697,55.89941972920696,0.0,0.5589941972920697,0.23210831721470018,0.195357833655706,0.005802707930367505,0.007736943907156673,"{""0"": 289, ""1"": 120, ""2"": 101, ""3"": 3, ""4"": 4}"
repeat,chck_90M,regular_numops_1,409,0.11246943765281174,11.246943765281173,0.0,0.11246943765281174,0.39119804400978,0.38875305623471884,0.05378973105134474,0.05378973105134474,"{""0"": 46, ""1"": 160, ""2"": 159, ""3"": 22, ""4"": 22}"
repeat,chck_90M,regular_numops_2,405,0.19506172839506172,19.506172839506174,0.0,0.19506172839506172,0.3358024691358025,0.36790123456790125,0.04938271604938271,0.05185185185185185,"{""0"": 79, ""1"": 136, ""2"": 149, ""3"": 20, ""4"": 21}"
repeat,chck_90M,regular_numops_3,425,0.15529411764705883,15.529411764705882,0.0,0.15529411764705883,0.2847058823529412,0.40941176470588236,0.06588235294117648,0.08470588235294117,"{""0"": 66, ""1"": 121, ""2"": 174, ""3"": 28, ""4"": 36}"
repeat,chck_90M,regular_numops_4,388,0.20876288659793815,20.876288659793815,0.0,0.20876288659793815,0.22164948453608246,0.4329896907216495,0.06701030927835051,0.06958762886597938,"{""0"": 81, ""1"": 86, ""2"": 168, ""3"": 26, ""4"": 27}"
repeat,chck_90M,regular_numops_5,94,0.23404255319148937,23.404255319148938,0.0,0.23404255319148937,0.1595744680851064,0.4148936170212766,0.13829787234042554,0.05319148936170213,"{""0"": 22, ""1"": 15, ""2"": 39, ""3"": 13, ""4"": 5}"
repeat,chck_90M,split_move_contents,2227,0.27346205657835654,27.346205657835654,0.0,0.27346205657835654,0.29636281993713515,0.3295913785361473,0.0570273911091154,0.04355635383924562,"{""0"": 609, ""1"": 660, ""2"": 734, ""3"": 127, ""4"": 97}"
repeat,chck_90M,move_contents_zero_ops,516,0.560077519379845,56.007751937984494,0.0,0.560077519379845,0.24224806201550386,0.1821705426356589,0.009689922480620155,0.005813953488372093,"{""0"": 289, ""1"": 125, ""2"": 94, ""3"": 5, ""4"": 3}"
repeat,chck_90M,move_contents_nonzero_ops,1711,0.18702513150204558,18.70251315020456,0.0,0.18702513150204558,0.31268264172998245,0.37405026300409117,0.07130333138515488,0.05493863237872589,"{""0"": 320, ""1"": 535, ""2"": 640, ""3"": 122, ""4"": 94}"
repeat,chck_90M,move_contents_numops_0,516,0.560077519379845,56.007751937984494,0.0,0.560077519379845,0.24224806201550386,0.1821705426356589,0.009689922480620155,0.005813953488372093,"{""0"": 289, ""1"": 125, ""2"": 94, ""3"": 5, ""4"": 3}"
repeat,chck_90M,move_contents_numops_1,437,0.14874141876430205,14.874141876430206,0.0,0.14874141876430205,0.36155606407322655,0.39359267734553777,0.057208237986270026,0.038901601830663615,"{""0"": 65, ""1"": 158, ""2"": 172, ""3"": 25, ""4"": 17}"
repeat,chck_90M,move_contents_numops_2,399,0.17293233082706766,17.293233082706767,0.0,0.17293233082706766,0.3659147869674185,0.37844611528822053,0.05513784461152882,0.02756892230576441,"{""0"": 69, ""1"": 146, ""2"": 151, ""3"": 22, ""4"": 11}"
