contrast,checkpoint,macro_group,subtask_count,expected_subtasks,subtasks,n_micro_total,delta_accuracy_pp,gain_wrong_to_correct_macro_pp,loss_correct_to_wrong_macro_pp,both_correct_macro_pp,both_wrong_macro_pp,delta_pred_option0_macro_pp,delta_pred_option1_macro_pp,delta_pred_option2_macro_pp,delta_pred_option3_macro_pp,delta_pred_option4_macro_pp
VminusB,chck_80M,split_move_contents,6,6,move_contents_numops_0;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,2227,2.8532753668090174,9.574991690162628,6.72171632335361,19.288513441324106,64.41477854515966,2.853275366809018,-0.9789430431599456,-0.7945688659551806,-0.7847678431333226,-0.2949956145605686
VminusB,chck_90M,all_18_subtasks,18,18,ambiref_numops_0;ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5;regular_numops_0;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5;move_contents_numops_0;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,6780,3.080892764857938,9.566240073273317,6.485347308415379,18.624211547055427,65.32420107125589,3.0808927648579383,-1.2554996250933352,-1.0614583562744062,-0.2030020764753925,-0.5609327070148039
VminusB,chck_90M,zero_ops,3,3,ambiref_numops_0;regular_numops_0;move_contents_numops_0,1541,3.249338558513481,11.490827264962622,8.241488706449141,26.88070889164134,53.38697513694689,3.2493385585134815,0.9149584732928132,-1.5577941201414418,-0.2625921422455453,-2.343910769419308
VminusB,chck_90M,nonzero_ops,15,15,ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,5239,3.0472036061268293,9.181322634935455,6.134119028808627,16.972912078138243,67.71164625811767,3.0472036061268293,-1.6895912447705652,-0.962191203500999,-0.19108406332136196,-0.20433709453390314
VminusB,chck_90M,numops_0,3,3,ambiref_numops_0;regular_numops_0;move_contents_numops_0,1541,3.249338558513481,11.490827264962622,8.241488706449141,26.88070889164134,53.38697513694689,3.2493385585134815,0.9149584732928132,-1.5577941201414418,-0.2625921422455453,-2.343910769419308
VminusB,chck_90M,numops_1,3,3,ambiref_numops_1;regular_numops_1;move_contents_numops_1,1274,1.3966833836781865,6.832503060265339,5.435819676587154,8.769545875639384,78.96213138750812,1.3966833836781862,1.4087312366748759,-3.122983109928865,1.2790777060678737,-0.9615092164920706
VminusB,chck_90M,numops_2,3,3,ambiref_numops_2;regular_numops_2;move_contents_numops_2,1217,1.4014634829383565,7.56769513236953,6.1662316494311735,14.928994383846202,71.33707883435308,1.4014634829383565,-0.9623346921394301,1.634930599149055,-1.4945713310268767,-0.5794880589211048
VminusB,chck_90M,numops_3,3,3,ambiref_numops_3;regular_numops_3;move_contents_numops_3,1240,1.8633650239456714,8.574124127350967,6.710759103405294,18.119366792328602,66.59574997691514,1.8633650239456714,-1.1526078098383776,1.61880909517504,-1.9050349083229956,-0.42453140095933833
VminusB,chck_90M,numops_4,3,3,ambiref_numops_4;regular_numops_4;move_contents_numops_4,1175,5.049619820042187,10.541869995237068,5.492250175194881,21.706134357751782,62.25974547181627,5.049619820042187,-3.8554010694323524,-0.7805385616932046,-0.6646571462755796,0.2509769573589498
VminusB,chck_90M,numops_5,3,3,ambiref_numops_5;regular_numops_5;move_contents_numops_5,333,5.5248863200297444,12.390420859454377,6.8655345394246305,21.340518981125246,59.40352561999575,5.5248863200297444,-3.886343889117541,-4.16117404020702,1.8297653629507682,0.6928662463440483
VminusB,chck_90M,split_ambiref,6,6,ambiref_numops_0;ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5,2315,3.1084374184942267,9.79181113274702,6.6833737142527925,17.32613605680331,66.19867909619688,3.1084374184942267,-1.3817185538678065,-1.4425731676855493,0.38917090502883966,-0.673316601969711
VminusB,chck_90M,split_regular,6,6,regular_numops_0;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5,2238,3.3265958973049936,9.917668704776638,6.591072807471645,18.487414252386127,65.00384423536559,3.3265958973049936,-1.350911635312087,-1.0103371091612598,-1.2417061745933429,0.2763590217616964
VminusB,chck_90M,split_move_contents,6,6,move_contents_numops_0;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,2227,2.8076449787745936,8.989240382296295,6.181595403521701,20.05908433197684,64.77007988220517,2.8076449787745936,-1.0338686861001125,-0.7314647919764092,0.24352904013832566,-1.2858405408363973
VminusB,chck_100M,all_18_subtasks,18,18,ambiref_numops_0;ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5;regular_numops_0;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5;move_contents_numops_0;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,6780,2.8000952514255983,9.322939231776935,6.522843980351338,18.769054904764737,65.38516188310699,2.800095251425599,-1.4525230141289738,-1.074617390681211,0.07437453621980349,-0.3473293828352172
VminusB,chck_100M,zero_ops,3,3,ambiref_numops_0;regular_numops_0;move_contents_numops_0,1541,3.7020524530605687,11.683483449234403,7.981430996173835,26.883760835729724,53.45132471886204,3.702052453060569,0.46263714021937713,-1.2292103280621478,-0.5905511811023622,-2.344928084115436
VminusB,chck_100M,nonzero_ops,15,15,ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,5239,2.6197038110986046,8.850830388285443,6.231126577186838,17.146113718571737,67.77192931595599,2.6197038110986046,-1.835555044998644,-1.0436988032050236,0.20735967968423663,0.05219035742082645
VminusB,chck_100M,numops_0,3,3,ambiref_numops_0;regular_numops_0;move_contents_numops_0,1541,3.7020524530605687,11.683483449234403,7.981430996173835,26.883760835729724,53.45132471886204,3.702052453060569,0.46263714021937713,-1.2292103280621478,-0.5905511811023622,-2.344928084115436
VminusB,chck_100M,numops_1,3,3,ambiref_numops_1;regular_numops_1;move_contents_numops_1,1274,0.7619564385122534,6.513330601400202,5.751374162887949,9.010426680581157,78.72486855513068,0.7619564385122534,1.4902308291769135,-2.9684138053571374,1.5287984254276636,-0.8125718877596934
VminusB,chck_100M,numops_2,3,3,ambiref_numops_2;regular_numops_2;move_contents_numops_2,1217,0.9773754327228407,7.475300513262651,6.497925080539808,14.76757388344265,71.2592005227549,0.9773754327228409,-0.38249001872750515,0.5763204831497031,-1.2471333177052277,0.07592742056018892
VminusB,chck_100M,numops_3,3,3,ambiref_numops_3;regular_numops_3;move_contents_numops_3,1240,1.1360622825978888,7.843753166050166,6.707690883452276,18.362001777357094,67.08655417314047,1.1360622825978888,-0.7390305586866734,1.3675716640251918,-1.5949798518176346,-0.16962353611877262
VminusB,chck_100M,numops_4,3,3,ambiref_numops_4;regular_numops_4;move_contents_numops_4,1175,4.869280460794501,10.30234951128692,5.43306905049242,21.96269094851345,62.30189048970721,4.869280460794501,-3.7342428348871297,-0.3874082467138707,-0.5963702841667478,-0.15125909502675336
VminusB,chck_100M,numops_5,3,3,ambiref_numops_5;regular_numops_5;move_contents_numops_5,333,5.353844440865539,12.119418149427275,6.765573708561738,21.627875302964327,59.487132839046666,5.353844440865538,-5.812242641868826,-3.806564111129006,2.946483426683129,1.3184788854491627
VminusB,chck_100M,split_ambiref,6,6,ambiref_numops_0;ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5,2315,2.8943532665250875,9.665558181139106,6.771204914614018,17.459596728935367,66.10364017531151,2.8943532665250875,-1.4177736731313806,-1.8097085229572425,0.6152443282643558,-0.2821153987008199
VminusB,chck_100M,split_regular,6,6,regular_numops_0;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5,2238,3.103889506926232,9.623965356544929,6.5200758496186975,18.565174204702195,65.29078458913418,3.103889506926232,-1.6414907727143564,-0.6763879243575546,-0.9542150247850283,0.1682042149307075
VminusB,chck_100M,split_move_contents,6,6,move_contents_numops_0;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,2227,2.402042980825476,8.679294157646773,6.277251176821295,20.28239378065664,64.76106088487529,2.4020429808254766,-1.2983045965411844,-0.7377557247288359,0.562094305180083,-0.9280769647355395
BminusR,chck_80M,all_18_subtasks,18,18,ambiref_numops_0;ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5;regular_numops_0;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5;move_contents_numops_0;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,6780,1.3998394257268563,10.208330432101569,8.808491006374714,14.674314681647937,66.30886387987577,1.3998394257268558,0.5895653455525113,-7.198313771634908,3.0285986813304473,2.1803103190250934
BminusR,chck_80M,zero_ops,3,3,ambiref_numops_0;regular_numops_0;move_contents_numops_0,1541,-12.176934205477025,6.1092777801587275,18.28621198563575,29.273227429496057,46.33128280470946,-12.176934205477027,5.115887688929802,1.4822894956492185,2.3964451364545654,3.18231188444344
BminusR,chck_80M,nonzero_ops,15,15,ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,5239,4.115194151967632,11.028140962490136,6.912946810522505,11.75453213207831,70.30438009490905,4.115194151967632,-0.3156991231229468,-8.934434425091736,3.1550293903056232,1.9799100059414245
BminusR,chck_80M,numops_0,3,3,ambiref_numops_0;regular_numops_0;move_contents_numops_0,1541,-12.176934205477025,6.1092777801587275,18.28621198563575,29.273227429496057,46.33128280470946,-12.176934205477027,5.115887688929802,1.4822894956492185,2.3964451364545654,3.18231188444344
BminusR,chck_80M,numops_1,3,3,ambiref_numops_1;regular_numops_1;move_contents_numops_1,1274,1.9029869001941373,6.999530251819432,5.096543351625293,7.647835378736236,80.25609101781903,1.9029869001941373,-5.08091369271762,-4.169646058140676,3.201274763852233,4.146298086811925
BminusR,chck_80M,numops_2,3,3,ambiref_numops_2;regular_numops_2;move_contents_numops_2,1217,2.471233534768077,10.690631160449774,8.219397625681697,10.17024670905135,70.91972450481717,2.4712335347680776,-2.3892646451869366,-7.91321261932819,4.693266961083395,3.137976768663655
BminusR,chck_80M,numops_3,3,3,ambiref_numops_3;regular_numops_3;move_contents_numops_3,1240,5.7965136311669925,12.0961614896359,6.299647858468909,11.3688015970236,70.23538905487158,5.796513631166994,-0.043476525590423344,-8.562282007483036,1.834489465628592,0.9747554362778752
BminusR,chck_80M,numops_4,3,3,ambiref_numops_4;regular_numops_4;move_contents_numops_4,1175,4.958141870596379,12.436320961777616,7.478179091181236,14.363198851046374,65.72230109599477,4.958141870596379,0.3777148253068933,-10.511193787632804,2.5834745681543194,2.591862523575213
BminusR,chck_80M,numops_5,3,3,ambiref_numops_5;regular_numops_5;move_contents_numops_5,333,5.447094823112574,12.918060948767963,7.470966125655387,15.222578124533998,64.38839480104265,5.447094823112574,5.557444422573353,-13.51583765287396,3.4626411928095804,-0.951342785621547
BminusR,chck_80M,split_ambiref,6,6,ambiref_numops_0;ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5,2315,1.2060426461068396,9.938741749371443,8.732699103264606,14.704287351034607,66.62427179632934,1.2060426461068392,0.0322802836502372,-3.1511572585496093,1.473263672967723,0.4395706558248092
BminusR,chck_80M,split_regular,6,6,regular_numops_0;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5,2238,1.2687192506769667,10.43356365328854,9.164844402611571,13.561112822876206,66.84047912122368,1.2687192506769667,2.6283692055396632,-9.765159891534253,3.7659176876526375,2.102153747664985
BminusR,chck_80M,split_move_contents,6,6,move_contents_numops_0;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,2227,1.7247563803967623,10.252685893644724,8.52792951324796,15.757543871032995,65.46184072207431,1.7247563803967623,-0.8919534525323668,-8.678624164820864,3.846614683370981,3.999206553585486
BminusR,chck_90M,all_18_subtasks,18,18,ambiref_numops_0;ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5;regular_numops_0;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5;move_contents_numops_0;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,6780,0.5799830811307078,10.254173122698672,9.674190041567963,14.855385732772133,65.21625110296124,0.5799830811307078,0.9489944906544376,-6.051319562869405,2.6288980028243545,1.8934439882599046
BminusR,chck_90M,zero_ops,3,3,ambiref_numops_0;regular_numops_0;move_contents_numops_0,1541,-13.663132590185931,6.371744971759777,20.034877561945706,28.75045262633071,44.8429248399638,-13.663132590185931,4.662424090515742,2.9088323104499705,2.3256168144291665,3.7662593747910518
BminusR,chck_90M,nonzero_ops,15,15,ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,5239,3.4286062153940358,11.03065875288645,7.6020525374924155,12.07637235406042,69.29091635556071,3.4286062153940358,0.20630857068217678,-7.843349937533279,2.6895542405033925,1.5188809109536754
BminusR,chck_90M,numops_0,3,3,ambiref_numops_0;regular_numops_0;move_contents_numops_0,1541,-13.663132590185931,6.371744971759777,20.034877561945706,28.75045262633071,44.8429248399638,-13.663132590185931,4.662424090515742,2.9088323104499705,2.3256168144291665,3.7662593747910518
BminusR,chck_90M,numops_1,3,3,ambiref_numops_1;regular_numops_1;move_contents_numops_1,1274,0.6696765688523404,7.57081130065168,6.901134731799341,6.6345542515748575,78.89349971597413,0.6696765688523404,-4.885016361183939,-2.7371929828047348,3.2060866717202376,3.7464461034160963
BminusR,chck_90M,numops_2,3,3,ambiref_numops_2;regular_numops_2;move_contents_numops_2,1217,2.291227126195904,10.113093992566686,7.821866866370781,10.98213204071069,71.08290710035185,2.291227126195904,-1.3255150850551782,-7.970554131719758,3.378177605553956,3.626664485025075
BminusR,chck_90M,numops_3,3,3,ambiref_numops_3;regular_numops_3;move_contents_numops_3,1240,5.91234224066492,12.797714043884142,6.885371803219222,12.032411851849751,68.28450230104689,5.91234224066492,0.6237470116619281,-8.686655911837798,2.3835662247362484,-0.2329995652252976
BminusR,chck_90M,numops_4,3,3,ambiref_numops_4;regular_numops_4;move_contents_numops_4,1175,3.179139407213467,11.77180625036478,8.592666843151314,15.426578282581884,64.20894862390202,3.1791394072134667,1.4991000135436487,-9.603774923128912,3.012440148758522,1.9130953536132767
BminusR,chck_90M,numops_5,3,3,ambiref_numops_5;regular_numops_5;move_contents_numops_5,333,5.090645734043548,12.899868176964969,7.8092224429214205,15.306185343584911,63.984724036528696,5.090645734043547,5.119227274444425,-10.218571738175196,1.467500551747997,-1.458801822060774
BminusR,chck_90M,split_ambiref,6,6,ambiref_numops_0;ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5,2315,0.21511425588651142,9.188815558025231,8.97370130213872,14.820694213030869,67.01678892680518,0.21511425588651162,0.7264877637604139,-2.418426120541172,1.3388599639188976,0.13796413697534873
BminusR,chck_90M,split_regular,6,6,regular_numops_0;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5,2238,0.6680717135839513,10.975487808859201,10.30741609527525,14.102999250998574,64.61409684486698,0.6680717135839513,2.3590797846639853,-8.727937047640822,3.9154014707140457,1.7853840786788395
BminusR,chck_90M,split_move_contents,6,6,move_contents_numops_0;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,2227,0.8567632739216607,10.598216001211584,9.741452727289923,15.64246373428696,64.01786753721154,0.8567632739216605,-0.23858407646108604,-7.00759552042622,2.63243257384012,3.756983749125526
BminusR,chck_100M,all_18_subtasks,18,18,ambiref_numops_0;ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5;regular_numops_0;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5;move_contents_numops_0;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,6780,1.090430974026523,10.272651250276235,9.182220276249712,15.01924763483984,65.52588083863422,1.090430974026523,0.7708043566378521,-6.216791273319979,2.2261173580609204,2.1294385845946824
BminusR,chck_100M,zero_ops,3,3,ambiref_numops_0;regular_numops_0;move_contents_numops_0,1541,-13.271466432176615,6.240511375959252,19.511977808135864,28.62468045594431,45.62283035996057,-13.271466432176613,4.660889263701468,2.5821581971184377,2.390216297633301,3.638202673723407
BminusR,chck_100M,nonzero_ops,15,15,ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,5239,3.9628104552671504,11.07907922513963,7.11626876987248,12.298161070618944,69.50649093436894,3.9628104552671504,-0.007212624774871127,-7.976581167407662,2.1932975701464446,1.8276857667689372
BminusR,chck_100M,numops_0,3,3,ambiref_numops_0;regular_numops_0;move_contents_numops_0,1541,-13.271466432176615,6.240511375959252,19.511977808135864,28.62468045594431,45.62283035996057,-13.271466432176613,4.660889263701468,2.5821581971184377,2.390216297633301,3.638202673723407
BminusR,chck_100M,numops_1,3,3,ambiref_numops_1;regular_numops_1;move_contents_numops_1,1274,1.155466185285896,7.346006355256618,6.1905401699707205,7.415794488212486,79.04765898656018,1.155466185285896,-5.1953489056310564,-3.2225725652526163,2.651665383752681,4.610789901845097
BminusR,chck_100M,numops_2,3,3,ambiref_numops_2;regular_numops_2;move_contents_numops_2,1217,2.6280600014369466,9.954505430766707,7.326445429329759,11.310993533215756,71.40805560668778,2.6280600014369466,-1.813153935267128,-7.977099056492455,3.702612882908254,3.4595801074143817
BminusR,chck_100M,numops_3,3,3,ambiref_numops_3;regular_numops_3;move_contents_numops_3,1240,6.404953078103343,12.79891847135954,6.393965393256197,12.27077418944983,68.53634194593442,6.404953078103342,-0.5171901321020778,-8.45070242918852,2.311873505830964,0.2510659773562912
BminusR,chck_100M,numops_4,3,3,ambiref_numops_4;regular_numops_4;move_contents_numops_4,1175,4.414785393728766,12.208702200374134,7.7939168066453695,15.187057798631736,64.81032319434875,4.414785393728766,1.8831245911166135,-10.03215281973251,1.9331999784127067,1.8010428564744225
BminusR,chck_100M,numops_5,3,3,ambiref_numops_5;regular_numops_5;move_contents_numops_5,333,5.2107876177808,13.087263667941155,7.876476050160354,15.306185343584911,63.730074938313585,5.2107876177808,5.606505258009293,-10.200378966372202,0.36713609982761597,-0.9840500092455071
BminusR,chck_100M,split_ambiref,6,6,ambiref_numops_0;ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5,2315,0.4548533568874837,9.112678177986572,8.657824821099087,15.118123465562814,67.11137353535153,0.45485335688748363,-0.015120535415716774,-1.9819888714783735,0.7469338939816084,0.7953221560249983
BminusR,chck_100M,split_regular,6,6,regular_numops_0;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5,2238,1.1037583643963356,10.87968243682223,9.775924072425896,14.205567617498662,65.1388258732532,1.1037583643963353,2.0521002689778514,-8.434261896745817,3.50188065420954,1.776522609162089
BminusR,chck_100M,split_move_contents,6,6,move_contents_numops_0;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,2227,1.71268120079575,10.825593136019899,9.11291193522415,15.734051821458038,64.32744310729791,1.7126812007957501,0.2754333363514213,-8.234123051735743,2.4295375259916123,3.8164709885969597
VminusR,chck_80M,all_18_subtasks,18,18,ambiref_numops_0;ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5;regular_numops_0;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5;move_contents_numops_0;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,6780,4.50118669652823,12.206238650913354,7.705051954385123,15.777753733637526,64.310955661064,4.50118669652823,-1.2925130824373898,-7.9518278894980154,2.3356048066822956,2.40754946872488
VminusR,chck_80M,zero_ops,3,3,ambiref_numops_0;regular_numops_0;move_contents_numops_0,1541,-8.999566234329565,7.139210523654181,16.138776757983745,31.420662657148064,45.30135006121401,-8.999566234329565,4.67448920668462,0.834242324675454,1.9394120818339748,1.5514226211355175
VminusR,chck_80M,nonzero_ops,15,15,ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5;regular_numops_1;regular_numops_2;regular_numops_3;regular_numops_4;regular_numops_5;move_contents_numops_1;move_contents_numops_2;move_contents_numops_3;move_contents_numops_4;move_contents_numops_5,5239,7.201337282699789,13.219644276365186,6.018306993665398,12.649171948935416,68.112876781034,7.2013372826997895,-2.485913540261792,-9.70904193233271,2.4148433516519594,2.578774838242753
VminusR,chck_80M,numops_0,3,3,ambiref_numops_0;regular_numops_0;move_contents_numops_0,1541,-8.999566234329565,7.139210523654181,16.138776757983745,31.420662657148064,45.30135006121401,-8.999566234329565,4.67448920668462,0.834242324675454,1.9394120818339748,1.5514226211355175
VminusR,chck_80M,numops_1,3,3,ambiref_numops_1;regular_numops_1;move_contents_numops_1,1274,1.9162286884944881,7.690430981537001,5.774202293042514,6.970176437319016,79.56519028810148,1.9162286884944881,-3.9315269911385426,-7.610161490991985,5.031155785323321,4.594304008312719
VminusR,chck_80M,numops_2,3,3,ambiref_numops_2;regular_numops_2;move_contents_numops_2,1217,4.263326237753832,11.00940256059693,6.746076322843099,11.643568011889945,70.60095310467003,4.263326237753832,-2.4489136631073394,-7.820629204314406,3.0381561772185224,2.9680604524493908
VminusR,chck_80M,numops_3,3,3,ambiref_numops_3;regular_numops_3;move_contents_numops_3,1240,8.778736045467845,13.477869825950783,4.699133780482937,12.969315675009572,68.8536807185567,8.778736045467845,-2.3970435320237193,-7.596674079799697,0.7309731750385003,0.4840083913170698
VminusR,chck_80M,numops_4,3,3,ambiref_numops_4;regular_numops_4;move_contents_numops_4,1175,10.516470606760402,16.694100518458413,6.177629911698012,15.6637480305296,61.46452153931398,10.516470606760404,-3.650095233967992,-11.223445487217177,1.702642797006185,2.6544273174185813
VminusR,chck_80M,numops_5,3,3,ambiref_numops_5;regular_numops_5;move_contents_numops_5,333,10.531924835022378,17.2264174952828,6.694492660260424,15.999051589928959,60.080038254527814,10.531924835022378,-0.0019882810713654194,-14.294299399340288,1.5712888236732696,2.1930740217160056
VminusR,chck_80M,split_ambiref,6,6,ambiref_numops_0;ambiref_numops_1;ambiref_numops_2;ambiref_numops_3;ambiref_numops_4;ambiref_numops_5,2315,4.048160677148523,11.221647133690771,7.173486456542248,16.263499997756963,65.34136641201002,4.048160677148523,-1.7685708733490746,-4.688142653358974,1.708733262033222,0.6998195875263031
