arm,checkpoint,pair_key,state,family,template_id,actor_entity,affected_id,unaffected_id,affected_correct,unaffected_correct,affected_margin,unaffected_margin
breadth,chck_100M,Q_balloon_drawer_dark_lit_dark_held0_balloon,unaffected_only,dark_lit,held0,balloon,S199_eval_000304,S199_eval_000305,False,True,-3.928644150495529,3.5522812604904175
breadth,chck_100M,Q_balloon_drawer_dark_lit_dark_held0_drawer,unaffected_only,dark_lit,held0,drawer,S199_eval_000307,S199_eval_000306,False,True,-3.035587027668953,3.346267521381378
breadth,chck_100M,Q_balloon_drawer_dark_lit_lit_held0_balloon,neither,dark_lit,held0,balloon,S199_eval_000312,S199_eval_000313,False,False,-3.0340665578842163,-0.06341552734375
breadth,chck_100M,Q_balloon_drawer_dark_lit_lit_held0_drawer,unaffected_only,dark_lit,held0,drawer,S199_eval_000315,S199_eval_000314,False,True,-0.32847583293914795,1.093483567237854
breadth,chck_100M,Q_balloon_drawer_open_closed_closed_held0_balloon,unaffected_only,open_closed,held0,balloon,S199_eval_000288,S199_eval_000289,False,True,-1.7048656940460205,1.4428775310516357
breadth,chck_100M,Q_balloon_drawer_open_closed_closed_held0_drawer,unaffected_only,open_closed,held0,drawer,S199_eval_000291,S199_eval_000290,False,True,-1.5616953372955322,1.3339989185333252
breadth,chck_100M,Q_balloon_drawer_open_closed_open_held0_balloon,unaffected_only,open_closed,held0,balloon,S199_eval_000296,S199_eval_000297,False,True,-0.9637191295623779,0.24749362468719482
breadth,chck_100M,Q_balloon_drawer_open_closed_open_held0_drawer,both_correct,open_closed,held0,drawer,S199_eval_000299,S199_eval_000298,True,True,0.04370450973510742,0.28806233406066895
breadth,chck_100M,Q_balloon_gate_dark_lit_dark_held1_balloon,unaffected_only,dark_lit,held1,balloon,S199_eval_000308,S199_eval_000309,False,True,-1.2779548168182373,1.349462628364563
breadth,chck_100M,Q_balloon_gate_dark_lit_dark_held1_gate,unaffected_only,dark_lit,held1,gate,S199_eval_000311,S199_eval_000310,False,True,-0.9375386238098145,1.2068053483963013
breadth,chck_100M,Q_balloon_gate_dark_lit_lit_held1_balloon,affected_only,dark_lit,held1,balloon,S199_eval_000316,S199_eval_000317,True,False,0.8454184532165527,-0.36888575553894043
breadth,chck_100M,Q_balloon_gate_dark_lit_lit_held1_gate,affected_only,dark_lit,held1,gate,S199_eval_000319,S199_eval_000318,True,False,0.2327413558959961,-0.732952356338501
breadth,chck_100M,Q_balloon_gate_open_closed_closed_held1_balloon,both_correct,open_closed,held1,balloon,S199_eval_000292,S199_eval_000293,True,True,0.0868079662322998,0.4284489154815674
breadth,chck_100M,Q_balloon_gate_open_closed_closed_held1_gate,unaffected_only,open_closed,held1,gate,S199_eval_000295,S199_eval_000294,False,True,-0.7414906024932861,0.03022027015686035
breadth,chck_100M,Q_balloon_gate_open_closed_open_held1_balloon,affected_only,open_closed,held1,balloon,S199_eval_000300,S199_eval_000301,True,False,0.05854654312133789,-0.5114145278930664
breadth,chck_100M,Q_balloon_gate_open_closed_open_held1_gate,affected_only,open_closed,held1,gate,S199_eval_000303,S199_eval_000302,True,False,0.9685367345809937,-0.2804996967315674
breadth,chck_100M,Q_bowl_box_dark_lit_dark_held0_bowl,unaffected_only,dark_lit,held0,bowl,S199_eval_000048,S199_eval_000049,False,True,-3.4746280312538147,2.727689653635025
breadth,chck_100M,Q_bowl_box_dark_lit_dark_held0_box,unaffected_only,dark_lit,held0,box,S199_eval_000051,S199_eval_000050,False,True,-2.783192604780197,3.8161233961582184
breadth,chck_100M,Q_bowl_box_dark_lit_lit_held0_bowl,unaffected_only,dark_lit,held0,bowl,S199_eval_000056,S199_eval_000057,False,True,-0.3673292398452759,0.05524742603302002
breadth,chck_100M,Q_bowl_box_dark_lit_lit_held0_box,both_correct,dark_lit,held0,box,S199_eval_000059,S199_eval_000058,True,True,0.2167421579360962,0.5960724353790283
breadth,chck_100M,Q_bowl_box_open_closed_closed_held0_bowl,unaffected_only,open_closed,held0,bowl,S199_eval_000032,S199_eval_000033,False,True,-2.0085980892181396,1.6598014831542969
breadth,chck_100M,Q_bowl_box_open_closed_closed_held0_box,unaffected_only,open_closed,held0,box,S199_eval_000035,S199_eval_000034,False,True,-1.4215035438537598,1.9793744087219238
breadth,chck_100M,Q_bowl_box_open_closed_open_held0_bowl,unaffected_only,open_closed,held0,bowl,S199_eval_000040,S199_eval_000041,False,True,-0.16437649726867676,0.11708450317382812
breadth,chck_100M,Q_bowl_box_open_closed_open_held0_box,unaffected_only,open_closed,held0,box,S199_eval_000043,S199_eval_000042,False,True,-0.22028064727783203,0.4503912925720215
breadth,chck_100M,Q_bowl_jar_dark_lit_dark_held1_bowl,unaffected_only,dark_lit,held1,bowl,S199_eval_000052,S199_eval_000053,False,True,-1.6078910827636719,1.9815446138381958
breadth,chck_100M,Q_bowl_jar_dark_lit_dark_held1_jar,unaffected_only,dark_lit,held1,jar,S199_eval_000055,S199_eval_000054,False,True,-1.8806625604629517,1.557736873626709
breadth,chck_100M,Q_bowl_jar_dark_lit_lit_held1_bowl,affected_only,dark_lit,held1,bowl,S199_eval_000060,S199_eval_000061,True,False,0.8152987957000732,-1.0599995851516724
breadth,chck_100M,Q_bowl_jar_dark_lit_lit_held1_jar,affected_only,dark_lit,held1,jar,S199_eval_000063,S199_eval_000062,True,False,1.043566346168518,-0.7753336429595947
breadth,chck_100M,Q_bowl_jar_open_closed_closed_held1_bowl,unaffected_only,open_closed,held1,bowl,S199_eval_000036,S199_eval_000037,False,True,-0.3741123676300049,0.20447087287902832
breadth,chck_100M,Q_bowl_jar_open_closed_closed_held1_jar,unaffected_only,open_closed,held1,jar,S199_eval_000039,S199_eval_000038,False,True,-0.21854281425476074,0.299846887588501
breadth,chck_100M,Q_bowl_jar_open_closed_open_held1_bowl,affected_only,open_closed,held1,bowl,S199_eval_000044,S199_eval_000045,True,False,0.3912997245788574,-0.14604425430297852
breadth,chck_100M,Q_bowl_jar_open_closed_open_held1_jar,affected_only,open_closed,held1,jar,S199_eval_000047,S199_eval_000046,True,False,0.20256781578063965,-0.3340015411376953
breadth,chck_100M,Q_box_door_clean_dirty_clean_held1_box,unaffected_only,clean_dirty,held1,box,S199_eval_000076,S199_eval_000077,False,True,-0.49782419204711914,0.5326676368713379
