contrast,checkpoint,from_arm,to_arm,n_pairs,to_both_correct_frac,from_both_correct_frac,delta_both_correct_frac,to_affected_only_frac,from_affected_only_frac,delta_affected_only_frac,to_unaffected_only_frac,from_unaffected_only_frac,delta_unaffected_only_frac,to_neither_frac,from_neither_frac,delta_neither_frac,from_not_both_to_both_frac,from_both_to_not_both_frac,both_correct_retained_frac_of_all,unaffected_only_to_both_frac,unaffected_only_to_affected_only_frac,both_to_affected_only_frac,both_to_unaffected_only_frac,both_to_neither_frac,neither_to_both_frac,affected_only_to_both_frac,flow_matrix_json
VminusR,chck_80M,repeat,view,192,0.020833333333333332,0.010416666666666666,0.010416666666666666,0.4322916666666667,0.20833333333333334,0.22395833333333334,0.546875,0.7604166666666666,-0.21354166666666666,0.0,0.020833333333333332,-0.020833333333333332,0.020833333333333332,0.010416666666666666,0.0,0.010416666666666666,0.2708333333333333,0.010416666666666666,0.0,0.0,0.0,0.010416666666666666,"{""affected_only->affected_only"": 28, ""affected_only->both_correct"": 2, ""affected_only->unaffected_only"": 10, ""both_correct->affected_only"": 2, ""neither->affected_only"": 1, ""neither->unaffected_only"": 3, ""unaffected_only->affected_only"": 52, ""unaffected_only->both_correct"": 2, ""unaffected_only->unaffected_only"": 92}"
VminusR,chck_90M,repeat,view,192,0.020833333333333332,0.020833333333333332,0.0,0.4166666666666667,0.21875,0.19791666666666666,0.5625,0.7604166666666666,-0.19791666666666666,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332,0.0,0.005208333333333333,0.2604166666666667,0.015625,0.005208333333333333,0.0,0.0,0.015625,"{""affected_only->affected_only"": 27, ""affected_only->both_correct"": 3, ""affected_only->unaffected_only"": 12, ""both_correct->affected_only"": 3, ""both_correct->unaffected_only"": 1, ""unaffected_only->affected_only"": 50, ""unaffected_only->both_correct"": 1, ""unaffected_only->unaffected_only"": 95}"
VminusR,chck_100M,repeat,view,192,0.03125,0.020833333333333332,0.010416666666666666,0.4166666666666667,0.21875,0.19791666666666666,0.5520833333333334,0.7552083333333334,-0.203125,0.0,0.005208333333333333,-0.005208333333333333,0.026041666666666668,0.015625,0.005208333333333333,0.010416666666666666,0.2604166666666667,0.010416666666666666,0.005208333333333333,0.0,0.0,0.015625,"{""affected_only->affected_only"": 27, ""affected_only->both_correct"": 3, ""affected_only->unaffected_only"": 12, ""both_correct->affected_only"": 2, ""both_correct->both_correct"": 1, ""both_correct->unaffected_only"": 1, ""neither->affected_only"": 1, ""unaffected_only->affected_only"": 50, ""unaffected_only->both_correct"": 2, ""unaffected_only->unaffected_only"": 93}"
VminusB,chck_80M,breadth,view,192,0.020833333333333332,0.026041666666666668,-0.005208333333333333,0.4322916666666667,0.3229166666666667,0.109375,0.546875,0.5885416666666666,-0.041666666666666664,0.0,0.0625,-0.0625,0.020833333333333332,0.026041666666666668,0.0,0.010416666666666666,0.203125,0.020833333333333332,0.005208333333333333,0.0,0.0,0.010416666666666666,"{""affected_only->affected_only"": 37, ""affected_only->both_correct"": 2, ""affected_only->unaffected_only"": 23, ""both_correct->affected_only"": 4, ""both_correct->unaffected_only"": 1, ""neither->affected_only"": 3, ""neither->unaffected_only"": 9, ""unaffected_only->affected_only"": 39, ""unaffected_only->both_correct"": 2, ""unaffected_only->unaffected_only"": 72}"
VminusB,chck_90M,breadth,view,192,0.020833333333333332,0.046875,-0.026041666666666668,0.4166666666666667,0.3489583333333333,0.06770833333333333,0.5625,0.5729166666666666,-0.010416666666666666,0.0,0.03125,-0.03125,0.015625,0.041666666666666664,0.005208333333333333,0.0,0.19791666666666666,0.026041666666666668,0.015625,0.0,0.0,0.015625,"{""affected_only->affected_only"": 36, ""affected_only->both_correct"": 3, ""affected_only->unaffected_only"": 28, ""both_correct->affected_only"": 5, ""both_correct->both_correct"": 1, ""both_correct->unaffected_only"": 3, ""neither->affected_only"": 1, ""neither->unaffected_only"": 5, ""unaffected_only->affected_only"": 38, ""unaffected_only->unaffected_only"": 72}"
VminusB,chck_100M,breadth,view,192,0.03125,0.041666666666666664,-0.010416666666666666,0.4166666666666667,0.34375,0.07291666666666667,0.5520833333333334,0.5833333333333334,-0.03125,0.0,0.03125,-0.03125,0.03125,0.041666666666666664,0.0,0.010416666666666666,0.20833333333333334,0.020833333333333332,0.020833333333333332,0.0,0.0,0.020833333333333332,"{""affected_only->affected_only"": 36, ""affected_only->both_correct"": 4, ""affected_only->unaffected_only"": 26, ""both_correct->affected_only"": 4, ""both_correct->unaffected_only"": 4, ""neither->unaffected_only"": 6, ""unaffected_only->affected_only"": 40, ""unaffected_only->both_correct"": 2, ""unaffected_only->unaffected_only"": 70}"
BminusR,chck_80M,repeat,breadth,192,0.026041666666666668,0.010416666666666666,0.015625,0.3229166666666667,0.20833333333333334,0.11458333333333333,0.5885416666666666,0.7604166666666666,-0.171875,0.0625,0.020833333333333332,0.041666666666666664,0.026041666666666668,0.010416666666666666,0.0,0.010416666666666666,0.16666666666666666,0.005208333333333333,0.005208333333333333,0.0,0.0,0.015625,"{""affected_only->affected_only"": 27, ""affected_only->both_correct"": 3, ""affected_only->neither"": 2, ""affected_only->unaffected_only"": 8, ""both_correct->affected_only"": 1, ""both_correct->unaffected_only"": 1, ""neither->affected_only"": 2, ""neither->unaffected_only"": 2, ""unaffected_only->affected_only"": 32, ""unaffected_only->both_correct"": 2, ""unaffected_only->neither"": 10, ""unaffected_only->unaffected_only"": 102}"
BminusR,chck_90M,repeat,breadth,192,0.046875,0.020833333333333332,0.026041666666666668,0.3489583333333333,0.21875,0.13020833333333334,0.5729166666666666,0.7604166666666666,-0.1875,0.03125,0.0,0.03125,0.046875,0.020833333333333332,0.0,0.03125,0.19791666666666666,0.005208333333333333,0.015625,0.0,0.0,0.015625,"{""affected_only->affected_only"": 28, ""affected_only->both_correct"": 3, ""affected_only->neither"": 1, ""affected_only->unaffected_only"": 10, ""both_correct->affected_only"": 1, ""both_correct->unaffected_only"": 3, ""unaffected_only->affected_only"": 38, ""unaffected_only->both_correct"": 6, ""unaffected_only->neither"": 5, ""unaffected_only->unaffected_only"": 97}"
BminusR,chck_100M,repeat,breadth,192,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.34375,0.21875,0.125,0.5833333333333334,0.7552083333333334,-0.171875,0.03125,0.005208333333333333,0.026041666666666668,0.041666666666666664,0.020833333333333332,0.0,0.026041666666666668,0.203125,0.005208333333333333,0.015625,0.0,0.0,0.015625,"{""affected_only->affected_only"": 26, ""affected_only->both_correct"": 3, ""affected_only->neither"": 2, ""affected_only->unaffected_only"": 11, ""both_correct->affected_only"": 1, ""both_correct->unaffected_only"": 3, ""neither->unaffected_only"": 1, ""unaffected_only->affected_only"": 39, ""unaffected_only->both_correct"": 5, ""unaffected_only->neither"": 4, ""unaffected_only->unaffected_only"": 97}"
