contrast,window,quantity,n,mean_frac,mean_pp,min_pp,max_pp,checkpoints
VminusR,late_80_90_100M,delta_both_correct_frac,3,0.006944444444444444,0.6944444444444444,0.0,1.0416666666666665,chck_80M;chck_90M;chck_100M
VminusR,late_80_90_100M,delta_affected_only_frac,3,0.2065972222222222,20.65972222222222,19.791666666666664,22.395833333333336,chck_80M;chck_90M;chck_100M
VminusR,late_80_90_100M,delta_unaffected_only_frac,3,-0.20486111111111108,-20.486111111111107,-21.354166666666664,-19.791666666666664,chck_80M;chck_90M;chck_100M
VminusR,late_80_90_100M,delta_neither_frac,3,-0.008680555555555554,-0.8680555555555555,-2.083333333333333,0.0,chck_80M;chck_90M;chck_100M
VminusR,late_80_90_100M,from_not_both_to_both_frac,3,0.022569444444444444,2.256944444444444,2.083333333333333,2.604166666666667,chck_80M;chck_90M;chck_100M
VminusR,late_80_90_100M,from_both_to_not_both_frac,3,0.015625,1.5625,1.0416666666666665,2.083333333333333,chck_80M;chck_90M;chck_100M
VminusR,late_80_90_100M,unaffected_only_to_both_frac,3,0.008680555555555554,0.8680555555555555,0.5208333333333333,1.0416666666666665,chck_80M;chck_90M;chck_100M
VminusR,late_80_90_100M,unaffected_only_to_affected_only_frac,3,0.2638888888888889,26.38888888888889,26.041666666666668,27.083333333333332,chck_80M;chck_90M;chck_100M
VminusR,late_80_90_100M,both_to_affected_only_frac,3,0.012152777777777776,1.2152777777777777,1.0416666666666665,1.5625,chck_80M;chck_90M;chck_100M
VminusR,late_80_90_100M,both_to_unaffected_only_frac,3,0.003472222222222222,0.3472222222222222,0.0,0.5208333333333333,chck_80M;chck_90M;chck_100M
VminusR,late_80_90_100M,both_to_neither_frac,3,0.0,0.0,0.0,0.0,chck_80M;chck_90M;chck_100M
VminusR,late_80_90_100M,neither_to_both_frac,3,0.0,0.0,0.0,0.0,chck_80M;chck_90M;chck_100M
VminusR,late_80_90_100M,affected_only_to_both_frac,3,0.013888888888888888,1.3888888888888888,1.0416666666666665,1.5625,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,delta_both_correct_frac,3,-0.013888888888888888,-1.3888888888888888,-2.604166666666667,-0.5208333333333333,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,delta_affected_only_frac,3,0.08333333333333333,8.333333333333332,6.770833333333333,10.9375,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,delta_unaffected_only_frac,3,-0.027777777777777776,-2.7777777777777777,-4.166666666666666,-1.0416666666666665,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,delta_neither_frac,3,-0.041666666666666664,-4.166666666666666,-6.25,-3.125,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,from_not_both_to_both_frac,3,0.022569444444444444,2.256944444444444,1.5625,3.125,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,from_both_to_not_both_frac,3,0.036458333333333336,3.6458333333333335,2.604166666666667,4.166666666666666,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,unaffected_only_to_both_frac,3,0.006944444444444444,0.6944444444444444,0.0,1.0416666666666665,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,unaffected_only_to_affected_only_frac,3,0.203125,20.3125,19.791666666666664,20.833333333333336,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,both_to_affected_only_frac,3,0.022569444444444444,2.256944444444444,2.083333333333333,2.604166666666667,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,both_to_unaffected_only_frac,3,0.013888888888888888,1.3888888888888888,0.5208333333333333,2.083333333333333,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,both_to_neither_frac,3,0.0,0.0,0.0,0.0,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,neither_to_both_frac,3,0.0,0.0,0.0,0.0,chck_80M;chck_90M;chck_100M
VminusB,late_80_90_100M,affected_only_to_both_frac,3,0.015625,1.5625,1.0416666666666665,2.083333333333333,chck_80M;chck_90M;chck_100M
