domain,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
agent-properties,2210,0.5036199095022624,774,0.3502262443438914,0.7055606198723792,1097,0.027204200654523447
social-relations,1548,0.5271317829457365,447,0.28875968992248063,0.610655737704918,732,0.34403204917907715
physical-relations,818,0.511002444987775,284,0.3471882640586797,0.71,400,0.043292571615893394
material-dynamics,770,0.5038961038961038,254,0.32987012987012987,0.6649214659685864,382,-0.15495145320892334
spatial-relations,490,0.47959183673469385,188,0.3836734693877551,0.7372549019607844,255,-0.07090210914611816
physical-interactions,556,0.5161870503597122,165,0.29676258992805754,0.6133828996282528,269,0.03498503298033029
social-properties,328,0.43597560975609756,139,0.42378048780487804,0.7513513513513513,185,-0.4791637137532234
social-interactions,294,0.5204081632653061,93,0.3163265306122449,0.6595744680851063,141,-0.03616473078727722
quantitative-properties,314,0.6019108280254777,65,0.2070063694267516,0.52,125,0.38138720410643145
material-properties,170,0.5764705882352941,35,0.20588235294117646,0.4861111111111111,72,0.2438848572783172
physical-dynamics,120,0.5666666666666667,32,0.26666666666666666,0.6153846153846154,52,0.7822466874495149
