role,checkpoint,n,gain,gain_se,repeated_nll,unrepeated_nll
C,chck_100M,2000,3.3062263419656217,0.07312846480031374,1.5560875003022052,4.8623138422678265
C,chck_80M,2000,3.335187829298613,0.0730210357228134,1.5584957385469653,4.893683567845579
C,chck_90M,2000,3.358981507418949,0.07399082101394326,1.5429101814443715,4.901891688863321
R,chck_100M,2000,5.141418722363313,0.1043058044825618,1.134595998758948,6.276014721122261
R,chck_80M,2000,5.157805072149395,0.10387704861942401,1.1099497885798333,6.267754860729228
R,chck_90M,2000,5.057736054544785,0.10341345714837594,1.1594951331410313,6.217231187685815
RS,chck_100M,2000,3.542170455215243,0.07741721975499145,1.5812774953032562,5.123447950518499
RS,chck_80M,2000,3.626001060792581,0.07823944121216916,1.5524030179691417,5.178404078761723
RS,chck_90M,2000,3.5872399017884398,0.07799715724102847,1.5642687104201856,5.151508612208625
