role,overlap_bin,token_class,n_pairs,mean_gain_T_vs_U,mean_gain_T_vs_N,mean_gain_U_vs_N,se_pair_gain_T_vs_U,se_pair_gain_T_vs_N,se_pair_gain_U_vs_N
C,ALL,ALL,1200,2.5489051532601823,2.570044049691775,0.02113889643159281,0.05502013562880457,0.05610560033524571,0.027006728592359187
C,ALL,nonoverlap,1200,0.39114260583126453,0.43949176366951886,0.04834915783825434,0.044789268021968025,0.0480303572918418,0.02829371102896714
C,ALL,overlap,1200,4.7066677006891,4.700596335714032,-0.006071364975068719,0.10302412672514898,0.10479208261893318,0.04579610651278317
C,high,ALL,400,2.7747205001875774,2.8109471897900584,0.0362266896024812,0.09507446010668366,0.09561388691676447,0.046228419032502834
C,high,nonoverlap,400,0.2868565496530694,0.31769617182668297,0.03083962217361356,0.0877284892746458,0.09121625199957255,0.04908017534457065
C,high,overlap,400,5.262584450722085,5.3041982077534335,0.04161375703134885,0.17533441014749315,0.17512356690103198,0.0779454551197816
C,low,ALL,400,2.4826592553924516,2.438841728305512,-0.043817527086939666,0.09699544514603224,0.09766230997375185,0.04788688935172171
C,low,nonoverlap,400,0.5031669943226734,0.513807218443253,0.01064022412057966,0.0721315387365257,0.07592614699511227,0.048962480125822105
C,low,overlap,400,4.46215151646223,4.363876238167771,-0.09827527829445898,0.17895579021206937,0.18389335763421194,0.08170983507801975
C,medium,ALL,400,2.389335704200518,2.460343230979755,0.0710075267792369,0.09271224207428329,0.09712052685134484,0.046007770631099495
C,medium,nonoverlap,400,0.3834042735180507,0.4869719007386205,0.10356762722056981,0.07139151028861887,0.08136660418622761,0.04885360390989947
C,medium,overlap,400,4.395267134882985,4.433714561220889,0.03844742633790399,0.17774673324950113,0.18159031013920146,0.07804912449915245
R,ALL,ALL,1200,2.2818593040833046,2.3230704876160275,0.041211183532723225,0.059182658236991544,0.060463235417230116,0.027700644732554913
R,ALL,nonoverlap,1200,-0.18268767187708163,-0.09604683209391725,0.08664083978316436,0.054527047848641166,0.05850621032399133,0.028548043771204696
R,ALL,overlap,1200,4.74640628004369,4.742187807325973,-0.004218472717717906,0.11031846569326444,0.11214782607492486,0.046483937765507785
R,high,ALL,400,2.4310141964755894,2.475549733237761,0.04453553676217174,0.10120777614283898,0.10351665000263724,0.04791315985542853
R,high,nonoverlap,400,-0.5287569368071854,-0.47650706602570914,0.05224987078147629,0.10647028313875839,0.11267340581896343,0.04753240049823929
R,high,overlap,400,5.390785329758364,5.4276065325012315,0.036821202742867175,0.1867732312360726,0.1888563143571999,0.0795341507490582
R,low,ALL,400,2.283195271719645,2.3074945099489317,0.02429923822928686,0.10295895699514043,0.10440369064196094,0.04788190429457862
R,low,nonoverlap,400,0.16053543196292594,0.22941993216207873,0.06888450019915278,0.08191143258049743,0.08733484875720997,0.05001543932982466
R,low,overlap,400,4.405855111476364,4.385569087735785,-0.020286023740579057,0.18867461703004235,0.1920389735059164,0.08310766794781912
R,medium,ALL,400,2.1313684440546785,2.1861672196613897,0.05479877560671108,0.102798255736404,0.10573935169149633,0.04812878142540275
R,medium,nonoverlap,400,-0.17984151078698535,-0.04105336241812135,0.138788148368864,0.09010799745486425,0.09924646299552556,0.05063102348995731
R,medium,overlap,400,4.442578398896342,4.4133878017409005,-0.029190597155441842,0.1936242410953016,0.19719489410999824,0.07878976808061913
RS,ALL,ALL,1200,2.293121205778108,2.365880377092257,0.07275917131414947,0.055384707779594956,0.05584043496462491,0.024964952458997595
RS,ALL,nonoverlap,1200,0.15220075156811314,0.2600443837904216,0.10784363222230847,0.044841914375077944,0.04885986099327349,0.026282786543016114
RS,ALL,overlap,1200,4.434041659988103,4.471716370394093,0.037674710405990484,0.1025837433338518,0.10363483669077199,0.04069630791176356
RS,high,ALL,400,2.4470037958905353,2.5501951267564924,0.10319133086595685,0.09433546379425713,0.09601326606653598,0.042155189424767106
RS,high,nonoverlap,400,-0.0378263817417125,0.06624684205278754,0.10407322379450003,0.0887995495241516,0.09344673918133733,0.04487353706247053
RS,high,overlap,400,4.9318339735227825,5.034143411460197,0.10230943793741364,0.17159355556762107,0.17545944099735136,0.06868959267508486
RS,low,ALL,400,2.2388052812068295,2.2623439301985977,0.023538648991767937,0.0967329383889132,0.09772644918561932,0.045074459792440735
RS,low,nonoverlap,400,0.31291018818699134,0.3957763124020615,0.08286612421507016,0.07110624656710399,0.07936021351954081,0.045808006316953656
RS,low,overlap,400,4.164700374226668,4.128911547995133,-0.035788826231534274,0.17635955566153233,0.17835603682532597,0.07375998528661984
RS,medium,ALL,400,2.1935545402369585,2.285102074321682,0.09154753408472363,0.09622573784402724,0.09574100124664228,0.04232278693187695
RS,medium,nonoverlap,400,0.18151844825906058,0.3181099969164158,0.1365915486573552,0.07070165388775171,0.0794157222809588,0.04584097194102082
RS,medium,overlap,400,4.2055906322148555,4.252094151726948,0.04650351951209207,0.1822976931085462,0.1812720054831418,0.06872247456086486
