column,subtask,n_items,score_70,score_72,score_74,score_76,score_78,score_80,score_82,score_84,score_86,score_88,score_90,score_92,score_94,score_96,score_98,score_100
BLiMP,left_branch_island_simple_question,951,54.363827549947416,55.62565720294427,51.52471083070452,52.26077812828601,54.99474237644585,51.419558359621455,53.94321766561514,52.78654048370137,52.36593059936908,51.419558359621455,52.05047318611987,51.10410094637224,51.10410094637224,50.998948475289176,51.31440588853838,51.31440588853838
BLiMP,matrix_question_npi_licensor_present,929,42.08826695371367,36.38320775026911,36.167922497308936,36.27556512378902,33.26157158234661,34.1227125941873,37.997847147470395,34.76856835306781,35.522066738428414,37.35199138858988,36.490850376749194,34.8762109795479,36.06027987082885,35.737351991388586,35.952637244348765,35.952637244348765
BLiMP,npi_present_1,909,30.143014301430142,30.913091309130913,28.38283828382838,30.803080308030808,28.71287128712871,26.292629262926294,35.203520352035206,31.02310231023102,33.223322332233224,33.663366336633665,32.45324532453245,30.913091309130913,31.133113311331133,30.583058305830583,30.583058305830583,30.47304730473047
BLiMP,npi_present_2,914,35.22975929978118,37.527352297593,36.76148796498906,38.183807439824946,34.24507658643326,31.400437636761485,38.51203501094092,35.99562363238512,38.183807439824946,38.840262582056894,37.96498905908096,36.542669584245075,36.433260393873084,36.433260393873084,36.21444201312911,36.10503282275711
BLiMP,only_npi_licensor_present,882,53.28798185941043,71.20181405895691,67.91383219954649,68.14058956916101,60.997732426303855,65.87301587301587,72.22222222222221,74.94331065759637,74.71655328798185,77.43764172335601,74.94331065759637,78.2312925170068,76.30385487528345,77.21088435374149,76.53061224489795,76.30385487528345
BLiMP,only_npi_scope,837,72.64038231780168,63.44086021505376,64.15770609318996,65.11350059737157,57.22819593787336,60.215053763440864,60.57347670250897,62.24611708482676,65.59139784946237,67.02508960573476,64.63560334528077,65.35244922341697,64.87455197132617,64.15770609318996,64.39665471923537,64.39665471923537
BLiMP,passive_1,840,73.92857142857143,71.78571428571429,72.61904761904762,72.38095238095238,72.02380952380952,73.21428571428571,73.69047619047619,73.09523809523809,73.33333333333333,71.9047619047619,73.09523809523809,72.73809523809524,72.61904761904762,72.97619047619047,73.09523809523809,73.09523809523809
BLiMP,passive_2,903,70.98560354374308,72.09302325581395,71.76079734219269,71.76079734219269,72.86821705426357,72.20376522702104,72.64673311184939,71.42857142857143,72.53599114064231,71.53931339977852,71.53931339977852,71.76079734219269,71.76079734219269,71.6500553709856,71.6500553709856,71.6500553709856
BLiMP,principle_A_c_command,946,52.85412262156448,56.131078224101486,56.76532769556025,51.05708245243129,53.911205073995774,52.114164904862584,54.12262156448203,52.114164904862584,52.43128964059197,51.79704016913319,52.32558139534884,51.479915433403804,51.79704016913319,52.21987315010571,52.114164904862584,52.21987315010571
BLiMP,principle_A_case_1,912,99.89035087719299,99.89035087719299,99.89035087719299,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
BLiMP,principle_A_case_2,915,84.80874316939891,83.71584699453551,86.01092896174863,85.57377049180329,86.55737704918033,85.3551912568306,86.55737704918033,85.02732240437159,85.13661202185793,85.68306010928963,85.68306010928963,85.46448087431693,85.46448087431693,85.68306010928963,85.57377049180329,85.68306010928963
BLiMP,principle_A_domain_1,914,76.91466083150985,63.56673960612691,69.80306345733041,70.45951859956236,62.472647702407,69.47483588621444,68.49015317286651,64.98905908096279,67.6148796498906,68.27133479212254,68.27133479212254,68.9277899343545,69.47483588621444,69.14660831509846,69.14660831509846,69.14660831509846
BLiMP,principle_A_domain_2,915,52.02185792349727,51.147540983606554,51.256830601092894,52.459016393442624,54.20765027322404,53.66120218579235,50.81967213114754,51.147540983606554,52.459016393442624,54.09836065573771,52.568306010928964,52.568306010928964,53.333333333333336,53.333333333333336,53.333333333333336,53.442622950819676
BLiMP,principle_A_domain_3,941,58.34218916046758,55.04782146652497,55.260361317747076,56.748140276301804,55.366631243358135,56.00425079702445,54.729011689691816,54.51647183846971,55.57917109458024,55.79171094580234,55.79171094580234,55.57917109458024,55.04782146652497,54.83528161530287,54.729011689691816,54.83528161530287
BLiMP,principle_A_reconstruction,967,28.541882109617372,33.81592554291623,34.126163391933815,35.160289555325754,37.849017580144775,35.263702171664946,34.53981385729059,32.16132368148914,34.85005170630817,33.91933815925543,35.57394002068252,35.780765253360904,35.67735263702171,36.19441571871768,36.40124095139607,36.50465356773526
BLiMP,regular_plural_subject_verb_agreement_1,890,72.35955056179775,73.48314606741573,73.37078651685394,74.38202247191012,76.17977528089888,73.93258426966293,75.0561797752809,75.0561797752809,75.84269662921348,75.61797752808988,75.50561797752809,75.1685393258427,74.8314606741573,74.8314606741573,75.0561797752809,75.1685393258427
BLiMP,regular_plural_subject_verb_agreement_2,945,69.31216931216932,72.4867724867725,72.6984126984127,73.12169312169313,73.75661375661376,72.6984126984127,73.65079365079366,72.16931216931218,73.01587301587301,73.54497354497354,73.33333333333333,73.43915343915344,73.54497354497354,73.75661375661376,74.07407407407408,73.96825396825398
BLiMP,sentential_negation_npi_licensor_present,919,97.49727965179544,98.04134929270947,98.36779107725789,97.49727965179544,98.04134929270947,97.27965179542981,98.15016322089227,98.25897714907508,98.25897714907508,98.15016322089227,98.25897714907508,97.93253536452666,98.04134929270947,98.25897714907508,98.25897714907508,98.25897714907508
BLiMP,sentential_negation_npi_scope,871,68.42709529276694,68.77152698048221,68.19747416762341,69.91963260619977,68.88633754305397,67.7382319173364,71.87141216991964,70.72330654420207,72.67508610792193,72.33065442020667,71.1825487944891,70.60849598163031,69.46039035591275,69.80482204362801,69.91963260619977,69.80482204362801
BLiMP,sentential_subject_island,961,27.055150884495315,31.21748178980229,26.742976066597297,26.84703433922997,27.15920915712799,26.638917793964623,27.15920915712799,24.557752341311133,25.494276795005206,26.014568158168572,26.534859521331946,27.471383975026015,26.534859521331946,26.84703433922997,26.84703433922997,26.84703433922997
BLiMP,superlative_quantifiers_1,979,89.47906026557712,87.12972420837589,92.23697650663942,93.15628192032686,93.15628192032686,90.9090909090909,91.72625127681307,85.6996935648621,89.98978549540347,89.8876404494382,87.33401430030644,87.53830439223698,87.64044943820225,88.04902962206333,87.43615934627171,87.43615934627171
BLiMP,superlative_quantifiers_2,986,69.77687626774848,70.28397565922921,59.12778904665315,62.67748478701826,73.32657200811359,70.08113590263692,67.95131845841786,70.79107505070994,65.92292089249493,66.43002028397565,67.8498985801217,68.66125760649088,66.22718052738337,66.43002028397565,65.82150101419877,65.92292089249493
BLiMP,tough_vs_raising_1,948,26.476793248945146,29.64135021097046,32.383966244725734,32.06751054852321,32.48945147679325,35.232067510548525,32.594936708860764,34.07172995780591,32.80590717299578,33.016877637130804,33.12236286919831,33.64978902953587,34.07172995780591,34.38818565400844,34.38818565400844,34.177215189873415
BLiMP,tough_vs_raising_2,920,79.23913043478261,76.73913043478261,76.41304347826086,75.76086956521739,75.0,71.95652173913044,73.69565217391305,73.04347826086956,74.89130434782608,75.10869565217392,75.0,74.34782608695653,74.67391304347825,74.34782608695653,74.45652173913044,74.34782608695653
BLiMP,transitive,868,66.24423963133641,65.78341013824884,68.31797235023042,67.2811059907834,69.81566820276498,67.74193548387096,68.66359447004609,68.66359447004609,69.12442396313364,69.12442396313364,69.5852534562212,69.47004608294931,69.23963133640552,69.12442396313364,69.12442396313364,69.12442396313364
BLiMP,wh_island,960,48.854166666666664,44.79166666666667,50.72916666666667,48.229166666666664,49.270833333333336,46.770833333333336,46.979166666666664,44.79166666666667,48.229166666666664,49.47916666666667,50.31250000000001,49.6875,49.583333333333336,48.854166666666664,49.791666666666664,49.583333333333336
BLiMP,wh_questions_object_gap,859,48.31199068684517,48.31199068684517,45.0523864959255,49.708963911525025,50.291036088474975,51.920838183934805,49.94179278230501,53.66705471478463,55.76251455180442,52.9685681024447,53.317811408614666,51.920838183934805,52.386495925494756,51.804423748544814,52.15366705471478,52.15366705471478
BLiMP,wh_questions_subject_gap,898,74.16481069042317,74.83296213808464,72.271714922049,73.60801781737194,75.61247216035635,76.39198218262806,74.49888641425389,76.7260579064588,77.06013363028953,76.5033407572383,76.05790645879733,76.83741648106904,76.5033407572383,75.83518930957683,76.05790645879733,76.05790645879733
BLiMP,wh_questions_subject_gap_long_distance,857,91.0151691948658,91.94865810968494,92.06534422403733,93.9323220536756,94.86581096849474,93.34889148191365,92.88214702450408,93.34889148191365,92.99883313885647,93.81563593932322,93.34889148191365,93.58226371061843,93.46557759626604,93.23220536756126,93.23220536756126,93.23220536756126
BLiMP,wh_vs_that_no_gap,861,90.70847851335657,91.28919860627178,90.94076655052264,93.84436701509871,93.26364692218351,94.19279907084785,93.72822299651567,94.19279907084785,94.19279907084785,94.19279907084785,94.77351916376307,93.61207897793264,93.61207897793264,93.4959349593496,93.4959349593496,93.61207897793264
BLiMP,wh_vs_that_no_gap_long_distance,875,94.51428571428572,94.97142857142858,95.31428571428572,96.8,96.8,98.05714285714285,96.8,97.37142857142858,97.25714285714285,97.37142857142858,97.25714285714285,97.25714285714285,97.02857142857142,97.02857142857142,97.02857142857142,97.02857142857142
BLiMP,wh_vs_that_with_gap,919,48.857453754080524,46.354733405875955,48.857453754080524,41.566920565832426,45.04896626768226,44.50489662676823,46.028291621327526,45.484221980413494,46.681175190424376,46.354733405875955,47.0076169749728,47.98694232861806,47.98694232861806,48.42219804134929,47.87812840043525,47.98694232861806
BLiMP,wh_vs_that_with_gap_long_distance,910,20.76923076923077,21.75824175824176,19.01098901098901,12.527472527472527,14.175824175824175,13.516483516483516,16.483516483516482,13.846153846153847,14.175824175824175,13.846153846153847,13.626373626373626,14.065934065934066,14.505494505494507,15.384615384615385,15.164835164835164,15.054945054945055
COMPS,base,49340,53.18808269152817,53.250912038913654,53.532630725577626,53.49006890960681,53.664369679773,53.41913254965546,53.71503850830969,53.83259019051479,53.77178759627077,54.01905147952979,54.09404134576409,53.98256992298338,54.02918524523713,54.03526550466153,54.031211998378595,54.037292257803
COMPS,wugs,13896,52.669833045480715,52.61945883707541,52.381980426021876,52.77058146229131,52.80656303972366,52.64104778353483,52.597869890616,52.799366724237196,53.33189407023604,53.34628670120898,53.187967760506616,53.187967760506616,53.36787564766839,53.418249856073686,53.382268278641334,53.41105354058722
COMPS,wugs_dist_before,13896,52.101324122049505,47.769142199194015,45.890903857225105,42.731721358664366,47.56764536557282,48.30886586067933,45.984455958549226,48.35204375359815,45.473517559009785,45.761370178468624,46.027633851468046,46.639320667818076,47.042314335060446,46.9559585492228,46.7328727691422,46.80483592400691
COMPS,wugs_dist_in_between,13896,50.302245250431774,54.432930339666086,55.54116292458261,59.08894645941278,54.25302245250432,52.461139896373055,55.864997121473806,52.8209556706966,56.32556131260794,56.303972366148535,55.75705238917674,55.48359240069085,54.965457685664944,54.95826137017848,55.073402417962,55.03742084052965
EWoK,agent-properties,2210,50.27149321266968,50.18099547511312,50.0,49.185520361990946,49.7737556561086,49.321266968325794,49.547511312217196,50.36199095022624,50.09049773755656,49.81900452488688,49.23076923076923,49.140271493212666,48.914027149321264,49.140271493212666,49.23076923076923,49.276018099547514
EWoK,material-dynamics,770,47.53246753246753,46.62337662337662,51.03896103896104,50.38961038961038,51.42857142857142,47.53246753246753,52.2077922077922,49.74025974025974,46.36363636363636,47.92207792207792,48.18181818181818,45.97402597402597,46.62337662337662,45.84415584415584,45.97402597402597,46.103896103896105
EWoK,material-properties,170,51.76470588235295,51.17647058823529,56.470588235294116,58.235294117647065,58.82352941176471,61.1764705882353,57.647058823529406,58.235294117647065,55.294117647058826,54.70588235294118,57.05882352941176,57.05882352941176,55.88235294117647,56.470588235294116,55.88235294117647,55.88235294117647
EWoK,physical-dynamics,120,40.0,45.83333333333333,44.166666666666664,40.0,45.83333333333333,45.0,39.166666666666664,45.83333333333333,40.833333333333336,40.833333333333336,40.833333333333336,40.833333333333336,40.833333333333336,41.66666666666667,40.0,40.0
EWoK,physical-interactions,556,46.58273381294964,47.122302158273385,48.02158273381295,47.122302158273385,46.223021582733814,45.32374100719424,46.58273381294964,45.86330935251798,46.58273381294964,45.86330935251798,45.86330935251798,46.402877697841724,46.94244604316547,47.122302158273385,46.223021582733814,46.223021582733814
EWoK,physical-relations,818,49.75550122249388,49.877750611246945,49.63325183374083,50.36674816625917,51.83374083129584,49.63325183374083,50.733496332518335,51.46699266503667,50.61124694376527,50.0,50.24449877750611,50.733496332518335,50.8557457212714,50.61124694376527,50.12224938875306,50.12224938875306
EWoK,quantitative-properties,314,54.45859872611465,50.955414012738856,51.59235668789809,50.318471337579616,47.77070063694268,50.63694267515923,51.59235668789809,52.547770700636946,51.27388535031847,49.36305732484077,49.681528662420384,50.955414012738856,50.955414012738856,49.681528662420384,50.318471337579616,50.318471337579616
EWoK,social-interactions,294,60.204081632653065,55.44217687074829,59.863945578231295,52.721088435374156,57.48299319727891,56.4625850340136,56.12244897959183,55.44217687074829,56.80272108843537,54.421768707483,55.78231292517006,55.78231292517006,55.44217687074829,54.761904761904766,54.761904761904766,54.421768707483
EWoK,social-properties,328,46.646341463414636,46.95121951219512,47.86585365853659,49.390243902439025,50.609756097560975,50.91463414634146,46.34146341463415,45.426829268292686,47.256097560975604,47.256097560975604,49.08536585365854,49.390243902439025,49.390243902439025,49.390243902439025,50.0,50.0
EWoK,social-relations,1548,47.480620155038764,46.70542635658915,48.320413436692505,47.286821705426355,46.963824289405686,48.96640826873385,46.64082687338501,48.19121447028424,47.86821705426357,48.1266149870801,47.480620155038764,47.674418604651166,48.06201550387597,47.73901808785529,47.54521963824289,47.54521963824289
EWoK,spatial-relations,490,46.12244897959184,45.714285714285715,45.714285714285715,48.775510204081634,50.61224489795918,47.55102040816326,48.16326530612245,47.755102040816325,48.57142857142857,49.183673469387756,47.3469387755102,48.57142857142857,47.55102040816326,47.755102040816325,47.95918367346938,47.95918367346938
Entity,ambiref_0_ops,508,26.37795275590551,29.527559055118108,28.937007874015748,28.1496062992126,30.905511811023622,27.95275590551181,27.755905511811026,28.543307086614174,28.937007874015748,29.133858267716533,28.346456692913385,27.95275590551181,28.74015748031496,28.346456692913385,28.74015748031496,28.74015748031496
Entity,ambiref_1_ops,428,14.719626168224298,15.887850467289718,13.785046728971961,15.186915887850466,16.822429906542055,14.252336448598129,15.654205607476634,16.121495327102803,14.719626168224298,16.121495327102803,16.588785046728972,15.42056074766355,15.654205607476634,15.42056074766355,15.654205607476634,15.887850467289718
Entity,ambiref_2_ops,413,21.791767554479417,23.728813559322035,23.486682808716708,24.69733656174334,23.728813559322035,24.69733656174334,25.66585956416465,24.455205811138015,24.93946731234867,24.69733656174334,23.24455205811138,23.728813559322035,23.002421307506054,23.24455205811138,23.486682808716708,23.486682808716708
Entity,ambiref_3_ops,409,25.67237163814181,22.982885085574573,25.4278728606357,26.161369193154034,25.91687041564792,25.4278728606357,25.183374083129586,24.449877750611247,26.161369193154034,25.91687041564792,25.183374083129586,24.938875305623473,24.205378973105134,24.449877750611247,24.449877750611247,24.449877750611247
Entity,ambiref_4_ops,434,33.17972350230415,32.48847926267281,32.02764976958525,32.71889400921659,31.566820276497698,33.17972350230415,35.25345622119816,32.71889400921659,34.331797235023046,35.02304147465438,32.25806451612903,32.94930875576037,32.48847926267281,32.48847926267281,32.25806451612903,32.25806451612903
Entity,ambiref_5_ops,123,33.33333333333333,30.89430894308943,32.52032520325203,31.70731707317073,33.33333333333333,31.70731707317073,32.52032520325203,32.52032520325203,31.70731707317073,31.70731707317073,30.89430894308943,30.89430894308943,30.89430894308943,30.89430894308943,30.89430894308943,30.89430894308943
Entity,move_contents_0_ops,516,48.44961240310077,50.775193798449614,48.837209302325576,51.162790697674424,52.13178294573644,50.3875968992248,51.162790697674424,51.162790697674424,51.162790697674424,51.55038759689923,52.13178294573644,51.356589147286826,51.93798449612403,51.93798449612403,51.93798449612403,51.93798449612403
Entity,move_contents_1_ops,437,18.993135011441648,17.84897025171625,17.162471395881006,18.53546910755149,17.620137299771166,16.475972540045767,18.306636155606405,16.018306636155607,15.560640732265446,16.475972540045767,17.391304347826086,16.475972540045767,16.933638443935926,16.933638443935926,17.162471395881006,17.162471395881006
Entity,move_contents_2_ops,399,17.794486215538846,17.794486215538846,17.543859649122805,15.538847117794486,16.290726817042607,19.548872180451127,20.30075187969925,18.045112781954884,20.30075187969925,20.30075187969925,19.047619047619047,19.298245614035086,19.298245614035086,19.298245614035086,19.298245614035086,19.298245614035086
Entity,move_contents_3_ops,406,25.12315270935961,24.137931034482758,22.660098522167488,23.15270935960591,23.39901477832512,25.12315270935961,27.586206896551722,25.862068965517242,27.093596059113302,26.108374384236456,26.354679802955665,25.862068965517242,25.615763546798032,26.108374384236456,26.108374384236456,25.862068965517242
Entity,move_contents_4_ops,353,24.07932011331445,22.946175637393768,22.096317280453256,22.946175637393768,22.946175637393768,24.645892351274785,22.946175637393768,22.6628895184136,24.645892351274785,25.21246458923513,22.6628895184136,22.946175637393768,22.6628895184136,22.6628895184136,22.6628895184136,22.6628895184136
Entity,move_contents_5_ops,116,31.896551724137932,33.62068965517241,30.17241379310345,31.896551724137932,31.03448275862069,31.896551724137932,35.3448275862069,37.93103448275862,39.6551724137931,36.206896551724135,38.793103448275865,34.48275862068966,35.3448275862069,36.206896551724135,35.3448275862069,35.3448275862069
Entity,regular_0_ops,517,39.65183752417795,43.520309477756285,43.133462282398455,43.32688588007737,44.48742746615087,43.32688588007737,42.94003868471953,44.10058027079304,42.16634429400386,42.16634429400386,43.32688588007737,42.94003868471953,43.32688588007737,43.520309477756285,43.32688588007737,43.32688588007737
