column,subtask,n_items,score_70,score_72,score_74,score_76,score_78,score_80,score_82,score_84,score_86,score_88,score_90,score_92,score_94,score_96,score_98,score_100
BLiMP,adjunct_island,928,76.9396551724138,71.76724137931035,73.38362068965517,75.75431034482759,73.49137931034483,75.0,72.84482758620689,74.67672413793103,74.03017241379311,73.8146551724138,75.10775862068965,74.56896551724138,74.13793103448276,74.56896551724138,74.56896551724138,74.56896551724138
BLiMP,anaphor_gender_agreement,971,80.32955715756952,78.47579814624099,77.65190525231719,78.57878475798145,81.77136972193615,82.28630278063852,82.08032955715757,81.66838311019568,82.08032955715757,81.87435633367663,82.28630278063852,80.7415036045314,80.53553038105046,80.63851699279093,80.53553038105046,80.53553038105046
BLiMP,anaphor_number_agreement,931,85.28464017185821,82.8141783029001,83.56605800214822,85.71428571428571,85.82169709989259,84.5327604726101,82.92158968850698,83.13641245972073,83.6734693877551,84.5327604726101,84.1031149301826,84.5327604726101,83.88829215896885,83.88829215896885,83.88829215896885,83.88829215896885
BLiMP,animate_subject_passive,895,64.6927374301676,65.36312849162012,64.1340782122905,63.57541899441341,65.02793296089385,64.1340782122905,63.79888268156425,64.80446927374301,65.25139664804469,64.46927374301677,64.91620111731844,64.6927374301676,64.24581005586593,64.24581005586593,64.35754189944134,64.35754189944134
BLiMP,animate_subject_trans,923,68.90574214517876,69.77248104008667,67.38894907908993,67.17226435536294,67.28060671722643,66.95557963163597,68.03900325027085,69.23076923076923,68.03900325027085,69.88082340195017,69.23076923076923,69.01408450704226,68.36403033586133,68.5807150595883,68.36403033586133,68.36403033586133
BLiMP,causative,818,51.34474327628362,53.17848410757946,53.17848410757946,53.0562347188264,54.52322738386308,53.789731051344745,54.400977995110026,52.07823960880196,54.64547677261614,54.156479217603916,54.400977995110026,54.76772616136919,54.400977995110026,54.278728606356964,54.156479217603916,54.278728606356964
BLiMP,complex_NP_island,846,35.1063829787234,33.21513002364066,32.62411347517731,34.04255319148936,36.40661938534279,38.061465721040186,36.52482269503546,36.40661938534279,36.87943262411347,35.9338061465721,36.28841607565012,36.7612293144208,36.05200945626478,36.05200945626478,36.17021276595745,36.17021276595745
BLiMP,coordinate_structure_constraint_complex_left_branch,906,46.35761589403973,42.49448123620309,42.93598233995585,43.04635761589404,42.49448123620309,40.06622516556291,41.61147902869757,41.72185430463576,41.280353200883,41.83222958057395,41.390728476821195,41.501103752759384,41.16997792494481,41.280353200883,41.61147902869757,41.61147902869757
BLiMP,coordinate_structure_constraint_object_extraction,949,71.02212855637514,70.91675447839832,73.34035827186513,75.23709167544784,73.44573234984195,72.91886195995785,76.39620653319284,74.3940990516333,75.6585879873551,74.81559536354057,74.28872497365649,75.13171759747102,74.60484720758693,74.71022128556375,74.60484720758693,74.60484720758693
BLiMP,determiner_noun_agreement_1,929,82.02368137782562,84.60710441334768,82.66953713670614,85.46824542518837,86.0064585575888,84.60710441334768,85.68353067814854,85.14531754574811,86.0064585575888,85.79117330462863,86.22174381054897,86.22174381054897,86.11410118406889,86.22174381054897,86.22174381054897,86.22174381054897
BLiMP,determiner_noun_agreement_2,931,93.87755102040816,93.87755102040816,94.30719656283566,92.15896885069817,94.84425349087003,94.30719656283566,95.05907626208379,94.73684210526315,94.41460794844254,94.95166487647691,95.05907626208379,95.16648764769066,95.05907626208379,95.16648764769066,95.16648764769066,95.16648764769066
BLiMP,determiner_noun_agreement_irregular_1,681,67.84140969162996,70.92511013215858,70.33773861967695,73.86196769456681,73.7151248164464,72.24669603524228,72.83406754772393,72.98091042584434,72.3935389133627,73.12775330396477,72.83406754772393,72.98091042584434,72.3935389133627,72.54038179148311,72.98091042584434,72.98091042584434
BLiMP,determiner_noun_agreement_irregular_2,820,83.90243902439025,84.7560975609756,83.29268292682926,84.26829268292683,84.6341463414634,84.8780487804878,84.14634146341463,84.7560975609756,85.24390243902438,84.8780487804878,84.7560975609756,84.7560975609756,85.0,85.24390243902438,84.8780487804878,84.8780487804878
BLiMP,determiner_noun_agreement_with_adj_2,941,91.17959617428268,89.90435706695006,92.0297555791711,90.11689691817216,92.13602550478215,90.64824654622741,91.28586609989372,91.71094580233795,91.49840595111584,92.0297555791711,92.0297555791711,92.56110520722636,92.6673751328374,93.09245483528161,92.87991498405951,92.77364505844847
BLiMP,determiner_noun_agreement_with_adj_irregular_1,718,80.77994428969359,80.77994428969359,81.89415041782729,81.05849582172702,82.45125348189416,80.91922005571031,81.89415041782729,81.19777158774373,81.47632311977716,82.03342618384401,81.47632311977716,82.17270194986072,82.72980501392759,83.14763231197772,82.72980501392759,82.8690807799443
BLiMP,determiner_noun_agreement_with_adj_irregular_2,840,80.11904761904762,80.23809523809524,79.04761904761905,81.07142857142857,81.66666666666667,81.42857142857143,81.42857142857143,80.95238095238095,80.5952380952381,81.19047619047619,82.02380952380952,81.30952380952381,81.66666666666667,81.78571428571428,81.54761904761905,81.54761904761905
BLiMP,determiner_noun_agreement_with_adjective_1,933,79.84994640943194,81.56484458735262,81.2433011789925,81.13612004287245,84.03001071811362,80.92175777063237,82.63665594855306,81.67202572347267,82.20793140407288,82.20793140407288,81.2433011789925,82.20793140407288,81.67202572347267,82.20793140407288,82.42229367631298,82.42229367631298
BLiMP,distractor_agreement_relational_noun,788,37.690355329949234,35.659898477157356,36.54822335025381,37.81725888324873,38.07106598984771,40.48223350253807,41.62436548223351,41.75126903553299,42.00507614213198,41.243654822335024,42.38578680203046,41.878172588832484,42.25888324873097,42.38578680203046,42.51269035532995,42.25888324873097
BLiMP,distractor_agreement_relative_clause,871,29.506314580941446,28.93226176808266,28.473019517795638,28.702640642939148,27.784156142365095,30.19517795637199,30.99885189437428,29.621125143513204,30.424799081515495,30.65442020665901,30.99885189437428,31.343283582089555,31.113662456946038,31.687715269804823,31.687715269804823,31.802525832376578
BLiMP,drop_argument,920,58.152173913043484,60.54347826086956,63.26086956521739,60.76086956521739,61.41304347826087,64.56521739130436,64.34782608695652,62.93478260869565,62.5,62.60869565217392,61.95652173913043,62.06521739130435,62.17391304347826,61.73913043478261,61.84782608695652,61.84782608695652
BLiMP,ellipsis_n_bar_1,802,66.58354114713218,70.82294264339151,69.32668329177058,72.44389027431421,72.81795511221945,70.69825436408978,69.70074812967582,72.6932668329177,71.82044887780549,71.94513715710723,71.94513715710723,72.19451371571073,72.6932668329177,72.56857855361596,72.81795511221945,72.9426433915212
BLiMP,ellipsis_n_bar_2,828,98.55072463768117,97.34299516908213,99.15458937198068,98.06763285024155,97.82608695652173,97.58454106280193,97.94685990338165,97.82608695652173,98.06763285024155,98.06763285024155,98.42995169082126,98.55072463768117,98.18840579710145,98.30917874396135,98.30917874396135,98.30917874396135
BLiMP,existential_there_object_raising,812,73.39901477832512,74.75369458128078,76.10837438423646,74.38423645320196,75.61576354679804,74.75369458128078,75.36945812807882,75.0,76.10837438423646,76.60098522167488,75.61576354679804,75.49261083743842,76.35467980295566,76.72413793103449,76.72413793103449,76.72413793103449
BLiMP,existential_there_quantifiers_1,930,98.9247311827957,98.81720430107526,99.56989247311829,98.9247311827957,99.46236559139786,98.49462365591398,98.81720430107526,98.9247311827957,98.6021505376344,99.03225806451613,99.35483870967742,99.24731182795699,99.13978494623656,99.03225806451613,99.03225806451613,99.03225806451613
BLiMP,existential_there_quantifiers_2,911,15.257958287596049,18.88035126234907,16.575192096597146,16.02634467618002,19.868276619099888,19.099890230515918,18.441273326015367,25.24698133918771,17.45334796926454,19.319429198682766,20.856201975850713,20.636663007683865,20.52689352360044,19.978046103183313,19.64873765093304,19.64873765093304
BLiMP,existential_there_subject_raising,924,76.51515151515152,74.67532467532467,76.08225108225109,75.21645021645021,76.2987012987013,75.43290043290042,75.86580086580086,74.89177489177489,76.2987012987013,77.05627705627705,75.97402597402598,76.51515151515152,76.40692640692642,76.51515151515152,76.40692640692642,76.40692640692642
BLiMP,expletive_it_object_raising,759,67.98418972332016,67.58893280632411,67.3254281949934,67.72068511198947,66.79841897233202,68.9064558629776,68.51119894598156,67.72068511198947,67.58893280632411,66.79841897233202,67.85243741765481,67.72068511198947,68.11594202898551,67.85243741765481,67.85243741765481,67.85243741765481
BLiMP,inchoative,855,41.98830409356725,44.32748538011696,44.44444444444444,44.21052631578947,43.27485380116959,44.56140350877193,44.56140350877193,43.74269005847953,43.9766081871345,44.44444444444444,44.67836257309942,44.44444444444444,44.21052631578947,44.21052631578947,44.09356725146199,44.21052631578947
BLiMP,intransitive,868,50.806451612903224,52.30414746543779,52.30414746543779,52.53456221198156,53.2258064516129,54.03225806451613,53.686635944700456,53.2258064516129,52.64976958525346,53.11059907834101,52.88018433179723,52.764976958525345,53.2258064516129,52.764976958525345,52.64976958525346,52.64976958525346
BLiMP,irregular_past_participle_adjectives,961,77.31529656607701,75.02601456815817,78.35587929240374,77.31529656607701,80.74921956295526,81.68574401664932,79.81269510926118,80.33298647242457,79.91675338189386,80.33298647242457,80.64516129032258,79.81269510926118,78.9802289281998,79.08428720083248,79.39646201873049,79.18834547346513
BLiMP,irregular_past_participle_verbs,942,89.27813163481953,89.91507430997878,90.23354564755839,88.85350318471338,92.1443736730361,90.97664543524417,90.55201698513801,90.87048832271762,90.87048832271762,90.87048832271762,91.18895966029724,91.18895966029724,91.18895966029724,91.18895966029724,91.18895966029724,91.18895966029724
BLiMP,irregular_plural_subject_verb_agreement_1,804,69.40298507462687,70.8955223880597,70.77114427860697,70.39800995024875,72.13930348258707,71.39303482587064,72.01492537313433,71.39303482587064,71.39303482587064,71.8905472636816,71.76616915422885,72.13930348258707,72.2636815920398,72.38805970149254,72.38805970149254,72.38805970149254
BLiMP,irregular_plural_subject_verb_agreement_2,892,75.7847533632287,76.34529147982063,78.81165919282512,78.9237668161435,79.26008968609865,79.37219730941703,79.03587443946188,78.47533632286996,79.5964125560538,78.69955156950674,79.93273542600897,79.26008968609865,79.48430493273543,79.37219730941703,79.48430493273543,79.5964125560538
BLiMP,left_branch_island_echo_question,947,33.7909186906019,35.05807814149947,36.536430834213306,33.157338965153116,33.051742344244985,31.995776135163673,31.25659978880676,34.21330517423443,32.52375923970433,31.362196409714887,32.52375923970433,31.890179514255546,31.890179514255546,31.57338965153115,31.362196409714887,31.362196409714887
