column,n_items,gain_prev_to_best,gain_prev_to_best_per_item,loss_prev_to_best,loss_prev_to_best_per_item,gain_best_to_next,gain_best_to_next_per_item,loss_best_to_next,loss_best_to_next_per_item,transient_gain_best_only_vs_neighbors,transient_gain_best_only_vs_neighbors_per_item,persistent_gain_prev_to_best_through_next,persistent_gain_prev_to_best_through_next_per_item,recovered_loss_best_only_vs_neighbors,recovered_loss_best_only_vs_neighbors_per_item,gain_best_to_final,gain_best_to_final_per_item,loss_best_to_final,loss_best_to_final_per_item,net_prev_to_best,net_best_to_next,net_best_to_final,mean_flip_count_all,frac_any_flip_all
BLiMP,59875,1164,0.019440501043841336,929,0.015515657620041754,751,0.012542797494780794,669,0.011173277661795407,298,0.004977035490605428,866,0.014463465553235908,273,0.004559498956158664,852,0.01422964509394572,852,0.01422964509394572,235,82,0,0.5230730688935282,0.1991482254697286
Supplement,5218,72,0.013798390187811422,47,0.009007282483710233,36,0.006899195093905711,44,0.00843234955921809,22,0.004216174779609045,50,0.009582215408202376,15,0.002874664622460713,52,0.009965504024530471,62,0.011881947106170947,25,-8,-10,0.4258336527405136,0.16232272901494826
EWoK,7618,203,0.026647414019427672,244,0.03202940404305592,140,0.018377526909950117,150,0.019690207403517984,51,0.006694670517196115,152,0.019952743502231557,58,0.00761354686269362,170,0.022315568390653715,205,0.026909950118141245,-41,-10,-35,0.8899973746390129,0.3332895773168811
Entity,6780,178,0.026253687315634218,142,0.02094395280235988,97,0.014306784660766961,101,0.014896755162241888,62,0.009144542772861357,116,0.01710914454277286,52,0.007669616519174041,122,0.01799410029498525,169,0.024926253687315634,36,-4,-47,0.5504424778761062,0.1905604719764012
COMPS,91028,3224,0.035417673682822864,3093,0.03397855604868832,2297,0.0252339939359318,2136,0.02346530737794964,821,0.00901920288262952,2403,0.026398470800193346,852,0.009359757437272048,2647,0.029078964714153888,2499,0.027453091356505692,131,161,148,1.0117326536889748,0.36804060289141804
GlobalPIQA,203,3,0.014778325123152709,3,0.014778325123152709,2,0.009852216748768473,5,0.024630541871921183,1,0.0049261083743842365,2,0.009852216748768473,1,0.0049261083743842365,2,0.009852216748768473,4,0.019704433497536946,0,-3,-2,0.4975369458128079,0.17733990147783252
