frame_id,base_id,condition,family,object,alt_a,alt_b,delta1,delta2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias
IF_00001,BASE_0001,no_context,empty_full,glass,empty,full,0.33023643493652344,0.33023643493652344,0.0,-0.33023643493652344,False,True,False
IF_00002,BASE_0001,explicit_final,empty_full,glass,empty,full,8.842195481061935,-9.06339081004262,17.905586291104555,8.842195481061935,True,False,False
IF_00003,BASE_0001,last_event,empty_full,glass,empty,full,1.4694128036499023,0.8341524600982666,0.6352603435516357,-0.8341524600982666,False,True,False
IF_00004,BASE_0001,consistent_prior,empty_full,glass,empty,full,7.70244126021862,-7.103128012269735,14.805569272488356,7.103128012269735,True,False,False
IF_00005,BASE_0001,distractor_event,empty_full,glass,empty,full,2.184469699859619,1.866764783859253,0.3177049160003662,-1.866764783859253,False,True,False
IF_00006,BASE_0001,contradict_bare,empty_full,glass,empty,full,-7.461175613105297,7.438806250691414,-14.899981863796711,-7.461175613105297,False,False,False
IF_00007,BASE_0001,contradict_temporal,empty_full,glass,empty,full,-8.029075726866722,8.122942492365837,-16.15201821923256,-8.122942492365837,False,False,False
IF_00008,BASE_0001,contradict_reinforced,empty_full,glass,empty,full,-6.544024147093296,7.822997942566872,-14.367022089660168,-7.822997942566872,False,False,False
IF_00009,BASE_0001,explicit_override,empty_full,glass,empty,full,3.097660183906555,-4.9515379294753075,8.049198113381863,3.097660183906555,True,False,False
IF_00010,BASE_0001,reported_event,empty_full,glass,empty,full,2.1140542030334473,1.7918543815612793,0.32219982147216797,-1.7918543815612793,False,True,False
IF_00011,BASE_0002,no_context,empty_full,glass,empty,full,0.33023643493652344,0.33023643493652344,0.0,-0.33023643493652344,False,True,False
IF_00012,BASE_0002,explicit_final,empty_full,glass,empty,full,8.842195481061935,-9.06339081004262,17.905586291104555,8.842195481061935,True,False,False
IF_00013,BASE_0002,last_event,empty_full,glass,empty,full,1.5031938552856445,0.7138042449951172,0.7893896102905273,-0.7138042449951172,False,True,False
IF_00014,BASE_0002,consistent_prior,empty_full,glass,empty,full,7.704564675688744,-7.456179354339838,15.160744030028582,7.456179354339838,True,False,False
IF_00015,BASE_0002,distractor_event,empty_full,glass,empty,full,2.0084280967712402,1.6242024898529053,0.38422560691833496,-1.6242024898529053,False,True,False
IF_00016,BASE_0002,contradict_bare,empty_full,glass,empty,full,-7.729512881487608,7.70674467086792,-15.436257552355528,-7.729512881487608,False,False,False
IF_00017,BASE_0002,contradict_temporal,empty_full,glass,empty,full,-8.178849060088396,8.431254267692566,-16.610103327780962,-8.431254267692566,False,False,False
IF_00018,BASE_0002,contradict_reinforced,empty_full,glass,empty,full,-6.89740215241909,8.11897249519825,-15.01637464761734,-8.11897249519825,False,False,False
IF_00019,BASE_0002,explicit_override,empty_full,glass,empty,full,3.097660183906555,-4.9515379294753075,8.049198113381863,3.097660183906555,True,False,False
IF_00020,BASE_0002,reported_event,empty_full,glass,empty,full,1.7058067321777344,1.0779352188110352,0.6278715133666992,-1.0779352188110352,False,True,False
IF_00021,BASE_0003,no_context,empty_full,glass,empty,full,0.33023643493652344,0.33023643493652344,0.0,-0.33023643493652344,False,True,False
IF_00022,BASE_0003,explicit_final,empty_full,glass,empty,full,8.842195481061935,-9.06339081004262,17.905586291104555,8.842195481061935,True,False,False
