sentence_uid,source,row_example_id,axis_row_index,sentence_words,row_words,char_start,char_end,mode,input_form,add_special_tokens,n_target_tokens,n_masked,target_truncated_right,input_content_len,min_masked_input_edge_distance,mean_masked_input_edge_distance,min_masked_target_edge_distance,mean_masked_target_edge_distance,masked_target_edge_bins,loss,endpoint,endpoint_path,description
r2139_s02,open_subtitles,920002139,2139,21,160,147,275,isolation,no_special,False,28,6,False,28,1,8.0,1,8.0,1;8-15;8-15;8-15;8-15;4-7,2.0301053524017334,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2142_s00,open_subtitles,920002142,2142,8,160,173,210,isolation,no_special,False,10,3,False,10,2,2.6666666666666665,2,2.6666666666666665,2-3;4-7;2-3,1.274022102355957,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2147_s01,open_subtitles,920002147,2147,14,160,45,110,isolation,no_special,False,15,1,False,15,0,0.0,0,0.0,0_edge_token,2.5001323223114014,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2153_s04,open_subtitles,920002153,2153,16,160,351,434,isolation,no_special,False,24,1,False,24,2,2.0,2,2.0,2-3,10.637120246887207,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2153_s08,open_subtitles,920002153,2153,16,160,625,733,isolation,no_special,False,26,5,False,26,2,5.2,2,5.2,2-3;2-3;4-7;8-15;4-7,6.456992149353027,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2154_s05,open_subtitles,920002154,2154,16,160,735,819,isolation,no_special,False,19,1,False,19,9,9.0,9,9.0,8-15,11.18641185760498,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2159_s08,open_subtitles,920002159,2159,8,160,834,877,isolation,no_special,False,13,1,False,13,6,6.0,6,6.0,4-7,4.711309909820557,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2165_s04,open_subtitles,920002165,2165,8,160,722,764,isolation,no_special,False,11,1,False,11,0,0.0,0,0.0,0_edge_token,4.4170331954956055,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2170_s00,open_subtitles,920002170,2170,14,160,11,98,isolation,no_special,False,24,4,False,24,1,5.5,1,5.5,1;4-7;8-15;4-7,8.584607124328613,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2171_s04,open_subtitles,920002171,2171,9,160,399,446,isolation,no_special,False,14,5,False,14,1,2.8,1,2.8,1;2-3;4-7;4-7;2-3,5.658103942871094,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2172_s00,open_subtitles,920002172,2172,40,160,77,311,isolation,no_special,False,54,7,False,54,11,20.142857142857142,11,20.142857142857142,8-15;16+;16+;16+;16+;16+;8-15,4.848230838775635,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2200_s01,open_subtitles,920002200,2200,42,160,136,353,isolation,no_special,False,49,6,False,49,4,9.5,4,9.5,4-7;4-7;8-15;8-15;16+;4-7,4.809047698974609,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2209_s05,open_subtitles,920002209,2209,29,160,641,781,isolation,no_special,False,32,7,False,32,0,6.714285714285714,0,6.714285714285714,0_edge_token;2-3;4-7;8-15;8-15;8-15;8-15,5.5834808349609375,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2216_s04,open_subtitles,920002216,2216,45,160,477,715,isolation,no_special,False,48,4,False,48,1,9.5,1,9.5,1;8-15;16+;8-15,1.9650262594223022,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2224_s04,open_subtitles,920002224,2224,8,160,730,778,isolation,no_special,False,12,1,False,12,0,0.0,0,0.0,0_edge_token,3.4804635047912598,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2225_s04,open_subtitles,920002225,2225,9,160,682,724,isolation,no_special,False,10,1,False,10,0,0.0,0,0.0,0_edge_token,3.29140305519104,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2232_s00,open_subtitles,920002232,2232,10,160,82,127,isolation,no_special,False,13,2,False,13,2,3.0,2,3.0,2-3;4-7,1.2587664127349854,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2233_s07,open_subtitles,920002233,2233,9,160,724,777,isolation,no_special,False,12,3,False,12,3,3.3333333333333335,3,3.3333333333333335,2-3;4-7;2-3,5.926504135131836,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2234_s01,open_subtitles,920002234,2234,9,160,167,216,isolation,no_special,False,11,1,False,11,3,3.0,3,3.0,2-3,0.0003583981015253812,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2257_s05,open_subtitles,920002257,2257,10,160,616,676,isolation,no_special,False,15,3,False,15,3,4.333333333333333,3,4.333333333333333,2-3;4-7;4-7,6.115964412689209,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2260_s04,open_subtitles,920002260,2260,10,160,536,590,isolation,no_special,False,16,1,False,16,5,5.0,5,5.0,4-7,0.08228228986263275,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2264_s04,open_subtitles,920002264,2264,9,160,764,802,isolation,no_special,False,15,4,False,15,1,3.25,1,3.25,4-7;4-7;2-3;1,8.206303596496582,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2268_s04,open_subtitles,920002268,2268,11,160,492,540,isolation,no_special,False,13,4,False,13,0,3.5,0,3.5,0_edge_token;4-7;4-7;2-3,2.6194911003112793,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2270_s08,open_subtitles,920002270,2270,15,160,637,715,isolation,no_special,False,17,2,False,17,1,3.5,1,3.5,4-7;1,8.388326644897461,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2280_s04,open_subtitles,920002280,2280,12,160,488,543,isolation,no_special,False,15,1,False,15,1,1.0,1,1.0,1,5.488076210021973,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2280_s05,open_subtitles,920002280,2280,12,160,577,629,isolation,no_special,False,13,1,False,13,0,0.0,0,0.0,0_edge_token,0.066988006234169,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2289_s06,open_subtitles,920002289,2289,16,160,520,601,isolation,no_special,False,22,6,False,22,0,5.5,0,5.5,0_edge_token;4-7;4-7;4-7;8-15;8-15,5.129037380218506,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2292_s08,open_subtitles,920002292,2292,9,160,834,875,isolation,no_special,False,12,1,False,12,0,0.0,0,0.0,0_edge_token,5.711669921875,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2319_s06,open_subtitles,920002319,2319,9,160,755,792,isolation,no_special,False,13,1,False,13,0,0.0,0,0.0,0_edge_token,2.7100937366485596,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2320_s05,open_subtitles,920002320,2320,14,160,477,546,isolation,no_special,False,18,4,False,18,4,5.25,4,5.25,4-7;4-7;4-7;4-7,4.743147850036621,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2324_s04,open_subtitles,920002324,2324,10,160,767,811,isolation,no_special,False,13,3,False,13,1,3.3333333333333335,1,3.3333333333333335,1;4-7;4-7,4.502473831176758,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2336_s01,open_subtitles,920002336,2336,15,160,181,263,isolation,no_special,False,18,1,False,18,3,3.0,3,3.0,2-3,0.9278271794319153,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2345_s06,open_subtitles,920002345,2345,12,160,548,597,isolation,no_special,False,22,2,False,22,8,8.5,8,8.5,8-15;8-15,4.052306175231934,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2348_s04,open_subtitles,920002348,2348,9,160,661,715,isolation,no_special,False,13,1,False,13,0,0.0,0,0.0,0_edge_token,6.213509559631348,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2350_s01,open_subtitles,920002350,2350,8,160,159,210,isolation,no_special,False,10,3,False,10,2,2.6666666666666665,2,2.6666666666666665,2-3;4-7;2-3,0.36936530470848083,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2353_s02,open_subtitles,920002353,2353,15,160,155,213,isolation,no_special,False,16,3,False,16,1,2.6666666666666665,1,2.6666666666666665,4-7;2-3;1,2.8076610565185547,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2359_s04,open_subtitles,920002359,2359,13,160,667,733,isolation,no_special,False,18,3,False,18,2,4.333333333333333,2,4.333333333333333,4-7;4-7;2-3,2.201155424118042,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2360_s03,open_subtitles,920002360,2360,8,160,387,425,isolation,no_special,False,10,1,False,10,0,0.0,0,0.0,0_edge_token,4.931776523590088,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2379_s04,open_subtitles,920002379,2379,15,160,588,665,isolation,no_special,False,22,3,False,22,1,4.0,1,4.0,8-15;2-3;1,3.039642095565796,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2383_s02,open_subtitles,920002383,2383,15,160,286,361,isolation,no_special,False,16,4,False,16,2,4.5,2,4.5,4-7;4-7;4-7;2-3,2.3704304695129395,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2396_s04,open_subtitles,920002396,2396,30,160,378,520,isolation,no_special,False,31,8,False,31,0,7.125,0,7.125,2-3;4-7;8-15;8-15;8-15;8-15;8-15;0_edge_token,3.4623894691467285,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2400_s06,open_subtitles,920002400,2400,10,160,763,815,isolation,no_special,False,12,1,False,12,4,4.0,4,4.0,4-7,0.20237676799297333,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2404_s04,open_subtitles,920002404,2404,10,160,711,776,isolation,no_special,False,18,1,False,18,8,8.0,8,8.0,8-15,5.318911552429199,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2407_s08,open_subtitles,920002407,2407,10,160,601,644,isolation,no_special,False,14,2,False,14,1,3.5,1,3.5,1;4-7,1.7972369194030762,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2410_s03,open_subtitles,920002410,2410,13,160,648,707,isolation,no_special,False,15,1,False,15,4,4.0,4,4.0,4-7,4.457187175750732,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2413_s05,open_subtitles,920002413,2413,13,160,743,811,isolation,no_special,False,18,3,False,18,1,3.6666666666666665,1,3.6666666666666665,1;4-7;4-7,3.713192939758301,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2429_s07,open_subtitles,920002429,2429,12,160,766,837,isolation,no_special,False,20,4,False,20,1,3.75,1,3.75,1;2-3;8-15;4-7,11.149252891540527,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2438_s03,open_subtitles,920002438,2438,10,160,308,361,isolation,no_special,False,13,1,False,13,4,4.0,4,4.0,4-7,2.914029598236084,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2450_s02,open_subtitles,920002450,2450,9,160,161,211,isolation,no_special,False,10,1,False,10,0,0.0,0,0.0,0_edge_token,5.49094295501709,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2451_s00,open_subtitles,920002451,2451,10,160,69,111,isolation,no_special,False,11,1,False,11,0,0.0,0,0.0,0_edge_token,3.584878444671631,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2452_s01,open_subtitles,920002452,2452,8,160,76,121,isolation,no_special,False,12,1,False,12,0,0.0,0,0.0,0_edge_token,0.03407147154211998,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2463_s09,open_subtitles,920002463,2463,8,160,753,806,isolation,no_special,False,14,2,False,14,1,1.5,1,1.5,2-3;1,3.0642967224121094,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2469_s10,open_subtitles,920002469,2469,13,160,695,759,isolation,no_special,False,15,5,False,15,0,2.6,0,2.6,1;4-7;4-7;2-3;0_edge_token,3.197558879852295,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2483_s03,open_subtitles,920002483,2483,8,160,560,597,isolation,no_special,False,10,2,False,10,0,2.0,0,2.0,4-7;0_edge_token,2.3553171157836914,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2484_s03,open_subtitles,920002484,2484,9,160,623,668,isolation,no_special,False,11,1,False,11,4,4.0,4,4.0,4-7,0.04632671922445297,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2490_s06,open_subtitles,920002490,2490,9,160,679,727,isolation,no_special,False,11,4,False,11,1,3.25,1,3.25,2-3;4-7;4-7;1,8.19291877746582,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2500_s07,open_subtitles,920002500,2500,10,160,680,723,isolation,no_special,False,11,1,False,11,0,0.0,0,0.0,0_edge_token,0.010198269970715046,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2500_s08,open_subtitles,920002500,2500,10,160,724,770,isolation,no_special,False,11,1,False,11,0,0.0,0,0.0,0_edge_token,3.9707093238830566,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2505_s06,open_subtitles,920002505,2505,8,160,614,667,isolation,no_special,False,11,1,False,11,0,0.0,0,0.0,0_edge_token,0.05599150061607361,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2506_s01,open_subtitles,920002506,2506,10,160,100,147,isolation,no_special,False,11,3,False,11,1,2.6666666666666665,1,2.6666666666666665,1;2-3;4-7,5.497923374176025,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2513_s03,open_subtitles,920002513,2513,14,160,296,383,isolation,no_special,False,19,3,False,19,2,4.333333333333333,2,4.333333333333333,2-3;4-7;4-7,1.5870766639709473,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2520_s06,open_subtitles,920002520,2520,8,160,729,772,isolation,no_special,False,9,1,False,9,0,0.0,0,0.0,0_edge_token,0.6813979148864746,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2522_s02,open_subtitles,920002522,2522,10,160,232,276,isolation,no_special,False,11,1,False,11,2,2.0,2,2.0,2-3,0.42310434579849243,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2525_s08,open_subtitles,920002525,2525,11,160,696,770,isolation,no_special,False,17,2,False,17,4,5.0,4,5.0,4-7;4-7,7.4948649406433105,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2526_s02,open_subtitles,920002526,2526,11,160,719,777,isolation,no_special,False,12,1,False,12,3,3.0,3,3.0,2-3,2.762907028198242,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2534_s06,open_subtitles,920002534,2534,8,160,673,720,isolation,no_special,False,9,1,False,9,4,4.0,4,4.0,4-7,9.652338027954102,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2562_s07,open_subtitles,920002562,2562,11,160,706,753,isolation,no_special,False,13,2,False,13,1,3.0,1,3.0,4-7;1,2.9793612957000732,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2564_s05,open_subtitles,920002564,2564,9,160,737,780,isolation,no_special,False,10,3,False,10,0,1.0,0,1.0,0_edge_token;2-3;1,3.7599613666534424,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2566_s04,open_subtitles,920002566,2566,8,160,440,475,isolation,no_special,False,9,1,False,9,0,0.0,0,0.0,0_edge_token,1.2529126405715942,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2568_s06,open_subtitles,920002568,2568,10,160,596,656,isolation,no_special,False,11,1,False,11,3,3.0,3,3.0,2-3,1.635828971862793,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2575_s05,open_subtitles,920002575,2575,13,160,400,461,isolation,no_special,False,17,1,False,17,3,3.0,3,3.0,2-3,5.01677131652832,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2581_s04,open_subtitles,920002581,2581,17,160,537,623,isolation,no_special,False,18,3,False,18,0,1.6666666666666667,0,1.6666666666666667,0_edge_token;4-7;0_edge_token,6.036970615386963,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2582_s05,open_subtitles,920002582,2582,8,160,468,508,isolation,no_special,False,12,1,False,12,0,0.0,0,0.0,0_edge_token,4.543045997619629,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2585_s07,open_subtitles,920002585,2585,15,160,591,659,isolation,no_special,False,19,2,False,19,3,5.0,3,5.0,2-3;4-7,0.806541383266449,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2587_s05,open_subtitles,920002587,2587,11,160,360,420,isolation,no_special,False,14,1,False,14,6,6.0,6,6.0,4-7,0.10348286479711533,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2594_s08,simple_wiki,920002594,2594,10,160,871,924,isolation,no_special,False,17,3,False,17,3,5.333333333333333,3,5.333333333333333,4-7;4-7;2-3,1.7684822082519531,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2597_s01,simple_wiki,920002597,2597,23,160,221,372,isolation,no_special,False,31,5,False,31,0,5.4,0,5.4,4-7;4-7;8-15;4-7;0_edge_token,5.747305870056152,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2603_s09,simple_wiki,920002603,2603,11,160,940,1023,isolation,no_special,False,17,4,False,17,0,3.0,0,3.0,1;4-7;4-7;0_edge_token,4.270264148712158,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2605_s06,simple_wiki,920002605,2605,16,160,690,773,isolation,no_special,False,17,2,False,17,4,4.0,4,4.0,4-7;4-7,3.874403953552246,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2612_s04,simple_wiki,920002612,2612,16,160,427,510,isolation,no_special,False,20,4,False,20,0,4.5,0,4.5,4-7;4-7;4-7;0_edge_token,4.041916370391846,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2612_s06,simple_wiki,920002612,2612,15,160,594,694,isolation,no_special,False,22,4,False,22,1,3.0,1,3.0,1;2-3;4-7;4-7,5.650925636291504,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2622_s04,simple_wiki,920002622,2622,20,160,518,629,isolation,no_special,False,40,3,False,40,1,9.666666666666666,1,9.666666666666666,1;16+;8-15,0.17932818830013275,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2624_s04,simple_wiki,920002624,2624,8,160,444,483,isolation,no_special,False,17,4,False,17,0,3.5,0,3.5,0_edge_token;4-7;4-7;1,3.0421946048736572,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2626_s02,simple_wiki,920002626,2626,23,160,216,356,isolation,no_special,False,60,9,False,60,3,13.444444444444445,3,13.444444444444445,8-15;8-15;8-15;16+;16+;16+;4-7;4-7;2-3,7.91499137878418,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2632_s08,simple_wiki,920002632,2632,12,160,868,932,isolation,no_special,False,18,2,False,18,4,5.0,4,5.0,4-7;4-7,3.9435861110687256,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2633_s02,simple_wiki,920002633,2633,20,160,257,370,isolation,no_special,False,23,3,False,23,6,7.333333333333333,6,7.333333333333333,4-7;8-15;8-15,5.835338592529297,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2637_s00,simple_wiki,920002637,2637,10,160,37,92,isolation,no_special,False,19,5,False,19,0,3.2,0,3.2,2-3;8-15;4-7;1;0_edge_token,4.024665355682373,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2637_s01,simple_wiki,920002637,2637,13,160,93,163,isolation,no_special,False,22,3,False,22,2,7.0,2,7.0,8-15;8-15;2-3,9.02759075164795,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2639_s03,simple_wiki,920002639,2639,26,160,415,575,isolation,no_special,False,62,9,False,62,3,15.11111111111111,3,15.11111111111111,4-7;16+;16+;16+;16+;16+;16+;8-15;2-3,5.331415176391602,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2640_s00,simple_wiki,920002640,2640,11,160,0,72,isolation,no_special,False,16,1,False,16,1,1.0,1,1.0,1,11.718411445617676,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2641_s01,simple_wiki,920002641,2641,8,160,105,149,isolation,no_special,False,18,4,False,18,0,2.5,0,2.5,0_edge_token;2-3;4-7;1,1.0052987337112427,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2642_s01,simple_wiki,920002642,2642,34,160,75,250,isolation,no_special,False,65,6,False,65,0,12.666666666666666,0,12.666666666666666,0_edge_token;8-15;16+;16+;8-15;2-3,0.4524151384830475,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2643_s03,simple_wiki,920002643,2643,14,160,187,278,isolation,no_special,False,29,4,False,29,1,7.0,1,7.0,4-7;8-15;8-15;1,3.4327304363250732,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2653_s07,simple_wiki,920002653,2653,11,160,643,682,isolation,no_special,False,17,3,False,17,1,4.666666666666667,1,4.666666666666667,4-7;4-7;1,9.721451759338379,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2655_s07,simple_wiki,920002655,2655,10,160,705,765,isolation,no_special,False,18,5,False,18,0,3.6,0,3.6,0_edge_token;2-3;2-3;8-15;4-7,8.133516311645508,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2656_s03,simple_wiki,920002656,2656,18,160,220,363,isolation,no_special,False,27,3,False,27,0,1.3333333333333333,0,1.3333333333333333,0_edge_token;1;2-3,1.4473642110824585,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2657_s06,simple_wiki,920002657,2657,26,160,791,951,isolation,no_special,False,35,2,False,35,4,9.0,4,9.0,8-15;4-7,4.387162208557129,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2661_s04,simple_wiki,920002661,2661,10,160,501,550,isolation,no_special,False,22,4,False,22,1,3.0,1,3.0,4-7;4-7;2-3;1,1.6006925106048584,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2664_s03,simple_wiki,920002664,2664,13,160,263,329,isolation,no_special,False,23,1,False,23,8,8.0,8,8.0,8-15,9.18104076385498,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2665_s08,simple_wiki,920002665,2665,15,160,687,793,isolation,no_special,False,28,6,False,28,2,6.5,2,6.5,8-15;8-15;8-15;4-7;2-3;2-3,6.166452884674072,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2666_s03,simple_wiki,920002666,2666,10,160,405,465,isolation,no_special,False,18,3,False,18,3,4.666666666666667,3,4.666666666666667,2-3;8-15;2-3,6.947864055633545,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2667_s02,simple_wiki,920002667,2667,19,160,171,274,isolation,no_special,False,42,6,False,42,1,11.666666666666666,1,11.666666666666666,8-15;8-15;16+;8-15;8-15;1,3.163132429122925,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2668_s05,simple_wiki,920002668,2668,10,160,547,585,isolation,no_special,False,17,1,False,17,5,5.0,5,5.0,4-7,9.737537384033203,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2679_s05,simple_wiki,920002679,2679,30,160,582,742,isolation,no_special,False,37,6,False,37,1,5.833333333333333,1,5.833333333333333,4-7;4-7;8-15;4-7;2-3;1,5.655661106109619,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2686_s06,simple_wiki,920002686,2686,8,160,631,671,isolation,no_special,False,9,1,False,9,3,3.0,3,3.0,2-3,4.344554901123047,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2690_s04,simple_wiki,920002690,2690,16,160,534,639,isolation,no_special,False,28,1,False,28,13,13.0,13,13.0,8-15,1.282539963722229,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2699_s01,simple_wiki,920002699,2699,21,160,127,243,isolation,no_special,False,34,7,False,34,1,7.0,1,7.0,4-7;16+;8-15;8-15;4-7;2-3;1,5.989990711212158,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2703_s05,simple_wiki,920002703,2703,13,160,547,629,isolation,no_special,False,21,2,False,21,3,5.5,3,5.5,8-15;2-3,6.944566249847412,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2704_s02,simple_wiki,920002704,2704,12,160,274,344,isolation,no_special,False,17,2,False,17,1,1.5,1,1.5,1;2-3,1.6058573722839355,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2710_s07,simple_wiki,920002710,2710,9,160,810,859,isolation,no_special,False,13,2,False,13,0,1.5,0,1.5,2-3;0_edge_token,6.473455429077148,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2723_s00,simple_wiki,920002723,2723,12,160,0,63,isolation,no_special,False,16,2,False,16,1,1.5,1,1.5,1;2-3,7.909957408905029,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2723_s05,simple_wiki,920002723,2723,22,160,482,593,isolation,no_special,False,34,3,False,34,10,12.333333333333334,10,12.333333333333334,8-15;8-15;8-15,2.727890968322754,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2727_s09,simple_wiki,920002727,2727,10,160,803,846,isolation,no_special,False,18,1,False,18,0,0.0,0,0.0,0_edge_token,12.959871292114258,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2729_s06,simple_wiki,920002729,2729,10,160,601,645,isolation,no_special,False,11,1,False,11,0,0.0,0,0.0,0_edge_token,3.0383434295654297,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2729_s09,simple_wiki,920002729,2729,22,160,798,904,isolation,no_special,False,36,5,False,36,2,7.8,2,7.8,2-3;4-7;4-7;8-15;16+,2.7319507598876953,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2731_s02,simple_wiki,920002731,2731,22,160,238,339,isolation,no_special,False,48,12,False,48,0,10.416666666666666,0,10.416666666666666,0_edge_token;1;2-3;4-7;8-15;8-15;16+;16+;16+;8-15;8-15;4-7,3.032625198364258,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2733_s04,simple_wiki,920002733,2733,14,160,659,754,isolation,no_special,False,25,2,False,25,0,1.5,0,1.5,0_edge_token;2-3,6.485811233520508,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
r2734_s01,simple_wiki,920002734,2734,14,160,113,211,isolation,no_special,False,25,2,False,25,0,4.5,0,4.5,0_edge_token;8-15,7.162447929382324,coherent86_alpha075,models/frontier,historical coherent86 alpha0.75 private endpoint
