ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
variable swap,841,0.07728894173602854,727,0.8644470868014269,0.9368556701030928,776,-1.741703886538744
antonym,485,0.3731958762886598,242,0.49896907216494846,0.7960526315789473,304,-0.18505213130265474
material,73,0.4383561643835616,33,0.4520547945205479,0.8048780487804879,41,-0.31768911704421043
other,37,0.40540540540540543,17,0.4594594594594595,0.7727272727272727,22,-0.10792844835668802
variable_swap,7,0.14285714285714285,6,0.8571428571428571,1.0,6,-0.5487829968333244
negation,11,0.5454545454545454,4,0.36363636363636365,0.8,5,-0.06864236295223236
active-passive,5,0.6,1,0.2,0.5,2,1.1056801257655025
game,1,0.0,1,1.0,1.0,1,-0.43274639174342155
number,11,0.8181818181818182,1,0.09090909090909091,0.5,2,0.036345796659588814
