record_id,pair_id,semantic_label,source,view_kind,target_word,copied_from_source,view_words,source_words,nll_with_source,nll_view_only,source_help
147,rw2s1_000216,altered_meaning,bnc_spoken,compact,rise,False,19,50,8.249178886413574,8.395030975341797,0.14585208892822266
148,rw2s1_000216,altered_meaning,bnc_spoken,compact,raises,False,19,50,7.860382795333862,6.452874660491943,-1.407508134841919
149,rw2s1_000216,altered_meaning,bnc_spoken,compact,chancellor,True,19,50,0.5909461975097656,8.27975082397461,7.688804626464844
150,rw2s1_011013,altered_meaning,bnc_spoken,current,affected,False,49,48,2.643674612045288,5.014503479003906,2.370828866958618
151,rw2s1_011013,altered_meaning,bnc_spoken,current,hendred,True,49,48,0.022252511233091354,7.841169357299805,7.818916846066713
152,rw2s1_011013,altered_meaning,bnc_spoken,current,operation,True,49,48,0.03148498386144638,5.618084907531738,5.586599923670292
153,rw2s1_011013,altered_meaning,bnc_spoken,current,evening,True,49,48,0.05113895982503891,2.6647837162017822,2.6136447563767433
154,rw2s1_011013,altered_meaning,bnc_spoken,compact,north,True,25,48,0.6270910501480103,6.470860481262207,5.843769431114197
155,rw2s1_011013,altered_meaning,bnc_spoken,compact,near,True,25,48,0.11726092547178268,4.737004280090332,4.619743354618549
156,rw2s1_011013,altered_meaning,bnc_spoken,compact,affect,True,25,48,10.216306686401367,13.101475715637207,2.88516902923584
157,rw2s1_011013,altered_meaning,bnc_spoken,compact,journeys,False,25,48,11.345866680145264,9.806459426879883,-1.5394072532653809
158,rw_012254,altered_meaning,bnc_spoken,current,like,False,40,32,0.7083527445793152,0.6483922600746155,-0.05996048450469971
159,rw_012254,altered_meaning,bnc_spoken,current,enter,False,40,32,6.761165618896484,8.506742477416992,1.7455768585205078
160,rw_012254,altered_meaning,bnc_spoken,current,thirty,True,40,32,5.7605299949646,4.964896202087402,-0.7956337928771973
161,rw_012254,altered_meaning,bnc_spoken,current,fifty,True,40,32,4.166804790496826,3.9158294200897217,-0.2509753704071045
162,rw_012254,altered_meaning,bnc_spoken,compact,lady,False,14,32,11.45981502532959,12.404484748840332,0.9446697235107422
163,rw_012254,altered_meaning,bnc_spoken,compact,bids,False,14,32,11.44374132156372,10.733088970184326,-0.7106523513793945
164,rw_012254,altered_meaning,bnc_spoken,compact,hundred,True,14,32,4.042242050170898,4.731889724731445,0.6896476745605469
165,rw_012254,altered_meaning,bnc_spoken,compact,want,True,14,32,0.06961504369974136,0.5614312887191772,0.4918162450194359
166,rw2s1_011559,altered_meaning,bnc_spoken,current,ten-year,False,50,53,4.859594225883484,7.071316957473755,2.211722731590271
167,rw2s1_011559,altered_meaning,bnc_spoken,current,victims,True,50,53,0.05611999332904816,9.782190322875977,9.726070329546928
168,rw2s1_011559,altered_meaning,bnc_spoken,current,witnessed,False,50,53,1.5798753499984741,10.24756145477295,8.667686104774475
169,rw2s1_011559,altered_meaning,bnc_spoken,current,tied,True,50,53,0.019822008907794952,5.508420944213867,5.488598935306072
170,rw2s1_011559,altered_meaning,bnc_spoken,compact,alexander,True,25,53,0.014932170510292053,9.349903106689453,9.334970936179161
171,rw2s1_011559,altered_meaning,bnc_spoken,compact,victim's,False,25,53,3.0616131126880646,3.978334367275238,0.9167212545871735
172,rw2s1_011559,altered_meaning,bnc_spoken,compact,around,False,25,53,3.073974132537842,3.3799309730529785,0.3059568405151367
173,rw2s1_011559,altered_meaning,bnc_spoken,compact,tree,True,25,53,0.008827944286167622,4.961228370666504,4.952400426380336
174,rw2s0_008006,altered_meaning,bnc_spoken,current,manner,False,51,55,6.429846286773682,8.294225692749023,1.8643794059753418
175,rw2s0_008006,altered_meaning,bnc_spoken,current,taken,False,51,55,7.166577339172363,8.010991096496582,0.8444137573242188
176,rw2s0_008006,altered_meaning,bnc_spoken,current,lose,True,51,55,0.020248141139745712,4.836485862731934,4.816237721592188
177,rw2s0_008006,altered_meaning,bnc_spoken,current,work,True,51,55,0.035628437995910645,6.489882946014404,6.454254508018494
178,rw2s0_008006,altered_meaning,bnc_spoken,compact,cooperation,True,13,55,4.345828056335449,7.451934814453125,3.106106758117676
179,rw2s0_008006,altered_meaning,bnc_spoken,compact,ensures,False,13,55,10.840172290802002,10.498908519744873,-0.3412637710571289
180,rw2s0_008006,altered_meaning,bnc_spoken,compact,clients,False,13,55,12.839885711669922,15.86828327178955,3.028397560119629
181,rw2s0_008006,altered_meaning,bnc_spoken,compact,lose,True,13,55,0.4338598847389221,6.25898551940918,5.825125634670258
182,rw2s0_018664,unclear,bnc_spoken,current,yeah,True,40,38,0.6801859736442566,2.9641807079315186,2.283994734287262
183,rw2s0_018664,unclear,bnc_spoken,current,saying,False,40,38,6.758657932281494,2.4418160915374756,-4.3168418407440186
184,rw2s0_018664,unclear,bnc_spoken,current,gonna,True,40,38,0.0029042467940598726,0.002787515986710787,-0.00011673080734908581
185,rw2s0_018664,unclear,bnc_spoken,current,said,False,40,38,1.2979644536972046,1.5797967910766602,0.28183233737945557
186,rw2s0_018664,unclear,bnc_spoken,compact,technique,True,15,38,0.058692630380392075,7.945689678192139,7.886997047811747
187,rw2s0_018664,unclear,bnc_spoken,compact,come,True,15,38,0.07168697565793991,7.671566963195801,7.599879987537861
188,rw2s0_018664,unclear,bnc_spoken,compact,fella,True,15,38,0.1355726420879364,9.91514539718628,9.779572755098343
189,rw2s0_018664,unclear,bnc_spoken,compact,avoid,False,15,38,4.000622749328613,2.7237234115600586,-1.2768993377685547
190,rw2s0_013580,unclear,bnc_spoken,current,stood,False,48,51,6.533280372619629,5.969013690948486,-0.5642666816711426
191,rw2s0_013580,unclear,bnc_spoken,current,point,True,48,51,0.0045194863341748714,0.40116459131240845,0.3966451049782336
192,rw2s0_013580,unclear,bnc_spoken,current,exceptional,True,48,51,0.3557063639163971,8.641519546508789,8.285813182592392
193,rw2s0_013580,unclear,bnc_spoken,current,incorporated,False,48,51,6.72866678237915,8.336134910583496,1.6074681282043457
194,rw2s0_013580,unclear,bnc_spoken,compact,share,True,26,51,0.006208064034581184,11.878954887390137,11.872746823355556
195,rw2s0_013580,unclear,bnc_spoken,compact,reduced,True,26,51,0.6568995714187622,7.544882297515869,6.887982726097107
196,rw2s0_013580,unclear,bnc_spoken,compact,versus,False,26,51,11.390932083129883,13.288370132446289,1.8974380493164062
197,rw2s0_013580,unclear,bnc_spoken,compact,last,True,26,51,0.1641966700553894,4.135274410247803,3.9710777401924133
198,rw_034107,unclear,bnc_spoken,current,while,False,32,25,11.49801254272461,11.009902000427246,-0.4881105422973633
199,rw_034107,unclear,bnc_spoken,current,substances,True,32,25,0.07562889903783798,0.615085557103157,0.5394566580653191
200,rw_034107,unclear,bnc_spoken,current,such,False,32,25,0.027372540906071663,0.01431493740528822,-0.013057603500783443
201,rw_034107,unclear,bnc_spoken,current,calcium,True,32,25,0.24340830743312836,9.67892837524414,9.435520067811012
202,rw_034107,unclear,bnc_spoken,compact,surface,True,13,25,6.973142623901367,7.050265312194824,0.07712268829345703
203,rw_034107,unclear,bnc_spoken,compact,water,False,13,25,6.196931838989258,5.585128307342529,-0.6118035316467285
204,rw_034107,unclear,bnc_spoken,compact,carbon,True,13,25,0.10418388247489929,8.719368934631348,8.615185052156448
205,rw_034107,unclear,bnc_spoken,compact,bio-limiting,False,13,25,9.46723690032959,7.020977210998535,-2.446259689331055
206,rw2s1_014406,supported_summary_with_lost_detail,bnc_spoken,current,while,False,41,41,3.168797492980957,6.346003532409668,3.177206039428711
207,rw2s1_014406,supported_summary_with_lost_detail,bnc_spoken,current,glance,True,41,41,0.21924027800559998,5.96739387512207,5.74815359711647
208,rw2s1_014406,supported_summary_with_lost_detail,bnc_spoken,current,reveals,False,41,41,10.63088846206665,8.967896938323975,-1.6629915237426758
209,rw2s1_014406,supported_summary_with_lost_detail,bnc_spoken,current,both,True,41,41,0.02513013780117035,6.884179592132568,6.859049454331398
210,rw2s1_014406,supported_summary_with_lost_detail,bnc_spoken,compact,slow,True,15,41,0.28894275426864624,4.784026145935059,4.495083391666412
211,rw2s1_014406,supported_summary_with_lost_detail,bnc_spoken,compact,north,True,15,41,0.6097432971000671,3.2454826831817627,2.6357393860816956
212,rw2s1_014406,supported_summary_with_lost_detail,bnc_spoken,compact,also,False,15,41,9.398323059082031,7.121156692504883,-2.2771663665771484
213,rw2s1_014406,supported_summary_with_lost_detail,bnc_spoken,compact,traffic,False,15,41,4.865244388580322,4.294217586517334,-0.5710268020629883
214,rw2s0_016929,altered_meaning,bnc_spoken,current,celebrate,False,43,45,5.0636515617370605,6.955935001373291,1.8922834396362305
215,rw2s0_016929,altered_meaning,bnc_spoken,current,followed,False,43,45,1.7024552822113037,2.2532296180725098,0.550774335861206
216,rw2s0_016929,altered_meaning,bnc_spoken,current,display,True,43,45,0.02037394791841507,5.100053787231445,5.07967983931303
217,rw2s0_016929,altered_meaning,bnc_spoken,current,phone,True,43,45,0.12390907853841782,6.585580825805664,6.461671747267246
218,rw2s0_016929,altered_meaning,bnc_spoken,compact,occasionals,True,21,45,0.02846852069099744,8.905610720316568,8.87714219962557
219,rw2s0_016929,altered_meaning,bnc_spoken,compact,featuring,False,21,45,4.168257236480713,6.165509223937988,1.9972519874572754
220,rw2s0_016929,altered_meaning,bnc_spoken,compact,blues,True,21,45,0.03759616240859032,8.346135139465332,8.308538977056742
221,rw2s0_016929,altered_meaning,bnc_spoken,compact,fireworks,False,21,45,10.33936882019043,10.201098442077637,-0.13827037811279297
