record_id,pair_id,semantic_label,source,view_kind,target_word,copied_from_source,view_words,source_words,nll_with_source,nll_view_only,source_help
0,rw2s0_029078,altered_meaning,open_subtitles,current,turn,True,54,52,0.08220520615577698,0.3999902904033661,0.3177850842475891
1,rw2s0_029078,altered_meaning,open_subtitles,current,until,False,54,52,1.8999933004379272,1.9792251586914062,0.079231858253479
2,rw2s0_029078,altered_meaning,open_subtitles,current,reach,False,54,52,5.83761739730835,4.9951677322387695,-0.8424496650695801
3,rw2s0_029078,altered_meaning,open_subtitles,current,temple,True,54,52,0.11331059783697128,7.929052352905273,7.815741755068302
4,rw2s0_029078,altered_meaning,open_subtitles,compact,left,True,26,52,0.08683010190725327,7.518638610839844,7.4318085089325905
5,rw2s0_029078,altered_meaning,open_subtitles,compact,again,True,26,52,0.09989842772483826,4.075561046600342,3.9756626188755035
6,rw2s0_029078,altered_meaning,open_subtitles,compact,idol,False,26,52,16.553695678710938,11.677374839782715,-4.876320838928223
7,rw2s0_029078,altered_meaning,open_subtitles,compact,makers,False,26,52,7.978526830673218,8.966367244720459,0.9878404140472412
8,rw_035551,altered_meaning,open_subtitles,current,didn't,True,37,30,0.19011982157826424,1.2419037818908691,1.051783960312605
9,rw_035551,altered_meaning,open_subtitles,current,currently,False,37,30,9.203324317932129,8.997303009033203,-0.20602130889892578
10,rw_035551,altered_meaning,open_subtitles,current,problem,False,37,30,3.469923734664917,4.031993865966797,0.5620701313018799
11,rw_035551,altered_meaning,open_subtitles,current,past,True,37,30,0.03711004927754402,4.223055839538574,4.18594579026103
12,rw_035551,altered_meaning,open_subtitles,compact,crazy,True,18,30,0.03888075798749924,5.826022148132324,5.787141390144825
13,rw_035551,altered_meaning,open_subtitles,compact,nothing,True,18,30,0.37224021553993225,2.881058692932129,2.5088184773921967
14,rw_035551,altered_meaning,open_subtitles,compact,wrong,True,18,30,0.5766923427581787,2.3624305725097656,1.785738229751587
15,rw_035551,altered_meaning,open_subtitles,compact,doing,True,18,30,0.025457212701439857,1.5171724557876587,1.4917152430862188
16,rw_039796,altered_meaning,open_subtitles,current,guerrilla,True,46,48,0.07111211866140366,7.617902159690857,7.546790041029453
17,rw_039796,altered_meaning,open_subtitles,current,police,True,46,48,0.013021672144532204,4.736582279205322,4.72356060706079
18,rw_039796,altered_meaning,open_subtitles,current,seizing,False,46,48,7.3573713302612305,7.846088409423828,0.48871707916259766
19,rw_039796,altered_meaning,open_subtitles,current,officers,False,46,48,11.493741035461426,7.031076431274414,-4.462664604187012
20,rw_039796,altered_meaning,open_subtitles,compact,fusako,True,18,48,0.025209436813990276,8.245054244995117,8.219844808181128
21,rw_039796,altered_meaning,open_subtitles,compact,undertakes,False,18,48,6.017241716384888,9.084700107574463,3.067458391189575
22,rw_039796,altered_meaning,open_subtitles,compact,stealing,False,18,48,9.314412117004395,8.955535888671875,-0.35887622833251953
23,rw_039796,altered_meaning,open_subtitles,compact,guns,True,18,48,4.5860514640808105,4.922521591186523,0.3364701271057129
24,rw_023748,supported_summary_with_lost_detail,open_subtitles,current,sought-after,False,35,30,13.26763391494751,9.120352109273275,-4.147281805674234
25,rw_023748,supported_summary_with_lost_detail,open_subtitles,current,committee,True,35,30,0.05330973118543625,4.667912483215332,4.614602752029896
26,rw_023748,supported_summary_with_lost_detail,open_subtitles,current,even,False,35,30,4.390564918518066,2.752307176589966,-1.6382577419281006
27,rw_023748,supported_summary_with_lost_detail,open_subtitles,current,college,True,35,30,0.014537250623106956,7.342006206512451,7.327468955889344
28,rw_023748,supported_summary_with_lost_detail,open_subtitles,compact,besides,True,16,30,9.333596229553223,9.373733520507812,0.040137290954589844
29,rw_023748,supported_summary_with_lost_detail,open_subtitles,compact,provides,False,16,30,1.9695298671722412,4.175632476806641,2.2061026096343994
30,rw_023748,supported_summary_with_lost_detail,open_subtitles,compact,scholarship,True,16,30,0.34344568103551865,10.443263530731201,10.099817849695683
31,rw_023748,supported_summary_with_lost_detail,open_subtitles,compact,semester,True,16,30,0.015660970161358517,7.22327200571696,7.207611035555601
32,rw_042249,supported_summary_with_lost_detail,open_subtitles,current,series,False,27,16,4.126338005065918,3.5219569206237793,-0.6043810844421387
33,rw_042249,supported_summary_with_lost_detail,open_subtitles,current,quiet,False,27,16,5.693641662597656,4.379264831542969,-1.3143768310546875
34,rw_042249,supported_summary_with_lost_detail,open_subtitles,current,designated,True,27,16,1.2370619773864746,9.325679779052734,8.08861780166626
35,rw_042249,supported_summary_with_lost_detail,open_subtitles,current,survivor,True,27,16,0.02252645930275321,7.99450159072876,7.9719751314260066
36,rw_042249,supported_summary_with_lost_detail,open_subtitles,compact,ever,True,7,16,0.012827266938984394,1.793880820274353,1.7810535533353686
37,rw_042249,supported_summary_with_lost_detail,open_subtitles,compact,hear,True,7,16,0.3321923017501831,3.286926746368408,2.954734444618225
38,rw_042249,supported_summary_with_lost_detail,open_subtitles,compact,designated,True,7,16,1.0713634490966797,9.035250663757324,7.9638872146606445
39,rw_042249,supported_summary_with_lost_detail,open_subtitles,compact,survivor,True,7,16,0.03163914289325476,6.840291261672974,6.808652118779719
40,rw_013824,altered_meaning,open_subtitles,current,keep,False,45,46,2.771775960922241,2.6969597339630127,-0.07481622695922852
41,rw_013824,altered_meaning,open_subtitles,current,school,True,45,46,0.04743339121341705,8.609702110290527,8.56226871907711
42,rw_013824,altered_meaning,open_subtitles,current,spirit,True,45,46,0.1189672201871872,12.023550987243652,11.904583767056465
43,rw_013824,altered_meaning,open_subtitles,current,isn't,False,45,46,3.516540288925171,3.9950755834579468,0.4785352945327759
44,rw_013824,altered_meaning,open_subtitles,compact,want,True,18,46,0.9599403142929077,3.7314608097076416,2.771520495414734
45,rw_013824,altered_meaning,open_subtitles,compact,means,False,18,46,3.261359930038452,4.046690940856934,0.7853310108184814
46,rw_013824,altered_meaning,open_subtitles,compact,can't,False,18,46,1.6158718317747116,0.8508201614022255,-0.7650516703724861
47,rw_013824,altered_meaning,open_subtitles,compact,hang,True,18,46,0.04799700528383255,5.049294948577881,5.001297943294048
48,rw2s0_009570,faithful_shortening,open_subtitles,current,calling,False,35,31,4.6108198165893555,5.473676681518555,0.8628568649291992
49,rw2s0_009570,faithful_shortening,open_subtitles,current,point,False,35,31,2.1923184394836426,2.347913980484009,0.1555955410003662
50,rw2s0_009570,faithful_shortening,open_subtitles,current,darling,True,35,31,0.03652314096689224,3.4578912258148193,3.421368084847927
51,rw2s0_009570,faithful_shortening,open_subtitles,current,know,True,35,31,0.018457327038049698,1.7897796630859375,1.7713223360478878
52,rw2s0_009570,faithful_shortening,open_subtitles,compact,concert,True,21,31,12.462666034698486,10.83359956741333,-1.6290664672851562
53,rw2s0_009570,faithful_shortening,open_subtitles,compact,jump,True,21,31,0.02665894478559494,7.413939952850342,7.387281008064747
54,rw2s0_009570,faithful_shortening,open_subtitles,compact,says,False,21,31,4.5830464363098145,3.2304368019104004,-1.352609634399414
55,rw2s0_009570,faithful_shortening,open_subtitles,compact,love,True,21,31,0.009493563324213028,3.0164618492126465,3.0069682858884335
56,rw2s1_004285,altered_meaning,open_subtitles,current,don't,False,37,35,0.35975331347435713,0.19434000179171562,-0.1654133116826415
57,rw2s1_004285,altered_meaning,open_subtitles,current,load,True,37,35,0.13675904273986816,7.081445693969727,6.944686651229858
58,rw2s1_004285,altered_meaning,open_subtitles,current,goods,False,37,35,7.136544704437256,7.03281307220459,-0.10373163223266602
59,rw2s1_004285,altered_meaning,open_subtitles,current,other,True,37,35,0.01390061154961586,5.485862731933594,5.471962120383978
60,rw2s1_004285,altered_meaning,open_subtitles,compact,mule,True,15,35,0.01399978855624795,5.8492655754089355,5.835265786852688
61,rw2s1_004285,altered_meaning,open_subtitles,compact,iraq,True,15,35,14.886821746826172,14.929293632507324,0.042471885681152344
62,rw2s1_004285,altered_meaning,open_subtitles,compact,goods,False,15,35,11.295211791992188,7.359887599945068,-3.935324192047119
63,rw2s1_004285,altered_meaning,open_subtitles,compact,ayoub's,False,15,35,1.6107579718033473,6.112215956052144,4.5014579842487965
64,rw2s0_019852,altered_meaning,open_subtitles,current,sunday,True,40,40,0.07960446923971176,9.039626121520996,8.960021652281284
65,rw2s0_019852,altered_meaning,open_subtitles,current,while,False,40,40,2.5139822959899902,3.5303115844726562,1.016329288482666
66,rw2s0_019852,altered_meaning,open_subtitles,current,priest,True,40,40,0.05231940373778343,6.128957748413086,6.0766383446753025
67,rw2s0_019852,altered_meaning,open_subtitles,current,remarked,False,40,40,1.7488340139389038,3.0188045501708984,1.2699705362319946
68,rw2s0_019852,altered_meaning,open_subtitles,compact,mass,True,12,40,10.989599227905273,9.336431503295898,-1.653167724609375
69,rw2s0_019852,altered_meaning,open_subtitles,compact,sunday,True,12,40,0.133265420794487,8.903185844421387,8.7699204236269
70,rw2s0_019852,altered_meaning,open_subtitles,compact,prompted,False,12,40,3.5430887937545776,3.9431711435317993,0.4000823497772217
71,rw2s0_019852,altered_meaning,open_subtitles,compact,leave,False,12,40,5.571291923522949,5.246603965759277,-0.3246879577636719
72,rw_032720,supported_summary_with_lost_detail,open_subtitles,current,already,True,36,33,0.039260219782590866,1.5626749992370605,1.5234147794544697
73,rw_032720,supported_summary_with_lost_detail,open_subtitles,current,reads,False,36,33,7.182108402252197,9.587625503540039,2.405517101287842
74,rw_032720,supported_summary_with_lost_detail,open_subtitles,current,dukjin,True,36,33,0.012264561373740435,6.798038482666016,6.785773921292275
75,rw_032720,supported_summary_with_lost_detail,open_subtitles,current,intend,False,36,33,2.1474432945251465,2.271519184112549,0.12407588958740234
76,rw_032720,supported_summary_with_lost_detail,open_subtitles,compact,leaves,False,13,33,6.011905193328857,7.682010173797607,1.67010498046875
77,rw_032720,supported_summary_with_lost_detail,open_subtitles,compact,harbor,True,13,33,0.02196634141728282,6.590486764907837,6.568520423490554
78,rw_032720,supported_summary_with_lost_detail,open_subtitles,compact,passes,False,13,33,7.191585540771484,10.691089630126953,3.4995040893554688
79,rw_032720,supported_summary_with_lost_detail,open_subtitles,compact,sadang,True,13,33,0.021555233746767044,10.10071611404419,10.079160880297422
80,rw_028231,supported_summary_with_lost_detail,open_subtitles,current,although,False,31,25,8.270853042602539,8.99381160736084,0.7229585647583008
81,rw_028231,supported_summary_with_lost_detail,open_subtitles,current,team,True,31,25,0.06468451768159866,5.107540607452393,5.042856089770794
82,rw_028231,supported_summary_with_lost_detail,open_subtitles,current,outstanding,False,31,25,7.632263660430908,7.683707237243652,0.05144357681274414
83,rw_028231,supported_summary_with_lost_detail,open_subtitles,current,coach,True,31,25,0.017786407843232155,6.614563465118408,6.596777057275176
84,rw_028231,supported_summary_with_lost_detail,open_subtitles,compact,you're,True,14,25,0.8476028847508132,1.6280560791492462,0.780453194398433
85,rw_028231,supported_summary_with_lost_detail,open_subtitles,compact,coach,True,14,25,0.009660872630774975,5.862283706665039,5.852622834034264
86,rw_028231,supported_summary_with_lost_detail,open_subtitles,compact,take,True,14,25,0.10167378187179565,3.3408045768737793,3.2391307950019836
87,rw_028231,supported_summary_with_lost_detail,open_subtitles,compact,orders,True,14,25,0.026182815432548523,5.97682523727417,5.950642421841621
88,rw_036466,altered_meaning,open_subtitles,current,even,False,25,15,7.493515968322754,6.262272357940674,-1.23124361038208
89,rw_036466,altered_meaning,open_subtitles,current,hold,False,25,15,6.718719482421875,7.28743839263916,0.5687189102172852
90,rw_036466,altered_meaning,open_subtitles,current,yourself,True,25,15,0.9608974456787109,2.949024200439453,1.9881267547607422
91,rw_036466,altered_meaning,open_subtitles,current,taken,False,25,15,0.5803040862083435,0.43739399313926697,-0.14291009306907654
92,rw_036466,altered_meaning,open_subtitles,compact,hate,True,8,15,10.39808177947998,8.89917278289795,-1.4989089965820312
93,rw_036466,altered_meaning,open_subtitles,compact,yourself,True,8,15,4.126564025878906,5.750391960144043,1.6238279342651367
94,rw_036466,altered_meaning,open_subtitles,compact,more,False,8,15,1.7269997596740723,1.5386440753936768,-0.1883556842803955
95,rw_036466,altered_meaning,open_subtitles,compact,you'd,True,8,15,0.3164970874786377,3.7676130533218384,3.4511159658432007
96,rw2s1_021822,altered_meaning,open_subtitles,current,cannot,False,38,38,1.723987102508545,3.8018312454223633,2.0778441429138184
97,rw2s1_021822,altered_meaning,open_subtitles,current,memory,True,38,38,0.036141715943813324,6.830538749694824,6.794397033751011
98,rw2s1_021822,altered_meaning,open_subtitles,current,because,True,38,38,2.0714123249053955,3.564572334289551,1.4931600093841553
99,rw2s1_021822,altered_meaning,open_subtitles,current,don't,True,38,38,0.002635801851283759,0.8130548670887947,0.810419065237511
100,rw2s1_021822,altered_meaning,open_subtitles,compact,memory,True,18,38,6.360301494598389,3.4819083213806152,-2.8783931732177734
101,rw2s1_021822,altered_meaning,open_subtitles,compact,working,True,18,38,0.1475476175546646,9.878524780273438,9.730977162718773
102,rw2s1_021822,altered_meaning,open_subtitles,compact,forgetting,False,18,38,13.835139274597168,12.867140769958496,-0.9679985046386719
103,rw2s1_021822,altered_meaning,open_subtitles,compact,action,False,18,38,10.01821517944336,7.187460422515869,-2.8307547569274902
104,rw2s1_016261,altered_meaning,open_subtitles,current,departing,False,38,38,7.673213958740234,6.63524866104126,-1.0379652976989746
105,rw2s1_016261,altered_meaning,open_subtitles,current,said,False,38,38,2.488162040710449,1.3825713396072388,-1.1055907011032104
106,rw2s1_016261,altered_meaning,open_subtitles,current,fake,True,38,38,0.040437016636133194,10.05773639678955,10.017299380153418
107,rw2s1_016261,altered_meaning,open_subtitles,current,easily,True,38,38,0.017468644306063652,5.351440906524658,5.3339722622185946
108,rw2s1_016261,altered_meaning,open_subtitles,compact,leaving,False,23,38,2.8608570098876953,8.397651672363281,5.536794662475586
109,rw2s1_016261,altered_meaning,open_subtitles,compact,saying,False,23,38,7.315042495727539,6.57893705368042,-0.7361054420471191
110,rw2s1_016261,altered_meaning,open_subtitles,compact,fake,True,23,38,0.18433718383312225,10.393287658691406,10.208950474858284
111,rw2s1_016261,altered_meaning,open_subtitles,compact,thing,True,23,38,0.8019485473632812,3.92732310295105,3.1253745555877686
112,rw_033941,altered_meaning,open_subtitles,current,kansai,True,38,38,1.5445088955263298,7.091024557749431,5.546515662223101
113,rw_033941,altered_meaning,open_subtitles,current,calls,False,38,38,6.337084770202637,6.835755348205566,0.4986705780029297
114,rw_033941,altered_meaning,open_subtitles,current,destructive,True,38,38,0.014041010406799614,7.5693840980529785,7.555343087646179
115,rw_033941,altered_meaning,open_subtitles,current,shiomi,False,38,38,3.647083878517151,3.490000545978546,-0.15708333253860474
116,rw_033941,altered_meaning,open_subtitles,compact,called,True,28,38,1.4749523401260376,6.014375686645508,4.53942334651947
117,rw_033941,altered_meaning,open_subtitles,compact,militancy,True,28,38,0.349459795281291,10.535724639892578,10.186264844611287
118,rw_033941,altered_meaning,open_subtitles,compact,probed,False,28,38,8.156572818756104,8.907177448272705,0.7506046295166016
119,rw_033941,altered_meaning,open_subtitles,compact,formation,False,28,38,11.833528518676758,7.11541748046875,-4.718111038208008
120,rw_036043,faithful_shortening,open_subtitles,current,however,False,36,34,7.34223747253418,11.59233283996582,4.250095367431641
121,rw_036043,faithful_shortening,open_subtitles,current,mummy,True,36,34,0.011645976919680834,6.9012532234191895,6.889607246499509
122,rw_036043,faithful_shortening,open_subtitles,current,consciousness,False,36,34,12.181510925292969,9.72600269317627,-2.455508232116699
123,rw_036043,faithful_shortening,open_subtitles,current,jeffersonian,True,36,34,10.685145854949951,9.872717380523682,-0.8124284744262695
124,rw_036043,faithful_shortening,open_subtitles,compact,myself,False,21,34,3.8397152423858643,2.8707354068756104,-0.9689798355102539
125,rw_036043,faithful_shortening,open_subtitles,compact,mummy,True,21,34,0.01117040147073567,7.144181251525879,7.133010850055143
126,rw_036043,faithful_shortening,open_subtitles,compact,sheriff,True,21,34,1.029766708612442,10.324166297912598,9.294399589300156
127,rw_036043,faithful_shortening,open_subtitles,compact,jeffersonian,True,21,34,11.67358684539795,7.170831680297852,-4.502755165100098
128,rw_035502,altered_meaning,open_subtitles,current,departed,False,23,12,10.045522689819336,10.291226387023926,0.24570369720458984
129,rw_035502,altered_meaning,open_subtitles,current,friends,True,23,12,0.1351398229598999,5.235162734985352,5.100022912025452
130,rw_035502,altered_meaning,open_subtitles,current,longer,False,23,12,0.462756872177124,0.5729128122329712,0.11015594005584717
131,rw_035502,altered_meaning,open_subtitles,current,time,False,23,12,1.7572952508926392,2.0388741493225098,0.2815788984298706
132,rw_035502,altered_meaning,open_subtitles,compact,friends,True,5,12,14.578235626220703,14.08705997467041,-0.49117565155029297
133,rw_035502,altered_meaning,open_subtitles,compact,gone,True,5,12,8.92225170135498,8.844024658203125,-0.07822704315185547
134,rw_035502,altered_meaning,open_subtitles,compact,appreciate,True,5,12,0.21652014553546906,7.405710220336914,7.189190074801445
135,rw_035658,supported_summary_with_lost_detail,open_subtitles,current,unable,False,24,15,1.5341415405273438,2.7620694637298584,1.2279279232025146
136,rw_035658,supported_summary_with_lost_detail,open_subtitles,current,next,False,24,15,4.923374652862549,6.940902233123779,2.0175275802612305
137,rw_035658,supported_summary_with_lost_detail,open_subtitles,current,bodies,True,24,15,0.16507494449615479,8.41971492767334,8.254639983177185
138,rw_035658,supported_summary_with_lost_detail,open_subtitles,current,anything,False,24,15,1.3360542058944702,1.3812912702560425,0.045237064361572266
139,rw_035658,supported_summary_with_lost_detail,open_subtitles,compact,clean,True,7,15,0.1529259979724884,11.660343170166016,11.507417172193527
140,rw_035658,supported_summary_with_lost_detail,open_subtitles,compact,bodies,True,7,15,0.0695115178823471,13.719100952148438,13.64958943426609
141,rw_035658,supported_summary_with_lost_detail,open_subtitles,compact,nothing,True,7,15,0.06444111466407776,10.70643424987793,10.641993135213852
142,rw2s1_000216,altered_meaning,bnc_spoken,current,rising,False,51,50,4.903817653656006,7.668989658355713,2.765172004699707
143,rw2s1_000216,altered_meaning,bnc_spoken,current,while,False,51,50,3.062915563583374,4.420522689819336,1.357607126235962
144,rw2s1_000216,altered_meaning,bnc_spoken,current,spared,True,51,50,0.08262193202972412,5.977107048034668,5.894485116004944
145,rw2s1_000216,altered_meaning,bnc_spoken,current,isn't,True,51,50,0.04444435425102711,2.8700062036514282,2.825561849400401
146,rw2s1_000216,altered_meaning,bnc_spoken,compact,prices,True,19,50,14.391453742980957,6.179923057556152,-8.211530685424805
