pair_index,pair_id,probe_id,rewrite_pos,token_class,target_token_id,target_piece,source_token_len,unrelated_source_token_len,neutral_source_token_len,true_source_target_count,unrelated_source_target_count,neutral_source_target_count,true_source_contains_target,unrelated_source_contains_target,neutral_source_contains_target
882,compact:frontier_consolidation_fwcompact_expansion_013047,rewritecond:882:6:compact:frontier_consolidation_fwcompact_expansion_013047,6,overlap,5323, glo,14,14,14,1,0,0,1,0,0
883,compact:frontier_consolidation_fwcompact_expansion_013059,rewritecond:883:0:compact:frontier_consolidation_fwcompact_expansion_013059,0,overlap,5808,Water,15,15,15,1,0,0,1,0,0
883,compact:frontier_consolidation_fwcompact_expansion_013059,rewritecond:883:9:compact:frontier_consolidation_fwcompact_expansion_013059,9,overlap,10482, moist,15,15,15,1,0,0,1,0,0
884,compact:frontier_consolidation_fwcompact_expansion_013083,rewritecond:884:1:compact:frontier_consolidation_fwcompact_expansion_013083,1,nonoverlap,4598,fection,19,19,19,0,0,0,0,0,0
884,compact:frontier_consolidation_fwcompact_expansion_013083,rewritecond:884:5:compact:frontier_consolidation_fwcompact_expansion_013083,5,nonoverlap,8906, stopping,19,19,19,0,0,0,0,0,0
884,compact:frontier_consolidation_fwcompact_expansion_013083,rewritecond:884:3:compact:frontier_consolidation_fwcompact_expansion_013083,3,overlap,1558, death,19,19,19,1,0,0,1,0,0
884,compact:frontier_consolidation_fwcompact_expansion_013083,rewritecond:884:9:compact:frontier_consolidation_fwcompact_expansion_013083,9,overlap,1584, fight,19,19,19,1,0,0,1,0,0
885,compact:frontier_consolidation_fwcompact_expansion_013098,rewritecond:885:1:compact:frontier_consolidation_fwcompact_expansion_013098,1,nonoverlap,1674, looks,17,17,17,0,0,0,0,0,0
885,compact:frontier_consolidation_fwcompact_expansion_013098,rewritecond:885:8:compact:frontier_consolidation_fwcompact_expansion_013098,8,nonoverlap,9223,iders,17,17,17,0,0,0,0,0,0
885,compact:frontier_consolidation_fwcompact_expansion_013098,rewritecond:885:2:compact:frontier_consolidation_fwcompact_expansion_013098,2,overlap,626, un,17,17,17,1,0,0,1,0,0
885,compact:frontier_consolidation_fwcompact_expansion_013098,rewritecond:885:4:compact:frontier_consolidation_fwcompact_expansion_013098,4,overlap,491,ous,17,17,17,1,0,0,1,0,0
886,compact:frontier_consolidation_fwcompact_expansion_013315,rewritecond:886:0:compact:frontier_consolidation_fwcompact_expansion_013315,0,nonoverlap,2110,Your,19,19,19,0,0,0,0,0,0
886,compact:frontier_consolidation_fwcompact_expansion_013315,rewritecond:886:6:compact:frontier_consolidation_fwcompact_expansion_013315,6,nonoverlap,1410, during,19,19,19,0,0,0,0,0,0
886,compact:frontier_consolidation_fwcompact_expansion_013315,rewritecond:886:1:compact:frontier_consolidation_fwcompact_expansion_013315,1,overlap,9057, tummy,19,19,19,1,0,0,1,0,0
886,compact:frontier_consolidation_fwcompact_expansion_013315,rewritecond:886:7:compact:frontier_consolidation_fwcompact_expansion_013315,7,overlap,14201, pregnancy,19,19,19,1,0,0,1,0,0
887,compact:frontier_consolidation_fwcompact_expansion_013325,rewritecond:887:0:compact:frontier_consolidation_fwcompact_expansion_013325,0,nonoverlap,1339,Cl,27,27,27,0,0,0,0,0,0
887,compact:frontier_consolidation_fwcompact_expansion_013325,rewritecond:887:1:compact:frontier_consolidation_fwcompact_expansion_013325,1,nonoverlap,495,ick,27,27,27,0,0,0,0,0,0
887,compact:frontier_consolidation_fwcompact_expansion_013325,rewritecond:887:2:compact:frontier_consolidation_fwcompact_expansion_013325,2,overlap,2082, Sha,27,27,27,1,0,0,1,0,0
887,compact:frontier_consolidation_fwcompact_expansion_013325,rewritecond:887:24:compact:frontier_consolidation_fwcompact_expansion_013325,24,overlap,661,ions,27,27,27,1,0,0,1,0,0
888,compact:frontier_consolidation_fwcompact_expansion_013332,rewritecond:888:0:compact:frontier_consolidation_fwcompact_expansion_013332,0,overlap,10380,Lin,21,21,21,1,0,0,1,0,0
888,compact:frontier_consolidation_fwcompact_expansion_013332,rewritecond:888:15:compact:frontier_consolidation_fwcompact_expansion_013332,15,overlap,10045,fs,21,21,21,1,0,0,1,0,0
889,compact:frontier_consolidation_fwcompact_expansion_013479,rewritecond:889:1:compact:frontier_consolidation_fwcompact_expansion_013479,1,nonoverlap,386, sa,14,14,14,0,0,0,0,0,0
889,compact:frontier_consolidation_fwcompact_expansion_013479,rewritecond:889:5:compact:frontier_consolidation_fwcompact_expansion_013479,5,nonoverlap,8739, cuts,14,14,14,0,0,0,0,0,0
889,compact:frontier_consolidation_fwcompact_expansion_013479,rewritecond:889:0:compact:frontier_consolidation_fwcompact_expansion_013479,0,overlap,14115,NASA,14,14,14,1,0,0,1,0,0
889,compact:frontier_consolidation_fwcompact_expansion_013479,rewritecond:889:6:compact:frontier_consolidation_fwcompact_expansion_013479,6,overlap,533, time,14,14,14,1,0,0,1,0,0
890,compact:frontier_consolidation_fwcompact_expansion_013497,rewritecond:890:1:compact:frontier_consolidation_fwcompact_expansion_013497,1,nonoverlap,5666, helps,14,14,14,0,0,0,0,0,0
890,compact:frontier_consolidation_fwcompact_expansion_013497,rewritecond:890:2:compact:frontier_consolidation_fwcompact_expansion_013497,2,nonoverlap,1918, develop,14,14,14,0,0,0,0,0,0
890,compact:frontier_consolidation_fwcompact_expansion_013497,rewritecond:890:3:compact:frontier_consolidation_fwcompact_expansion_013497,3,overlap,391, your,14,14,14,1,0,0,1,0,0
890,compact:frontier_consolidation_fwcompact_expansion_013497,rewritecond:890:5:compact:frontier_consolidation_fwcompact_expansion_013497,5,overlap,10033, values,14,14,14,1,0,0,1,0,0
891,compact:frontier_consolidation_fwcompact_expansion_013768,rewritecond:891:2:compact:frontier_consolidation_fwcompact_expansion_013768,2,nonoverlap,1914, happen,14,14,14,0,0,0,0,0,0
891,compact:frontier_consolidation_fwcompact_expansion_013768,rewritecond:891:5:compact:frontier_consolidation_fwcompact_expansion_013768,5,nonoverlap,1317, later,14,14,14,0,0,0,0,0,0
891,compact:frontier_consolidation_fwcompact_expansion_013768,rewritecond:891:1:compact:frontier_consolidation_fwcompact_expansion_013768,1,overlap,764, may,14,14,14,1,0,0,1,0,0
891,compact:frontier_consolidation_fwcompact_expansion_013768,rewritecond:891:7:compact:frontier_consolidation_fwcompact_expansion_013768,7,overlap,10526, exposure,14,14,14,1,0,0,1,0,0
892,compact:frontier_consolidation_fwcompact_expansion_013826,rewritecond:892:0:compact:frontier_consolidation_fwcompact_expansion_013826,0,nonoverlap,3308,En,12,12,12,0,0,0,0,0,0
892,compact:frontier_consolidation_fwcompact_expansion_013826,rewritecond:892:4:compact:frontier_consolidation_fwcompact_expansion_013826,4,nonoverlap,13223, reaches,12,12,12,0,0,0,0,0,0
892,compact:frontier_consolidation_fwcompact_expansion_013826,rewritecond:892:3:compact:frontier_consolidation_fwcompact_expansion_013826,3,overlap,6057, resist,12,12,12,1,0,0,1,0,0
892,compact:frontier_consolidation_fwcompact_expansion_013826,rewritecond:892:6:compact:frontier_consolidation_fwcompact_expansion_013826,6,overlap,555, back,12,12,12,1,0,0,1,0,0
893,compact:frontier_consolidation_fwcompact_expansion_013878,rewritecond:893:0:compact:frontier_consolidation_fwcompact_expansion_013878,0,nonoverlap,3567,Take,15,15,15,0,0,0,0,0,0
893,compact:frontier_consolidation_fwcompact_expansion_013878,rewritecond:893:7:compact:frontier_consolidation_fwcompact_expansion_013878,7,nonoverlap,469, see,15,15,15,0,0,0,0,0,0
893,compact:frontier_consolidation_fwcompact_expansion_013878,rewritecond:893:4:compact:frontier_consolidation_fwcompact_expansion_013878,4,overlap,14872, rubbish,15,15,15,1,0,0,1,0,0
894,compact:frontier_consolidation_fwcompact_expansion_013969,rewritecond:894:5:compact:frontier_consolidation_fwcompact_expansion_013969,5,nonoverlap,6001, prove,17,17,17,0,0,0,0,0,0
894,compact:frontier_consolidation_fwcompact_expansion_013969,rewritecond:894:0:compact:frontier_consolidation_fwcompact_expansion_013969,0,overlap,4179,Mac,17,17,17,1,0,0,1,0,0
894,compact:frontier_consolidation_fwcompact_expansion_013969,rewritecond:894:4:compact:frontier_consolidation_fwcompact_expansion_013969,4,overlap,650,ans,17,17,17,1,0,0,1,0,0
895,compact:frontier_consolidation_fwcompact_expansion_013993,rewritecond:895:0:compact:frontier_consolidation_fwcompact_expansion_013993,0,nonoverlap,9079,Shall,14,14,14,0,0,0,0,0,0
895,compact:frontier_consolidation_fwcompact_expansion_013993,rewritecond:895:5:compact:frontier_consolidation_fwcompact_expansion_013993,5,nonoverlap,1151,ries,14,14,14,0,0,0,0,0,0
895,compact:frontier_consolidation_fwcompact_expansion_013993,rewritecond:895:3:compact:frontier_consolidation_fwcompact_expansion_013993,3,overlap,7240, soil,14,14,14,1,0,0,1,0,0
895,compact:frontier_consolidation_fwcompact_expansion_013993,rewritecond:895:7:compact:frontier_consolidation_fwcompact_expansion_013993,7,overlap,2250, fast,14,14,14,1,0,0,1,0,0
896,compact:frontier_consolidation_fwcompact_expansion_014037,rewritecond:896:0:compact:frontier_consolidation_fwcompact_expansion_014037,0,nonoverlap,3804,High,16,16,16,0,0,0,0,0,0
896,compact:frontier_consolidation_fwcompact_expansion_014037,rewritecond:896:10:compact:frontier_consolidation_fwcompact_expansion_014037,10,nonoverlap,2705,itions,16,16,16,0,0,0,0,0,0
896,compact:frontier_consolidation_fwcompact_expansion_014037,rewritecond:896:2:compact:frontier_consolidation_fwcompact_expansion_014037,2,overlap,214,ed,16,16,16,1,0,0,1,0,0
896,compact:frontier_consolidation_fwcompact_expansion_014037,rewritecond:896:8:compact:frontier_consolidation_fwcompact_expansion_014037,8,overlap,597,ary,16,16,16,1,0,0,1,0,0
897,compact:frontier_consolidation_fwcompact_expansion_014073,rewritecond:897:0:compact:frontier_consolidation_fwcompact_expansion_014073,0,overlap,10189,Real,15,15,15,1,0,0,1,0,0
897,compact:frontier_consolidation_fwcompact_expansion_014073,rewritecond:897:10:compact:frontier_consolidation_fwcompact_expansion_014073,10,overlap,13634, tense,15,15,15,1,0,0,1,0,0
898,compact:frontier_consolidation_fwcompact_expansion_014133,rewritecond:898:0:compact:frontier_consolidation_fwcompact_expansion_014133,0,nonoverlap,10272,Ped,21,21,21,0,0,0,0,0,0
898,compact:frontier_consolidation_fwcompact_expansion_014133,rewritecond:898:7:compact:frontier_consolidation_fwcompact_expansion_014133,7,nonoverlap,394,ers,21,21,21,0,0,0,0,0,0
898,compact:frontier_consolidation_fwcompact_expansion_014133,rewritecond:898:1:compact:frontier_consolidation_fwcompact_expansion_014133,1,overlap,395,est,21,21,21,1,0,0,1,0,0
898,compact:frontier_consolidation_fwcompact_expansion_014133,rewritecond:898:14:compact:frontier_consolidation_fwcompact_expansion_014133,14,overlap,1776,ism,21,21,21,1,0,0,1,0,0
899,compact:frontier_consolidation_fwcompact_expansion_014169,rewritecond:899:0:compact:frontier_consolidation_fwcompact_expansion_014169,0,nonoverlap,3743,Ant,34,34,34,0,0,0,0,0,0
899,compact:frontier_consolidation_fwcompact_expansion_014169,rewritecond:899:1:compact:frontier_consolidation_fwcompact_expansion_014169,1,overlap,269,ac,34,34,34,1,0,0,1,0,0
899,compact:frontier_consolidation_fwcompact_expansion_014169,rewritecond:899:30:compact:frontier_consolidation_fwcompact_expansion_014169,30,overlap,494,ide,34,34,34,1,0,0,1,0,0
900,compact:frontier_consolidation_fwcompact_expansion_014184,rewritecond:900:0:compact:frontier_consolidation_fwcompact_expansion_014184,0,nonoverlap,4764,Wood,16,16,16,0,0,0,0,0,0
900,compact:frontier_consolidation_fwcompact_expansion_014184,rewritecond:900:7:compact:frontier_consolidation_fwcompact_expansion_014184,7,nonoverlap,15755, decay,16,16,16,0,0,0,0,0,0
900,compact:frontier_consolidation_fwcompact_expansion_014184,rewritecond:900:1:compact:frontier_consolidation_fwcompact_expansion_014184,1,overlap,1879, color,16,16,16,1,0,0,1,0,0
900,compact:frontier_consolidation_fwcompact_expansion_014184,rewritecond:900:4:compact:frontier_consolidation_fwcompact_expansion_014184,4,overlap,764, may,16,16,16,2,0,0,1,0,0
901,compact:frontier_consolidation_fwcompact_expansion_014194,rewritecond:901:0:compact:frontier_consolidation_fwcompact_expansion_014194,0,nonoverlap,10743,Lear,20,20,20,0,0,0,0,0,0
901,compact:frontier_consolidation_fwcompact_expansion_014194,rewritecond:901:6:compact:frontier_consolidation_fwcompact_expansion_014194,6,nonoverlap,1603, saying,20,20,20,0,0,0,0,0,0
901,compact:frontier_consolidation_fwcompact_expansion_014194,rewritecond:901:7:compact:frontier_consolidation_fwcompact_expansion_014194,7,overlap,11771, increases,20,20,20,1,0,0,1,0,0
901,compact:frontier_consolidation_fwcompact_expansion_014194,rewritecond:901:12:compact:frontier_consolidation_fwcompact_expansion_014194,12,overlap,6395,ivity,20,20,20,1,0,0,1,0,0
902,compact:frontier_consolidation_fwcompact_expansion_014199,rewritecond:902:5:compact:frontier_consolidation_fwcompact_expansion_014199,5,nonoverlap,7996, trains,19,19,19,0,0,0,0,0,0
902,compact:frontier_consolidation_fwcompact_expansion_014199,rewritecond:902:11:compact:frontier_consolidation_fwcompact_expansion_014199,11,nonoverlap,4386, easily,19,19,19,0,0,0,0,0,0
902,compact:frontier_consolidation_fwcompact_expansion_014199,rewritecond:902:0:compact:frontier_consolidation_fwcompact_expansion_014199,0,overlap,2270,Rep,19,19,19,1,0,0,1,0,0
902,compact:frontier_consolidation_fwcompact_expansion_014199,rewritecond:902:7:compact:frontier_consolidation_fwcompact_expansion_014199,7,overlap,3700, brain,19,19,19,2,0,0,1,0,0
903,compact:frontier_consolidation_fwcompact_expansion_014241,rewritecond:903:3:compact:frontier_consolidation_fwcompact_expansion_014241,3,nonoverlap,6412, global,30,30,30,0,0,0,0,0,0
903,compact:frontier_consolidation_fwcompact_expansion_014241,rewritecond:903:11:compact:frontier_consolidation_fwcompact_expansion_014241,11,nonoverlap,1177, together,30,30,30,0,0,0,0,0,0
903,compact:frontier_consolidation_fwcompact_expansion_014241,rewritecond:903:0:compact:frontier_consolidation_fwcompact_expansion_014241,0,overlap,4611,Rome,30,30,30,1,0,0,1,0,0
903,compact:frontier_consolidation_fwcompact_expansion_014241,rewritecond:903:10:compact:frontier_consolidation_fwcompact_expansion_014241,10,overlap,857,als,30,30,30,1,0,0,1,0,0
904,compact:frontier_consolidation_fwcompact_expansion_014291,rewritecond:904:2:compact:frontier_consolidation_fwcompact_expansion_014291,2,overlap,1045, use,15,15,15,1,0,0,1,0,0
904,compact:frontier_consolidation_fwcompact_expansion_014291,rewritecond:904:15:compact:frontier_consolidation_fwcompact_expansion_014291,15,overlap,7644, garage,15,15,15,1,0,0,1,0,0
905,compact:frontier_consolidation_fwcompact_expansion_014389,rewritecond:905:13:compact:frontier_consolidation_fwcompact_expansion_014389,13,nonoverlap,7056, supported,20,20,20,0,0,0,0,0,0
905,compact:frontier_consolidation_fwcompact_expansion_014389,rewritecond:905:0:compact:frontier_consolidation_fwcompact_expansion_014389,0,overlap,8797,Chair,20,20,20,1,0,0,1,0,0
905,compact:frontier_consolidation_fwcompact_expansion_014389,rewritecond:905:19:compact:frontier_consolidation_fwcompact_expansion_014389,19,overlap,7243, Committee,20,20,20,1,0,0,1,0,0
906,compact:frontier_consolidation_fwcompact_expansion_014462,rewritecond:906:0:compact:frontier_consolidation_fwcompact_expansion_014462,0,nonoverlap,8473,Pass,20,20,20,0,0,0,0,0,0
906,compact:frontier_consolidation_fwcompact_expansion_014462,rewritecond:906:8:compact:frontier_consolidation_fwcompact_expansion_014462,8,nonoverlap,7460, magnetic,20,20,20,0,0,0,0,0,0
906,compact:frontier_consolidation_fwcompact_expansion_014462,rewritecond:906:2:compact:frontier_consolidation_fwcompact_expansion_014462,2,overlap,3209, travel,20,20,20,1,0,0,1,0,0
906,compact:frontier_consolidation_fwcompact_expansion_014462,rewritecond:906:10:compact:frontier_consolidation_fwcompact_expansion_014462,10,overlap,4719,ods,20,20,20,1,0,0,1,0,0
907,compact:frontier_consolidation_fwcompact_expansion_014729,rewritecond:907:0:compact:frontier_consolidation_fwcompact_expansion_014729,0,nonoverlap,7493,Turn,25,25,25,0,0,0,0,0,0
907,compact:frontier_consolidation_fwcompact_expansion_014729,rewritecond:907:12:compact:frontier_consolidation_fwcompact_expansion_014729,12,nonoverlap,11196, hitting,25,25,25,0,0,0,0,0,0
907,compact:frontier_consolidation_fwcompact_expansion_014729,rewritecond:907:1:compact:frontier_consolidation_fwcompact_expansion_014729,1,overlap,564, off,25,25,25,1,0,0,1,0,0
907,compact:frontier_consolidation_fwcompact_expansion_014729,rewritecond:907:16:compact:frontier_consolidation_fwcompact_expansion_014729,16,overlap,8358, limit,25,25,25,1,0,0,1,0,0
908,compact:frontier_consolidation_fwcompact_expansion_014811,rewritecond:908:2:compact:frontier_consolidation_fwcompact_expansion_014811,2,nonoverlap,328, have,21,21,21,0,1,0,0,1,0
908,compact:frontier_consolidation_fwcompact_expansion_014811,rewritecond:908:6:compact:frontier_consolidation_fwcompact_expansion_014811,6,nonoverlap,882, help,21,21,21,0,0,0,0,0,0
908,compact:frontier_consolidation_fwcompact_expansion_014811,rewritecond:908:0:compact:frontier_consolidation_fwcompact_expansion_014811,0,overlap,12014,Toy,21,21,21,1,0,0,1,0,0
908,compact:frontier_consolidation_fwcompact_expansion_014811,rewritecond:908:11:compact:frontier_consolidation_fwcompact_expansion_014811,11,overlap,4063, training,21,21,21,1,0,0,1,0,0
909,compact:frontier_consolidation_fwcompact_expansion_014833,rewritecond:909:2:compact:frontier_consolidation_fwcompact_expansion_014833,2,nonoverlap,3616, spread,15,15,15,0,0,0,0,0,0
909,compact:frontier_consolidation_fwcompact_expansion_014833,rewritecond:909:5:compact:frontier_consolidation_fwcompact_expansion_014833,5,nonoverlap,3243, share,15,15,15,0,0,0,0,0,0
909,compact:frontier_consolidation_fwcompact_expansion_014833,rewritecond:909:3:compact:frontier_consolidation_fwcompact_expansion_014833,3,overlap,4484, knowledge,15,15,15,1,0,0,1,0,0
909,compact:frontier_consolidation_fwcompact_expansion_014833,rewritecond:909:6:compact:frontier_consolidation_fwcompact_expansion_014833,6,overlap,4000, experience,15,15,15,1,0,0,1,0,0
910,compact:frontier_consolidation_fwcompact_expansion_014855,rewritecond:910:0:compact:frontier_consolidation_fwcompact_expansion_014855,0,nonoverlap,2257,Ne,21,21,21,0,0,0,0,0,0
910,compact:frontier_consolidation_fwcompact_expansion_014855,rewritecond:910:7:compact:frontier_consolidation_fwcompact_expansion_014855,7,nonoverlap,5039, causing,21,21,21,0,0,0,0,0,0
910,compact:frontier_consolidation_fwcompact_expansion_014855,rewritecond:910:3:compact:frontier_consolidation_fwcompact_expansion_014855,3,overlap,5812, damage,21,21,21,1,0,0,1,0,0
910,compact:frontier_consolidation_fwcompact_expansion_014855,rewritecond:910:11:compact:frontier_consolidation_fwcompact_expansion_014855,11,overlap,6160, symptoms,21,21,21,1,0,0,1,0,0
911,compact:frontier_consolidation_fwcompact_expansion_015095,rewritecond:911:0:compact:frontier_consolidation_fwcompact_expansion_015095,0,nonoverlap,10619,Cir,14,14,14,0,0,0,0,0,0
911,compact:frontier_consolidation_fwcompact_expansion_015095,rewritecond:911:8:compact:frontier_consolidation_fwcompact_expansion_015095,8,nonoverlap,3880, risk,14,14,14,0,0,0,0,0,0
911,compact:frontier_consolidation_fwcompact_expansion_015095,rewritecond:911:6:compact:frontier_consolidation_fwcompact_expansion_015095,6,overlap,11201, liver,14,14,14,2,0,0,1,0,0
911,compact:frontier_consolidation_fwcompact_expansion_015095,rewritecond:911:7:compact:frontier_consolidation_fwcompact_expansion_015095,7,overlap,3678, cancer,14,14,14,1,0,0,1,0,0
912,compact:frontier_consolidation_fwcompact_expansion_015164,rewritecond:912:0:compact:frontier_consolidation_fwcompact_expansion_015164,0,nonoverlap,13664,Local,22,22,22,0,0,0,0,0,0
912,compact:frontier_consolidation_fwcompact_expansion_015164,rewritecond:912:11:compact:frontier_consolidation_fwcompact_expansion_015164,11,nonoverlap,2341, Mother,22,22,22,0,0,0,0,0,0
912,compact:frontier_consolidation_fwcompact_expansion_015164,rewritecond:912:1:compact:frontier_consolidation_fwcompact_expansion_015164,1,overlap,678, fl,22,22,22,1,0,0,1,0,0
912,compact:frontier_consolidation_fwcompact_expansion_015164,rewritecond:912:13:compact:frontier_consolidation_fwcompact_expansion_015164,13,overlap,533, time,22,22,22,1,0,0,1,0,0
913,compact:frontier_consolidation_fwcompact_expansion_015199,rewritecond:913:0:compact:frontier_consolidation_fwcompact_expansion_015199,0,nonoverlap,7711,End,18,18,18,0,0,0,0,0,0
913,compact:frontier_consolidation_fwcompact_expansion_015199,rewritecond:913:8:compact:frontier_consolidation_fwcompact_expansion_015199,8,nonoverlap,856, another,18,18,18,0,0,0,0,0,0
913,compact:frontier_consolidation_fwcompact_expansion_015199,rewritecond:913:2:compact:frontier_consolidation_fwcompact_expansion_015199,2,overlap,6073, waves,18,18,18,1,0,0,1,0,0
913,compact:frontier_consolidation_fwcompact_expansion_015199,rewritecond:913:7:compact:frontier_consolidation_fwcompact_expansion_015199,7,overlap,644, after,18,18,18,1,0,0,1,0,0
914,compact:frontier_consolidation_fwcompact_expansion_015316,rewritecond:914:1:compact:frontier_consolidation_fwcompact_expansion_015316,1,overlap,4199,ipe,17,17,17,1,0,0,1,0,0
914,compact:frontier_consolidation_fwcompact_expansion_015316,rewritecond:914:10:compact:frontier_consolidation_fwcompact_expansion_015316,10,overlap,6249, rapidly,17,17,17,1,0,0,1,0,0
915,compact:frontier_consolidation_fwcompact_expansion_015321,rewritecond:915:0:compact:frontier_consolidation_fwcompact_expansion_015321,0,overlap,2082,Sha,31,31,31,1,0,0,1,0,0
915,compact:frontier_consolidation_fwcompact_expansion_015321,rewritecond:915:30:compact:frontier_consolidation_fwcompact_expansion_015321,30,overlap,11750, Ohio,31,31,31,1,0,0,1,0,0
916,compact:frontier_consolidation_fwcompact_expansion_015323,rewritecond:916:0:compact:frontier_consolidation_fwcompact_expansion_015323,0,nonoverlap,2847,Sm,19,19,19,0,0,0,0,0,0
916,compact:frontier_consolidation_fwcompact_expansion_015323,rewritecond:916:8:compact:frontier_consolidation_fwcompact_expansion_015323,8,nonoverlap,6518, besides,19,19,19,0,0,0,0,0,0
916,compact:frontier_consolidation_fwcompact_expansion_015323,rewritecond:916:1:compact:frontier_consolidation_fwcompact_expansion_015323,1,overlap,1431,ok,19,19,19,1,0,0,1,0,0
916,compact:frontier_consolidation_fwcompact_expansion_015323,rewritecond:916:11:compact:frontier_consolidation_fwcompact_expansion_015323,11,overlap,9424, smoking,19,19,19,1,0,0,1,0,0
917,compact:frontier_consolidation_fwcompact_expansion_015358,rewritecond:917:0:compact:frontier_consolidation_fwcompact_expansion_015358,0,nonoverlap,2082,Sha,26,26,26,0,0,0,0,0,0
917,compact:frontier_consolidation_fwcompact_expansion_015358,rewritecond:917:19:compact:frontier_consolidation_fwcompact_expansion_015358,19,nonoverlap,212,ing,26,26,26,0,0,0,0,0,0
917,compact:frontier_consolidation_fwcompact_expansion_015358,rewritecond:917:7:compact:frontier_consolidation_fwcompact_expansion_015358,7,overlap,471, tw,26,26,26,1,0,0,1,0,0
917,compact:frontier_consolidation_fwcompact_expansion_015358,rewritecond:917:20:compact:frontier_consolidation_fwcompact_expansion_015358,20,overlap,3841, below,26,26,26,1,0,0,1,0,0
918,compact:frontier_consolidation_fwcompact_expansion_015389,rewritecond:918:1:compact:frontier_consolidation_fwcompact_expansion_015389,1,overlap,485,ag,20,20,20,1,0,0,1,0,0
918,compact:frontier_consolidation_fwcompact_expansion_015389,rewritecond:918:15:compact:frontier_consolidation_fwcompact_expansion_015389,15,overlap,1422,ene,20,20,20,1,0,0,1,0,0
919,compact:frontier_consolidation_fwcompact_expansion_015591,rewritecond:919:1:compact:frontier_consolidation_fwcompact_expansion_015591,1,overlap,800,ody,22,22,22,1,0,0,1,0,0
919,compact:frontier_consolidation_fwcompact_expansion_015591,rewritecond:919:16:compact:frontier_consolidation_fwcompact_expansion_015591,16,overlap,6111, healthy,22,22,22,1,0,0,1,0,0
920,compact:frontier_consolidation_fwcompact_expansion_015669,rewritecond:920:1:compact:frontier_consolidation_fwcompact_expansion_015669,1,nonoverlap,764, may,16,16,16,0,0,0,0,0,0
920,compact:frontier_consolidation_fwcompact_expansion_015669,rewritecond:920:8:compact:frontier_consolidation_fwcompact_expansion_015669,8,nonoverlap,1150, stay,16,16,16,0,0,0,0,0,0
920,compact:frontier_consolidation_fwcompact_expansion_015669,rewritecond:920:4:compact:frontier_consolidation_fwcompact_expansion_015669,4,overlap,3517, aut,16,16,16,1,0,0,1,0,0
920,compact:frontier_consolidation_fwcompact_expansion_015669,rewritecond:920:9:compact:frontier_consolidation_fwcompact_expansion_015669,9,overlap,706, need,16,16,16,1,0,0,1,0,0
921,compact:frontier_consolidation_fwcompact_expansion_015672,rewritecond:921:3:compact:frontier_consolidation_fwcompact_expansion_015672,3,nonoverlap,7142, struggle,16,16,16,0,0,0,0,0,0
921,compact:frontier_consolidation_fwcompact_expansion_015672,rewritecond:921:5:compact:frontier_consolidation_fwcompact_expansion_015672,5,nonoverlap,1256, hear,16,16,16,0,0,0,0,0,0
921,compact:frontier_consolidation_fwcompact_expansion_015672,rewritecond:921:0:compact:frontier_consolidation_fwcompact_expansion_015672,0,overlap,6211,Later,16,16,16,1,0,0,1,0,0
921,compact:frontier_consolidation_fwcompact_expansion_015672,rewritecond:921:7:compact:frontier_consolidation_fwcompact_expansion_015672,7,overlap,2895, accept,16,16,16,1,0,0,1,0,0
922,compact:frontier_consolidation_fwcompact_expansion_015763,rewritecond:922:7:compact:frontier_consolidation_fwcompact_expansion_015763,7,nonoverlap,737, long,16,16,16,0,0,0,0,0,0
922,compact:frontier_consolidation_fwcompact_expansion_015763,rewritecond:922:11:compact:frontier_consolidation_fwcompact_expansion_015763,11,nonoverlap,3306, wide,16,16,16,0,0,0,0,0,0
922,compact:frontier_consolidation_fwcompact_expansion_015763,rewritecond:922:1:compact:frontier_consolidation_fwcompact_expansion_015763,1,overlap,12559, rect,16,16,16,1,0,0,1,0,0
922,compact:frontier_consolidation_fwcompact_expansion_015763,rewritecond:922:6:compact:frontier_consolidation_fwcompact_expansion_015763,6,overlap,7800, units,16,16,16,2,0,0,1,0,0
923,compact:frontier_consolidation_fwcompact_expansion_015795,rewritecond:923:3:compact:frontier_consolidation_fwcompact_expansion_015795,3,nonoverlap,1558, death,43,42,43,0,0,0,0,0,0
923,compact:frontier_consolidation_fwcompact_expansion_015795,rewritecond:923:21:compact:frontier_consolidation_fwcompact_expansion_015795,21,nonoverlap,270,ion,43,42,43,0,0,0,0,0,0
923,compact:frontier_consolidation_fwcompact_expansion_015795,rewritecond:923:0:compact:frontier_consolidation_fwcompact_expansion_015795,0,overlap,5367,Robin,43,42,43,1,0,0,1,0,0
923,compact:frontier_consolidation_fwcompact_expansion_015795,rewritecond:923:20:compact:frontier_consolidation_fwcompact_expansion_015795,20,overlap,3670, prevent,43,42,43,1,0,0,1,0,0
924,compact:frontier_consolidation_fwcompact_expansion_015887,rewritecond:924:0:compact:frontier_consolidation_fwcompact_expansion_015887,0,nonoverlap,4725,Dist,21,21,21,0,0,0,0,0,0
924,compact:frontier_consolidation_fwcompact_expansion_015887,rewritecond:924:12:compact:frontier_consolidation_fwcompact_expansion_015887,12,nonoverlap,3416, inf,21,21,21,0,0,0,0,0,0
924,compact:frontier_consolidation_fwcompact_expansion_015887,rewritecond:924:5:compact:frontier_consolidation_fwcompact_expansion_015887,5,overlap,395,est,21,21,21,1,0,0,1,0,0
