column,subtask,n_items,ref_rise_net_pct,other_rise_net_pct,rise_same_sign,ref_fall_net_pct,other_fall_net_pct,fall_same_sign,ref_max_abs_net_pct,pattern_same_sign_when_ref_moves,other_label,reference_label
BLiMP,existential_there_quantifiers_2,911,7.574094401756312,1.3172338090010975,True,-5.26893523600439,-1.9758507135016465,True,7.574094401756312,True,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,npi_present_2,914,-5.689277899343545,2.8446389496717726,False,1.0940919037199124,-0.87527352297593,False,5.689277899343545,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,only_npi_licensor_present,882,-5.1020408163265305,-0.22675736961451248,True,3.1746031746031744,-1.9274376417233559,False,5.1020408163265305,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,npi_present_1,909,-4.180418041804181,3.08030803080308,False,0.33003300330033003,-2.6402640264026402,False,4.180418041804181,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
GlobalPIQA,global_piqa_nonparallel,100,4.0,0.0,False,-3.0,0.0,False,4.0,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,left_branch_island_echo_question,947,3.8014783526927136,1.0559662090813093,True,-1.9007391763463568,1.478352692713833,False,3.8014783526927136,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,left_branch_island_simple_question,951,0.2103049421661409,0.10515247108307045,True,-3.0494216614090432,1.2618296529968454,False,3.0494216614090432,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
Entity,move_contents_3_ops,406,1.477832512315271,0.7389162561576355,True,-2.955665024630542,-1.2315270935960592,True,2.955665024630542,True,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,principle_A_domain_1,914,0.10940919037199125,0.0,False,2.954048140043764,-0.9846827133479212,False,2.954048140043764,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
GlobalPIQA,global_piqa_parallel,103,-2.912621359223301,3.8834951456310676,False,-0.9708737864077669,-1.9417475728155338,True,2.912621359223301,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,irregular_plural_subject_verb_agreement_2,892,-2.8026905829596416,-0.11210762331838565,True,0.8968609865470852,0.11210762331838565,True,2.8026905829596416,True,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,only_npi_scope,837,-2.7479091995221028,0.8363201911589008,False,1.911589008363202,-0.35842293906810035,False,2.7479091995221028,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,sentential_negation_npi_scope,871,-2.640642939150402,2.2962112514351323,False,0.3444316877152698,0.1148105625717566,True,2.640642939150402,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
Supplement,qa_congruence_tricky,165,1.2121212121212122,0.0,False,-2.4242424242424243,-1.2121212121212122,True,2.4242424242424243,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
Entity,regular_4_ops,388,0.5154639175257731,1.0309278350515463,True,2.3195876288659796,0.0,False,2.3195876288659796,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,regular_plural_subject_verb_agreement_1,890,-2.247191011235955,-0.22471910112359553,True,1.5730337078651686,0.22471910112359553,True,2.247191011235955,True,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,wh_island,960,0.625,-2.083333333333333,False,-2.1875,-0.9375,True,2.1875,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
Entity,regular_5_ops,94,2.127659574468085,-2.127659574468085,False,-2.127659574468085,-1.0638297872340425,True,2.127659574468085,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,tough_vs_raising_2,920,1.1956521739130435,1.3043478260869565,True,2.0652173913043477,0.0,False,2.0652173913043477,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,principle_A_c_command,946,-2.00845665961945,0.21141649048625794,False,0.7399577167019027,0.9513742071881607,True,2.00845665961945,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,wh_vs_that_with_gap_long_distance,910,1.9780219780219779,-2.417582417582418,False,-0.32967032967032966,0.43956043956043955,False,1.9780219780219779,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,tough_vs_raising_1,948,-1.89873417721519,-1.160337552742616,True,-0.7383966244725738,-1.160337552742616,True,1.89873417721519,True,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,expletive_it_object_raising,759,-1.844532279314888,-0.922266139657444,True,0.2635046113306983,-0.2635046113306983,False,1.844532279314888,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,superlative_quantifiers_2,986,1.8255578093306288,0.7099391480730223,True,-0.4056795131845842,0.2028397565922921,False,1.8255578093306288,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,wh_vs_that_with_gap,919,0.2176278563656148,-2.3939064200217626,False,1.7410228509249184,0.9793253536452665,True,1.7410228509249184,True,scale1p75_seed43122_dense,scale1p75_seed43022_reference
Entity,move_contents_5_ops,116,0.0,-1.7241379310344827,False,-1.7241379310344827,-0.8620689655172413,True,1.7241379310344827,True,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,distractor_agreement_relative_clause,871,1.7221584385763489,-0.1148105625717566,False,-0.2296211251435132,0.0,False,1.7221584385763489,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
EWoK,material-dynamics,770,1.6883116883116882,-0.2597402597402597,False,-0.2597402597402597,0.6493506493506493,False,1.6883116883116882,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
EWoK,physical-dynamics,120,-1.6666666666666667,0.8333333333333334,False,0.8333333333333334,0.8333333333333334,True,1.6666666666666667,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,superlative_quantifiers_1,979,-1.634320735444331,2.1450459652706844,False,1.2257405515832482,0.8171603677221655,True,1.634320735444331,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,determiner_noun_agreement_1,929,-1.6146393972012916,-0.4305705059203444,True,0.5382131324004306,0.0,False,1.6146393972012916,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,intransitive,868,1.2672811059907834,-0.2304147465437788,False,1.6129032258064515,0.0,False,1.6129032258064515,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
BLiMP,existential_there_object_raising,812,-1.354679802955665,0.3694581280788177,False,1.600985221674877,-0.6157635467980296,False,1.600985221674877,False,scale1p75_seed43122_dense,scale1p75_seed43022_reference
