ContextDiff,n,accuracy,stable_failure,stable_failure_frac_all,stable_failure_frac_wrong,wrong,interaction_sum_median
antonym,3374,0.486366330764671,1142,0.3384706579727327,0.6589728793998846,1733,-0.016163345193490386
variable swap,2564,0.4964898595943838,1059,0.4130265210608424,0.820294345468629,1291,-0.09174431255087256
material,840,0.5119047619047619,287,0.3416666666666667,0.7,410,-0.3324796259403229
other,490,0.5510204081632653,99,0.20204081632653062,0.45,220,0.5593205584445968
negation,190,0.6052631578947368,40,0.21052631578947367,0.5333333333333333,75,0.5453349724411964
number,80,0.6,15,0.1875,0.46875,32,0.296754265204072
active-passive,30,0.5,11,0.36666666666666664,0.7333333333333333,15,-0.03276833891868591
game,20,0.45,10,0.5,0.9090909090909091,11,-1.3913170397281647
variable_swap,30,0.5,10,0.3333333333333333,0.6666666666666666,15,0.9357312098145485
